HYPER-PARAMETERS
[258/400]  Loss_D: -1.2942 Loss_G: -2.9412, Wasserstein_dist:1.8125, vae_loss_seen:342.7391 GZSL: seen=0.3808, unseen=0.4567, h=0.4153 ZSL: unseen accuracy=0.6337
[259/400]  Loss_D: -1.3605 Loss_G: -3.0597, Wasserstein_dist:1.8859, vae_loss_seen:365.2431 GZSL: seen=0.3733, unseen=0.4673, h=0.4151 ZSL: unseen accuracy=0.6394
[260/400]  Loss_D: -1.2843 Loss_G: -3.2156, Wasserstein_dist:1.8278, vae_loss_seen:352.7654 GZSL: seen=0.3819, unseen=0.4538, h=0.4148 ZSL: unseen accuracy=0.6471
[261/400]  Loss_D: -1.3679 Loss_G: -3.2297, Wasserstein_dist:1.8226, vae_loss_seen:361.4897 GZSL: seen=0.3939, unseen=0.4481, h=0.4192 ZSL: unseen accuracy=0.6471
[262/400]  Loss_D: -1.3818 Loss_G: -3.0762, Wasserstein_dist:1.8908, vae_loss_seen:362.4421 GZSL: seen=0.3817, unseen=0.4500, h=0.4130 ZSL: unseen accuracy=0.6317
[263/400]  Loss_D: -1.4124 Loss_G: -2.9602, Wasserstein_dist:1.8417, vae_loss_seen:352.1337 GZSL: seen=0.3854, unseen=0.4481, h=0.4144 ZSL: unseen accuracy=0.6288
[264/400]  Loss_D: -1.4603 Loss_G: -3.1259, Wasserstein_dist:1.9061, vae_loss_seen:352.2874 GZSL: seen=0.3913, unseen=0.4365, h=0.4127 ZSL: unseen accuracy=0.6365
[265/400]  Loss_D: -1.4140 Loss_G: -2.7634, Wasserstein_dist:1.9167, vae_loss_seen:350.9527 GZSL: seen=0.3811, unseen=0.4538, h=0.4143 ZSL: unseen accuracy=0.6413
[266/400]  Loss_D: -1.2400 Loss_G: -2.6323, Wasserstein_dist:1.6974, vae_loss_seen:354.6205 GZSL: seen=0.3836, unseen=0.4529, h=0.4153 ZSL: unseen accuracy=0.6385
[267/400]  Loss_D: -1.3220 Loss_G: -2.9941, Wasserstein_dist:1.8084, vae_loss_seen:350.2013 GZSL: seen=0.3722, unseen=0.4625, h=0.4125 ZSL: unseen accuracy=0.6337
[268/400]  Loss_D: -1.3574 Loss_G: -3.0886, Wasserstein_dist:1.8899, vae_loss_seen:371.3615 GZSL: seen=0.3802, unseen=0.4490, h=0.4118 ZSL: unseen accuracy=0.6375
[269/400]  Loss_D: -1.3918 Loss_G: -2.9750, Wasserstein_dist:1.8950, vae_loss_seen:348.0467 GZSL: seen=0.3827, unseen=0.4606, h=0.4180 ZSL: unseen accuracy=0.6433
[270/400]  Loss_D: -1.2800 Loss_G: -3.1669, Wasserstein_dist:1.8595, vae_loss_seen:360.4936 GZSL: seen=0.3778, unseen=0.4567, h=0.4135 ZSL: unseen accuracy=0.6423
[271/400]  Loss_D: -1.3367 Loss_G: -2.5563, Wasserstein_dist:1.7894, vae_loss_seen:349.7914 GZSL: seen=0.3858, unseen=0.4442, h=0.4130 ZSL: unseen accuracy=0.6298
[272/400]  Loss_D: -1.4085 Loss_G: -2.8834, Wasserstein_dist:1.9354, vae_loss_seen:341.6469 GZSL: seen=0.3789, unseen=0.4635, h=0.4170 ZSL: unseen accuracy=0.6404
[273/400]  Loss_D: -1.3897 Loss_G: -2.9557, Wasserstein_dist:1.8937, vae_loss_seen:366.2704 GZSL: seen=0.3932, unseen=0.4346, h=0.4129 ZSL: unseen accuracy=0.6240
[274/400]  Loss_D: -1.3486 Loss_G: -3.0732, Wasserstein_dist:1.8361, vae_loss_seen:350.2574 GZSL: seen=0.3659, unseen=0.4837, h=0.4166 ZSL: unseen accuracy=0.6327
[275/400]  Loss_D: -1.4425 Loss_G: -3.2267, Wasserstein_dist:2.0059, vae_loss_seen:364.7629 GZSL: seen=0.3896, unseen=0.4365, h=0.4117 ZSL: unseen accuracy=0.6240
[276/400]  Loss_D: -1.3006 Loss_G: -2.5770, Wasserstein_dist:1.7268, vae_loss_seen:337.9917 GZSL: seen=0.4094, unseen=0.4067, h=0.4081 ZSL: unseen accuracy=0.6337
[277/400]  Loss_D: -1.2300 Loss_G: -2.8232, Wasserstein_dist:1.6718, vae_loss_seen:338.9983 GZSL: seen=0.3588, unseen=0.4635, h=0.4045 ZSL: unseen accuracy=0.6452
[278/400]  Loss_D: -1.3892 Loss_G: -3.3749, Wasserstein_dist:1.9452, vae_loss_seen:373.9236 GZSL: seen=0.3927, unseen=0.4385, h=0.4143 ZSL: unseen accuracy=0.6356
[279/400]  Loss_D: -1.4764 Loss_G: -2.9145, Wasserstein_dist:2.0007, vae_loss_seen:354.2787 GZSL: seen=0.3788, unseen=0.4644, h=0.4173 ZSL: unseen accuracy=0.6519
[280/400]  Loss_D: -1.5229 Loss_G: -2.6624, Wasserstein_dist:2.0225, vae_loss_seen:360.4683 GZSL: seen=0.4004, unseen=0.4308, h=0.4150 ZSL: unseen accuracy=0.6385
[281/400]  Loss_D: -1.5101 Loss_G: -3.1255, Wasserstein_dist:2.0306, vae_loss_seen:346.7621 GZSL: seen=0.3857, unseen=0.4596, h=0.4194 ZSL: unseen accuracy=0.6288
[282/400]  Loss_D: -1.2640 Loss_G: -2.8368, Wasserstein_dist:1.6942, vae_loss_seen:371.7139 GZSL: seen=0.3633, unseen=0.4856, h=0.4156 ZSL: unseen accuracy=0.6385
[283/400]  Loss_D: -1.3514 Loss_G: -2.9427, Wasserstein_dist:1.7966, vae_loss_seen:349.4813 GZSL: seen=0.3566, unseen=0.4712, h=0.4059 ZSL: unseen accuracy=0.6404
[284/400]  Loss_D: -1.2470 Loss_G: -2.7764, Wasserstein_dist:1.7219, vae_loss_seen:340.2664 GZSL: seen=0.3837, unseen=0.4558, h=0.4166 ZSL: unseen accuracy=0.6413
[285/400]  Loss_D: -1.2881 Loss_G: -2.9963, Wasserstein_dist:1.7652, vae_loss_seen:346.2380 GZSL: seen=0.3912, unseen=0.4375, h=0.4131 ZSL: unseen accuracy=0.6317
[286/400]  Loss_D: -1.1927 Loss_G: -2.5855, Wasserstein_dist:1.5929, vae_loss_seen:349.0059 GZSL: seen=0.3819, unseen=0.4471, h=0.4119 ZSL: unseen accuracy=0.6346
[287/400]  Loss_D: -1.4601 Loss_G: -2.8049, Wasserstein_dist:1.9540, vae_loss_seen:361.9317 GZSL: seen=0.3965, unseen=0.4288, h=0.4121 ZSL: unseen accuracy=0.6327
[288/400]  Loss_D: -1.2574 Loss_G: -2.9087, Wasserstein_dist:1.7271, vae_loss_seen:360.2824 GZSL: seen=0.3849, unseen=0.4558, h=0.4174 ZSL: unseen accuracy=0.6337
[289/400]  Loss_D: -1.2070 Loss_G: -2.8534, Wasserstein_dist:1.6196, vae_loss_seen:336.4798 GZSL: seen=0.3897, unseen=0.4567, h=0.4206 ZSL: unseen accuracy=0.6385
[290/400]  Loss_D: -1.3792 Loss_G: -3.1254, Wasserstein_dist:1.9407, vae_loss_seen:363.4608 GZSL: seen=0.3790, unseen=0.4663, h=0.4181 ZSL: unseen accuracy=0.6317
[291/400]  Loss_D: -1.2166 Loss_G: -2.8796, Wasserstein_dist:1.6261, vae_loss_seen:346.8643 GZSL: seen=0.3715, unseen=0.4663, h=0.4136 ZSL: unseen accuracy=0.6269
[292/400]  Loss_D: -1.3448 Loss_G: -2.9836, Wasserstein_dist:1.8310, vae_loss_seen:374.0415 GZSL: seen=0.3723, unseen=0.4702, h=0.4155 ZSL: unseen accuracy=0.6308
[293/400]  Loss_D: -1.4683 Loss_G: -3.1451, Wasserstein_dist:2.0049, vae_loss_seen:362.9977 GZSL: seen=0.3767, unseen=0.4519, h=0.4109 ZSL: unseen accuracy=0.6183
[294/400]  Loss_D: -1.4224 Loss_G: -3.2315, Wasserstein_dist:1.9287, vae_loss_seen:360.9666 GZSL: seen=0.3758, unseen=0.4654, h=0.4158 ZSL: unseen accuracy=0.6365
[295/400]  Loss_D: -1.3711 Loss_G: -3.1104, Wasserstein_dist:1.8701, vae_loss_seen:345.9155 GZSL: seen=0.3658, unseen=0.4721, h=0.4122 ZSL: unseen accuracy=0.6442
[296/400]  Loss_D: -1.3812 Loss_G: -3.5883, Wasserstein_dist:1.9140, vae_loss_seen:361.2851 GZSL: seen=0.3685, unseen=0.4760, h=0.4154 ZSL: unseen accuracy=0.6462
[297/400]  Loss_D: -1.3179 Loss_G: -3.3705, Wasserstein_dist:1.8670, vae_loss_seen:367.4197 GZSL: seen=0.3836, unseen=0.4529, h=0.4154 ZSL: unseen accuracy=0.6423
[298/400]  Loss_D: -1.1484 Loss_G: -2.6997, Wasserstein_dist:1.5667, vae_loss_seen:351.7703 GZSL: seen=0.3636, unseen=0.4731, h=0.4112 ZSL: unseen accuracy=0.6394
[299/400]  Loss_D: -1.3676 Loss_G: -2.7800, Wasserstein_dist:1.8073, vae_loss_seen:365.4160 GZSL: seen=0.3780, unseen=0.4615, h=0.4156 ZSL: unseen accuracy=0.6404
[300/400]  Loss_D: -1.3580 Loss_G: -3.0078, Wasserstein_dist:1.8020, vae_loss_seen:359.6685 GZSL: seen=0.4001, unseen=0.4173, h=0.4085 ZSL: unseen accuracy=0.6298
[301/400]  Loss_D: -1.2939 Loss_G: -2.9774, Wasserstein_dist:1.7727, vae_loss_seen:344.3869 GZSL: seen=0.3817, unseen=0.4423, h=0.4097 ZSL: unseen accuracy=0.6385
[302/400]  Loss_D: -1.2349 Loss_G: -2.9267, Wasserstein_dist:1.7043, vae_loss_seen:354.8875 GZSL: seen=0.3690, unseen=0.4817, h=0.4179 ZSL: unseen accuracy=0.6346
[303/400]  Loss_D: -1.4494 Loss_G: -2.8837, Wasserstein_dist:1.9106, vae_loss_seen:362.9003 GZSL: seen=0.3846, unseen=0.4452, h=0.4127 ZSL: unseen accuracy=0.6337
[304/400]  Loss_D: -1.2491 Loss_G: -2.7736, Wasserstein_dist:1.6524, vae_loss_seen:348.7725 GZSL: seen=0.3699, unseen=0.4625, h=0.4111 ZSL: unseen accuracy=0.6365
[305/400]  Loss_D: -1.4143 Loss_G: -2.9326, Wasserstein_dist:1.9082, vae_loss_seen:358.8138 GZSL: seen=0.3619, unseen=0.4683, h=0.4082 ZSL: unseen accuracy=0.6413
[306/400]  Loss_D: -1.3996 Loss_G: -2.6104, Wasserstein_dist:1.8325, vae_loss_seen:356.5380 GZSL: seen=0.3629, unseen=0.4760, h=0.4118 ZSL: unseen accuracy=0.6404
[307/400]  Loss_D: -1.4219 Loss_G: -2.5436, Wasserstein_dist:1.8314, vae_loss_seen:356.2933 GZSL: seen=0.3601, unseen=0.4856, h=0.4136 ZSL: unseen accuracy=0.6375
[308/400]  Loss_D: -1.2810 Loss_G: -3.1041, Wasserstein_dist:1.7476, vae_loss_seen:359.0055 GZSL: seen=0.3692, unseen=0.4596, h=0.4095 ZSL: unseen accuracy=0.6394
[309/400]  Loss_D: -1.3543 Loss_G: -2.9145, Wasserstein_dist:1.8438, vae_loss_seen:359.9836 GZSL: seen=0.3912, unseen=0.4308, h=0.4100 ZSL: unseen accuracy=0.6404
[310/400]  Loss_D: -1.3410 Loss_G: -3.1178, Wasserstein_dist:1.8030, vae_loss_seen:363.1223 GZSL: seen=0.3976, unseen=0.4375, h=0.4166 ZSL: unseen accuracy=0.6375
[311/400]  Loss_D: -1.4012 Loss_G: -3.4246, Wasserstein_dist:1.9444, vae_loss_seen:363.5069 GZSL: seen=0.3927, unseen=0.4500, h=0.4194 ZSL: unseen accuracy=0.6413
[312/400]  Loss_D: -1.2122 Loss_G: -3.1352, Wasserstein_dist:1.6524, vae_loss_seen:359.2886 GZSL: seen=0.3632, unseen=0.4712, h=0.4102 ZSL: unseen accuracy=0.6423
[313/400]  Loss_D: -1.2865 Loss_G: -3.3966, Wasserstein_dist:1.7814, vae_loss_seen:349.9055 GZSL: seen=0.3643, unseen=0.4779, h=0.4134 ZSL: unseen accuracy=0.6308
[314/400]  Loss_D: -1.2805 Loss_G: -3.5421, Wasserstein_dist:1.7559, vae_loss_seen:368.8479 GZSL: seen=0.3877, unseen=0.4500, h=0.4165 ZSL: unseen accuracy=0.6288
[315/400]  Loss_D: -1.3977 Loss_G: -3.2360, Wasserstein_dist:1.8931, vae_loss_seen:354.4877 GZSL: seen=0.3638, unseen=0.4769, h=0.4128 ZSL: unseen accuracy=0.6308
[316/400]  Loss_D: -1.2495 Loss_G: -2.7743, Wasserstein_dist:1.6886, vae_loss_seen:346.8132 GZSL: seen=0.3592, unseen=0.4981, h=0.4174 ZSL: unseen accuracy=0.6327
[317/400]  Loss_D: -1.0488 Loss_G: -3.1090, Wasserstein_dist:1.5328, vae_loss_seen:362.2286 GZSL: seen=0.3926, unseen=0.4413, h=0.4155 ZSL: unseen accuracy=0.6423
[318/400]  Loss_D: -1.2454 Loss_G: -3.0847, Wasserstein_dist:1.7759, vae_loss_seen:346.0085 GZSL: seen=0.3944, unseen=0.4462, h=0.4187 ZSL: unseen accuracy=0.6394
[319/400]  Loss_D: -1.2811 Loss_G: -2.7596, Wasserstein_dist:1.7122, vae_loss_seen:358.8294 GZSL: seen=0.3666, unseen=0.4779, h=0.4149 ZSL: unseen accuracy=0.6394
[320/400]  Loss_D: -1.2995 Loss_G: -3.1084, Wasserstein_dist:1.7477, vae_loss_seen:386.4326 GZSL: seen=0.3748, unseen=0.4481, h=0.4081 ZSL: unseen accuracy=0.6337
[321/400]  Loss_D: -1.3818 Loss_G: -3.0167, Wasserstein_dist:1.8558, vae_loss_seen:348.3385 GZSL: seen=0.3831, unseen=0.4433, h=0.4110 ZSL: unseen accuracy=0.6404
[322/400]  Loss_D: -1.3553 Loss_G: -3.1250, Wasserstein_dist:1.8292, vae_loss_seen:350.5537 GZSL: seen=0.3587, unseen=0.4760, h=0.4091 ZSL: unseen accuracy=0.6452
[323/400]  Loss_D: -1.2471 Loss_G: -2.8383, Wasserstein_dist:1.6376, vae_loss_seen:332.7361 GZSL: seen=0.3944, unseen=0.4317, h=0.4122 ZSL: unseen accuracy=0.6404
[324/400]  Loss_D: -1.2074 Loss_G: -2.8678, Wasserstein_dist:1.6247, vae_loss_seen:343.8021 GZSL: seen=0.3779, unseen=0.4577, h=0.4140 ZSL: unseen accuracy=0.6500
[325/400]  Loss_D: -1.1953 Loss_G: -2.8486, Wasserstein_dist:1.6050, vae_loss_seen:351.1212 GZSL: seen=0.3875, unseen=0.4337, h=0.4093 ZSL: unseen accuracy=0.6365
[326/400]  Loss_D: -1.3469 Loss_G: -3.1048, Wasserstein_dist:1.7487, vae_loss_seen:358.3379 GZSL: seen=0.3542, unseen=0.5029, h=0.4156 ZSL: unseen accuracy=0.6346
[327/400]  Loss_D: -1.3711 Loss_G: -3.0947, Wasserstein_dist:1.8391, vae_loss_seen:363.1816 GZSL: seen=0.3970, unseen=0.4490, h=0.4214 ZSL: unseen accuracy=0.6481
[328/400]  Loss_D: -1.3621 Loss_G: -2.8416, Wasserstein_dist:1.7930, vae_loss_seen:361.7384 GZSL: seen=0.3881, unseen=0.4346, h=0.4100 ZSL: unseen accuracy=0.6192
[329/400]  Loss_D: -1.4023 Loss_G: -3.3037, Wasserstein_dist:1.9161, vae_loss_seen:358.1920 GZSL: seen=0.3424, unseen=0.4933, h=0.4042 ZSL: unseen accuracy=0.6221
[330/400]  Loss_D: -1.3409 Loss_G: -3.0081, Wasserstein_dist:1.7701, vae_loss_seen:352.3886 GZSL: seen=0.3735, unseen=0.4606, h=0.4125 ZSL: unseen accuracy=0.6346
[331/400]  Loss_D: -1.2449 Loss_G: -3.0369, Wasserstein_dist:1.6371, vae_loss_seen:361.1183 GZSL: seen=0.3944, unseen=0.4452, h=0.4183 ZSL: unseen accuracy=0.6442
[332/400]  Loss_D: -1.2820 Loss_G: -2.9918, Wasserstein_dist:1.7485, vae_loss_seen:357.4543 GZSL: seen=0.3829, unseen=0.4587, h=0.4174 ZSL: unseen accuracy=0.6375
[333/400]  Loss_D: -1.1380 Loss_G: -3.1736, Wasserstein_dist:1.5979, vae_loss_seen:362.0301 GZSL: seen=0.3615, unseen=0.4712, h=0.4091 ZSL: unseen accuracy=0.6346
[334/400]  Loss_D: -1.2042 Loss_G: -3.2435, Wasserstein_dist:1.6532, vae_loss_seen:345.7846 GZSL: seen=0.3620, unseen=0.4750, h=0.4109 ZSL: unseen accuracy=0.6375
[335/400]  Loss_D: -1.2678 Loss_G: -2.6869, Wasserstein_dist:1.6917, vae_loss_seen:355.8988 GZSL: seen=0.3882, unseen=0.4413, h=0.4131 ZSL: unseen accuracy=0.6327
[336/400]  Loss_D: -1.2564 Loss_G: -2.9377, Wasserstein_dist:1.7909, vae_loss_seen:334.0871 GZSL: seen=0.3764, unseen=0.4442, h=0.4075 ZSL: unseen accuracy=0.6327
[337/400]  Loss_D: -1.1464 Loss_G: -3.1498, Wasserstein_dist:1.6313, vae_loss_seen:351.5839 GZSL: seen=0.3783, unseen=0.4606, h=0.4154 ZSL: unseen accuracy=0.6413
[338/400]  Loss_D: -1.3068 Loss_G: -3.1437, Wasserstein_dist:1.7139, vae_loss_seen:359.5261 GZSL: seen=0.3812, unseen=0.4577, h=0.4160 ZSL: unseen accuracy=0.6433
[339/400]  Loss_D: -1.1977 Loss_G: -2.7104, Wasserstein_dist:1.6505, vae_loss_seen:342.7936 GZSL: seen=0.3899, unseen=0.4385, h=0.4128 ZSL: unseen accuracy=0.6337
[340/400]  Loss_D: -1.2866 Loss_G: -2.9156, Wasserstein_dist:1.7234, vae_loss_seen:350.7356 GZSL: seen=0.3756, unseen=0.4510, h=0.4099 ZSL: unseen accuracy=0.6423
[341/400]  Loss_D: -1.2106 Loss_G: -2.8206, Wasserstein_dist:1.5756, vae_loss_seen:366.2032 GZSL: seen=0.3887, unseen=0.4404, h=0.4129 ZSL: unseen accuracy=0.6298
[342/400]  Loss_D: -1.3363 Loss_G: -3.1363, Wasserstein_dist:1.7794, vae_loss_seen:348.0477 GZSL: seen=0.3759, unseen=0.4510, h=0.4100 ZSL: unseen accuracy=0.6356
[343/400]  Loss_D: -1.4002 Loss_G: -3.5260, Wasserstein_dist:1.9459, vae_loss_seen:367.8622 GZSL: seen=0.3633, unseen=0.4760, h=0.4121 ZSL: unseen accuracy=0.6337
[344/400]  Loss_D: -1.1801 Loss_G: -3.5020, Wasserstein_dist:1.6861, vae_loss_seen:362.6628 GZSL: seen=0.3640, unseen=0.4625, h=0.4074 ZSL: unseen accuracy=0.6240
[345/400]  Loss_D: -1.2428 Loss_G: -2.9817, Wasserstein_dist:1.6757, vae_loss_seen:349.7795 GZSL: seen=0.3726, unseen=0.4663, h=0.4142 ZSL: unseen accuracy=0.6317
[346/400]  Loss_D: -1.3027 Loss_G: -3.3948, Wasserstein_dist:1.7841, vae_loss_seen:345.1278 GZSL: seen=0.3593, unseen=0.4885, h=0.4140 ZSL: unseen accuracy=0.6346
[347/400]  Loss_D: -1.3007 Loss_G: -2.9321, Wasserstein_dist:1.6727, vae_loss_seen:355.0702 GZSL: seen=0.3731, unseen=0.4519, h=0.4087 ZSL: unseen accuracy=0.6337
[348/400]  Loss_D: -1.0537 Loss_G: -2.7879, Wasserstein_dist:1.4941, vae_loss_seen:349.2728 GZSL: seen=0.3798, unseen=0.4433, h=0.4091 ZSL: unseen accuracy=0.6452
[349/400]  Loss_D: -1.2679 Loss_G: -2.6941, Wasserstein_dist:1.6298, vae_loss_seen:347.2583 GZSL: seen=0.3586, unseen=0.4769, h=0.4094 ZSL: unseen accuracy=0.6308
[350/400]  Loss_D: -1.2683 Loss_G: -3.0224, Wasserstein_dist:1.7385, vae_loss_seen:359.8324 GZSL: seen=0.3924, unseen=0.4442, h=0.4167 ZSL: unseen accuracy=0.6385
[351/400]  Loss_D: -1.2156 Loss_G: -2.9153, Wasserstein_dist:1.6083, vae_loss_seen:361.9814 GZSL: seen=0.3833, unseen=0.4635, h=0.4196 ZSL: unseen accuracy=0.6385
[352/400]  Loss_D: -1.4169 Loss_G: -3.0658, Wasserstein_dist:1.8537, vae_loss_seen:365.4391 GZSL: seen=0.3839, unseen=0.4529, h=0.4155 ZSL: unseen accuracy=0.6385
[353/400]  Loss_D: -1.3223 Loss_G: -3.5499, Wasserstein_dist:1.8515, vae_loss_seen:362.1131 GZSL: seen=0.3690, unseen=0.4567, h=0.4082 ZSL: unseen accuracy=0.6298
[354/400]  Loss_D: -1.3185 Loss_G: -3.1856, Wasserstein_dist:1.8287, vae_loss_seen:341.2831 GZSL: seen=0.3673, unseen=0.4760, h=0.4146 ZSL: unseen accuracy=0.6337
[355/400]  Loss_D: -1.2295 Loss_G: -3.1128, Wasserstein_dist:1.6657, vae_loss_seen:357.3877 GZSL: seen=0.3857, unseen=0.4481, h=0.4145 ZSL: unseen accuracy=0.6346
[356/400]  Loss_D: -1.1683 Loss_G: -3.0242, Wasserstein_dist:1.5988, vae_loss_seen:352.7775 GZSL: seen=0.3808, unseen=0.4442, h=0.4101 ZSL: unseen accuracy=0.6375
[357/400]  Loss_D: -1.1240 Loss_G: -3.0616, Wasserstein_dist:1.5144, vae_loss_seen:360.9610 GZSL: seen=0.3489, unseen=0.4894, h=0.4074 ZSL: unseen accuracy=0.6317
[358/400]  Loss_D: -1.2794 Loss_G: -3.1148, Wasserstein_dist:1.7169, vae_loss_seen:340.9330 GZSL: seen=0.3943, unseen=0.4404, h=0.4161 ZSL: unseen accuracy=0.6327
[359/400]  Loss_D: -1.2072 Loss_G: -3.0430, Wasserstein_dist:1.6290, vae_loss_seen:348.8615 GZSL: seen=0.4025, unseen=0.4183, h=0.4102 ZSL: unseen accuracy=0.6298
[360/400]  Loss_D: -1.1133 Loss_G: -2.9785, Wasserstein_dist:1.5245, vae_loss_seen:344.1462 GZSL: seen=0.3654, unseen=0.4702, h=0.4112 ZSL: unseen accuracy=0.6346
[361/400]  Loss_D: -1.2564 Loss_G: -3.1666, Wasserstein_dist:1.6598, vae_loss_seen:359.3488 GZSL: seen=0.3800, unseen=0.4606, h=0.4165 ZSL: unseen accuracy=0.6356
[362/400]  Loss_D: -1.2072 Loss_G: -2.9483, Wasserstein_dist:1.6530, vae_loss_seen:340.7945 GZSL: seen=0.3902, unseen=0.4442, h=0.4154 ZSL: unseen accuracy=0.6317
[363/400]  Loss_D: -1.3317 Loss_G: -3.6294, Wasserstein_dist:1.8993, vae_loss_seen:346.0895 GZSL: seen=0.3756, unseen=0.4519, h=0.4103 ZSL: unseen accuracy=0.6279
[364/400]  Loss_D: -1.3161 Loss_G: -3.4966, Wasserstein_dist:1.8017, vae_loss_seen:367.1322 GZSL: seen=0.3829, unseen=0.4471, h=0.4125 ZSL: unseen accuracy=0.6260
[365/400]  Loss_D: -1.0843 Loss_G: -3.2405, Wasserstein_dist:1.5065, vae_loss_seen:334.0043 GZSL: seen=0.3792, unseen=0.4567, h=0.4144 ZSL: unseen accuracy=0.6298
[366/400]  Loss_D: -1.1809 Loss_G: -3.1705, Wasserstein_dist:1.6066, vae_loss_seen:359.3334 GZSL: seen=0.3816, unseen=0.4615, h=0.4178 ZSL: unseen accuracy=0.6337
[367/400]  Loss_D: -1.2643 Loss_G: -2.9232, Wasserstein_dist:1.6111, vae_loss_seen:359.2683 GZSL: seen=0.3707, unseen=0.4606, h=0.4108 ZSL: unseen accuracy=0.6337
[368/400]  Loss_D: -1.2413 Loss_G: -3.1705, Wasserstein_dist:1.6550, vae_loss_seen:362.7983 GZSL: seen=0.3721, unseen=0.4587, h=0.4109 ZSL: unseen accuracy=0.6288
[369/400]  Loss_D: -1.0698 Loss_G: -2.9921, Wasserstein_dist:1.4503, vae_loss_seen:358.1458 GZSL: seen=0.3934, unseen=0.4269, h=0.4095 ZSL: unseen accuracy=0.6404
[370/400]  Loss_D: -1.2878 Loss_G: -3.2121, Wasserstein_dist:1.8013, vae_loss_seen:360.0905 GZSL: seen=0.3478, unseen=0.4846, h=0.4050 ZSL: unseen accuracy=0.6288
[371/400]  Loss_D: -1.2080 Loss_G: -3.0727, Wasserstein_dist:1.6441, vae_loss_seen:356.1478 GZSL: seen=0.3804, unseen=0.4644, h=0.4182 ZSL: unseen accuracy=0.6288
[372/400]  Loss_D: -1.1470 Loss_G: -3.2117, Wasserstein_dist:1.5844, vae_loss_seen:354.3347 GZSL: seen=0.4008, unseen=0.4279, h=0.4139 ZSL: unseen accuracy=0.6298
[373/400]  Loss_D: -1.2302 Loss_G: -2.9132, Wasserstein_dist:1.6230, vae_loss_seen:358.7117 GZSL: seen=0.3971, unseen=0.4327, h=0.4141 ZSL: unseen accuracy=0.6317
[374/400]  Loss_D: -1.2037 Loss_G: -2.9312, Wasserstein_dist:1.5857, vae_loss_seen:357.3398 GZSL: seen=0.3941, unseen=0.4433, h=0.4172 ZSL: unseen accuracy=0.6327
[375/400]  Loss_D: -1.3350 Loss_G: -3.1553, Wasserstein_dist:1.8314, vae_loss_seen:341.4812 GZSL: seen=0.3781, unseen=0.4654, h=0.4172 ZSL: unseen accuracy=0.6375
[376/400]  Loss_D: -1.1903 Loss_G: -3.0191, Wasserstein_dist:1.6413, vae_loss_seen:349.9674 GZSL: seen=0.3843, unseen=0.4519, h=0.4153 ZSL: unseen accuracy=0.6394
[377/400]  Loss_D: -1.2668 Loss_G: -3.0327, Wasserstein_dist:1.6361, vae_loss_seen:358.8062 GZSL: seen=0.3812, unseen=0.4548, h=0.4147 ZSL: unseen accuracy=0.6288
[378/400]  Loss_D: -1.1060 Loss_G: -3.2845, Wasserstein_dist:1.5517, vae_loss_seen:359.3055 GZSL: seen=0.3992, unseen=0.4260, h=0.4122 ZSL: unseen accuracy=0.6346
[379/400]  Loss_D: -1.1858 Loss_G: -3.3854, Wasserstein_dist:1.7008, vae_loss_seen:344.5046 GZSL: seen=0.3818, unseen=0.4558, h=0.4155 ZSL: unseen accuracy=0.6394
[380/400]  Loss_D: -1.2272 Loss_G: -3.3519, Wasserstein_dist:1.6524, vae_loss_seen:359.4582 GZSL: seen=0.3709, unseen=0.4702, h=0.4147 ZSL: unseen accuracy=0.6327
[381/400]  Loss_D: -1.3572 Loss_G: -2.9747, Wasserstein_dist:1.8209, vae_loss_seen:346.7609 GZSL: seen=0.3808, unseen=0.4462, h=0.4109 ZSL: unseen accuracy=0.6356
[382/400]  Loss_D: -1.3112 Loss_G: -3.2575, Wasserstein_dist:1.7742, vae_loss_seen:361.3393 GZSL: seen=0.3978, unseen=0.4375, h=0.4167 ZSL: unseen accuracy=0.6346
[383/400]  Loss_D: -1.2900 Loss_G: -3.3758, Wasserstein_dist:1.7346, vae_loss_seen:361.0432 GZSL: seen=0.3935, unseen=0.4356, h=0.4135 ZSL: unseen accuracy=0.6308
[384/400]  Loss_D: -1.1809 Loss_G: -3.0077, Wasserstein_dist:1.5565, vae_loss_seen:360.1779 GZSL: seen=0.3829, unseen=0.4606, h=0.4182 ZSL: unseen accuracy=0.6337
[385/400]  Loss_D: -1.2516 Loss_G: -3.3066, Wasserstein_dist:1.7320, vae_loss_seen:351.0889 GZSL: seen=0.3792, unseen=0.4548, h=0.4136 ZSL: unseen accuracy=0.6240
[386/400]  Loss_D: -1.2619 Loss_G: -3.1629, Wasserstein_dist:1.6813, vae_loss_seen:351.0088 GZSL: seen=0.3839, unseen=0.4404, h=0.4102 ZSL: unseen accuracy=0.6308
[387/400]  Loss_D: -1.2645 Loss_G: -3.2030, Wasserstein_dist:1.7154, vae_loss_seen:345.4119 GZSL: seen=0.3871, unseen=0.4471, h=0.4150 ZSL: unseen accuracy=0.6298
[388/400]  Loss_D: -1.1313 Loss_G: -3.1451, Wasserstein_dist:1.5351, vae_loss_seen:351.6100 GZSL: seen=0.3720, unseen=0.4558, h=0.4096 ZSL: unseen accuracy=0.6346
