HYPER-PARAMETERS
[127/400]  Loss_D: -1.8665 Loss_G: -2.4093, Wasserstein_dist:2.5111, vae_loss_seen:366.2086 GZSL: seen=0.3743, unseen=0.4452, h=0.4067 ZSL: unseen accuracy=0.6404
[128/400]  Loss_D: -1.8061 Loss_G: -2.4075, Wasserstein_dist:2.3916, vae_loss_seen:381.1163 GZSL: seen=0.3775, unseen=0.4433, h=0.4077 ZSL: unseen accuracy=0.6404
[129/400]  Loss_D: -1.9990 Loss_G: -2.3054, Wasserstein_dist:2.6531, vae_loss_seen:370.7837 GZSL: seen=0.3720, unseen=0.4596, h=0.4112 ZSL: unseen accuracy=0.6558
[130/400]  Loss_D: -1.6462 Loss_G: -2.0446, Wasserstein_dist:2.2448, vae_loss_seen:362.5731 GZSL: seen=0.3652, unseen=0.4837, h=0.4161 ZSL: unseen accuracy=0.6490
[131/400]  Loss_D: -1.7931 Loss_G: -2.5427, Wasserstein_dist:2.4624, vae_loss_seen:370.0367 GZSL: seen=0.4103, unseen=0.4173, h=0.4138 ZSL: unseen accuracy=0.6452
[132/400]  Loss_D: -1.7299 Loss_G: -2.3853, Wasserstein_dist:2.4212, vae_loss_seen:354.4750 GZSL: seen=0.3491, unseen=0.5048, h=0.4127 ZSL: unseen accuracy=0.6510
[133/400]  Loss_D: -1.9106 Loss_G: -2.4522, Wasserstein_dist:2.5308, vae_loss_seen:354.5234 GZSL: seen=0.3697, unseen=0.4577, h=0.4090 ZSL: unseen accuracy=0.6519
[134/400]  Loss_D: -1.7030 Loss_G: -2.4473, Wasserstein_dist:2.3316, vae_loss_seen:370.4415 GZSL: seen=0.3842, unseen=0.4442, h=0.4120 ZSL: unseen accuracy=0.6404
[135/400]  Loss_D: -1.8119 Loss_G: -2.6115, Wasserstein_dist:2.4272, vae_loss_seen:364.1069 GZSL: seen=0.3682, unseen=0.4673, h=0.4119 ZSL: unseen accuracy=0.6577
[136/400]  Loss_D: -1.8620 Loss_G: -2.1363, Wasserstein_dist:2.4367, vae_loss_seen:370.6025 GZSL: seen=0.3530, unseen=0.4769, h=0.4057 ZSL: unseen accuracy=0.6500
[137/400]  Loss_D: -1.7190 Loss_G: -2.3332, Wasserstein_dist:2.3737, vae_loss_seen:361.1333 GZSL: seen=0.3849, unseen=0.4567, h=0.4177 ZSL: unseen accuracy=0.6538
[138/400]  Loss_D: -1.7903 Loss_G: -2.9009, Wasserstein_dist:2.4896, vae_loss_seen:373.5769 GZSL: seen=0.3885, unseen=0.4433, h=0.4141 ZSL: unseen accuracy=0.6481
[139/400]  Loss_D: -1.8233 Loss_G: -2.3690, Wasserstein_dist:2.4532, vae_loss_seen:364.2624 GZSL: seen=0.3772, unseen=0.4721, h=0.4193 ZSL: unseen accuracy=0.6558
[140/400]  Loss_D: -1.6912 Loss_G: -2.2954, Wasserstein_dist:2.2912, vae_loss_seen:357.3932 GZSL: seen=0.3803, unseen=0.4519, h=0.4131 ZSL: unseen accuracy=0.6510
[141/400]  Loss_D: -1.7552 Loss_G: -2.7263, Wasserstein_dist:2.4400, vae_loss_seen:362.8521 GZSL: seen=0.3876, unseen=0.4385, h=0.4115 ZSL: unseen accuracy=0.6500
[142/400]  Loss_D: -1.7414 Loss_G: -2.5054, Wasserstein_dist:2.3350, vae_loss_seen:365.8055 GZSL: seen=0.3825, unseen=0.4587, h=0.4171 ZSL: unseen accuracy=0.6577
[143/400]  Loss_D: -1.6483 Loss_G: -2.3031, Wasserstein_dist:2.2657, vae_loss_seen:359.0536 GZSL: seen=0.3745, unseen=0.4567, h=0.4115 ZSL: unseen accuracy=0.6500
[144/400]  Loss_D: -1.6098 Loss_G: -2.2719, Wasserstein_dist:2.1369, vae_loss_seen:351.9856 GZSL: seen=0.3864, unseen=0.4606, h=0.4202 ZSL: unseen accuracy=0.6529
[145/400]  Loss_D: -1.6955 Loss_G: -2.3205, Wasserstein_dist:2.3392, vae_loss_seen:356.2655 GZSL: seen=0.3929, unseen=0.4365, h=0.4136 ZSL: unseen accuracy=0.6519
[146/400]  Loss_D: -1.7153 Loss_G: -2.1468, Wasserstein_dist:2.2736, vae_loss_seen:359.3569 GZSL: seen=0.3810, unseen=0.4442, h=0.4102 ZSL: unseen accuracy=0.6490
[147/400]  Loss_D: -1.6037 Loss_G: -2.1184, Wasserstein_dist:2.1221, vae_loss_seen:354.7375 GZSL: seen=0.3824, unseen=0.4606, h=0.4179 ZSL: unseen accuracy=0.6452
[148/400]  Loss_D: -1.9810 Loss_G: -2.9463, Wasserstein_dist:2.6385, vae_loss_seen:369.7949 GZSL: seen=0.3626, unseen=0.4990, h=0.4200 ZSL: unseen accuracy=0.6548
[149/400]  Loss_D: -1.5984 Loss_G: -2.4084, Wasserstein_dist:2.1891, vae_loss_seen:363.8112 GZSL: seen=0.3936, unseen=0.4385, h=0.4148 ZSL: unseen accuracy=0.6404
[150/400]  Loss_D: -1.6549 Loss_G: -2.6319, Wasserstein_dist:2.2352, vae_loss_seen:357.4666 GZSL: seen=0.3852, unseen=0.4433, h=0.4122 ZSL: unseen accuracy=0.6538
[151/400]  Loss_D: -1.6253 Loss_G: -2.1290, Wasserstein_dist:2.1105, vae_loss_seen:351.3218 GZSL: seen=0.3695, unseen=0.4654, h=0.4120 ZSL: unseen accuracy=0.6365
[152/400]  Loss_D: -1.6166 Loss_G: -2.5281, Wasserstein_dist:2.1457, vae_loss_seen:377.4063 GZSL: seen=0.3682, unseen=0.4673, h=0.4119 ZSL: unseen accuracy=0.6490
[153/400]  Loss_D: -1.6847 Loss_G: -2.2317, Wasserstein_dist:2.2682, vae_loss_seen:369.5394 GZSL: seen=0.3569, unseen=0.4808, h=0.4097 ZSL: unseen accuracy=0.6529
[154/400]  Loss_D: -1.7675 Loss_G: -2.5808, Wasserstein_dist:2.3463, vae_loss_seen:370.0463 GZSL: seen=0.3944, unseen=0.4269, h=0.4100 ZSL: unseen accuracy=0.6510
[155/400]  Loss_D: -1.8735 Loss_G: -2.7538, Wasserstein_dist:2.4650, vae_loss_seen:360.8056 GZSL: seen=0.3805, unseen=0.4577, h=0.4156 ZSL: unseen accuracy=0.6375
[156/400]  Loss_D: -1.5567 Loss_G: -2.5248, Wasserstein_dist:2.0829, vae_loss_seen:360.9828 GZSL: seen=0.3785, unseen=0.4625, h=0.4163 ZSL: unseen accuracy=0.6538
[157/400]  Loss_D: -1.6432 Loss_G: -2.7847, Wasserstein_dist:2.2796, vae_loss_seen:359.4171 GZSL: seen=0.3506, unseen=0.4923, h=0.4096 ZSL: unseen accuracy=0.6442
[158/400]  Loss_D: -1.7348 Loss_G: -2.7516, Wasserstein_dist:2.3914, vae_loss_seen:364.5812 GZSL: seen=0.3724, unseen=0.4548, h=0.4095 ZSL: unseen accuracy=0.6442
[159/400]  Loss_D: -1.6762 Loss_G: -2.4228, Wasserstein_dist:2.2498, vae_loss_seen:370.8553 GZSL: seen=0.3620, unseen=0.4673, h=0.4080 ZSL: unseen accuracy=0.6529
[160/400]  Loss_D: -1.6741 Loss_G: -2.2790, Wasserstein_dist:2.2657, vae_loss_seen:372.1183 GZSL: seen=0.3820, unseen=0.4481, h=0.4124 ZSL: unseen accuracy=0.6423
[161/400]  Loss_D: -1.6881 Loss_G: -2.4191, Wasserstein_dist:2.3191, vae_loss_seen:362.3960 GZSL: seen=0.3831, unseen=0.4442, h=0.4114 ZSL: unseen accuracy=0.6413
[162/400]  Loss_D: -1.6615 Loss_G: -2.4768, Wasserstein_dist:2.1653, vae_loss_seen:369.9956 GZSL: seen=0.3607, unseen=0.4942, h=0.4170 ZSL: unseen accuracy=0.6490
[163/400]  Loss_D: -1.5885 Loss_G: -2.2459, Wasserstein_dist:2.1512, vae_loss_seen:346.4603 GZSL: seen=0.3860, unseen=0.4404, h=0.4114 ZSL: unseen accuracy=0.6510
[164/400]  Loss_D: -1.5335 Loss_G: -2.5623, Wasserstein_dist:2.1276, vae_loss_seen:362.1498 GZSL: seen=0.3485, unseen=0.4817, h=0.4044 ZSL: unseen accuracy=0.6385
[165/400]  Loss_D: -1.5461 Loss_G: -2.1811, Wasserstein_dist:2.1081, vae_loss_seen:359.8777 GZSL: seen=0.3458, unseen=0.5288, h=0.4182 ZSL: unseen accuracy=0.6500
[166/400]  Loss_D: -1.7092 Loss_G: -2.3587, Wasserstein_dist:2.3529, vae_loss_seen:367.6814 GZSL: seen=0.3834, unseen=0.4567, h=0.4169 ZSL: unseen accuracy=0.6481
[167/400]  Loss_D: -1.7756 Loss_G: -2.7412, Wasserstein_dist:2.3443, vae_loss_seen:367.0674 GZSL: seen=0.3614, unseen=0.4962, h=0.4182 ZSL: unseen accuracy=0.6548
[168/400]  Loss_D: -1.5961 Loss_G: -2.5809, Wasserstein_dist:2.2164, vae_loss_seen:353.7227 GZSL: seen=0.3576, unseen=0.4875, h=0.4126 ZSL: unseen accuracy=0.6577
[169/400]  Loss_D: -1.7234 Loss_G: -2.4944, Wasserstein_dist:2.2388, vae_loss_seen:367.8608 GZSL: seen=0.3668, unseen=0.4625, h=0.4091 ZSL: unseen accuracy=0.6481
[170/400]  Loss_D: -1.5281 Loss_G: -2.6399, Wasserstein_dist:2.0816, vae_loss_seen:356.9889 GZSL: seen=0.3844, unseen=0.4442, h=0.4122 ZSL: unseen accuracy=0.6442
[171/400]  Loss_D: -1.7346 Loss_G: -2.7185, Wasserstein_dist:2.3319, vae_loss_seen:374.6380 GZSL: seen=0.3973, unseen=0.4308, h=0.4134 ZSL: unseen accuracy=0.6462
[172/400]  Loss_D: -1.5393 Loss_G: -2.4158, Wasserstein_dist:2.0835, vae_loss_seen:343.2761 GZSL: seen=0.3772, unseen=0.4510, h=0.4108 ZSL: unseen accuracy=0.6481
[173/400]  Loss_D: -1.4698 Loss_G: -2.3731, Wasserstein_dist:1.9823, vae_loss_seen:336.5959 GZSL: seen=0.3818, unseen=0.4462, h=0.4115 ZSL: unseen accuracy=0.6288
[174/400]  Loss_D: -1.5386 Loss_G: -2.4861, Wasserstein_dist:2.0525, vae_loss_seen:356.9638 GZSL: seen=0.3713, unseen=0.4721, h=0.4157 ZSL: unseen accuracy=0.6394
[175/400]  Loss_D: -1.6947 Loss_G: -2.7287, Wasserstein_dist:2.2878, vae_loss_seen:367.1553 GZSL: seen=0.3623, unseen=0.4913, h=0.4171 ZSL: unseen accuracy=0.6423
[176/400]  Loss_D: -1.5749 Loss_G: -2.6942, Wasserstein_dist:2.1282, vae_loss_seen:356.9669 GZSL: seen=0.3631, unseen=0.4837, h=0.4148 ZSL: unseen accuracy=0.6423
[177/400]  Loss_D: -1.5307 Loss_G: -2.6482, Wasserstein_dist:2.1147, vae_loss_seen:368.4179 GZSL: seen=0.3622, unseen=0.4846, h=0.4145 ZSL: unseen accuracy=0.6423
[178/400]  Loss_D: -1.5452 Loss_G: -2.8124, Wasserstein_dist:2.1130, vae_loss_seen:375.5650 GZSL: seen=0.3890, unseen=0.4423, h=0.4140 ZSL: unseen accuracy=0.6481
[179/400]  Loss_D: -1.4166 Loss_G: -2.2189, Wasserstein_dist:1.8873, vae_loss_seen:341.5075 GZSL: seen=0.3666, unseen=0.4846, h=0.4174 ZSL: unseen accuracy=0.6365
[180/400]  Loss_D: -1.6262 Loss_G: -2.5319, Wasserstein_dist:2.1210, vae_loss_seen:365.0317 GZSL: seen=0.3805, unseen=0.4442, h=0.4099 ZSL: unseen accuracy=0.6375
[181/400]  Loss_D: -1.6665 Loss_G: -2.6668, Wasserstein_dist:2.2974, vae_loss_seen:359.4045 GZSL: seen=0.3768, unseen=0.4596, h=0.4141 ZSL: unseen accuracy=0.6510
[182/400]  Loss_D: -1.6875 Loss_G: -3.0065, Wasserstein_dist:2.3713, vae_loss_seen:359.9222 GZSL: seen=0.3802, unseen=0.4548, h=0.4142 ZSL: unseen accuracy=0.6413
[183/400]  Loss_D: -1.5886 Loss_G: -2.6623, Wasserstein_dist:2.1483, vae_loss_seen:359.3889 GZSL: seen=0.3886, unseen=0.4490, h=0.4167 ZSL: unseen accuracy=0.6413
[184/400]  Loss_D: -1.5632 Loss_G: -2.7307, Wasserstein_dist:2.2058, vae_loss_seen:365.5847 GZSL: seen=0.3587, unseen=0.4865, h=0.4130 ZSL: unseen accuracy=0.6423
[185/400]  Loss_D: -1.7195 Loss_G: -2.9157, Wasserstein_dist:2.2508, vae_loss_seen:378.0653 GZSL: seen=0.3682, unseen=0.4750, h=0.4149 ZSL: unseen accuracy=0.6433
[186/400]  Loss_D: -1.4408 Loss_G: -2.6508, Wasserstein_dist:1.9681, vae_loss_seen:348.7424 GZSL: seen=0.3871, unseen=0.4548, h=0.4182 ZSL: unseen accuracy=0.6433
[187/400]  Loss_D: -1.6113 Loss_G: -2.8221, Wasserstein_dist:2.1778, vae_loss_seen:368.6205 GZSL: seen=0.3765, unseen=0.4654, h=0.4163 ZSL: unseen accuracy=0.6365
[188/400]  Loss_D: -1.5486 Loss_G: -2.4802, Wasserstein_dist:2.0843, vae_loss_seen:350.5139 GZSL: seen=0.3969, unseen=0.4423, h=0.4184 ZSL: unseen accuracy=0.6385
[189/400]  Loss_D: -1.6699 Loss_G: -2.6909, Wasserstein_dist:2.2282, vae_loss_seen:366.5159 GZSL: seen=0.3743, unseen=0.4702, h=0.4168 ZSL: unseen accuracy=0.6462
[190/400]  Loss_D: -1.5719 Loss_G: -2.3956, Wasserstein_dist:2.0600, vae_loss_seen:337.5132 GZSL: seen=0.3590, unseen=0.4808, h=0.4111 ZSL: unseen accuracy=0.6452
[191/400]  Loss_D: -1.4448 Loss_G: -2.3174, Wasserstein_dist:1.9663, vae_loss_seen:348.4547 GZSL: seen=0.4077, unseen=0.4260, h=0.4166 ZSL: unseen accuracy=0.6452
[192/400]  Loss_D: -1.6522 Loss_G: -2.8871, Wasserstein_dist:2.2578, vae_loss_seen:356.4217 GZSL: seen=0.3945, unseen=0.4394, h=0.4158 ZSL: unseen accuracy=0.6394
[193/400]  Loss_D: -1.5253 Loss_G: -2.6170, Wasserstein_dist:2.0930, vae_loss_seen:359.7849 GZSL: seen=0.3842, unseen=0.4365, h=0.4087 ZSL: unseen accuracy=0.6394
[194/400]  Loss_D: -1.5409 Loss_G: -2.8155, Wasserstein_dist:2.0611, vae_loss_seen:358.9253 GZSL: seen=0.3676, unseen=0.4817, h=0.4170 ZSL: unseen accuracy=0.6423
[195/400]  Loss_D: -1.6950 Loss_G: -2.9157, Wasserstein_dist:2.3173, vae_loss_seen:369.6671 GZSL: seen=0.3604, unseen=0.4740, h=0.4095 ZSL: unseen accuracy=0.6385
[196/400]  Loss_D: -1.5885 Loss_G: -2.4046, Wasserstein_dist:2.0879, vae_loss_seen:356.5073 GZSL: seen=0.3886, unseen=0.4413, h=0.4133 ZSL: unseen accuracy=0.6404
[197/400]  Loss_D: -1.5200 Loss_G: -2.5364, Wasserstein_dist:2.0482, vae_loss_seen:365.1947 GZSL: seen=0.3775, unseen=0.4712, h=0.4191 ZSL: unseen accuracy=0.6462
[198/400]  Loss_D: -1.3746 Loss_G: -2.3818, Wasserstein_dist:1.8498, vae_loss_seen:350.2808 GZSL: seen=0.3622, unseen=0.4760, h=0.4114 ZSL: unseen accuracy=0.6404
[199/400]  Loss_D: -1.5048 Loss_G: -2.4878, Wasserstein_dist:2.0509, vae_loss_seen:349.1859 GZSL: seen=0.3411, unseen=0.4933, h=0.4033 ZSL: unseen accuracy=0.6365
[200/400]  Loss_D: -1.5285 Loss_G: -2.5175, Wasserstein_dist:1.9886, vae_loss_seen:356.4808 GZSL: seen=0.3525, unseen=0.4837, h=0.4078 ZSL: unseen accuracy=0.6413
[201/400]  Loss_D: -1.3354 Loss_G: -2.5783, Wasserstein_dist:1.7929, vae_loss_seen:348.4980 GZSL: seen=0.3903, unseen=0.4404, h=0.4138 ZSL: unseen accuracy=0.6346
[202/400]  Loss_D: -1.5318 Loss_G: -2.8007, Wasserstein_dist:1.9917, vae_loss_seen:365.2392 GZSL: seen=0.3767, unseen=0.4519, h=0.4109 ZSL: unseen accuracy=0.6442
[203/400]  Loss_D: -1.4749 Loss_G: -2.6168, Wasserstein_dist:1.9939, vae_loss_seen:369.7347 GZSL: seen=0.3715, unseen=0.4606, h=0.4113 ZSL: unseen accuracy=0.6221
[204/400]  Loss_D: -1.5963 Loss_G: -2.9396, Wasserstein_dist:2.1376, vae_loss_seen:345.4377 GZSL: seen=0.3829, unseen=0.4433, h=0.4109 ZSL: unseen accuracy=0.6317
[205/400]  Loss_D: -1.4985 Loss_G: -2.8486, Wasserstein_dist:2.1128, vae_loss_seen:362.6048 GZSL: seen=0.3909, unseen=0.4673, h=0.4257 ZSL: unseen accuracy=0.6471
[206/400]  Loss_D: -1.4910 Loss_G: -2.5118, Wasserstein_dist:2.0466, vae_loss_seen:352.8405 GZSL: seen=0.3787, unseen=0.4471, h=0.4101 ZSL: unseen accuracy=0.6442
[207/400]  Loss_D: -1.5606 Loss_G: -2.5433, Wasserstein_dist:2.0753, vae_loss_seen:348.6488 GZSL: seen=0.3616, unseen=0.4837, h=0.4138 ZSL: unseen accuracy=0.6452
[208/400]  Loss_D: -1.4690 Loss_G: -3.1228, Wasserstein_dist:1.9719, vae_loss_seen:370.5923 GZSL: seen=0.3914, unseen=0.4365, h=0.4127 ZSL: unseen accuracy=0.6471
[209/400]  Loss_D: -1.5496 Loss_G: -2.7033, Wasserstein_dist:2.1023, vae_loss_seen:361.9212 GZSL: seen=0.3907, unseen=0.4356, h=0.4119 ZSL: unseen accuracy=0.6413
[210/400]  Loss_D: -1.6552 Loss_G: -3.2209, Wasserstein_dist:2.2301, vae_loss_seen:375.3360 GZSL: seen=0.3929, unseen=0.4404, h=0.4153 ZSL: unseen accuracy=0.6337
[211/400]  Loss_D: -1.4248 Loss_G: -2.4470, Wasserstein_dist:1.9047, vae_loss_seen:354.0866 GZSL: seen=0.3487, unseen=0.5048, h=0.4125 ZSL: unseen accuracy=0.6404
[212/400]  Loss_D: -1.5192 Loss_G: -2.8342, Wasserstein_dist:2.0402, vae_loss_seen:361.0033 GZSL: seen=0.3851, unseen=0.4606, h=0.4195 ZSL: unseen accuracy=0.6519
[213/400]  Loss_D: -1.3939 Loss_G: -2.6900, Wasserstein_dist:1.8429, vae_loss_seen:361.4361 GZSL: seen=0.3713, unseen=0.4558, h=0.4092 ZSL: unseen accuracy=0.6356
[214/400]  Loss_D: -1.4364 Loss_G: -2.7381, Wasserstein_dist:1.9582, vae_loss_seen:359.4049 GZSL: seen=0.3750, unseen=0.4510, h=0.4095 ZSL: unseen accuracy=0.6250
[215/400]  Loss_D: -1.5027 Loss_G: -3.1373, Wasserstein_dist:2.0850, vae_loss_seen:354.3871 GZSL: seen=0.3986, unseen=0.4298, h=0.4136 ZSL: unseen accuracy=0.6269
[216/400]  Loss_D: -1.5355 Loss_G: -2.7176, Wasserstein_dist:2.0866, vae_loss_seen:353.2024 GZSL: seen=0.3678, unseen=0.4798, h=0.4164 ZSL: unseen accuracy=0.6413
[217/400]  Loss_D: -1.4766 Loss_G: -2.8695, Wasserstein_dist:1.9592, vae_loss_seen:367.0130 GZSL: seen=0.3891, unseen=0.4385, h=0.4123 ZSL: unseen accuracy=0.6394
[218/400]  Loss_D: -1.5068 Loss_G: -2.8276, Wasserstein_dist:2.0053, vae_loss_seen:363.1833 GZSL: seen=0.3844, unseen=0.4606, h=0.4191 ZSL: unseen accuracy=0.6481
[219/400]  Loss_D: -1.5009 Loss_G: -2.5047, Wasserstein_dist:2.0078, vae_loss_seen:357.2761 GZSL: seen=0.3607, unseen=0.4663, h=0.4068 ZSL: unseen accuracy=0.6231
[220/400]  Loss_D: -1.3368 Loss_G: -2.5339, Wasserstein_dist:1.8243, vae_loss_seen:350.2254 GZSL: seen=0.3938, unseen=0.4365, h=0.4141 ZSL: unseen accuracy=0.6365
[221/400]  Loss_D: -1.4776 Loss_G: -2.7312, Wasserstein_dist:1.9613, vae_loss_seen:361.8463 GZSL: seen=0.3723, unseen=0.4798, h=0.4193 ZSL: unseen accuracy=0.6413
[222/400]  Loss_D: -1.5459 Loss_G: -2.7233, Wasserstein_dist:2.0487, vae_loss_seen:364.6760 GZSL: seen=0.3933, unseen=0.4327, h=0.4120 ZSL: unseen accuracy=0.6288
[223/400]  Loss_D: -1.4301 Loss_G: -2.6452, Wasserstein_dist:1.8868, vae_loss_seen:358.2368 GZSL: seen=0.3786, unseen=0.4538, h=0.4129 ZSL: unseen accuracy=0.6385
[224/400]  Loss_D: -1.4760 Loss_G: -2.9384, Wasserstein_dist:2.0814, vae_loss_seen:369.8512 GZSL: seen=0.3706, unseen=0.4538, h=0.4080 ZSL: unseen accuracy=0.6356
[225/400]  Loss_D: -1.5015 Loss_G: -2.3691, Wasserstein_dist:1.9298, vae_loss_seen:373.8024 GZSL: seen=0.3826, unseen=0.4356, h=0.4074 ZSL: unseen accuracy=0.6269
[226/400]  Loss_D: -1.5649 Loss_G: -2.8003, Wasserstein_dist:2.0681, vae_loss_seen:350.3398 GZSL: seen=0.3843, unseen=0.4500, h=0.4146 ZSL: unseen accuracy=0.6490
[227/400]  Loss_D: -1.5229 Loss_G: -3.0147, Wasserstein_dist:2.0648, vae_loss_seen:376.7165 GZSL: seen=0.3811, unseen=0.4519, h=0.4135 ZSL: unseen accuracy=0.6317
[228/400]  Loss_D: -1.4532 Loss_G: -2.6935, Wasserstein_dist:2.0054, vae_loss_seen:349.3799 GZSL: seen=0.3802, unseen=0.4404, h=0.4081 ZSL: unseen accuracy=0.6365
[229/400]  Loss_D: -1.3363 Loss_G: -2.3401, Wasserstein_dist:1.8061, vae_loss_seen:345.0832 GZSL: seen=0.3753, unseen=0.4567, h=0.4120 ZSL: unseen accuracy=0.6375
[230/400]  Loss_D: -1.3491 Loss_G: -2.9301, Wasserstein_dist:1.8650, vae_loss_seen:366.2182 GZSL: seen=0.3921, unseen=0.4250, h=0.4079 ZSL: unseen accuracy=0.6308
[231/400]  Loss_D: -1.4865 Loss_G: -3.0288, Wasserstein_dist:1.9941, vae_loss_seen:364.6441 GZSL: seen=0.3697, unseen=0.4740, h=0.4154 ZSL: unseen accuracy=0.6394
[232/400]  Loss_D: -1.4587 Loss_G: -2.8639, Wasserstein_dist:1.9992, vae_loss_seen:354.9436 GZSL: seen=0.3773, unseen=0.4644, h=0.4163 ZSL: unseen accuracy=0.6375
[233/400]  Loss_D: -1.3900 Loss_G: -3.0776, Wasserstein_dist:1.9627, vae_loss_seen:358.8808 GZSL: seen=0.3523, unseen=0.4962, h=0.4120 ZSL: unseen accuracy=0.6356
[234/400]  Loss_D: -1.4834 Loss_G: -2.5788, Wasserstein_dist:1.9354, vae_loss_seen:353.6486 GZSL: seen=0.3984, unseen=0.4183, h=0.4081 ZSL: unseen accuracy=0.6385
[235/400]  Loss_D: -1.4889 Loss_G: -2.7638, Wasserstein_dist:1.9941, vae_loss_seen:360.5778 GZSL: seen=0.4135, unseen=0.4058, h=0.4096 ZSL: unseen accuracy=0.6308
[236/400]  Loss_D: -1.5807 Loss_G: -2.9602, Wasserstein_dist:2.0619, vae_loss_seen:358.5704 GZSL: seen=0.3842, unseen=0.4577, h=0.4177 ZSL: unseen accuracy=0.6510
[237/400]  Loss_D: -1.4635 Loss_G: -3.1155, Wasserstein_dist:2.0137, vae_loss_seen:366.8739 GZSL: seen=0.3494, unseen=0.4913, h=0.4084 ZSL: unseen accuracy=0.6288
[238/400]  Loss_D: -1.5409 Loss_G: -3.1846, Wasserstein_dist:2.1158, vae_loss_seen:364.8948 GZSL: seen=0.3946, unseen=0.4404, h=0.4162 ZSL: unseen accuracy=0.6346
[239/400]  Loss_D: -1.4253 Loss_G: -2.4026, Wasserstein_dist:1.8744, vae_loss_seen:357.9233 GZSL: seen=0.3705, unseen=0.4462, h=0.4048 ZSL: unseen accuracy=0.6356
[240/400]  Loss_D: -1.3434 Loss_G: -2.6343, Wasserstein_dist:1.7850, vae_loss_seen:347.9340 GZSL: seen=0.3688, unseen=0.4827, h=0.4181 ZSL: unseen accuracy=0.6394
[241/400]  Loss_D: -1.4916 Loss_G: -2.7946, Wasserstein_dist:2.0477, vae_loss_seen:354.7714 GZSL: seen=0.3659, unseen=0.4731, h=0.4127 ZSL: unseen accuracy=0.6356
[242/400]  Loss_D: -1.5202 Loss_G: -2.9473, Wasserstein_dist:2.0214, vae_loss_seen:364.4406 GZSL: seen=0.3674, unseen=0.4875, h=0.4190 ZSL: unseen accuracy=0.6308
[243/400]  Loss_D: -1.5778 Loss_G: -3.3707, Wasserstein_dist:2.1840, vae_loss_seen:382.6443 GZSL: seen=0.3773, unseen=0.4740, h=0.4202 ZSL: unseen accuracy=0.6404
[244/400]  Loss_D: -1.4066 Loss_G: -3.1257, Wasserstein_dist:1.9002, vae_loss_seen:371.8891 GZSL: seen=0.3695, unseen=0.4702, h=0.4138 ZSL: unseen accuracy=0.6365
[245/400]  Loss_D: -1.4567 Loss_G: -2.8762, Wasserstein_dist:1.9846, vae_loss_seen:351.8523 GZSL: seen=0.3919, unseen=0.4413, h=0.4152 ZSL: unseen accuracy=0.6365
[246/400]  Loss_D: -1.3194 Loss_G: -2.5317, Wasserstein_dist:1.7868, vae_loss_seen:354.7304 GZSL: seen=0.3752, unseen=0.4548, h=0.4112 ZSL: unseen accuracy=0.6394
[247/400]  Loss_D: -1.4853 Loss_G: -2.9205, Wasserstein_dist:2.0811, vae_loss_seen:345.4785 GZSL: seen=0.3937, unseen=0.4452, h=0.4179 ZSL: unseen accuracy=0.6394
[248/400]  Loss_D: -1.2973 Loss_G: -2.7775, Wasserstein_dist:1.8169, vae_loss_seen:358.0398 GZSL: seen=0.3464, unseen=0.5067, h=0.4115 ZSL: unseen accuracy=0.6356
[249/400]  Loss_D: -1.4280 Loss_G: -2.5334, Wasserstein_dist:1.8504, vae_loss_seen:372.1062 GZSL: seen=0.3936, unseen=0.4385, h=0.4148 ZSL: unseen accuracy=0.6356
[250/400]  Loss_D: -1.4683 Loss_G: -2.6580, Wasserstein_dist:1.9663, vae_loss_seen:353.9844 GZSL: seen=0.3877, unseen=0.4413, h=0.4128 ZSL: unseen accuracy=0.6288
[251/400]  Loss_D: -1.6211 Loss_G: -2.8078, Wasserstein_dist:2.1300, vae_loss_seen:366.4525 GZSL: seen=0.3697, unseen=0.4644, h=0.4117 ZSL: unseen accuracy=0.6423
[252/400]  Loss_D: -1.3328 Loss_G: -2.7776, Wasserstein_dist:1.8323, vae_loss_seen:362.8920 GZSL: seen=0.3751, unseen=0.4519, h=0.4100 ZSL: unseen accuracy=0.6471
[253/400]  Loss_D: -1.3576 Loss_G: -2.7742, Wasserstein_dist:1.7828, vae_loss_seen:351.4573 GZSL: seen=0.3896, unseen=0.4481, h=0.4168 ZSL: unseen accuracy=0.6452
[254/400]  Loss_D: -1.5520 Loss_G: -3.0575, Wasserstein_dist:2.0613, vae_loss_seen:371.9746 GZSL: seen=0.3838, unseen=0.4558, h=0.4167 ZSL: unseen accuracy=0.6288
[255/400]  Loss_D: -1.3852 Loss_G: -2.7557, Wasserstein_dist:1.9294, vae_loss_seen:355.0989 GZSL: seen=0.3954, unseen=0.4433, h=0.4179 ZSL: unseen accuracy=0.6356
[256/400]  Loss_D: -1.3407 Loss_G: -2.6807, Wasserstein_dist:1.8348, vae_loss_seen:351.0643 GZSL: seen=0.3754, unseen=0.4567, h=0.4121 ZSL: unseen accuracy=0.6337
[257/400]  Loss_D: -1.2227 Loss_G: -2.3514, Wasserstein_dist:1.6555, vae_loss_seen:350.0454 GZSL: seen=0.3895, unseen=0.4317, h=0.4095 ZSL: unseen accuracy=0.6394
