HYPER-PARAMETERS
[258/400]  Loss_D: -1.1684 Loss_G: -2.7707, Wasserstein_dist:1.6272, vae_loss_seen:345.5207 GZSL: seen=0.3940, unseen=0.4644, h=0.4263 ZSL: unseen accuracy=0.6308
[259/400]  Loss_D: -1.2026 Loss_G: -2.7868, Wasserstein_dist:1.6259, vae_loss_seen:368.6101 GZSL: seen=0.3925, unseen=0.4731, h=0.4290 ZSL: unseen accuracy=0.6356
[260/400]  Loss_D: -1.2923 Loss_G: -3.4030, Wasserstein_dist:1.8289, vae_loss_seen:355.0614 GZSL: seen=0.4033, unseen=0.4769, h=0.4370 ZSL: unseen accuracy=0.6327
[261/400]  Loss_D: -1.3465 Loss_G: -3.1911, Wasserstein_dist:1.7794, vae_loss_seen:363.6847 GZSL: seen=0.3784, unseen=0.4885, h=0.4265 ZSL: unseen accuracy=0.6240
[262/400]  Loss_D: -1.3559 Loss_G: -3.0925, Wasserstein_dist:1.8645, vae_loss_seen:365.0619 GZSL: seen=0.3853, unseen=0.4740, h=0.4251 ZSL: unseen accuracy=0.6240
[263/400]  Loss_D: -1.2878 Loss_G: -2.8437, Wasserstein_dist:1.7053, vae_loss_seen:355.5591 GZSL: seen=0.3863, unseen=0.4904, h=0.4322 ZSL: unseen accuracy=0.6260
[264/400]  Loss_D: -1.3692 Loss_G: -2.9378, Wasserstein_dist:1.7739, vae_loss_seen:354.9418 GZSL: seen=0.3828, unseen=0.4788, h=0.4255 ZSL: unseen accuracy=0.6288
[265/400]  Loss_D: -1.2516 Loss_G: -2.7415, Wasserstein_dist:1.6996, vae_loss_seen:353.1853 GZSL: seen=0.3970, unseen=0.4837, h=0.4360 ZSL: unseen accuracy=0.6365
[266/400]  Loss_D: -1.1194 Loss_G: -2.6811, Wasserstein_dist:1.5463, vae_loss_seen:357.5238 GZSL: seen=0.3833, unseen=0.4913, h=0.4306 ZSL: unseen accuracy=0.6221
[267/400]  Loss_D: -1.3041 Loss_G: -2.9169, Wasserstein_dist:1.7519, vae_loss_seen:352.5043 GZSL: seen=0.3807, unseen=0.4837, h=0.4260 ZSL: unseen accuracy=0.6260
[268/400]  Loss_D: -1.2483 Loss_G: -3.0760, Wasserstein_dist:1.7157, vae_loss_seen:374.6905 GZSL: seen=0.3837, unseen=0.4798, h=0.4264 ZSL: unseen accuracy=0.6337
[269/400]  Loss_D: -1.3442 Loss_G: -2.8129, Wasserstein_dist:1.8384, vae_loss_seen:351.8170 GZSL: seen=0.3924, unseen=0.4692, h=0.4274 ZSL: unseen accuracy=0.6202
[270/400]  Loss_D: -1.1785 Loss_G: -2.7060, Wasserstein_dist:1.5988, vae_loss_seen:364.6594 GZSL: seen=0.4013, unseen=0.4625, h=0.4297 ZSL: unseen accuracy=0.6298
[271/400]  Loss_D: -1.3132 Loss_G: -2.9726, Wasserstein_dist:1.7964, vae_loss_seen:351.8853 GZSL: seen=0.3791, unseen=0.4837, h=0.4250 ZSL: unseen accuracy=0.6327
[272/400]  Loss_D: -1.3636 Loss_G: -3.0664, Wasserstein_dist:1.8478, vae_loss_seen:344.8362 GZSL: seen=0.3868, unseen=0.4760, h=0.4268 ZSL: unseen accuracy=0.6250
[273/400]  Loss_D: -1.2717 Loss_G: -2.6685, Wasserstein_dist:1.6690, vae_loss_seen:368.4207 GZSL: seen=0.3858, unseen=0.4885, h=0.4311 ZSL: unseen accuracy=0.6298
[274/400]  Loss_D: -1.2978 Loss_G: -3.5729, Wasserstein_dist:1.8470, vae_loss_seen:352.1708 GZSL: seen=0.3854, unseen=0.4875, h=0.4305 ZSL: unseen accuracy=0.6298
[275/400]  Loss_D: -1.2427 Loss_G: -3.0822, Wasserstein_dist:1.6565, vae_loss_seen:367.3708 GZSL: seen=0.3905, unseen=0.4740, h=0.4282 ZSL: unseen accuracy=0.6240
[276/400]  Loss_D: -1.1949 Loss_G: -2.3720, Wasserstein_dist:1.6165, vae_loss_seen:340.5167 GZSL: seen=0.3818, unseen=0.4683, h=0.4206 ZSL: unseen accuracy=0.6212
[277/400]  Loss_D: -1.2450 Loss_G: -2.8355, Wasserstein_dist:1.6758, vae_loss_seen:342.1026 GZSL: seen=0.3812, unseen=0.4663, h=0.4195 ZSL: unseen accuracy=0.6375
[278/400]  Loss_D: -1.2329 Loss_G: -3.1989, Wasserstein_dist:1.7218, vae_loss_seen:376.0349 GZSL: seen=0.3756, unseen=0.4923, h=0.4261 ZSL: unseen accuracy=0.6250
[279/400]  Loss_D: -1.4149 Loss_G: -3.0959, Wasserstein_dist:1.9583, vae_loss_seen:357.1013 GZSL: seen=0.4000, unseen=0.4596, h=0.4277 ZSL: unseen accuracy=0.6337
[280/400]  Loss_D: -1.2622 Loss_G: -2.6634, Wasserstein_dist:1.6607, vae_loss_seen:363.4164 GZSL: seen=0.3827, unseen=0.4692, h=0.4215 ZSL: unseen accuracy=0.6192
[281/400]  Loss_D: -1.4003 Loss_G: -2.9416, Wasserstein_dist:1.8607, vae_loss_seen:349.4150 GZSL: seen=0.3838, unseen=0.4923, h=0.4313 ZSL: unseen accuracy=0.6231
[282/400]  Loss_D: -1.3155 Loss_G: -3.2607, Wasserstein_dist:1.8191, vae_loss_seen:373.6551 GZSL: seen=0.3821, unseen=0.4837, h=0.4269 ZSL: unseen accuracy=0.6279
[283/400]  Loss_D: -1.2313 Loss_G: -2.8513, Wasserstein_dist:1.6320, vae_loss_seen:351.9158 GZSL: seen=0.3856, unseen=0.4702, h=0.4237 ZSL: unseen accuracy=0.6327
[284/400]  Loss_D: -1.2408 Loss_G: -2.7048, Wasserstein_dist:1.6841, vae_loss_seen:343.0399 GZSL: seen=0.3874, unseen=0.4875, h=0.4317 ZSL: unseen accuracy=0.6375
[285/400]  Loss_D: -1.0860 Loss_G: -2.4755, Wasserstein_dist:1.4476, vae_loss_seen:349.7108 GZSL: seen=0.3628, unseen=0.5048, h=0.4222 ZSL: unseen accuracy=0.6240
[286/400]  Loss_D: -1.0568 Loss_G: -2.3273, Wasserstein_dist:1.4274, vae_loss_seen:351.3456 GZSL: seen=0.3805, unseen=0.4933, h=0.4296 ZSL: unseen accuracy=0.6269
[287/400]  Loss_D: -1.3718 Loss_G: -3.0106, Wasserstein_dist:1.8548, vae_loss_seen:364.4830 GZSL: seen=0.3888, unseen=0.4692, h=0.4253 ZSL: unseen accuracy=0.6375
[288/400]  Loss_D: -1.2401 Loss_G: -3.2216, Wasserstein_dist:1.7728, vae_loss_seen:362.1561 GZSL: seen=0.3834, unseen=0.4846, h=0.4281 ZSL: unseen accuracy=0.6346
[289/400]  Loss_D: -1.0276 Loss_G: -2.5471, Wasserstein_dist:1.3997, vae_loss_seen:339.4112 GZSL: seen=0.3839, unseen=0.4904, h=0.4307 ZSL: unseen accuracy=0.6250
[290/400]  Loss_D: -1.3851 Loss_G: -3.2653, Wasserstein_dist:1.8744, vae_loss_seen:366.0117 GZSL: seen=0.3824, unseen=0.4808, h=0.4260 ZSL: unseen accuracy=0.6365
[291/400]  Loss_D: -1.0938 Loss_G: -2.5441, Wasserstein_dist:1.4467, vae_loss_seen:349.8756 GZSL: seen=0.3757, unseen=0.4894, h=0.4251 ZSL: unseen accuracy=0.6356
[292/400]  Loss_D: -1.1836 Loss_G: -2.8299, Wasserstein_dist:1.5876, vae_loss_seen:376.5294 GZSL: seen=0.3923, unseen=0.4798, h=0.4317 ZSL: unseen accuracy=0.6269
[293/400]  Loss_D: -1.3271 Loss_G: -3.2181, Wasserstein_dist:1.8418, vae_loss_seen:365.8071 GZSL: seen=0.3988, unseen=0.4500, h=0.4229 ZSL: unseen accuracy=0.6269
[294/400]  Loss_D: -1.1654 Loss_G: -2.4680, Wasserstein_dist:1.5675, vae_loss_seen:364.3764 GZSL: seen=0.3761, unseen=0.4798, h=0.4217 ZSL: unseen accuracy=0.6135
[295/400]  Loss_D: -1.3410 Loss_G: -3.2339, Wasserstein_dist:1.8209, vae_loss_seen:348.2825 GZSL: seen=0.4014, unseen=0.4644, h=0.4306 ZSL: unseen accuracy=0.6298
[296/400]  Loss_D: -1.2127 Loss_G: -3.3313, Wasserstein_dist:1.6877, vae_loss_seen:363.6478 GZSL: seen=0.3914, unseen=0.4750, h=0.4292 ZSL: unseen accuracy=0.6365
[297/400]  Loss_D: -1.1811 Loss_G: -3.1412, Wasserstein_dist:1.6226, vae_loss_seen:369.7979 GZSL: seen=0.3864, unseen=0.4731, h=0.4254 ZSL: unseen accuracy=0.6317
[298/400]  Loss_D: -1.1160 Loss_G: -2.6340, Wasserstein_dist:1.5234, vae_loss_seen:354.9991 GZSL: seen=0.3894, unseen=0.4750, h=0.4280 ZSL: unseen accuracy=0.6231
[299/400]  Loss_D: -1.1737 Loss_G: -2.6753, Wasserstein_dist:1.5400, vae_loss_seen:368.4069 GZSL: seen=0.3876, unseen=0.4750, h=0.4269 ZSL: unseen accuracy=0.6250
[300/400]  Loss_D: -1.2009 Loss_G: -2.8492, Wasserstein_dist:1.5758, vae_loss_seen:361.5312 GZSL: seen=0.3944, unseen=0.4635, h=0.4262 ZSL: unseen accuracy=0.6183
[301/400]  Loss_D: -1.2511 Loss_G: -3.0010, Wasserstein_dist:1.6882, vae_loss_seen:347.5080 GZSL: seen=0.3795, unseen=0.4692, h=0.4196 ZSL: unseen accuracy=0.6163
[302/400]  Loss_D: -1.2516 Loss_G: -2.9131, Wasserstein_dist:1.6649, vae_loss_seen:358.6881 GZSL: seen=0.3926, unseen=0.4510, h=0.4198 ZSL: unseen accuracy=0.6212
[303/400]  Loss_D: -1.3925 Loss_G: -3.0256, Wasserstein_dist:1.8518, vae_loss_seen:365.9670 GZSL: seen=0.3926, unseen=0.4692, h=0.4275 ZSL: unseen accuracy=0.6221
[304/400]  Loss_D: -1.2056 Loss_G: -2.9193, Wasserstein_dist:1.6227, vae_loss_seen:351.6429 GZSL: seen=0.3904, unseen=0.4673, h=0.4254 ZSL: unseen accuracy=0.6279
[305/400]  Loss_D: -1.2075 Loss_G: -2.5233, Wasserstein_dist:1.6113, vae_loss_seen:361.5609 GZSL: seen=0.3906, unseen=0.4577, h=0.4215 ZSL: unseen accuracy=0.6260
[306/400]  Loss_D: -1.3144 Loss_G: -2.7883, Wasserstein_dist:1.8013, vae_loss_seen:358.8862 GZSL: seen=0.3937, unseen=0.4712, h=0.4290 ZSL: unseen accuracy=0.6212
[307/400]  Loss_D: -1.2862 Loss_G: -2.5441, Wasserstein_dist:1.6882, vae_loss_seen:358.9280 GZSL: seen=0.3891, unseen=0.4740, h=0.4274 ZSL: unseen accuracy=0.6231
[308/400]  Loss_D: -1.1626 Loss_G: -2.7093, Wasserstein_dist:1.5330, vae_loss_seen:361.7880 GZSL: seen=0.3977, unseen=0.4721, h=0.4317 ZSL: unseen accuracy=0.6317
[309/400]  Loss_D: -1.1962 Loss_G: -3.0141, Wasserstein_dist:1.6724, vae_loss_seen:362.7288 GZSL: seen=0.3854, unseen=0.4683, h=0.4228 ZSL: unseen accuracy=0.6212
[310/400]  Loss_D: -1.2800 Loss_G: -3.1590, Wasserstein_dist:1.7211, vae_loss_seen:365.3047 GZSL: seen=0.3810, unseen=0.4760, h=0.4232 ZSL: unseen accuracy=0.6192
[311/400]  Loss_D: -1.2278 Loss_G: -3.2714, Wasserstein_dist:1.7129, vae_loss_seen:366.7591 GZSL: seen=0.3887, unseen=0.4692, h=0.4252 ZSL: unseen accuracy=0.6317
[312/400]  Loss_D: -1.1535 Loss_G: -3.0231, Wasserstein_dist:1.5894, vae_loss_seen:362.3014 GZSL: seen=0.3993, unseen=0.4644, h=0.4294 ZSL: unseen accuracy=0.6356
[313/400]  Loss_D: -1.1971 Loss_G: -3.3041, Wasserstein_dist:1.6554, vae_loss_seen:351.9545 GZSL: seen=0.3936, unseen=0.4740, h=0.4301 ZSL: unseen accuracy=0.6337
[314/400]  Loss_D: -1.1736 Loss_G: -3.4244, Wasserstein_dist:1.5725, vae_loss_seen:371.3689 GZSL: seen=0.3878, unseen=0.4817, h=0.4297 ZSL: unseen accuracy=0.6240
[315/400]  Loss_D: -1.2054 Loss_G: -3.1307, Wasserstein_dist:1.6352, vae_loss_seen:357.6303 GZSL: seen=0.4016, unseen=0.4433, h=0.4214 ZSL: unseen accuracy=0.6192
[316/400]  Loss_D: -1.2063 Loss_G: -2.8966, Wasserstein_dist:1.6679, vae_loss_seen:349.1364 GZSL: seen=0.3753, unseen=0.4962, h=0.4273 ZSL: unseen accuracy=0.6337
[317/400]  Loss_D: -1.0099 Loss_G: -3.0914, Wasserstein_dist:1.4021, vae_loss_seen:365.2461 GZSL: seen=0.3933, unseen=0.4750, h=0.4303 ZSL: unseen accuracy=0.6279
[318/400]  Loss_D: -1.1222 Loss_G: -2.6572, Wasserstein_dist:1.5794, vae_loss_seen:349.7075 GZSL: seen=0.3847, unseen=0.4846, h=0.4289 ZSL: unseen accuracy=0.6240
[319/400]  Loss_D: -1.1487 Loss_G: -2.4374, Wasserstein_dist:1.5039, vae_loss_seen:361.9554 GZSL: seen=0.3973, unseen=0.4606, h=0.4266 ZSL: unseen accuracy=0.6269
[320/400]  Loss_D: -1.1723 Loss_G: -3.0106, Wasserstein_dist:1.5756, vae_loss_seen:387.9372 GZSL: seen=0.3859, unseen=0.4702, h=0.4239 ZSL: unseen accuracy=0.6269
[321/400]  Loss_D: -1.2272 Loss_G: -3.1634, Wasserstein_dist:1.6979, vae_loss_seen:350.7603 GZSL: seen=0.3781, unseen=0.4760, h=0.4214 ZSL: unseen accuracy=0.6183
[322/400]  Loss_D: -1.1556 Loss_G: -2.6153, Wasserstein_dist:1.5750, vae_loss_seen:353.9930 GZSL: seen=0.3788, unseen=0.4846, h=0.4252 ZSL: unseen accuracy=0.6327
[323/400]  Loss_D: -1.1579 Loss_G: -2.8162, Wasserstein_dist:1.5451, vae_loss_seen:335.4861 GZSL: seen=0.3959, unseen=0.4558, h=0.4237 ZSL: unseen accuracy=0.6250
[324/400]  Loss_D: -1.1467 Loss_G: -2.9374, Wasserstein_dist:1.5884, vae_loss_seen:347.0115 GZSL: seen=0.3798, unseen=0.4663, h=0.4187 ZSL: unseen accuracy=0.6317
[325/400]  Loss_D: -1.0556 Loss_G: -3.0989, Wasserstein_dist:1.4515, vae_loss_seen:353.4226 GZSL: seen=0.3834, unseen=0.4740, h=0.4239 ZSL: unseen accuracy=0.6173
[326/400]  Loss_D: -1.1873 Loss_G: -2.8613, Wasserstein_dist:1.5176, vae_loss_seen:360.5198 GZSL: seen=0.3903, unseen=0.4712, h=0.4269 ZSL: unseen accuracy=0.6212
[327/400]  Loss_D: -1.2470 Loss_G: -3.0982, Wasserstein_dist:1.7137, vae_loss_seen:365.2955 GZSL: seen=0.3899, unseen=0.4692, h=0.4259 ZSL: unseen accuracy=0.6269
[328/400]  Loss_D: -1.2457 Loss_G: -2.9671, Wasserstein_dist:1.6533, vae_loss_seen:363.7904 GZSL: seen=0.3789, unseen=0.4827, h=0.4245 ZSL: unseen accuracy=0.6240
[329/400]  Loss_D: -1.2733 Loss_G: -2.7106, Wasserstein_dist:1.6910, vae_loss_seen:361.7679 GZSL: seen=0.3831, unseen=0.4712, h=0.4226 ZSL: unseen accuracy=0.6298
[330/400]  Loss_D: -1.2114 Loss_G: -3.2087, Wasserstein_dist:1.6523, vae_loss_seen:354.5194 GZSL: seen=0.3919, unseen=0.4702, h=0.4275 ZSL: unseen accuracy=0.6163
[331/400]  Loss_D: -1.0777 Loss_G: -2.8264, Wasserstein_dist:1.3869, vae_loss_seen:363.2520 GZSL: seen=0.3856, unseen=0.4692, h=0.4234 ZSL: unseen accuracy=0.6250
[332/400]  Loss_D: -1.1560 Loss_G: -2.5630, Wasserstein_dist:1.5186, vae_loss_seen:360.1466 GZSL: seen=0.3773, unseen=0.4779, h=0.4217 ZSL: unseen accuracy=0.6240
[333/400]  Loss_D: -1.1759 Loss_G: -3.4838, Wasserstein_dist:1.6203, vae_loss_seen:364.1903 GZSL: seen=0.3762, unseen=0.4731, h=0.4191 ZSL: unseen accuracy=0.6221
[334/400]  Loss_D: -1.1919 Loss_G: -3.5486, Wasserstein_dist:1.7103, vae_loss_seen:347.8237 GZSL: seen=0.3922, unseen=0.4683, h=0.4269 ZSL: unseen accuracy=0.6240
[335/400]  Loss_D: -1.1965 Loss_G: -2.4483, Wasserstein_dist:1.5478, vae_loss_seen:359.1714 GZSL: seen=0.3880, unseen=0.4712, h=0.4255 ZSL: unseen accuracy=0.6240
[336/400]  Loss_D: -1.1568 Loss_G: -2.9273, Wasserstein_dist:1.6096, vae_loss_seen:336.8133 GZSL: seen=0.3753, unseen=0.4885, h=0.4245 ZSL: unseen accuracy=0.6288
[337/400]  Loss_D: -1.0876 Loss_G: -2.8866, Wasserstein_dist:1.4789, vae_loss_seen:353.9831 GZSL: seen=0.3901, unseen=0.4798, h=0.4303 ZSL: unseen accuracy=0.6298
[338/400]  Loss_D: -1.3348 Loss_G: -3.5906, Wasserstein_dist:1.8234, vae_loss_seen:362.0819 GZSL: seen=0.3968, unseen=0.4567, h=0.4246 ZSL: unseen accuracy=0.6279
[339/400]  Loss_D: -1.0099 Loss_G: -2.3775, Wasserstein_dist:1.4016, vae_loss_seen:346.0798 GZSL: seen=0.3976, unseen=0.4567, h=0.4251 ZSL: unseen accuracy=0.6346
[340/400]  Loss_D: -1.1020 Loss_G: -2.8465, Wasserstein_dist:1.5124, vae_loss_seen:353.6918 GZSL: seen=0.3753, unseen=0.4952, h=0.4270 ZSL: unseen accuracy=0.6346
[341/400]  Loss_D: -1.1097 Loss_G: -2.7985, Wasserstein_dist:1.4617, vae_loss_seen:369.0225 GZSL: seen=0.3896, unseen=0.4837, h=0.4316 ZSL: unseen accuracy=0.6231
[342/400]  Loss_D: -1.2021 Loss_G: -2.8467, Wasserstein_dist:1.5533, vae_loss_seen:350.5721 GZSL: seen=0.3893, unseen=0.4827, h=0.4310 ZSL: unseen accuracy=0.6337
[343/400]  Loss_D: -1.1963 Loss_G: -3.5844, Wasserstein_dist:1.7171, vae_loss_seen:368.8438 GZSL: seen=0.3909, unseen=0.4404, h=0.4142 ZSL: unseen accuracy=0.6106
[344/400]  Loss_D: -1.0950 Loss_G: -3.2012, Wasserstein_dist:1.5664, vae_loss_seen:365.1159 GZSL: seen=0.3944, unseen=0.4740, h=0.4306 ZSL: unseen accuracy=0.6269
[345/400]  Loss_D: -1.1634 Loss_G: -3.2665, Wasserstein_dist:1.5820, vae_loss_seen:351.7020 GZSL: seen=0.4006, unseen=0.4702, h=0.4326 ZSL: unseen accuracy=0.6260
[346/400]  Loss_D: -1.2386 Loss_G: -3.3343, Wasserstein_dist:1.6960, vae_loss_seen:347.4056 GZSL: seen=0.3974, unseen=0.4644, h=0.4283 ZSL: unseen accuracy=0.6346
[347/400]  Loss_D: -1.3975 Loss_G: -3.4454, Wasserstein_dist:1.8803, vae_loss_seen:356.8792 GZSL: seen=0.3865, unseen=0.4760, h=0.4266 ZSL: unseen accuracy=0.6260
[348/400]  Loss_D: -1.0497 Loss_G: -3.1449, Wasserstein_dist:1.5001, vae_loss_seen:351.5192 GZSL: seen=0.3850, unseen=0.4875, h=0.4303 ZSL: unseen accuracy=0.6394
[349/400]  Loss_D: -1.2445 Loss_G: -2.9950, Wasserstein_dist:1.6699, vae_loss_seen:349.3940 GZSL: seen=0.3798, unseen=0.4750, h=0.4221 ZSL: unseen accuracy=0.6308
[350/400]  Loss_D: -1.2357 Loss_G: -2.7596, Wasserstein_dist:1.6404, vae_loss_seen:362.3460 GZSL: seen=0.3836, unseen=0.4644, h=0.4201 ZSL: unseen accuracy=0.6375
[351/400]  Loss_D: -1.1210 Loss_G: -3.0527, Wasserstein_dist:1.5280, vae_loss_seen:364.8126 GZSL: seen=0.3920, unseen=0.4606, h=0.4235 ZSL: unseen accuracy=0.6250
[352/400]  Loss_D: -1.2463 Loss_G: -2.8105, Wasserstein_dist:1.6576, vae_loss_seen:368.8164 GZSL: seen=0.3722, unseen=0.4904, h=0.4232 ZSL: unseen accuracy=0.6260
[353/400]  Loss_D: -1.1360 Loss_G: -3.2441, Wasserstein_dist:1.5839, vae_loss_seen:363.9364 GZSL: seen=0.3990, unseen=0.4471, h=0.4217 ZSL: unseen accuracy=0.6308
[354/400]  Loss_D: -1.1371 Loss_G: -3.0579, Wasserstein_dist:1.5764, vae_loss_seen:343.3156 GZSL: seen=0.3870, unseen=0.4712, h=0.4250 ZSL: unseen accuracy=0.6240
[355/400]  Loss_D: -1.2106 Loss_G: -2.8100, Wasserstein_dist:1.6586, vae_loss_seen:359.9289 GZSL: seen=0.3824, unseen=0.4779, h=0.4248 ZSL: unseen accuracy=0.6260
[356/400]  Loss_D: -1.1154 Loss_G: -3.1453, Wasserstein_dist:1.5262, vae_loss_seen:354.9362 GZSL: seen=0.3896, unseen=0.4606, h=0.4221 ZSL: unseen accuracy=0.6250
[357/400]  Loss_D: -0.9713 Loss_G: -3.0681, Wasserstein_dist:1.3529, vae_loss_seen:362.7636 GZSL: seen=0.3904, unseen=0.4721, h=0.4274 ZSL: unseen accuracy=0.6250
[358/400]  Loss_D: -1.1292 Loss_G: -3.1067, Wasserstein_dist:1.5570, vae_loss_seen:343.9586 GZSL: seen=0.3973, unseen=0.4500, h=0.4220 ZSL: unseen accuracy=0.6288
[359/400]  Loss_D: -0.9967 Loss_G: -2.6423, Wasserstein_dist:1.3466, vae_loss_seen:351.4672 GZSL: seen=0.3952, unseen=0.4683, h=0.4286 ZSL: unseen accuracy=0.6298
[360/400]  Loss_D: -1.0896 Loss_G: -3.2917, Wasserstein_dist:1.5645, vae_loss_seen:345.7834 GZSL: seen=0.3876, unseen=0.4731, h=0.4261 ZSL: unseen accuracy=0.6260
[361/400]  Loss_D: -1.1748 Loss_G: -3.2610, Wasserstein_dist:1.5880, vae_loss_seen:361.8074 GZSL: seen=0.3744, unseen=0.4856, h=0.4228 ZSL: unseen accuracy=0.6269
[362/400]  Loss_D: -1.0862 Loss_G: -2.6942, Wasserstein_dist:1.4897, vae_loss_seen:343.3886 GZSL: seen=0.3795, unseen=0.4885, h=0.4271 ZSL: unseen accuracy=0.6250
[363/400]  Loss_D: -1.2478 Loss_G: -3.7054, Wasserstein_dist:1.7796, vae_loss_seen:349.2814 GZSL: seen=0.3828, unseen=0.4779, h=0.4251 ZSL: unseen accuracy=0.6269
[364/400]  Loss_D: -1.1074 Loss_G: -3.4325, Wasserstein_dist:1.5492, vae_loss_seen:369.6576 GZSL: seen=0.4006, unseen=0.4567, h=0.4268 ZSL: unseen accuracy=0.6202
[365/400]  Loss_D: -0.9712 Loss_G: -3.1847, Wasserstein_dist:1.3721, vae_loss_seen:336.6190 GZSL: seen=0.3871, unseen=0.4596, h=0.4203 ZSL: unseen accuracy=0.6202
[366/400]  Loss_D: -1.1536 Loss_G: -3.1343, Wasserstein_dist:1.5743, vae_loss_seen:362.2014 GZSL: seen=0.3916, unseen=0.4654, h=0.4253 ZSL: unseen accuracy=0.6269
[367/400]  Loss_D: -1.1990 Loss_G: -3.0224, Wasserstein_dist:1.5850, vae_loss_seen:361.1233 GZSL: seen=0.3851, unseen=0.4760, h=0.4257 ZSL: unseen accuracy=0.6260
[368/400]  Loss_D: -1.1794 Loss_G: -3.2330, Wasserstein_dist:1.5698, vae_loss_seen:365.6428 GZSL: seen=0.3904, unseen=0.4663, h=0.4250 ZSL: unseen accuracy=0.6250
[369/400]  Loss_D: -1.0851 Loss_G: -3.0733, Wasserstein_dist:1.4661, vae_loss_seen:360.4885 GZSL: seen=0.3760, unseen=0.4894, h=0.4253 ZSL: unseen accuracy=0.6260
[370/400]  Loss_D: -1.2567 Loss_G: -3.1841, Wasserstein_dist:1.7308, vae_loss_seen:362.1219 GZSL: seen=0.3928, unseen=0.4702, h=0.4280 ZSL: unseen accuracy=0.6221
[371/400]  Loss_D: -1.0321 Loss_G: -2.6739, Wasserstein_dist:1.3904, vae_loss_seen:359.2249 GZSL: seen=0.3894, unseen=0.4740, h=0.4276 ZSL: unseen accuracy=0.6240
[372/400]  Loss_D: -1.0346 Loss_G: -2.9788, Wasserstein_dist:1.4100, vae_loss_seen:357.4867 GZSL: seen=0.3859, unseen=0.4683, h=0.4231 ZSL: unseen accuracy=0.6308
[373/400]  Loss_D: -1.1049 Loss_G: -2.8290, Wasserstein_dist:1.4399, vae_loss_seen:361.3127 GZSL: seen=0.3979, unseen=0.4615, h=0.4274 ZSL: unseen accuracy=0.6202
[374/400]  Loss_D: -1.0509 Loss_G: -2.9466, Wasserstein_dist:1.3983, vae_loss_seen:359.4223 GZSL: seen=0.3936, unseen=0.4625, h=0.4253 ZSL: unseen accuracy=0.6212
[375/400]  Loss_D: -1.2114 Loss_G: -2.8236, Wasserstein_dist:1.6336, vae_loss_seen:343.2161 GZSL: seen=0.3946, unseen=0.4750, h=0.4311 ZSL: unseen accuracy=0.6231
[376/400]  Loss_D: -1.1252 Loss_G: -3.2798, Wasserstein_dist:1.6064, vae_loss_seen:351.7287 GZSL: seen=0.3951, unseen=0.4702, h=0.4294 ZSL: unseen accuracy=0.6288
[377/400]  Loss_D: -1.2162 Loss_G: -3.1141, Wasserstein_dist:1.5991, vae_loss_seen:361.1251 GZSL: seen=0.3855, unseen=0.4654, h=0.4217 ZSL: unseen accuracy=0.6298
[378/400]  Loss_D: -1.0353 Loss_G: -2.7544, Wasserstein_dist:1.4033, vae_loss_seen:361.9437 GZSL: seen=0.3838, unseen=0.4760, h=0.4249 ZSL: unseen accuracy=0.6260
[379/400]  Loss_D: -1.0301 Loss_G: -2.9834, Wasserstein_dist:1.3909, vae_loss_seen:347.9406 GZSL: seen=0.3811, unseen=0.4788, h=0.4244 ZSL: unseen accuracy=0.6346
[380/400]  Loss_D: -1.0460 Loss_G: -3.0032, Wasserstein_dist:1.4030, vae_loss_seen:362.0084 GZSL: seen=0.3910, unseen=0.4702, h=0.4269 ZSL: unseen accuracy=0.6231
[381/400]  Loss_D: -1.3098 Loss_G: -2.7363, Wasserstein_dist:1.7208, vae_loss_seen:349.5277 GZSL: seen=0.3952, unseen=0.4615, h=0.4258 ZSL: unseen accuracy=0.6375
[382/400]  Loss_D: -1.1595 Loss_G: -2.8267, Wasserstein_dist:1.5678, vae_loss_seen:364.3636 GZSL: seen=0.3895, unseen=0.4702, h=0.4261 ZSL: unseen accuracy=0.6250
[383/400]  Loss_D: -1.1364 Loss_G: -3.4364, Wasserstein_dist:1.5556, vae_loss_seen:363.6472 GZSL: seen=0.3990, unseen=0.4635, h=0.4288 ZSL: unseen accuracy=0.6250
[384/400]  Loss_D: -1.1894 Loss_G: -3.0478, Wasserstein_dist:1.5945, vae_loss_seen:361.7657 GZSL: seen=0.3981, unseen=0.4712, h=0.4316 ZSL: unseen accuracy=0.6327
[385/400]  Loss_D: -1.0452 Loss_G: -3.0828, Wasserstein_dist:1.4554, vae_loss_seen:353.6880 GZSL: seen=0.4043, unseen=0.4625, h=0.4314 ZSL: unseen accuracy=0.6240
[386/400]  Loss_D: -1.1803 Loss_G: -2.8801, Wasserstein_dist:1.5835, vae_loss_seen:353.6773 GZSL: seen=0.3894, unseen=0.4788, h=0.4295 ZSL: unseen accuracy=0.6356
[387/400]  Loss_D: -1.0625 Loss_G: -3.2007, Wasserstein_dist:1.4752, vae_loss_seen:347.5943 GZSL: seen=0.3992, unseen=0.4692, h=0.4314 ZSL: unseen accuracy=0.6279
[388/400]  Loss_D: -1.0659 Loss_G: -2.9972, Wasserstein_dist:1.4656, vae_loss_seen:353.8911 GZSL: seen=0.4007, unseen=0.4721, h=0.4335 ZSL: unseen accuracy=0.6346
