HYPER-PARAMETERS
[127/400]  Loss_D: -1.8124 Loss_G: -2.3748, Wasserstein_dist:2.3974, vae_loss_seen:369.5525 GZSL: seen=0.3914, unseen=0.4712, h=0.4276 ZSL: unseen accuracy=0.6288
[128/400]  Loss_D: -1.6310 Loss_G: -2.5050, Wasserstein_dist:2.2017, vae_loss_seen:383.2285 GZSL: seen=0.3839, unseen=0.4750, h=0.4246 ZSL: unseen accuracy=0.6250
[129/400]  Loss_D: -1.7609 Loss_G: -2.2602, Wasserstein_dist:2.3093, vae_loss_seen:373.2684 GZSL: seen=0.3863, unseen=0.4827, h=0.4292 ZSL: unseen accuracy=0.6385
[130/400]  Loss_D: -1.5631 Loss_G: -2.1660, Wasserstein_dist:2.1259, vae_loss_seen:365.4422 GZSL: seen=0.3835, unseen=0.4990, h=0.4337 ZSL: unseen accuracy=0.6375
[131/400]  Loss_D: -1.6769 Loss_G: -2.7814, Wasserstein_dist:2.3325, vae_loss_seen:372.4408 GZSL: seen=0.3920, unseen=0.4788, h=0.4311 ZSL: unseen accuracy=0.6317
[132/400]  Loss_D: -1.5769 Loss_G: -2.3277, Wasserstein_dist:2.2151, vae_loss_seen:358.1858 GZSL: seen=0.3814, unseen=0.4923, h=0.4298 ZSL: unseen accuracy=0.6365
[133/400]  Loss_D: -1.6370 Loss_G: -2.4140, Wasserstein_dist:2.1849, vae_loss_seen:357.9987 GZSL: seen=0.3750, unseen=0.4856, h=0.4232 ZSL: unseen accuracy=0.6404
[134/400]  Loss_D: -1.5263 Loss_G: -2.4327, Wasserstein_dist:2.0778, vae_loss_seen:373.0930 GZSL: seen=0.3853, unseen=0.4663, h=0.4220 ZSL: unseen accuracy=0.6221
[135/400]  Loss_D: -1.6778 Loss_G: -2.7930, Wasserstein_dist:2.3195, vae_loss_seen:365.9836 GZSL: seen=0.3842, unseen=0.4827, h=0.4278 ZSL: unseen accuracy=0.6375
[136/400]  Loss_D: -1.7219 Loss_G: -2.1859, Wasserstein_dist:2.2727, vae_loss_seen:373.5009 GZSL: seen=0.3753, unseen=0.4990, h=0.4284 ZSL: unseen accuracy=0.6442
[137/400]  Loss_D: -1.6360 Loss_G: -2.3165, Wasserstein_dist:2.2138, vae_loss_seen:364.7093 GZSL: seen=0.3764, unseen=0.4981, h=0.4287 ZSL: unseen accuracy=0.6404
[138/400]  Loss_D: -1.6315 Loss_G: -2.7350, Wasserstein_dist:2.2367, vae_loss_seen:376.0063 GZSL: seen=0.3860, unseen=0.4740, h=0.4255 ZSL: unseen accuracy=0.6327
[139/400]  Loss_D: -1.7062 Loss_G: -2.3147, Wasserstein_dist:2.3187, vae_loss_seen:366.9392 GZSL: seen=0.3804, unseen=0.5019, h=0.4328 ZSL: unseen accuracy=0.6433
[140/400]  Loss_D: -1.4942 Loss_G: -2.3070, Wasserstein_dist:2.0650, vae_loss_seen:360.2053 GZSL: seen=0.3764, unseen=0.4933, h=0.4270 ZSL: unseen accuracy=0.6356
[141/400]  Loss_D: -1.6788 Loss_G: -2.7184, Wasserstein_dist:2.3876, vae_loss_seen:365.5849 GZSL: seen=0.3713, unseen=0.4990, h=0.4258 ZSL: unseen accuracy=0.6317
[142/400]  Loss_D: -1.6485 Loss_G: -2.5447, Wasserstein_dist:2.1821, vae_loss_seen:369.2299 GZSL: seen=0.3847, unseen=0.4788, h=0.4267 ZSL: unseen accuracy=0.6413
[143/400]  Loss_D: -1.5413 Loss_G: -2.2704, Wasserstein_dist:2.1030, vae_loss_seen:361.0256 GZSL: seen=0.3845, unseen=0.4981, h=0.4340 ZSL: unseen accuracy=0.6317
[144/400]  Loss_D: -1.5919 Loss_G: -2.5773, Wasserstein_dist:2.1959, vae_loss_seen:354.4005 GZSL: seen=0.3858, unseen=0.4904, h=0.4318 ZSL: unseen accuracy=0.6337
[145/400]  Loss_D: -1.5543 Loss_G: -2.1921, Wasserstein_dist:2.1059, vae_loss_seen:359.0239 GZSL: seen=0.3768, unseen=0.5010, h=0.4301 ZSL: unseen accuracy=0.6337
[146/400]  Loss_D: -1.6558 Loss_G: -2.2098, Wasserstein_dist:2.1851, vae_loss_seen:361.7438 GZSL: seen=0.3851, unseen=0.4827, h=0.4284 ZSL: unseen accuracy=0.6308
[147/400]  Loss_D: -1.5576 Loss_G: -2.1420, Wasserstein_dist:2.1235, vae_loss_seen:357.0249 GZSL: seen=0.3847, unseen=0.4798, h=0.4270 ZSL: unseen accuracy=0.6337
[148/400]  Loss_D: -1.8385 Loss_G: -2.7531, Wasserstein_dist:2.4380, vae_loss_seen:373.0641 GZSL: seen=0.3859, unseen=0.4990, h=0.4352 ZSL: unseen accuracy=0.6375
[149/400]  Loss_D: -1.5335 Loss_G: -2.6884, Wasserstein_dist:2.1736, vae_loss_seen:366.2608 GZSL: seen=0.3880, unseen=0.4750, h=0.4271 ZSL: unseen accuracy=0.6317
[150/400]  Loss_D: -1.5005 Loss_G: -2.8253, Wasserstein_dist:2.1147, vae_loss_seen:360.1444 GZSL: seen=0.3890, unseen=0.4779, h=0.4289 ZSL: unseen accuracy=0.6317
[151/400]  Loss_D: -1.5839 Loss_G: -2.2341, Wasserstein_dist:2.0849, vae_loss_seen:353.6739 GZSL: seen=0.3864, unseen=0.4827, h=0.4292 ZSL: unseen accuracy=0.6269
[152/400]  Loss_D: -1.6010 Loss_G: -2.6243, Wasserstein_dist:2.1396, vae_loss_seen:380.0797 GZSL: seen=0.3901, unseen=0.4962, h=0.4368 ZSL: unseen accuracy=0.6423
[153/400]  Loss_D: -1.6345 Loss_G: -2.3335, Wasserstein_dist:2.1913, vae_loss_seen:371.6053 GZSL: seen=0.3878, unseen=0.4808, h=0.4293 ZSL: unseen accuracy=0.6317
[154/400]  Loss_D: -1.7221 Loss_G: -2.6125, Wasserstein_dist:2.3269, vae_loss_seen:372.4831 GZSL: seen=0.3887, unseen=0.4942, h=0.4351 ZSL: unseen accuracy=0.6375
[155/400]  Loss_D: -1.7530 Loss_G: -2.7145, Wasserstein_dist:2.2919, vae_loss_seen:363.2082 GZSL: seen=0.3833, unseen=0.4712, h=0.4227 ZSL: unseen accuracy=0.6327
[156/400]  Loss_D: -1.5307 Loss_G: -2.6230, Wasserstein_dist:2.0522, vae_loss_seen:363.2161 GZSL: seen=0.3967, unseen=0.4827, h=0.4355 ZSL: unseen accuracy=0.6375
[157/400]  Loss_D: -1.4849 Loss_G: -2.9820, Wasserstein_dist:2.0645, vae_loss_seen:362.2966 GZSL: seen=0.3806, unseen=0.4952, h=0.4304 ZSL: unseen accuracy=0.6298
[158/400]  Loss_D: -1.5176 Loss_G: -2.5407, Wasserstein_dist:2.0863, vae_loss_seen:367.0257 GZSL: seen=0.3842, unseen=0.4808, h=0.4271 ZSL: unseen accuracy=0.6298
[159/400]  Loss_D: -1.5780 Loss_G: -2.5125, Wasserstein_dist:2.1498, vae_loss_seen:373.1613 GZSL: seen=0.3832, unseen=0.4779, h=0.4253 ZSL: unseen accuracy=0.6260
[160/400]  Loss_D: -1.6471 Loss_G: -2.3798, Wasserstein_dist:2.2602, vae_loss_seen:374.8554 GZSL: seen=0.3847, unseen=0.4817, h=0.4278 ZSL: unseen accuracy=0.6298
[161/400]  Loss_D: -1.6162 Loss_G: -2.5801, Wasserstein_dist:2.2319, vae_loss_seen:365.0163 GZSL: seen=0.3942, unseen=0.4692, h=0.4285 ZSL: unseen accuracy=0.6298
[162/400]  Loss_D: -1.5538 Loss_G: -2.6901, Wasserstein_dist:2.0959, vae_loss_seen:372.2529 GZSL: seen=0.3849, unseen=0.4760, h=0.4256 ZSL: unseen accuracy=0.6385
[163/400]  Loss_D: -1.5558 Loss_G: -2.4670, Wasserstein_dist:2.1843, vae_loss_seen:348.8893 GZSL: seen=0.3881, unseen=0.4827, h=0.4303 ZSL: unseen accuracy=0.6365
[164/400]  Loss_D: -1.4720 Loss_G: -2.3432, Wasserstein_dist:1.9761, vae_loss_seen:366.3273 GZSL: seen=0.3884, unseen=0.4692, h=0.4250 ZSL: unseen accuracy=0.6279
[165/400]  Loss_D: -1.5123 Loss_G: -2.1282, Wasserstein_dist:2.0644, vae_loss_seen:362.5858 GZSL: seen=0.3871, unseen=0.4837, h=0.4300 ZSL: unseen accuracy=0.6404
[166/400]  Loss_D: -1.4911 Loss_G: -2.2832, Wasserstein_dist:2.0458, vae_loss_seen:369.5371 GZSL: seen=0.3901, unseen=0.4721, h=0.4272 ZSL: unseen accuracy=0.6288
[167/400]  Loss_D: -1.6467 Loss_G: -2.6685, Wasserstein_dist:2.2406, vae_loss_seen:370.0453 GZSL: seen=0.3746, unseen=0.5087, h=0.4314 ZSL: unseen accuracy=0.6433
[168/400]  Loss_D: -1.5435 Loss_G: -2.4903, Wasserstein_dist:2.1808, vae_loss_seen:357.0096 GZSL: seen=0.3722, unseen=0.4885, h=0.4225 ZSL: unseen accuracy=0.6308
[169/400]  Loss_D: -1.7226 Loss_G: -2.5711, Wasserstein_dist:2.2873, vae_loss_seen:370.2692 GZSL: seen=0.3857, unseen=0.4760, h=0.4261 ZSL: unseen accuracy=0.6250
[170/400]  Loss_D: -1.4318 Loss_G: -2.5794, Wasserstein_dist:1.9382, vae_loss_seen:359.7121 GZSL: seen=0.3840, unseen=0.4798, h=0.4266 ZSL: unseen accuracy=0.6346
[171/400]  Loss_D: -1.6639 Loss_G: -2.6541, Wasserstein_dist:2.2450, vae_loss_seen:376.8300 GZSL: seen=0.3783, unseen=0.4837, h=0.4245 ZSL: unseen accuracy=0.6337
[172/400]  Loss_D: -1.3814 Loss_G: -2.5352, Wasserstein_dist:1.9010, vae_loss_seen:345.9514 GZSL: seen=0.3736, unseen=0.4837, h=0.4216 ZSL: unseen accuracy=0.6298
[173/400]  Loss_D: -1.4287 Loss_G: -2.3811, Wasserstein_dist:1.9934, vae_loss_seen:339.3766 GZSL: seen=0.3775, unseen=0.4808, h=0.4229 ZSL: unseen accuracy=0.6346
[174/400]  Loss_D: -1.3875 Loss_G: -2.6962, Wasserstein_dist:1.9675, vae_loss_seen:359.6981 GZSL: seen=0.3884, unseen=0.4779, h=0.4285 ZSL: unseen accuracy=0.6356
[175/400]  Loss_D: -1.5400 Loss_G: -2.7505, Wasserstein_dist:2.0909, vae_loss_seen:370.0426 GZSL: seen=0.4039, unseen=0.4750, h=0.4366 ZSL: unseen accuracy=0.6317
[176/400]  Loss_D: -1.4876 Loss_G: -2.5327, Wasserstein_dist:1.9749, vae_loss_seen:360.0448 GZSL: seen=0.3941, unseen=0.4663, h=0.4272 ZSL: unseen accuracy=0.6337
[177/400]  Loss_D: -1.4229 Loss_G: -2.5940, Wasserstein_dist:1.9983, vae_loss_seen:372.3703 GZSL: seen=0.3872, unseen=0.4808, h=0.4289 ZSL: unseen accuracy=0.6240
[178/400]  Loss_D: -1.4090 Loss_G: -2.6914, Wasserstein_dist:1.9615, vae_loss_seen:379.0216 GZSL: seen=0.3980, unseen=0.4779, h=0.4343 ZSL: unseen accuracy=0.6356
[179/400]  Loss_D: -1.3523 Loss_G: -2.0950, Wasserstein_dist:1.8222, vae_loss_seen:344.9267 GZSL: seen=0.3961, unseen=0.4625, h=0.4267 ZSL: unseen accuracy=0.6231
[180/400]  Loss_D: -1.4546 Loss_G: -2.5719, Wasserstein_dist:1.9462, vae_loss_seen:366.7180 GZSL: seen=0.3701, unseen=0.4971, h=0.4243 ZSL: unseen accuracy=0.6356
[181/400]  Loss_D: -1.5391 Loss_G: -2.5136, Wasserstein_dist:2.1263, vae_loss_seen:362.5314 GZSL: seen=0.3755, unseen=0.4981, h=0.4282 ZSL: unseen accuracy=0.6404
[182/400]  Loss_D: -1.5743 Loss_G: -2.8778, Wasserstein_dist:2.1600, vae_loss_seen:362.7420 GZSL: seen=0.3781, unseen=0.4856, h=0.4251 ZSL: unseen accuracy=0.6288
[183/400]  Loss_D: -1.4245 Loss_G: -2.2233, Wasserstein_dist:1.9181, vae_loss_seen:362.1760 GZSL: seen=0.3890, unseen=0.4750, h=0.4277 ZSL: unseen accuracy=0.6346
[184/400]  Loss_D: -1.5713 Loss_G: -2.7511, Wasserstein_dist:2.2014, vae_loss_seen:367.6551 GZSL: seen=0.3893, unseen=0.4913, h=0.4344 ZSL: unseen accuracy=0.6404
[185/400]  Loss_D: -1.5927 Loss_G: -2.6767, Wasserstein_dist:2.1451, vae_loss_seen:381.1338 GZSL: seen=0.3845, unseen=0.4769, h=0.4258 ZSL: unseen accuracy=0.6327
[186/400]  Loss_D: -1.2749 Loss_G: -2.3840, Wasserstein_dist:1.7256, vae_loss_seen:352.4473 GZSL: seen=0.3898, unseen=0.4721, h=0.4270 ZSL: unseen accuracy=0.6337
[187/400]  Loss_D: -1.4597 Loss_G: -2.6927, Wasserstein_dist:1.9629, vae_loss_seen:371.3310 GZSL: seen=0.3897, unseen=0.4817, h=0.4309 ZSL: unseen accuracy=0.6269
[188/400]  Loss_D: -1.4477 Loss_G: -2.2863, Wasserstein_dist:1.9323, vae_loss_seen:354.4634 GZSL: seen=0.3911, unseen=0.4644, h=0.4246 ZSL: unseen accuracy=0.6163
[189/400]  Loss_D: -1.5648 Loss_G: -2.7045, Wasserstein_dist:2.0216, vae_loss_seen:369.2248 GZSL: seen=0.3942, unseen=0.4788, h=0.4324 ZSL: unseen accuracy=0.6394
[190/400]  Loss_D: -1.4732 Loss_G: -2.4084, Wasserstein_dist:1.9307, vae_loss_seen:340.4006 GZSL: seen=0.3767, unseen=0.4904, h=0.4261 ZSL: unseen accuracy=0.6385
[191/400]  Loss_D: -1.2862 Loss_G: -2.2422, Wasserstein_dist:1.8112, vae_loss_seen:351.6858 GZSL: seen=0.3906, unseen=0.4721, h=0.4275 ZSL: unseen accuracy=0.6375
[192/400]  Loss_D: -1.4955 Loss_G: -2.8213, Wasserstein_dist:2.0408, vae_loss_seen:358.3989 GZSL: seen=0.3919, unseen=0.4837, h=0.4330 ZSL: unseen accuracy=0.6173
[193/400]  Loss_D: -1.4972 Loss_G: -2.5077, Wasserstein_dist:2.0146, vae_loss_seen:362.6530 GZSL: seen=0.3818, unseen=0.4750, h=0.4233 ZSL: unseen accuracy=0.6212
[194/400]  Loss_D: -1.5963 Loss_G: -3.0259, Wasserstein_dist:2.1467, vae_loss_seen:361.8566 GZSL: seen=0.3851, unseen=0.5010, h=0.4354 ZSL: unseen accuracy=0.6337
[195/400]  Loss_D: -1.5386 Loss_G: -2.8961, Wasserstein_dist:2.1429, vae_loss_seen:372.3484 GZSL: seen=0.3654, unseen=0.4875, h=0.4177 ZSL: unseen accuracy=0.6240
[196/400]  Loss_D: -1.3726 Loss_G: -2.5085, Wasserstein_dist:1.8411, vae_loss_seen:358.8812 GZSL: seen=0.3864, unseen=0.4712, h=0.4246 ZSL: unseen accuracy=0.6269
[197/400]  Loss_D: -1.3904 Loss_G: -2.5009, Wasserstein_dist:1.8791, vae_loss_seen:367.3551 GZSL: seen=0.3820, unseen=0.4846, h=0.4272 ZSL: unseen accuracy=0.6327
[198/400]  Loss_D: -1.4446 Loss_G: -2.5549, Wasserstein_dist:1.9557, vae_loss_seen:352.1902 GZSL: seen=0.3856, unseen=0.4846, h=0.4295 ZSL: unseen accuracy=0.6308
[199/400]  Loss_D: -1.3431 Loss_G: -2.1354, Wasserstein_dist:1.7710, vae_loss_seen:352.6825 GZSL: seen=0.3833, unseen=0.4702, h=0.4223 ZSL: unseen accuracy=0.6231
[200/400]  Loss_D: -1.5330 Loss_G: -2.6637, Wasserstein_dist:2.0100, vae_loss_seen:359.1260 GZSL: seen=0.3730, unseen=0.5019, h=0.4280 ZSL: unseen accuracy=0.6298
[201/400]  Loss_D: -1.3612 Loss_G: -2.7389, Wasserstein_dist:1.8456, vae_loss_seen:350.3670 GZSL: seen=0.3868, unseen=0.4740, h=0.4260 ZSL: unseen accuracy=0.6356
[202/400]  Loss_D: -1.4772 Loss_G: -2.7630, Wasserstein_dist:1.9207, vae_loss_seen:367.7754 GZSL: seen=0.3862, unseen=0.4750, h=0.4260 ZSL: unseen accuracy=0.6298
[203/400]  Loss_D: -1.4840 Loss_G: -2.8629, Wasserstein_dist:2.0340, vae_loss_seen:371.6721 GZSL: seen=0.3836, unseen=0.4644, h=0.4202 ZSL: unseen accuracy=0.6115
[204/400]  Loss_D: -1.4972 Loss_G: -2.8235, Wasserstein_dist:2.0049, vae_loss_seen:348.6876 GZSL: seen=0.3969, unseen=0.4788, h=0.4341 ZSL: unseen accuracy=0.6269
[205/400]  Loss_D: -1.5409 Loss_G: -3.2537, Wasserstein_dist:2.1072, vae_loss_seen:364.5427 GZSL: seen=0.4010, unseen=0.4760, h=0.4353 ZSL: unseen accuracy=0.6404
[206/400]  Loss_D: -1.4829 Loss_G: -2.5358, Wasserstein_dist:2.0534, vae_loss_seen:356.4850 GZSL: seen=0.3911, unseen=0.4760, h=0.4294 ZSL: unseen accuracy=0.6288
[207/400]  Loss_D: -1.3874 Loss_G: -2.5293, Wasserstein_dist:1.8636, vae_loss_seen:351.4715 GZSL: seen=0.3884, unseen=0.4846, h=0.4312 ZSL: unseen accuracy=0.6269
[208/400]  Loss_D: -1.2807 Loss_G: -2.6590, Wasserstein_dist:1.7054, vae_loss_seen:374.2331 GZSL: seen=0.3920, unseen=0.4596, h=0.4231 ZSL: unseen accuracy=0.6337
[209/400]  Loss_D: -1.3103 Loss_G: -2.3648, Wasserstein_dist:1.7050, vae_loss_seen:364.4336 GZSL: seen=0.4045, unseen=0.4519, h=0.4269 ZSL: unseen accuracy=0.6337
[210/400]  Loss_D: -1.5270 Loss_G: -3.1834, Wasserstein_dist:2.0452, vae_loss_seen:377.8067 GZSL: seen=0.3870, unseen=0.4779, h=0.4277 ZSL: unseen accuracy=0.6337
[211/400]  Loss_D: -1.2725 Loss_G: -2.4760, Wasserstein_dist:1.7183, vae_loss_seen:355.9677 GZSL: seen=0.3957, unseen=0.4808, h=0.4341 ZSL: unseen accuracy=0.6212
[212/400]  Loss_D: -1.3390 Loss_G: -2.4825, Wasserstein_dist:1.7967, vae_loss_seen:363.1060 GZSL: seen=0.3839, unseen=0.4769, h=0.4254 ZSL: unseen accuracy=0.6231
[213/400]  Loss_D: -1.3480 Loss_G: -2.5691, Wasserstein_dist:1.7820, vae_loss_seen:364.8267 GZSL: seen=0.3866, unseen=0.4567, h=0.4188 ZSL: unseen accuracy=0.6202
[214/400]  Loss_D: -1.4530 Loss_G: -2.7458, Wasserstein_dist:1.9581, vae_loss_seen:362.2654 GZSL: seen=0.3853, unseen=0.4683, h=0.4227 ZSL: unseen accuracy=0.6163
[215/400]  Loss_D: -1.4039 Loss_G: -3.1269, Wasserstein_dist:1.9612, vae_loss_seen:357.0623 GZSL: seen=0.3868, unseen=0.4913, h=0.4328 ZSL: unseen accuracy=0.6288
[216/400]  Loss_D: -1.3072 Loss_G: -2.3437, Wasserstein_dist:1.7682, vae_loss_seen:356.8273 GZSL: seen=0.3883, unseen=0.4827, h=0.4304 ZSL: unseen accuracy=0.6317
[217/400]  Loss_D: -1.3746 Loss_G: -2.7288, Wasserstein_dist:1.8675, vae_loss_seen:370.3812 GZSL: seen=0.3748, unseen=0.4885, h=0.4242 ZSL: unseen accuracy=0.6337
[218/400]  Loss_D: -1.4483 Loss_G: -2.7288, Wasserstein_dist:1.9379, vae_loss_seen:366.4274 GZSL: seen=0.3878, unseen=0.4913, h=0.4335 ZSL: unseen accuracy=0.6356
[219/400]  Loss_D: -1.3946 Loss_G: -2.5183, Wasserstein_dist:1.8961, vae_loss_seen:359.7968 GZSL: seen=0.3836, unseen=0.4942, h=0.4319 ZSL: unseen accuracy=0.6231
[220/400]  Loss_D: -1.2986 Loss_G: -2.6869, Wasserstein_dist:1.7605, vae_loss_seen:352.2574 GZSL: seen=0.3822, unseen=0.4702, h=0.4216 ZSL: unseen accuracy=0.6250
[221/400]  Loss_D: -1.4820 Loss_G: -2.6840, Wasserstein_dist:1.9941, vae_loss_seen:365.5902 GZSL: seen=0.3962, unseen=0.4663, h=0.4284 ZSL: unseen accuracy=0.6288
[222/400]  Loss_D: -1.4125 Loss_G: -2.7027, Wasserstein_dist:1.8893, vae_loss_seen:367.9655 GZSL: seen=0.3808, unseen=0.4779, h=0.4238 ZSL: unseen accuracy=0.6240
[223/400]  Loss_D: -1.4017 Loss_G: -2.6237, Wasserstein_dist:1.8650, vae_loss_seen:361.4798 GZSL: seen=0.3938, unseen=0.4615, h=0.4250 ZSL: unseen accuracy=0.6260
[224/400]  Loss_D: -1.4063 Loss_G: -2.9665, Wasserstein_dist:1.9462, vae_loss_seen:372.0669 GZSL: seen=0.3860, unseen=0.4817, h=0.4286 ZSL: unseen accuracy=0.6279
[225/400]  Loss_D: -1.4504 Loss_G: -2.5468, Wasserstein_dist:1.9297, vae_loss_seen:376.6099 GZSL: seen=0.3993, unseen=0.4663, h=0.4302 ZSL: unseen accuracy=0.6279
[226/400]  Loss_D: -1.4567 Loss_G: -2.7638, Wasserstein_dist:1.8983, vae_loss_seen:353.5872 GZSL: seen=0.3775, unseen=0.4933, h=0.4277 ZSL: unseen accuracy=0.6404
[227/400]  Loss_D: -1.4401 Loss_G: -2.9762, Wasserstein_dist:1.9169, vae_loss_seen:379.0558 GZSL: seen=0.3745, unseen=0.4952, h=0.4264 ZSL: unseen accuracy=0.6394
[228/400]  Loss_D: -1.3222 Loss_G: -2.5015, Wasserstein_dist:1.7780, vae_loss_seen:352.7542 GZSL: seen=0.3641, unseen=0.5038, h=0.4227 ZSL: unseen accuracy=0.6221
[229/400]  Loss_D: -1.2353 Loss_G: -2.6391, Wasserstein_dist:1.6881, vae_loss_seen:347.3376 GZSL: seen=0.3768, unseen=0.4846, h=0.4239 ZSL: unseen accuracy=0.6279
[230/400]  Loss_D: -1.2729 Loss_G: -3.0563, Wasserstein_dist:1.8412, vae_loss_seen:369.0980 GZSL: seen=0.3882, unseen=0.4673, h=0.4241 ZSL: unseen accuracy=0.6221
[231/400]  Loss_D: -1.3524 Loss_G: -2.8585, Wasserstein_dist:1.8104, vae_loss_seen:366.7720 GZSL: seen=0.3977, unseen=0.4712, h=0.4313 ZSL: unseen accuracy=0.6279
[232/400]  Loss_D: -1.4524 Loss_G: -2.9556, Wasserstein_dist:2.0532, vae_loss_seen:356.5639 GZSL: seen=0.3877, unseen=0.4769, h=0.4277 ZSL: unseen accuracy=0.6385
[233/400]  Loss_D: -1.3027 Loss_G: -3.0159, Wasserstein_dist:1.8042, vae_loss_seen:361.4585 GZSL: seen=0.3888, unseen=0.4712, h=0.4260 ZSL: unseen accuracy=0.6308
[234/400]  Loss_D: -1.3442 Loss_G: -2.4627, Wasserstein_dist:1.7277, vae_loss_seen:356.3903 GZSL: seen=0.3832, unseen=0.4923, h=0.4309 ZSL: unseen accuracy=0.6317
[235/400]  Loss_D: -1.3986 Loss_G: -2.4549, Wasserstein_dist:1.8479, vae_loss_seen:364.2864 GZSL: seen=0.3763, unseen=0.4875, h=0.4248 ZSL: unseen accuracy=0.6337
[236/400]  Loss_D: -1.4597 Loss_G: -3.2041, Wasserstein_dist:2.0019, vae_loss_seen:361.0764 GZSL: seen=0.3861, unseen=0.4683, h=0.4232 ZSL: unseen accuracy=0.6250
[237/400]  Loss_D: -1.4249 Loss_G: -3.2663, Wasserstein_dist:2.0124, vae_loss_seen:368.9499 GZSL: seen=0.3895, unseen=0.4663, h=0.4244 ZSL: unseen accuracy=0.6183
[238/400]  Loss_D: -1.4006 Loss_G: -2.9016, Wasserstein_dist:1.8390, vae_loss_seen:367.4602 GZSL: seen=0.3806, unseen=0.4731, h=0.4219 ZSL: unseen accuracy=0.6298
[239/400]  Loss_D: -1.3262 Loss_G: -2.2425, Wasserstein_dist:1.7466, vae_loss_seen:360.4844 GZSL: seen=0.3784, unseen=0.4933, h=0.4283 ZSL: unseen accuracy=0.6317
[240/400]  Loss_D: -1.2655 Loss_G: -2.6962, Wasserstein_dist:1.6952, vae_loss_seen:350.2963 GZSL: seen=0.3836, unseen=0.4971, h=0.4330 ZSL: unseen accuracy=0.6365
[241/400]  Loss_D: -1.3276 Loss_G: -2.7920, Wasserstein_dist:1.8438, vae_loss_seen:357.5737 GZSL: seen=0.3884, unseen=0.4692, h=0.4250 ZSL: unseen accuracy=0.6346
[242/400]  Loss_D: -1.5329 Loss_G: -3.4303, Wasserstein_dist:2.1205, vae_loss_seen:366.5619 GZSL: seen=0.4028, unseen=0.4529, h=0.4264 ZSL: unseen accuracy=0.6240
[243/400]  Loss_D: -1.4540 Loss_G: -3.1873, Wasserstein_dist:1.9875, vae_loss_seen:384.1590 GZSL: seen=0.3922, unseen=0.4712, h=0.4280 ZSL: unseen accuracy=0.6356
[244/400]  Loss_D: -1.3277 Loss_G: -3.1852, Wasserstein_dist:1.7968, vae_loss_seen:373.8819 GZSL: seen=0.3920, unseen=0.4769, h=0.4303 ZSL: unseen accuracy=0.6279
[245/400]  Loss_D: -1.2563 Loss_G: -2.8385, Wasserstein_dist:1.7560, vae_loss_seen:353.5931 GZSL: seen=0.3953, unseen=0.4663, h=0.4279 ZSL: unseen accuracy=0.6279
[246/400]  Loss_D: -1.1718 Loss_G: -2.5771, Wasserstein_dist:1.6262, vae_loss_seen:357.6198 GZSL: seen=0.3900, unseen=0.4750, h=0.4283 ZSL: unseen accuracy=0.6308
[247/400]  Loss_D: -1.3730 Loss_G: -2.6249, Wasserstein_dist:1.8453, vae_loss_seen:348.1471 GZSL: seen=0.3636, unseen=0.5135, h=0.4258 ZSL: unseen accuracy=0.6269
[248/400]  Loss_D: -1.3239 Loss_G: -3.0131, Wasserstein_dist:1.8457, vae_loss_seen:360.9053 GZSL: seen=0.3890, unseen=0.4837, h=0.4312 ZSL: unseen accuracy=0.6221
[249/400]  Loss_D: -1.2457 Loss_G: -2.5481, Wasserstein_dist:1.6804, vae_loss_seen:374.5881 GZSL: seen=0.3846, unseen=0.4856, h=0.4292 ZSL: unseen accuracy=0.6260
[250/400]  Loss_D: -1.3394 Loss_G: -2.6974, Wasserstein_dist:1.7825, vae_loss_seen:357.0600 GZSL: seen=0.3854, unseen=0.4712, h=0.4240 ZSL: unseen accuracy=0.6298
[251/400]  Loss_D: -1.5191 Loss_G: -2.6631, Wasserstein_dist:2.0247, vae_loss_seen:369.5925 GZSL: seen=0.3937, unseen=0.4654, h=0.4266 ZSL: unseen accuracy=0.6346
[252/400]  Loss_D: -1.2216 Loss_G: -2.6452, Wasserstein_dist:1.6458, vae_loss_seen:366.2318 GZSL: seen=0.3873, unseen=0.4740, h=0.4263 ZSL: unseen accuracy=0.6221
[253/400]  Loss_D: -1.1562 Loss_G: -2.6703, Wasserstein_dist:1.5645, vae_loss_seen:354.5025 GZSL: seen=0.3808, unseen=0.4962, h=0.4309 ZSL: unseen accuracy=0.6260
[254/400]  Loss_D: -1.3720 Loss_G: -2.6382, Wasserstein_dist:1.7843, vae_loss_seen:375.0854 GZSL: seen=0.3906, unseen=0.4721, h=0.4275 ZSL: unseen accuracy=0.6356
[255/400]  Loss_D: -1.2433 Loss_G: -2.8375, Wasserstein_dist:1.7699, vae_loss_seen:358.0246 GZSL: seen=0.3932, unseen=0.4625, h=0.4250 ZSL: unseen accuracy=0.6202
[256/400]  Loss_D: -1.2168 Loss_G: -2.5096, Wasserstein_dist:1.6442, vae_loss_seen:353.8170 GZSL: seen=0.3930, unseen=0.4760, h=0.4305 ZSL: unseen accuracy=0.6250
[257/400]  Loss_D: -1.3059 Loss_G: -2.6621, Wasserstein_dist:1.7950, vae_loss_seen:352.1374 GZSL: seen=0.3890, unseen=0.4712, h=0.4262 ZSL: unseen accuracy=0.6317
