HYPER-PARAMETERS
[257/400]  Loss_D: -1.3555 Loss_G: -6.2528, Wasserstein_dist:1.8918, vae_loss_seen:733.4230 GZSL: seen=0.9373, unseen=0.8827, h=0.9092 ZSL: unseen accuracy=0.9163
[258/400]  Loss_D: -1.1840 Loss_G: -6.5812, Wasserstein_dist:1.7382, vae_loss_seen:735.8188 GZSL: seen=0.9400, unseen=0.8760, h=0.9069 ZSL: unseen accuracy=0.9231
[259/400]  Loss_D: -1.3339 Loss_G: -7.5330, Wasserstein_dist:1.7588, vae_loss_seen:732.5662 GZSL: seen=0.9522, unseen=0.8596, h=0.9036 ZSL: unseen accuracy=0.9154
[260/400]  Loss_D: -1.2315 Loss_G: -6.0653, Wasserstein_dist:1.7004, vae_loss_seen:717.8673 GZSL: seen=0.9442, unseen=0.8702, h=0.9057 ZSL: unseen accuracy=0.9212
[261/400]  Loss_D: -1.3242 Loss_G: -6.9785, Wasserstein_dist:1.8686, vae_loss_seen:742.4135 GZSL: seen=0.9210, unseen=0.8885, h=0.9044 ZSL: unseen accuracy=0.9038
[262/400]  Loss_D: -1.3511 Loss_G: -8.7975, Wasserstein_dist:1.9376, vae_loss_seen:748.3229 GZSL: seen=0.9495, unseen=0.8692, h=0.9076 ZSL: unseen accuracy=0.9183
[263/400]  Loss_D: -1.3834 Loss_G: -8.4019, Wasserstein_dist:1.8694, vae_loss_seen:743.5578 GZSL: seen=0.9541, unseen=0.8673, h=0.9086 ZSL: unseen accuracy=0.9231
[264/400]  Loss_D: -1.2984 Loss_G: -8.3168, Wasserstein_dist:1.8286, vae_loss_seen:730.6624 GZSL: seen=0.9203, unseen=0.8923, h=0.9061 ZSL: unseen accuracy=0.9231
[265/400]  Loss_D: -1.3262 Loss_G: -8.7739, Wasserstein_dist:1.7995, vae_loss_seen:740.2902 GZSL: seen=0.9545, unseen=0.8702, h=0.9104 ZSL: unseen accuracy=0.9154
[266/400]  Loss_D: -1.1479 Loss_G: -7.0452, Wasserstein_dist:1.5973, vae_loss_seen:723.8061 GZSL: seen=0.9512, unseen=0.8788, h=0.9136 ZSL: unseen accuracy=0.9144
[267/400]  Loss_D: -1.2348 Loss_G: -7.2163, Wasserstein_dist:1.7220, vae_loss_seen:733.2010 GZSL: seen=0.9557, unseen=0.8760, h=0.9141 ZSL: unseen accuracy=0.9269
[268/400]  Loss_D: -1.2890 Loss_G: -7.3938, Wasserstein_dist:1.8113, vae_loss_seen:728.1524 GZSL: seen=0.9502, unseen=0.8808, h=0.9142 ZSL: unseen accuracy=0.9212
[269/400]  Loss_D: -1.1540 Loss_G: -7.2569, Wasserstein_dist:1.5745, vae_loss_seen:735.4421 GZSL: seen=0.9604, unseen=0.8510, h=0.9024 ZSL: unseen accuracy=0.9125
[270/400]  Loss_D: -1.2570 Loss_G: -7.1029, Wasserstein_dist:1.6891, vae_loss_seen:726.0179 GZSL: seen=0.9568, unseen=0.8587, h=0.9051 ZSL: unseen accuracy=0.9183
[271/400]  Loss_D: -1.2901 Loss_G: -8.1573, Wasserstein_dist:1.7559, vae_loss_seen:730.1730 GZSL: seen=0.9591, unseen=0.8615, h=0.9077 ZSL: unseen accuracy=0.9192
[272/400]  Loss_D: -1.2424 Loss_G: -7.7425, Wasserstein_dist:1.7205, vae_loss_seen:705.8216 GZSL: seen=0.9383, unseen=0.8760, h=0.9060 ZSL: unseen accuracy=0.9144
[273/400]  Loss_D: -1.3087 Loss_G: -6.6293, Wasserstein_dist:1.7699, vae_loss_seen:740.4788 GZSL: seen=0.9500, unseen=0.8740, h=0.9104 ZSL: unseen accuracy=0.9154
[274/400]  Loss_D: -1.3557 Loss_G: -7.0778, Wasserstein_dist:1.9243, vae_loss_seen:727.0756 GZSL: seen=0.9598, unseen=0.8558, h=0.9048 ZSL: unseen accuracy=0.9154
[275/400]  Loss_D: -1.2498 Loss_G: -8.3711, Wasserstein_dist:1.7195, vae_loss_seen:724.7704 GZSL: seen=0.9578, unseen=0.8577, h=0.9050 ZSL: unseen accuracy=0.9135
[276/400]  Loss_D: -1.1783 Loss_G: -7.7640, Wasserstein_dist:1.6402, vae_loss_seen:743.0042 GZSL: seen=0.9392, unseen=0.8817, h=0.9095 ZSL: unseen accuracy=0.9192
[277/400]  Loss_D: -1.4322 Loss_G: -8.5474, Wasserstein_dist:1.9001, vae_loss_seen:744.8895 GZSL: seen=0.9585, unseen=0.8615, h=0.9074 ZSL: unseen accuracy=0.9192
[278/400]  Loss_D: -1.3590 Loss_G: -9.0726, Wasserstein_dist:1.9904, vae_loss_seen:709.9583 GZSL: seen=0.9572, unseen=0.8644, h=0.9084 ZSL: unseen accuracy=0.9135
[279/400]  Loss_D: -1.4349 Loss_G: -11.0130, Wasserstein_dist:1.9574, vae_loss_seen:732.9837 GZSL: seen=0.9607, unseen=0.8519, h=0.9030 ZSL: unseen accuracy=0.9173
[280/400]  Loss_D: -1.4146 Loss_G: -6.2542, Wasserstein_dist:1.9494, vae_loss_seen:738.6964 GZSL: seen=0.9212, unseen=0.8933, h=0.9070 ZSL: unseen accuracy=0.9144
[281/400]  Loss_D: -1.2076 Loss_G: -7.6700, Wasserstein_dist:1.7330, vae_loss_seen:741.2878 GZSL: seen=0.9548, unseen=0.8769, h=0.9142 ZSL: unseen accuracy=0.9173
[282/400]  Loss_D: -1.2578 Loss_G: -6.7122, Wasserstein_dist:1.7100, vae_loss_seen:729.2740 GZSL: seen=0.9386, unseen=0.8663, h=0.9010 ZSL: unseen accuracy=0.9087
[283/400]  Loss_D: -1.3046 Loss_G: -5.5517, Wasserstein_dist:1.8576, vae_loss_seen:743.2773 GZSL: seen=0.9544, unseen=0.8596, h=0.9046 ZSL: unseen accuracy=0.9087
[284/400]  Loss_D: -1.2964 Loss_G: -7.9743, Wasserstein_dist:1.7235, vae_loss_seen:742.4132 GZSL: seen=0.9601, unseen=0.8567, h=0.9055 ZSL: unseen accuracy=0.9202
[285/400]  Loss_D: -1.3452 Loss_G: -8.6137, Wasserstein_dist:1.8294, vae_loss_seen:722.4280 GZSL: seen=0.9464, unseen=0.8731, h=0.9083 ZSL: unseen accuracy=0.9154
[286/400]  Loss_D: -1.1131 Loss_G: -7.7337, Wasserstein_dist:1.5204, vae_loss_seen:738.7727 GZSL: seen=0.9388, unseen=0.8712, h=0.9037 ZSL: unseen accuracy=0.9163
[287/400]  Loss_D: -1.4018 Loss_G: -8.5472, Wasserstein_dist:1.8300, vae_loss_seen:738.9296 GZSL: seen=0.9529, unseen=0.8712, h=0.9102 ZSL: unseen accuracy=0.9192
[288/400]  Loss_D: -1.3619 Loss_G: -8.3565, Wasserstein_dist:1.7951, vae_loss_seen:750.4888 GZSL: seen=0.9455, unseen=0.8760, h=0.9094 ZSL: unseen accuracy=0.9154
[289/400]  Loss_D: -1.0298 Loss_G: -6.0701, Wasserstein_dist:1.4372, vae_loss_seen:741.7044 GZSL: seen=0.9495, unseen=0.8606, h=0.9028 ZSL: unseen accuracy=0.9183
[290/400]  Loss_D: -1.3176 Loss_G: -7.6375, Wasserstein_dist:1.8184, vae_loss_seen:736.4744 GZSL: seen=0.9483, unseen=0.8740, h=0.9097 ZSL: unseen accuracy=0.9212
[291/400]  Loss_D: -1.2222 Loss_G: -7.5030, Wasserstein_dist:1.6513, vae_loss_seen:729.5004 GZSL: seen=0.9460, unseen=0.8740, h=0.9086 ZSL: unseen accuracy=0.9212
[292/400]  Loss_D: -1.3653 Loss_G: -9.8134, Wasserstein_dist:1.9101, vae_loss_seen:748.8002 GZSL: seen=0.9527, unseen=0.8596, h=0.9038 ZSL: unseen accuracy=0.9212
[293/400]  Loss_D: -1.2175 Loss_G: -6.4743, Wasserstein_dist:1.6766, vae_loss_seen:739.3805 GZSL: seen=0.9459, unseen=0.8721, h=0.9075 ZSL: unseen accuracy=0.9125
[294/400]  Loss_D: -1.3305 Loss_G: -7.3266, Wasserstein_dist:1.7819, vae_loss_seen:733.2227 GZSL: seen=0.9540, unseen=0.8683, h=0.9091 ZSL: unseen accuracy=0.9240
[295/400]  Loss_D: -1.3540 Loss_G: -8.6099, Wasserstein_dist:1.9126, vae_loss_seen:736.9381 GZSL: seen=0.9490, unseen=0.8558, h=0.9000 ZSL: unseen accuracy=0.9106
[296/400]  Loss_D: -1.3279 Loss_G: -6.2482, Wasserstein_dist:1.7911, vae_loss_seen:738.5928 GZSL: seen=0.9397, unseen=0.8692, h=0.9031 ZSL: unseen accuracy=0.9192
[297/400]  Loss_D: -1.1753 Loss_G: -7.4960, Wasserstein_dist:1.6542, vae_loss_seen:721.3696 GZSL: seen=0.9480, unseen=0.8625, h=0.9032 ZSL: unseen accuracy=0.9212
[298/400]  Loss_D: -1.2090 Loss_G: -7.4254, Wasserstein_dist:1.6954, vae_loss_seen:735.8491 GZSL: seen=0.9427, unseen=0.8692, h=0.9045 ZSL: unseen accuracy=0.9279
[299/400]  Loss_D: -1.4014 Loss_G: -7.9645, Wasserstein_dist:1.8255, vae_loss_seen:739.9942 GZSL: seen=0.9498, unseen=0.8750, h=0.9109 ZSL: unseen accuracy=0.9173
[300/400]  Loss_D: -1.1734 Loss_G: -7.8230, Wasserstein_dist:1.6824, vae_loss_seen:731.5728 GZSL: seen=0.9540, unseen=0.8673, h=0.9086 ZSL: unseen accuracy=0.9163
[301/400]  Loss_D: -1.4754 Loss_G: -10.1821, Wasserstein_dist:2.0020, vae_loss_seen:753.2416 GZSL: seen=0.9500, unseen=0.8635, h=0.9047 ZSL: unseen accuracy=0.9183
[302/400]  Loss_D: -1.3042 Loss_G: -7.7792, Wasserstein_dist:1.8011, vae_loss_seen:741.3633 GZSL: seen=0.9570, unseen=0.8558, h=0.9036 ZSL: unseen accuracy=0.9106
[303/400]  Loss_D: -1.1944 Loss_G: -8.8387, Wasserstein_dist:1.7153, vae_loss_seen:746.7477 GZSL: seen=0.9603, unseen=0.8529, h=0.9034 ZSL: unseen accuracy=0.9144
[304/400]  Loss_D: -1.2589 Loss_G: -6.8422, Wasserstein_dist:1.7567, vae_loss_seen:725.2429 GZSL: seen=0.9390, unseen=0.8692, h=0.9028 ZSL: unseen accuracy=0.9192
[305/400]  Loss_D: -1.3740 Loss_G: -8.1366, Wasserstein_dist:1.9187, vae_loss_seen:725.8961 GZSL: seen=0.9598, unseen=0.8558, h=0.9048 ZSL: unseen accuracy=0.9125
[306/400]  Loss_D: -1.2415 Loss_G: -7.8349, Wasserstein_dist:1.7615, vae_loss_seen:745.9099 GZSL: seen=0.9587, unseen=0.8481, h=0.9000 ZSL: unseen accuracy=0.9212
[307/400]  Loss_D: -1.2518 Loss_G: -8.9004, Wasserstein_dist:1.7473, vae_loss_seen:739.1263 GZSL: seen=0.9228, unseen=0.8788, h=0.9003 ZSL: unseen accuracy=0.9115
[308/400]  Loss_D: -1.2542 Loss_G: -7.9695, Wasserstein_dist:1.8099, vae_loss_seen:734.4780 GZSL: seen=0.9221, unseen=0.9019, h=0.9119 ZSL: unseen accuracy=0.9183
[309/400]  Loss_D: -1.2654 Loss_G: -8.4755, Wasserstein_dist:1.8075, vae_loss_seen:728.8974 GZSL: seen=0.9206, unseen=0.8779, h=0.8987 ZSL: unseen accuracy=0.9144
[310/400]  Loss_D: -1.3128 Loss_G: -8.4869, Wasserstein_dist:1.7546, vae_loss_seen:727.0196 GZSL: seen=0.9135, unseen=0.8942, h=0.9038 ZSL: unseen accuracy=0.9163
[311/400]  Loss_D: -1.2254 Loss_G: -6.0036, Wasserstein_dist:1.7654, vae_loss_seen:746.4584 GZSL: seen=0.9441, unseen=0.8644, h=0.9025 ZSL: unseen accuracy=0.9135
[312/400]  Loss_D: -1.3201 Loss_G: -8.7844, Wasserstein_dist:1.8543, vae_loss_seen:735.2912 GZSL: seen=0.9533, unseen=0.8644, h=0.9067 ZSL: unseen accuracy=0.9125
[313/400]  Loss_D: -1.3223 Loss_G: -7.7573, Wasserstein_dist:1.8472, vae_loss_seen:735.3979 GZSL: seen=0.9463, unseen=0.8644, h=0.9035 ZSL: unseen accuracy=0.9154
[314/400]  Loss_D: -1.3696 Loss_G: -9.2436, Wasserstein_dist:1.8005, vae_loss_seen:730.3495 GZSL: seen=0.9534, unseen=0.8702, h=0.9099 ZSL: unseen accuracy=0.9212
[315/400]  Loss_D: -1.2408 Loss_G: -8.4253, Wasserstein_dist:1.7076, vae_loss_seen:747.4529 GZSL: seen=0.9446, unseen=0.8712, h=0.9064 ZSL: unseen accuracy=0.9125
[316/400]  Loss_D: -1.2721 Loss_G: -8.5941, Wasserstein_dist:1.7794, vae_loss_seen:721.3677 GZSL: seen=0.9471, unseen=0.8740, h=0.9091 ZSL: unseen accuracy=0.9173
[317/400]  Loss_D: -1.2664 Loss_G: -7.9113, Wasserstein_dist:1.7657, vae_loss_seen:721.8061 GZSL: seen=0.9248, unseen=0.8885, h=0.9063 ZSL: unseen accuracy=0.9154
[318/400]  Loss_D: -1.2338 Loss_G: -8.9080, Wasserstein_dist:1.6670, vae_loss_seen:725.8961 GZSL: seen=0.9547, unseen=0.8625, h=0.9063 ZSL: unseen accuracy=0.9202
[319/400]  Loss_D: -1.0960 Loss_G: -8.3694, Wasserstein_dist:1.6183, vae_loss_seen:733.7434 GZSL: seen=0.9570, unseen=0.8625, h=0.9073 ZSL: unseen accuracy=0.9154
[320/400]  Loss_D: -1.3285 Loss_G: -8.1276, Wasserstein_dist:1.8135, vae_loss_seen:749.1341 GZSL: seen=0.9460, unseen=0.8779, h=0.9107 ZSL: unseen accuracy=0.9106
[321/400]  Loss_D: -1.1827 Loss_G: -7.6701, Wasserstein_dist:1.6765, vae_loss_seen:746.1104 GZSL: seen=0.9526, unseen=0.8615, h=0.9048 ZSL: unseen accuracy=0.9173
[322/400]  Loss_D: -1.2024 Loss_G: -7.8598, Wasserstein_dist:1.6143, vae_loss_seen:729.7760 GZSL: seen=0.9587, unseen=0.8529, h=0.9027 ZSL: unseen accuracy=0.9173
[323/400]  Loss_D: -1.3061 Loss_G: -8.6596, Wasserstein_dist:1.8378, vae_loss_seen:743.3448 GZSL: seen=0.9386, unseen=0.8788, h=0.9077 ZSL: unseen accuracy=0.9192
[324/400]  Loss_D: -1.2868 Loss_G: -8.7088, Wasserstein_dist:1.7883, vae_loss_seen:743.6346 GZSL: seen=0.9415, unseen=0.8702, h=0.9044 ZSL: unseen accuracy=0.9192
[325/400]  Loss_D: -1.2952 Loss_G: -8.3154, Wasserstein_dist:1.7352, vae_loss_seen:746.3493 GZSL: seen=0.9407, unseen=0.8683, h=0.9030 ZSL: unseen accuracy=0.9202
[326/400]  Loss_D: -1.0713 Loss_G: -7.4867, Wasserstein_dist:1.4558, vae_loss_seen:735.9767 GZSL: seen=0.9439, unseen=0.8721, h=0.9066 ZSL: unseen accuracy=0.9173
[327/400]  Loss_D: -1.1931 Loss_G: -9.5885, Wasserstein_dist:1.6640, vae_loss_seen:722.7717 GZSL: seen=0.9612, unseen=0.8519, h=0.9033 ZSL: unseen accuracy=0.9048
[328/400]  Loss_D: -1.3125 Loss_G: -9.1079, Wasserstein_dist:1.8299, vae_loss_seen:739.0145 GZSL: seen=0.9588, unseen=0.8587, h=0.9060 ZSL: unseen accuracy=0.9115
[329/400]  Loss_D: -1.2602 Loss_G: -8.9084, Wasserstein_dist:1.7649, vae_loss_seen:729.5407 GZSL: seen=0.9580, unseen=0.8606, h=0.9067 ZSL: unseen accuracy=0.9135
[330/400]  Loss_D: -1.1328 Loss_G: -8.2782, Wasserstein_dist:1.5984, vae_loss_seen:719.5742 GZSL: seen=0.9258, unseen=0.8683, h=0.8961 ZSL: unseen accuracy=0.9077
[331/400]  Loss_D: -1.3184 Loss_G: -8.4092, Wasserstein_dist:1.8817, vae_loss_seen:735.0297 GZSL: seen=0.9581, unseen=0.8654, h=0.9094 ZSL: unseen accuracy=0.9106
[332/400]  Loss_D: -1.3934 Loss_G: -7.6784, Wasserstein_dist:1.8624, vae_loss_seen:744.3042 GZSL: seen=0.9469, unseen=0.8654, h=0.9043 ZSL: unseen accuracy=0.9125
[333/400]  Loss_D: -1.3377 Loss_G: -9.0502, Wasserstein_dist:1.8417, vae_loss_seen:732.0023 GZSL: seen=0.9489, unseen=0.8673, h=0.9063 ZSL: unseen accuracy=0.9173
[334/400]  Loss_D: -1.3291 Loss_G: -8.9420, Wasserstein_dist:1.7848, vae_loss_seen:749.9299 GZSL: seen=0.9469, unseen=0.8731, h=0.9085 ZSL: unseen accuracy=0.9221
[335/400]  Loss_D: -1.2221 Loss_G: -8.8094, Wasserstein_dist:1.6671, vae_loss_seen:740.2814 GZSL: seen=0.9562, unseen=0.8548, h=0.9027 ZSL: unseen accuracy=0.9135
[336/400]  Loss_D: -1.1576 Loss_G: -8.8301, Wasserstein_dist:1.6446, vae_loss_seen:724.3365 GZSL: seen=0.9466, unseen=0.8567, h=0.8994 ZSL: unseen accuracy=0.9135
[337/400]  Loss_D: -1.2587 Loss_G: -9.6556, Wasserstein_dist:1.8315, vae_loss_seen:714.2343 GZSL: seen=0.9302, unseen=0.8923, h=0.9109 ZSL: unseen accuracy=0.9096
[338/400]  Loss_D: -1.1405 Loss_G: -8.1122, Wasserstein_dist:1.5471, vae_loss_seen:734.0306 GZSL: seen=0.9230, unseen=0.8885, h=0.9054 ZSL: unseen accuracy=0.9202
[339/400]  Loss_D: -1.3340 Loss_G: -9.9682, Wasserstein_dist:1.8483, vae_loss_seen:735.6570 GZSL: seen=0.9568, unseen=0.8644, h=0.9083 ZSL: unseen accuracy=0.9173
[340/400]  Loss_D: -1.2025 Loss_G: -7.8530, Wasserstein_dist:1.7339, vae_loss_seen:733.1230 GZSL: seen=0.9608, unseen=0.8481, h=0.9009 ZSL: unseen accuracy=0.9125
[341/400]  Loss_D: -1.3334 Loss_G: -9.6702, Wasserstein_dist:1.8500, vae_loss_seen:726.4241 GZSL: seen=0.9283, unseen=0.8740, h=0.9004 ZSL: unseen accuracy=0.9144
[342/400]  Loss_D: -1.3002 Loss_G: -9.2657, Wasserstein_dist:1.7531, vae_loss_seen:736.3045 GZSL: seen=0.9484, unseen=0.8692, h=0.9071 ZSL: unseen accuracy=0.9135
[343/400]  Loss_D: -1.1516 Loss_G: -7.8304, Wasserstein_dist:1.6352, vae_loss_seen:737.1815 GZSL: seen=0.9473, unseen=0.8615, h=0.9024 ZSL: unseen accuracy=0.9115
[344/400]  Loss_D: -1.2687 Loss_G: -7.9456, Wasserstein_dist:1.7349, vae_loss_seen:743.7770 GZSL: seen=0.9321, unseen=0.8808, h=0.9057 ZSL: unseen accuracy=0.9192
[345/400]  Loss_D: -1.5113 Loss_G: -9.0734, Wasserstein_dist:2.0086, vae_loss_seen:743.3560 GZSL: seen=0.9605, unseen=0.8577, h=0.9062 ZSL: unseen accuracy=0.9154
[346/400]  Loss_D: -1.2734 Loss_G: -8.1644, Wasserstein_dist:1.7472, vae_loss_seen:724.3043 GZSL: seen=0.9501, unseen=0.8558, h=0.9005 ZSL: unseen accuracy=0.9144
[347/400]  Loss_D: -1.3042 Loss_G: -9.2367, Wasserstein_dist:1.7665, vae_loss_seen:753.5253 GZSL: seen=0.9509, unseen=0.8519, h=0.8987 ZSL: unseen accuracy=0.9173
[348/400]  Loss_D: -1.2029 Loss_G: -8.6422, Wasserstein_dist:1.7050, vae_loss_seen:731.6321 GZSL: seen=0.9219, unseen=0.8769, h=0.8989 ZSL: unseen accuracy=0.9183
[349/400]  Loss_D: -1.1353 Loss_G: -7.5012, Wasserstein_dist:1.5858, vae_loss_seen:741.0591 GZSL: seen=0.9605, unseen=0.8481, h=0.9008 ZSL: unseen accuracy=0.9115
[350/400]  Loss_D: -1.3219 Loss_G: -8.3298, Wasserstein_dist:1.7866, vae_loss_seen:736.1854 GZSL: seen=0.9513, unseen=0.8615, h=0.9042 ZSL: unseen accuracy=0.8990
[351/400]  Loss_D: -1.3265 Loss_G: -8.3742, Wasserstein_dist:1.8232, vae_loss_seen:724.2907 GZSL: seen=0.9565, unseen=0.8567, h=0.9039 ZSL: unseen accuracy=0.9087
[352/400]  Loss_D: -1.3039 Loss_G: -8.4866, Wasserstein_dist:1.8719, vae_loss_seen:737.1094 GZSL: seen=0.9484, unseen=0.8577, h=0.9008 ZSL: unseen accuracy=0.9115
[353/400]  Loss_D: -1.3414 Loss_G: -9.2310, Wasserstein_dist:1.7696, vae_loss_seen:732.9782 GZSL: seen=0.9546, unseen=0.8510, h=0.8998 ZSL: unseen accuracy=0.9202
[354/400]  Loss_D: -1.2879 Loss_G: -9.4029, Wasserstein_dist:1.7137, vae_loss_seen:745.0708 GZSL: seen=0.9331, unseen=0.8740, h=0.9026 ZSL: unseen accuracy=0.9106
[355/400]  Loss_D: -1.3866 Loss_G: -9.7354, Wasserstein_dist:1.8586, vae_loss_seen:728.6674 GZSL: seen=0.9538, unseen=0.8529, h=0.9005 ZSL: unseen accuracy=0.9067
[356/400]  Loss_D: -1.3930 Loss_G: -8.0871, Wasserstein_dist:1.9177, vae_loss_seen:745.1597 GZSL: seen=0.9565, unseen=0.8490, h=0.8996 ZSL: unseen accuracy=0.9221
[357/400]  Loss_D: -1.3288 Loss_G: -8.2485, Wasserstein_dist:1.8459, vae_loss_seen:741.9214 GZSL: seen=0.9611, unseen=0.8500, h=0.9022 ZSL: unseen accuracy=0.9077
[358/400]  Loss_D: -1.3288 Loss_G: -8.6792, Wasserstein_dist:1.8262, vae_loss_seen:739.4916 GZSL: seen=0.9431, unseen=0.8635, h=0.9015 ZSL: unseen accuracy=0.9135
[359/400]  Loss_D: -1.4121 Loss_G: -10.1369, Wasserstein_dist:1.9333, vae_loss_seen:730.9589 GZSL: seen=0.9586, unseen=0.8577, h=0.9053 ZSL: unseen accuracy=0.9163
[360/400]  Loss_D: -1.3761 Loss_G: -8.9207, Wasserstein_dist:1.9153, vae_loss_seen:732.5632 GZSL: seen=0.9576, unseen=0.8529, h=0.9022 ZSL: unseen accuracy=0.9077
[361/400]  Loss_D: -1.3014 Loss_G: -9.4588, Wasserstein_dist:1.7160, vae_loss_seen:736.7744 GZSL: seen=0.9523, unseen=0.8548, h=0.9009 ZSL: unseen accuracy=0.9010
[362/400]  Loss_D: -1.3092 Loss_G: -9.1043, Wasserstein_dist:1.7932, vae_loss_seen:750.4855 GZSL: seen=0.9488, unseen=0.8558, h=0.8999 ZSL: unseen accuracy=0.9058
[363/400]  Loss_D: -1.1949 Loss_G: -8.1762, Wasserstein_dist:1.6214, vae_loss_seen:728.9268 GZSL: seen=0.9587, unseen=0.8442, h=0.8978 ZSL: unseen accuracy=0.9077
[364/400]  Loss_D: -1.2764 Loss_G: -9.3111, Wasserstein_dist:1.7617, vae_loss_seen:724.8443 GZSL: seen=0.9459, unseen=0.8635, h=0.9028 ZSL: unseen accuracy=0.9096
[365/400]  Loss_D: -1.0917 Loss_G: -8.6105, Wasserstein_dist:1.5732, vae_loss_seen:727.6802 GZSL: seen=0.9590, unseen=0.8558, h=0.9044 ZSL: unseen accuracy=0.9163
[366/400]  Loss_D: -1.2666 Loss_G: -9.2372, Wasserstein_dist:1.8161, vae_loss_seen:736.6007 GZSL: seen=0.9486, unseen=0.8490, h=0.8960 ZSL: unseen accuracy=0.9183
[367/400]  Loss_D: -1.3221 Loss_G: -8.1449, Wasserstein_dist:1.8807, vae_loss_seen:732.0465 GZSL: seen=0.9507, unseen=0.8654, h=0.9060 ZSL: unseen accuracy=0.9240
[368/400]  Loss_D: -1.2791 Loss_G: -9.5547, Wasserstein_dist:1.8616, vae_loss_seen:728.6573 GZSL: seen=0.9489, unseen=0.8635, h=0.9042 ZSL: unseen accuracy=0.9135
[369/400]  Loss_D: -1.1820 Loss_G: -9.1480, Wasserstein_dist:1.6615, vae_loss_seen:724.7664 GZSL: seen=0.9317, unseen=0.8740, h=0.9020 ZSL: unseen accuracy=0.9125
[370/400]  Loss_D: -1.2497 Loss_G: -7.5063, Wasserstein_dist:1.7736, vae_loss_seen:743.8744 GZSL: seen=0.9249, unseen=0.8663, h=0.8947 ZSL: unseen accuracy=0.9115
[371/400]  Loss_D: -1.2449 Loss_G: -8.9891, Wasserstein_dist:1.7278, vae_loss_seen:730.7981 GZSL: seen=0.9267, unseen=0.8788, h=0.9022 ZSL: unseen accuracy=0.9106
[372/400]  Loss_D: -1.3322 Loss_G: -9.1519, Wasserstein_dist:1.7441, vae_loss_seen:731.7964 GZSL: seen=0.9460, unseen=0.8577, h=0.8997 ZSL: unseen accuracy=0.9212
[373/400]  Loss_D: -1.1618 Loss_G: -8.9624, Wasserstein_dist:1.6407, vae_loss_seen:728.6301 GZSL: seen=0.9487, unseen=0.8587, h=0.9014 ZSL: unseen accuracy=0.9125
[374/400]  Loss_D: -1.1720 Loss_G: -7.2221, Wasserstein_dist:1.7063, vae_loss_seen:729.5963 GZSL: seen=0.9475, unseen=0.8673, h=0.9056 ZSL: unseen accuracy=0.9221
[375/400]  Loss_D: -1.2214 Loss_G: -9.0662, Wasserstein_dist:1.7181, vae_loss_seen:728.8134 GZSL: seen=0.9471, unseen=0.8712, h=0.9075 ZSL: unseen accuracy=0.9058
[376/400]  Loss_D: -1.1499 Loss_G: -8.4300, Wasserstein_dist:1.5804, vae_loss_seen:722.9686 GZSL: seen=0.9490, unseen=0.8606, h=0.9026 ZSL: unseen accuracy=0.9115
[377/400]  Loss_D: -1.3592 Loss_G: -8.7387, Wasserstein_dist:1.8504, vae_loss_seen:729.7673 GZSL: seen=0.9467, unseen=0.8596, h=0.9011 ZSL: unseen accuracy=0.9087
[378/400]  Loss_D: -1.2324 Loss_G: -8.4784, Wasserstein_dist:1.7123, vae_loss_seen:730.3339 GZSL: seen=0.9425, unseen=0.8692, h=0.9044 ZSL: unseen accuracy=0.9163
[379/400]  Loss_D: -1.2659 Loss_G: -8.2904, Wasserstein_dist:1.7639, vae_loss_seen:730.1199 GZSL: seen=0.9602, unseen=0.8442, h=0.8985 ZSL: unseen accuracy=0.9106
[380/400]  Loss_D: -1.2651 Loss_G: -9.8312, Wasserstein_dist:1.7615, vae_loss_seen:724.6896 GZSL: seen=0.9508, unseen=0.8529, h=0.8992 ZSL: unseen accuracy=0.9067
[381/400]  Loss_D: -1.2545 Loss_G: -8.9676, Wasserstein_dist:1.7328, vae_loss_seen:732.6306 GZSL: seen=0.9512, unseen=0.8538, h=0.8999 ZSL: unseen accuracy=0.9202
[382/400]  Loss_D: -1.2194 Loss_G: -8.1554, Wasserstein_dist:1.8006, vae_loss_seen:731.9517 GZSL: seen=0.9461, unseen=0.8625, h=0.9023 ZSL: unseen accuracy=0.9192
[383/400]  Loss_D: -1.1459 Loss_G: -8.2966, Wasserstein_dist:1.6319, vae_loss_seen:724.5638 GZSL: seen=0.9331, unseen=0.8769, h=0.9041 ZSL: unseen accuracy=0.9154
[384/400]  Loss_D: -1.2934 Loss_G: -8.1464, Wasserstein_dist:1.8310, vae_loss_seen:727.9872 GZSL: seen=0.9459, unseen=0.8577, h=0.8996 ZSL: unseen accuracy=0.9125
[385/400]  Loss_D: -1.2827 Loss_G: -10.2000, Wasserstein_dist:1.7416, vae_loss_seen:736.7104 GZSL: seen=0.9469, unseen=0.8490, h=0.8953 ZSL: unseen accuracy=0.9010
[386/400]  Loss_D: -1.4236 Loss_G: -9.5481, Wasserstein_dist:1.9356, vae_loss_seen:735.2272 GZSL: seen=0.9522, unseen=0.8635, h=0.9056 ZSL: unseen accuracy=0.9173
[387/400]  Loss_D: -0.9484 Loss_G: -7.1179, Wasserstein_dist:1.4196, vae_loss_seen:730.3769 GZSL: seen=0.9483, unseen=0.8596, h=0.9018 ZSL: unseen accuracy=0.9135
