HYPER-PARAMETERS
[126/400]  Loss_D: -1.5297 Loss_G: -7.1248, Wasserstein_dist:2.0858, vae_loss_seen:739.4199 GZSL: seen=0.9529, unseen=0.8673, h=0.9081 ZSL: unseen accuracy=0.9183
[127/400]  Loss_D: -1.4923 Loss_G: -6.4089, Wasserstein_dist:2.0281, vae_loss_seen:745.7800 GZSL: seen=0.9541, unseen=0.8654, h=0.9076 ZSL: unseen accuracy=0.9288
[128/400]  Loss_D: -1.2032 Loss_G: -4.9241, Wasserstein_dist:1.7358, vae_loss_seen:747.2709 GZSL: seen=0.9315, unseen=0.8740, h=0.9019 ZSL: unseen accuracy=0.9221
[129/400]  Loss_D: -1.3914 Loss_G: -6.0410, Wasserstein_dist:1.8766, vae_loss_seen:738.0411 GZSL: seen=0.9439, unseen=0.8865, h=0.9143 ZSL: unseen accuracy=0.9356
[130/400]  Loss_D: -1.3284 Loss_G: -5.3358, Wasserstein_dist:1.8594, vae_loss_seen:724.0875 GZSL: seen=0.9379, unseen=0.8933, h=0.9150 ZSL: unseen accuracy=0.9221
[131/400]  Loss_D: -1.4787 Loss_G: -5.0103, Wasserstein_dist:1.9625, vae_loss_seen:748.5657 GZSL: seen=0.9520, unseen=0.8692, h=0.9087 ZSL: unseen accuracy=0.9173
[132/400]  Loss_D: -1.3768 Loss_G: -6.1173, Wasserstein_dist:1.8787, vae_loss_seen:735.0965 GZSL: seen=0.9439, unseen=0.8846, h=0.9133 ZSL: unseen accuracy=0.9269
[133/400]  Loss_D: -1.4252 Loss_G: -5.9740, Wasserstein_dist:1.8806, vae_loss_seen:749.2523 GZSL: seen=0.9419, unseen=0.8856, h=0.9129 ZSL: unseen accuracy=0.9250
[134/400]  Loss_D: -1.2746 Loss_G: -5.1900, Wasserstein_dist:1.7300, vae_loss_seen:752.7437 GZSL: seen=0.9345, unseen=0.8971, h=0.9154 ZSL: unseen accuracy=0.9212
[135/400]  Loss_D: -1.4138 Loss_G: -5.9163, Wasserstein_dist:1.9066, vae_loss_seen:741.6238 GZSL: seen=0.9419, unseen=0.8692, h=0.9041 ZSL: unseen accuracy=0.9173
[136/400]  Loss_D: -1.3214 Loss_G: -5.5242, Wasserstein_dist:1.7801, vae_loss_seen:745.2686 GZSL: seen=0.9487, unseen=0.8712, h=0.9083 ZSL: unseen accuracy=0.9202
[137/400]  Loss_D: -1.2991 Loss_G: -5.3463, Wasserstein_dist:1.7521, vae_loss_seen:745.8504 GZSL: seen=0.9438, unseen=0.8846, h=0.9133 ZSL: unseen accuracy=0.9260
[138/400]  Loss_D: -1.5662 Loss_G: -6.9822, Wasserstein_dist:2.1137, vae_loss_seen:738.6558 GZSL: seen=0.9535, unseen=0.8760, h=0.9131 ZSL: unseen accuracy=0.9212
[139/400]  Loss_D: -1.3240 Loss_G: -7.3115, Wasserstein_dist:1.8579, vae_loss_seen:735.4548 GZSL: seen=0.9550, unseen=0.8683, h=0.9096 ZSL: unseen accuracy=0.9260
[140/400]  Loss_D: -1.4271 Loss_G: -6.1482, Wasserstein_dist:1.9528, vae_loss_seen:749.1522 GZSL: seen=0.9458, unseen=0.8817, h=0.9126 ZSL: unseen accuracy=0.9192
[141/400]  Loss_D: -1.3752 Loss_G: -5.7398, Wasserstein_dist:1.9267, vae_loss_seen:737.8345 GZSL: seen=0.9574, unseen=0.8769, h=0.9154 ZSL: unseen accuracy=0.9173
[142/400]  Loss_D: -1.2773 Loss_G: -5.5617, Wasserstein_dist:1.7310, vae_loss_seen:734.2861 GZSL: seen=0.9444, unseen=0.8750, h=0.9084 ZSL: unseen accuracy=0.9212
[143/400]  Loss_D: -1.3864 Loss_G: -6.2134, Wasserstein_dist:1.8351, vae_loss_seen:732.9603 GZSL: seen=0.9475, unseen=0.8721, h=0.9082 ZSL: unseen accuracy=0.9183
[144/400]  Loss_D: -1.3482 Loss_G: -6.5016, Wasserstein_dist:1.8383, vae_loss_seen:740.4117 GZSL: seen=0.9524, unseen=0.8635, h=0.9058 ZSL: unseen accuracy=0.9183
[145/400]  Loss_D: -1.3267 Loss_G: -5.1167, Wasserstein_dist:1.8278, vae_loss_seen:735.7603 GZSL: seen=0.9520, unseen=0.8683, h=0.9082 ZSL: unseen accuracy=0.9269
[146/400]  Loss_D: -1.3625 Loss_G: -7.3285, Wasserstein_dist:1.8628, vae_loss_seen:750.8568 GZSL: seen=0.9439, unseen=0.8779, h=0.9097 ZSL: unseen accuracy=0.9279
[147/400]  Loss_D: -1.2789 Loss_G: -5.0777, Wasserstein_dist:1.6953, vae_loss_seen:740.1677 GZSL: seen=0.9397, unseen=0.8846, h=0.9113 ZSL: unseen accuracy=0.9192
[148/400]  Loss_D: -1.1645 Loss_G: -5.0309, Wasserstein_dist:1.6554, vae_loss_seen:746.7855 GZSL: seen=0.9462, unseen=0.8769, h=0.9102 ZSL: unseen accuracy=0.9221
[149/400]  Loss_D: -1.2054 Loss_G: -5.6267, Wasserstein_dist:1.7148, vae_loss_seen:731.8356 GZSL: seen=0.9518, unseen=0.8731, h=0.9107 ZSL: unseen accuracy=0.9125
[150/400]  Loss_D: -1.1885 Loss_G: -5.2170, Wasserstein_dist:1.7074, vae_loss_seen:732.2629 GZSL: seen=0.9471, unseen=0.8644, h=0.9039 ZSL: unseen accuracy=0.9202
[151/400]  Loss_D: -1.5465 Loss_G: -5.1958, Wasserstein_dist:2.1162, vae_loss_seen:751.8760 GZSL: seen=0.9483, unseen=0.8817, h=0.9138 ZSL: unseen accuracy=0.9365
[152/400]  Loss_D: -1.2644 Loss_G: -4.8423, Wasserstein_dist:1.8000, vae_loss_seen:742.8978 GZSL: seen=0.9567, unseen=0.8673, h=0.9098 ZSL: unseen accuracy=0.9221
[153/400]  Loss_D: -1.2755 Loss_G: -6.5392, Wasserstein_dist:1.7387, vae_loss_seen:741.6611 GZSL: seen=0.9445, unseen=0.8683, h=0.9048 ZSL: unseen accuracy=0.9183
[154/400]  Loss_D: -1.3168 Loss_G: -6.5460, Wasserstein_dist:1.8014, vae_loss_seen:753.7666 GZSL: seen=0.9349, unseen=0.8769, h=0.9050 ZSL: unseen accuracy=0.9240
[155/400]  Loss_D: -1.3604 Loss_G: -4.8350, Wasserstein_dist:1.8203, vae_loss_seen:738.9296 GZSL: seen=0.9499, unseen=0.8692, h=0.9078 ZSL: unseen accuracy=0.9202
[156/400]  Loss_D: -1.4518 Loss_G: -6.0985, Wasserstein_dist:1.9027, vae_loss_seen:745.1628 GZSL: seen=0.9602, unseen=0.8558, h=0.9050 ZSL: unseen accuracy=0.9212
[157/400]  Loss_D: -1.5133 Loss_G: -6.4535, Wasserstein_dist:2.0025, vae_loss_seen:739.5532 GZSL: seen=0.9533, unseen=0.8721, h=0.9109 ZSL: unseen accuracy=0.9356
[158/400]  Loss_D: -1.5120 Loss_G: -6.5053, Wasserstein_dist:2.0360, vae_loss_seen:753.5450 GZSL: seen=0.9595, unseen=0.8606, h=0.9074 ZSL: unseen accuracy=0.9144
[159/400]  Loss_D: -1.1931 Loss_G: -4.3427, Wasserstein_dist:1.6629, vae_loss_seen:740.3024 GZSL: seen=0.9621, unseen=0.8635, h=0.9101 ZSL: unseen accuracy=0.9260
[160/400]  Loss_D: -1.3157 Loss_G: -6.3576, Wasserstein_dist:1.8142, vae_loss_seen:740.4465 GZSL: seen=0.9504, unseen=0.8692, h=0.9080 ZSL: unseen accuracy=0.9240
[161/400]  Loss_D: -1.3147 Loss_G: -5.7910, Wasserstein_dist:1.7969, vae_loss_seen:718.6642 GZSL: seen=0.9491, unseen=0.8740, h=0.9100 ZSL: unseen accuracy=0.9221
[162/400]  Loss_D: -1.4727 Loss_G: -8.2277, Wasserstein_dist:2.0304, vae_loss_seen:730.9645 GZSL: seen=0.9492, unseen=0.8692, h=0.9075 ZSL: unseen accuracy=0.9212
[163/400]  Loss_D: -1.5727 Loss_G: -8.0960, Wasserstein_dist:2.0798, vae_loss_seen:736.4261 GZSL: seen=0.9500, unseen=0.8817, h=0.9146 ZSL: unseen accuracy=0.9231
[164/400]  Loss_D: -1.3558 Loss_G: -5.7783, Wasserstein_dist:1.8816, vae_loss_seen:738.4836 GZSL: seen=0.9555, unseen=0.8663, h=0.9087 ZSL: unseen accuracy=0.9317
[165/400]  Loss_D: -1.4086 Loss_G: -6.0443, Wasserstein_dist:1.8525, vae_loss_seen:747.9172 GZSL: seen=0.9181, unseen=0.8923, h=0.9050 ZSL: unseen accuracy=0.9192
[166/400]  Loss_D: -1.4555 Loss_G: -6.2641, Wasserstein_dist:1.9715, vae_loss_seen:749.9893 GZSL: seen=0.9537, unseen=0.8635, h=0.9063 ZSL: unseen accuracy=0.9144
[167/400]  Loss_D: -1.1106 Loss_G: -5.6617, Wasserstein_dist:1.6302, vae_loss_seen:732.6705 GZSL: seen=0.9599, unseen=0.8625, h=0.9086 ZSL: unseen accuracy=0.9163
[168/400]  Loss_D: -1.4482 Loss_G: -7.0369, Wasserstein_dist:2.0247, vae_loss_seen:734.7243 GZSL: seen=0.9499, unseen=0.8827, h=0.9151 ZSL: unseen accuracy=0.9221
[169/400]  Loss_D: -1.4335 Loss_G: -6.6290, Wasserstein_dist:1.9713, vae_loss_seen:746.8882 GZSL: seen=0.9492, unseen=0.8731, h=0.9096 ZSL: unseen accuracy=0.9192
[170/400]  Loss_D: -1.3846 Loss_G: -6.4667, Wasserstein_dist:1.9087, vae_loss_seen:748.2606 GZSL: seen=0.9555, unseen=0.8635, h=0.9072 ZSL: unseen accuracy=0.9144
[171/400]  Loss_D: -1.1890 Loss_G: -5.9838, Wasserstein_dist:1.6242, vae_loss_seen:738.9490 GZSL: seen=0.9540, unseen=0.8683, h=0.9091 ZSL: unseen accuracy=0.9183
[172/400]  Loss_D: -1.4440 Loss_G: -7.4779, Wasserstein_dist:1.9214, vae_loss_seen:746.5816 GZSL: seen=0.9299, unseen=0.8846, h=0.9067 ZSL: unseen accuracy=0.9163
[173/400]  Loss_D: -1.3185 Loss_G: -5.3119, Wasserstein_dist:1.8250, vae_loss_seen:724.1862 GZSL: seen=0.9301, unseen=0.8904, h=0.9098 ZSL: unseen accuracy=0.9212
[174/400]  Loss_D: -1.3686 Loss_G: -5.8854, Wasserstein_dist:1.8323, vae_loss_seen:732.8824 GZSL: seen=0.9622, unseen=0.8663, h=0.9118 ZSL: unseen accuracy=0.9279
[175/400]  Loss_D: -1.4580 Loss_G: -6.4617, Wasserstein_dist:1.9438, vae_loss_seen:740.0940 GZSL: seen=0.9587, unseen=0.8702, h=0.9123 ZSL: unseen accuracy=0.9240
[176/400]  Loss_D: -1.4464 Loss_G: -7.9441, Wasserstein_dist:1.9877, vae_loss_seen:738.2561 GZSL: seen=0.9465, unseen=0.8808, h=0.9124 ZSL: unseen accuracy=0.9308
[177/400]  Loss_D: -1.3197 Loss_G: -5.8519, Wasserstein_dist:1.8264, vae_loss_seen:735.9802 GZSL: seen=0.9442, unseen=0.8769, h=0.9093 ZSL: unseen accuracy=0.9202
[178/400]  Loss_D: -1.3832 Loss_G: -7.1961, Wasserstein_dist:1.8924, vae_loss_seen:748.5499 GZSL: seen=0.9476, unseen=0.8817, h=0.9135 ZSL: unseen accuracy=0.9192
[179/400]  Loss_D: -1.3769 Loss_G: -6.6335, Wasserstein_dist:1.8686, vae_loss_seen:742.9828 GZSL: seen=0.9297, unseen=0.8837, h=0.9061 ZSL: unseen accuracy=0.9192
[180/400]  Loss_D: -1.4248 Loss_G: -7.0869, Wasserstein_dist:1.8870, vae_loss_seen:735.9629 GZSL: seen=0.9418, unseen=0.8760, h=0.9077 ZSL: unseen accuracy=0.9269
[181/400]  Loss_D: -1.3853 Loss_G: -6.3855, Wasserstein_dist:1.8268, vae_loss_seen:724.2422 GZSL: seen=0.9539, unseen=0.8712, h=0.9107 ZSL: unseen accuracy=0.9250
[182/400]  Loss_D: -1.4664 Loss_G: -5.9090, Wasserstein_dist:1.9399, vae_loss_seen:748.0486 GZSL: seen=0.9542, unseen=0.8721, h=0.9113 ZSL: unseen accuracy=0.9231
[183/400]  Loss_D: -1.1728 Loss_G: -6.3778, Wasserstein_dist:1.6751, vae_loss_seen:722.7941 GZSL: seen=0.9602, unseen=0.8663, h=0.9109 ZSL: unseen accuracy=0.9279
[184/400]  Loss_D: -1.5739 Loss_G: -7.9782, Wasserstein_dist:2.1599, vae_loss_seen:729.0779 GZSL: seen=0.9526, unseen=0.8625, h=0.9053 ZSL: unseen accuracy=0.9144
[185/400]  Loss_D: -1.1885 Loss_G: -6.3005, Wasserstein_dist:1.6911, vae_loss_seen:729.8658 GZSL: seen=0.9552, unseen=0.8731, h=0.9123 ZSL: unseen accuracy=0.9231
[186/400]  Loss_D: -1.1866 Loss_G: -5.3232, Wasserstein_dist:1.6678, vae_loss_seen:728.1356 GZSL: seen=0.9459, unseen=0.8798, h=0.9117 ZSL: unseen accuracy=0.9240
[187/400]  Loss_D: -1.4159 Loss_G: -6.8485, Wasserstein_dist:1.8805, vae_loss_seen:750.6902 GZSL: seen=0.9514, unseen=0.8673, h=0.9074 ZSL: unseen accuracy=0.9231
[188/400]  Loss_D: -1.2951 Loss_G: -5.6301, Wasserstein_dist:1.7863, vae_loss_seen:746.7437 GZSL: seen=0.9474, unseen=0.8683, h=0.9061 ZSL: unseen accuracy=0.9240
[189/400]  Loss_D: -1.4068 Loss_G: -6.1557, Wasserstein_dist:1.9387, vae_loss_seen:732.2469 GZSL: seen=0.9486, unseen=0.8702, h=0.9077 ZSL: unseen accuracy=0.9308
[190/400]  Loss_D: -1.2409 Loss_G: -5.4528, Wasserstein_dist:1.7533, vae_loss_seen:730.8904 GZSL: seen=0.9466, unseen=0.8827, h=0.9135 ZSL: unseen accuracy=0.9288
[191/400]  Loss_D: -1.3944 Loss_G: -7.2654, Wasserstein_dist:1.9070, vae_loss_seen:738.3638 GZSL: seen=0.9517, unseen=0.8654, h=0.9065 ZSL: unseen accuracy=0.9106
[192/400]  Loss_D: -1.2495 Loss_G: -6.8985, Wasserstein_dist:1.6820, vae_loss_seen:742.4278 GZSL: seen=0.9355, unseen=0.8846, h=0.9093 ZSL: unseen accuracy=0.9144
[193/400]  Loss_D: -1.3821 Loss_G: -6.5458, Wasserstein_dist:1.9123, vae_loss_seen:745.2808 GZSL: seen=0.9591, unseen=0.8721, h=0.9135 ZSL: unseen accuracy=0.9250
[194/400]  Loss_D: -1.4063 Loss_G: -6.9795, Wasserstein_dist:1.9292, vae_loss_seen:740.0060 GZSL: seen=0.9323, unseen=0.8865, h=0.9089 ZSL: unseen accuracy=0.9327
[195/400]  Loss_D: -1.4707 Loss_G: -4.5779, Wasserstein_dist:1.9787, vae_loss_seen:746.8919 GZSL: seen=0.9511, unseen=0.8760, h=0.9120 ZSL: unseen accuracy=0.9231
[196/400]  Loss_D: -1.1882 Loss_G: -6.0382, Wasserstein_dist:1.6376, vae_loss_seen:736.2311 GZSL: seen=0.9486, unseen=0.8692, h=0.9072 ZSL: unseen accuracy=0.9221
[197/400]  Loss_D: -1.5333 Loss_G: -8.6656, Wasserstein_dist:2.0004, vae_loss_seen:745.4137 GZSL: seen=0.9346, unseen=0.8846, h=0.9089 ZSL: unseen accuracy=0.9212
[198/400]  Loss_D: -1.2055 Loss_G: -5.2643, Wasserstein_dist:1.7123, vae_loss_seen:743.9915 GZSL: seen=0.9560, unseen=0.8635, h=0.9074 ZSL: unseen accuracy=0.9202
[199/400]  Loss_D: -1.3981 Loss_G: -6.0346, Wasserstein_dist:1.8580, vae_loss_seen:735.7321 GZSL: seen=0.9512, unseen=0.8654, h=0.9063 ZSL: unseen accuracy=0.9144
[200/400]  Loss_D: -1.2218 Loss_G: -5.2392, Wasserstein_dist:1.6737, vae_loss_seen:746.8024 GZSL: seen=0.9565, unseen=0.8673, h=0.9097 ZSL: unseen accuracy=0.9231
[201/400]  Loss_D: -1.2858 Loss_G: -6.7354, Wasserstein_dist:1.7318, vae_loss_seen:745.7469 GZSL: seen=0.9522, unseen=0.8683, h=0.9083 ZSL: unseen accuracy=0.9279
[202/400]  Loss_D: -1.4542 Loss_G: -6.7993, Wasserstein_dist:1.8982, vae_loss_seen:740.8405 GZSL: seen=0.9324, unseen=0.8779, h=0.9043 ZSL: unseen accuracy=0.9250
[203/400]  Loss_D: -1.2938 Loss_G: -6.2070, Wasserstein_dist:1.8124, vae_loss_seen:726.3745 GZSL: seen=0.9609, unseen=0.8615, h=0.9085 ZSL: unseen accuracy=0.9192
[204/400]  Loss_D: -1.3195 Loss_G: -6.8855, Wasserstein_dist:1.7640, vae_loss_seen:742.3865 GZSL: seen=0.9390, unseen=0.8846, h=0.9110 ZSL: unseen accuracy=0.9231
[205/400]  Loss_D: -1.1872 Loss_G: -7.9645, Wasserstein_dist:1.6223, vae_loss_seen:736.6162 GZSL: seen=0.9488, unseen=0.8683, h=0.9067 ZSL: unseen accuracy=0.9154
[206/400]  Loss_D: -1.3815 Loss_G: -6.1144, Wasserstein_dist:1.8771, vae_loss_seen:735.3525 GZSL: seen=0.9522, unseen=0.8625, h=0.9051 ZSL: unseen accuracy=0.9212
[207/400]  Loss_D: -1.2861 Loss_G: -6.5725, Wasserstein_dist:1.8111, vae_loss_seen:730.0948 GZSL: seen=0.9426, unseen=0.8788, h=0.9096 ZSL: unseen accuracy=0.9212
[208/400]  Loss_D: -1.2625 Loss_G: -6.1142, Wasserstein_dist:1.7494, vae_loss_seen:744.3020 GZSL: seen=0.9557, unseen=0.8596, h=0.9051 ZSL: unseen accuracy=0.9269
[209/400]  Loss_D: -1.2558 Loss_G: -5.7818, Wasserstein_dist:1.7229, vae_loss_seen:743.5683 GZSL: seen=0.9514, unseen=0.8712, h=0.9095 ZSL: unseen accuracy=0.9260
[210/400]  Loss_D: -1.2439 Loss_G: -6.5965, Wasserstein_dist:1.7781, vae_loss_seen:746.2475 GZSL: seen=0.9514, unseen=0.8673, h=0.9074 ZSL: unseen accuracy=0.9212
[211/400]  Loss_D: -1.3514 Loss_G: -7.2353, Wasserstein_dist:1.8231, vae_loss_seen:740.6501 GZSL: seen=0.9301, unseen=0.8856, h=0.9073 ZSL: unseen accuracy=0.9192
[212/400]  Loss_D: -1.3671 Loss_G: -7.0601, Wasserstein_dist:1.9415, vae_loss_seen:729.1324 GZSL: seen=0.9500, unseen=0.8673, h=0.9068 ZSL: unseen accuracy=0.9260
[213/400]  Loss_D: -1.3338 Loss_G: -6.6633, Wasserstein_dist:1.8330, vae_loss_seen:734.5709 GZSL: seen=0.9620, unseen=0.8625, h=0.9096 ZSL: unseen accuracy=0.9250
[214/400]  Loss_D: -1.3546 Loss_G: -7.3072, Wasserstein_dist:1.7988, vae_loss_seen:745.9249 GZSL: seen=0.9473, unseen=0.8731, h=0.9087 ZSL: unseen accuracy=0.9163
[215/400]  Loss_D: -1.2231 Loss_G: -7.0771, Wasserstein_dist:1.7257, vae_loss_seen:724.5032 GZSL: seen=0.9525, unseen=0.8692, h=0.9090 ZSL: unseen accuracy=0.9135
[216/400]  Loss_D: -1.3759 Loss_G: -6.1662, Wasserstein_dist:1.9310, vae_loss_seen:755.7552 GZSL: seen=0.9525, unseen=0.8615, h=0.9047 ZSL: unseen accuracy=0.9173
[217/400]  Loss_D: -1.3071 Loss_G: -6.8141, Wasserstein_dist:1.8774, vae_loss_seen:735.7005 GZSL: seen=0.9496, unseen=0.8625, h=0.9040 ZSL: unseen accuracy=0.9173
[218/400]  Loss_D: -1.2346 Loss_G: -6.0142, Wasserstein_dist:1.7275, vae_loss_seen:736.8596 GZSL: seen=0.9434, unseen=0.8663, h=0.9033 ZSL: unseen accuracy=0.9192
[219/400]  Loss_D: -1.2982 Loss_G: -7.1262, Wasserstein_dist:1.7959, vae_loss_seen:741.3101 GZSL: seen=0.9500, unseen=0.8635, h=0.9046 ZSL: unseen accuracy=0.9144
[220/400]  Loss_D: -1.4001 Loss_G: -8.3926, Wasserstein_dist:1.9024, vae_loss_seen:726.7885 GZSL: seen=0.9470, unseen=0.8673, h=0.9054 ZSL: unseen accuracy=0.9154
[221/400]  Loss_D: -1.2328 Loss_G: -5.3787, Wasserstein_dist:1.7496, vae_loss_seen:752.4908 GZSL: seen=0.9554, unseen=0.8740, h=0.9129 ZSL: unseen accuracy=0.9221
[222/400]  Loss_D: -1.3123 Loss_G: -5.4835, Wasserstein_dist:1.7848, vae_loss_seen:735.3764 GZSL: seen=0.9576, unseen=0.8538, h=0.9028 ZSL: unseen accuracy=0.9212
[223/400]  Loss_D: -1.3190 Loss_G: -7.6135, Wasserstein_dist:1.8000, vae_loss_seen:730.3125 GZSL: seen=0.9509, unseen=0.8644, h=0.9056 ZSL: unseen accuracy=0.9087
[224/400]  Loss_D: -1.3585 Loss_G: -7.9899, Wasserstein_dist:1.8100, vae_loss_seen:742.8788 GZSL: seen=0.9548, unseen=0.8740, h=0.9126 ZSL: unseen accuracy=0.9144
[225/400]  Loss_D: -1.2353 Loss_G: -7.5043, Wasserstein_dist:1.6955, vae_loss_seen:733.1315 GZSL: seen=0.9528, unseen=0.8673, h=0.9080 ZSL: unseen accuracy=0.9135
[226/400]  Loss_D: -1.3026 Loss_G: -6.6059, Wasserstein_dist:1.7733, vae_loss_seen:745.0121 GZSL: seen=0.9636, unseen=0.8596, h=0.9086 ZSL: unseen accuracy=0.9202
[227/400]  Loss_D: -1.3453 Loss_G: -6.9816, Wasserstein_dist:1.7795, vae_loss_seen:733.7429 GZSL: seen=0.9503, unseen=0.8654, h=0.9059 ZSL: unseen accuracy=0.9183
[228/400]  Loss_D: -1.2728 Loss_G: -7.4150, Wasserstein_dist:1.8063, vae_loss_seen:742.2809 GZSL: seen=0.9542, unseen=0.8740, h=0.9124 ZSL: unseen accuracy=0.9212
[229/400]  Loss_D: -1.3893 Loss_G: -6.5409, Wasserstein_dist:1.8331, vae_loss_seen:735.6025 GZSL: seen=0.9551, unseen=0.8635, h=0.9070 ZSL: unseen accuracy=0.9212
[230/400]  Loss_D: -1.4676 Loss_G: -7.5624, Wasserstein_dist:1.9508, vae_loss_seen:728.7487 GZSL: seen=0.9616, unseen=0.8673, h=0.9120 ZSL: unseen accuracy=0.9183
[231/400]  Loss_D: -1.3245 Loss_G: -7.1780, Wasserstein_dist:1.7769, vae_loss_seen:752.3564 GZSL: seen=0.9490, unseen=0.8625, h=0.9037 ZSL: unseen accuracy=0.9144
[232/400]  Loss_D: -1.3562 Loss_G: -7.0321, Wasserstein_dist:1.8475, vae_loss_seen:744.0876 GZSL: seen=0.9534, unseen=0.8625, h=0.9057 ZSL: unseen accuracy=0.9183
[233/400]  Loss_D: -1.3008 Loss_G: -7.8326, Wasserstein_dist:1.8099, vae_loss_seen:732.4971 GZSL: seen=0.9590, unseen=0.8548, h=0.9039 ZSL: unseen accuracy=0.9067
[234/400]  Loss_D: -1.4369 Loss_G: -7.8128, Wasserstein_dist:1.9284, vae_loss_seen:744.3738 GZSL: seen=0.9578, unseen=0.8635, h=0.9082 ZSL: unseen accuracy=0.9154
[235/400]  Loss_D: -1.2783 Loss_G: -7.5773, Wasserstein_dist:1.7537, vae_loss_seen:729.6376 GZSL: seen=0.9272, unseen=0.8904, h=0.9084 ZSL: unseen accuracy=0.9202
[236/400]  Loss_D: -1.2914 Loss_G: -7.0924, Wasserstein_dist:1.7741, vae_loss_seen:748.2667 GZSL: seen=0.9581, unseen=0.8606, h=0.9067 ZSL: unseen accuracy=0.9087
[237/400]  Loss_D: -1.2440 Loss_G: -7.0344, Wasserstein_dist:1.7152, vae_loss_seen:730.5302 GZSL: seen=0.9459, unseen=0.8798, h=0.9117 ZSL: unseen accuracy=0.9163
[238/400]  Loss_D: -1.2818 Loss_G: -7.5008, Wasserstein_dist:1.7927, vae_loss_seen:725.5677 GZSL: seen=0.9532, unseen=0.8577, h=0.9029 ZSL: unseen accuracy=0.9058
[239/400]  Loss_D: -1.2571 Loss_G: -8.6922, Wasserstein_dist:1.7605, vae_loss_seen:735.4800 GZSL: seen=0.9506, unseen=0.8721, h=0.9097 ZSL: unseen accuracy=0.9163
[240/400]  Loss_D: -1.1094 Loss_G: -6.9545, Wasserstein_dist:1.6148, vae_loss_seen:745.5493 GZSL: seen=0.9545, unseen=0.8760, h=0.9135 ZSL: unseen accuracy=0.9231
[241/400]  Loss_D: -1.2436 Loss_G: -7.2475, Wasserstein_dist:1.7072, vae_loss_seen:739.2794 GZSL: seen=0.9439, unseen=0.8692, h=0.9050 ZSL: unseen accuracy=0.9288
[242/400]  Loss_D: -1.4633 Loss_G: -7.7216, Wasserstein_dist:1.9792, vae_loss_seen:745.0626 GZSL: seen=0.9512, unseen=0.8740, h=0.9110 ZSL: unseen accuracy=0.9231
[243/400]  Loss_D: -1.5650 Loss_G: -8.1181, Wasserstein_dist:2.1543, vae_loss_seen:738.9195 GZSL: seen=0.9441, unseen=0.8712, h=0.9062 ZSL: unseen accuracy=0.9163
[244/400]  Loss_D: -1.0952 Loss_G: -7.3198, Wasserstein_dist:1.6707, vae_loss_seen:723.3177 GZSL: seen=0.9568, unseen=0.8673, h=0.9098 ZSL: unseen accuracy=0.9115
[245/400]  Loss_D: -1.3243 Loss_G: -8.2100, Wasserstein_dist:1.8030, vae_loss_seen:731.6345 GZSL: seen=0.9549, unseen=0.8644, h=0.9074 ZSL: unseen accuracy=0.9087
[246/400]  Loss_D: -1.4213 Loss_G: -7.9126, Wasserstein_dist:1.9688, vae_loss_seen:721.1331 GZSL: seen=0.9455, unseen=0.8779, h=0.9104 ZSL: unseen accuracy=0.9240
[247/400]  Loss_D: -1.3188 Loss_G: -7.7125, Wasserstein_dist:1.8060, vae_loss_seen:739.2136 GZSL: seen=0.9416, unseen=0.8712, h=0.9050 ZSL: unseen accuracy=0.9231
[248/400]  Loss_D: -1.4093 Loss_G: -8.2508, Wasserstein_dist:1.9042, vae_loss_seen:738.8030 GZSL: seen=0.9571, unseen=0.8673, h=0.9100 ZSL: unseen accuracy=0.9221
[249/400]  Loss_D: -1.3179 Loss_G: -7.3927, Wasserstein_dist:1.8229, vae_loss_seen:737.3538 GZSL: seen=0.9440, unseen=0.8865, h=0.9144 ZSL: unseen accuracy=0.9240
[250/400]  Loss_D: -1.3696 Loss_G: -7.4091, Wasserstein_dist:1.8565, vae_loss_seen:736.9911 GZSL: seen=0.9579, unseen=0.8644, h=0.9087 ZSL: unseen accuracy=0.9221
[251/400]  Loss_D: -1.2538 Loss_G: -7.0680, Wasserstein_dist:1.7723, vae_loss_seen:740.8362 GZSL: seen=0.9596, unseen=0.8644, h=0.9095 ZSL: unseen accuracy=0.9106
[252/400]  Loss_D: -1.3211 Loss_G: -7.9759, Wasserstein_dist:1.8373, vae_loss_seen:736.0562 GZSL: seen=0.9421, unseen=0.8808, h=0.9104 ZSL: unseen accuracy=0.9106
[253/400]  Loss_D: -1.1721 Loss_G: -5.1128, Wasserstein_dist:1.6464, vae_loss_seen:734.2963 GZSL: seen=0.9500, unseen=0.8740, h=0.9104 ZSL: unseen accuracy=0.9135
[254/400]  Loss_D: -1.4526 Loss_G: -6.6636, Wasserstein_dist:1.9420, vae_loss_seen:733.8329 GZSL: seen=0.9642, unseen=0.8548, h=0.9062 ZSL: unseen accuracy=0.9260
[255/400]  Loss_D: -1.2099 Loss_G: -8.4248, Wasserstein_dist:1.6888, vae_loss_seen:711.8672 GZSL: seen=0.9541, unseen=0.8615, h=0.9054 ZSL: unseen accuracy=0.9260
[256/400]  Loss_D: -1.4038 Loss_G: -8.0017, Wasserstein_dist:1.8680, vae_loss_seen:741.0352 GZSL: seen=0.9388, unseen=0.8856, h=0.9114 ZSL: unseen accuracy=0.9183
