HYPER-PARAMETERS
[127/400]  Loss_D: -1.8301 Loss_G: -2.5413, Wasserstein_dist:2.4987, vae_loss_seen:350.2815 GZSL: seen=0.3608, unseen=0.4788, h=0.4115 ZSL: unseen accuracy=0.6442
[128/400]  Loss_D: -1.7472 Loss_G: -2.5029, Wasserstein_dist:2.3942, vae_loss_seen:362.0857 GZSL: seen=0.3773, unseen=0.4452, h=0.4085 ZSL: unseen accuracy=0.6442
[129/400]  Loss_D: -1.7944 Loss_G: -2.1948, Wasserstein_dist:2.4007, vae_loss_seen:366.9439 GZSL: seen=0.3796, unseen=0.4462, h=0.4102 ZSL: unseen accuracy=0.6462
[130/400]  Loss_D: -1.8772 Loss_G: -2.4358, Wasserstein_dist:2.5255, vae_loss_seen:370.6994 GZSL: seen=0.3643, unseen=0.4702, h=0.4105 ZSL: unseen accuracy=0.6404
[131/400]  Loss_D: -1.6834 Loss_G: -2.3218, Wasserstein_dist:2.3096, vae_loss_seen:349.9742 GZSL: seen=0.3676, unseen=0.4779, h=0.4156 ZSL: unseen accuracy=0.6462
[132/400]  Loss_D: -1.8969 Loss_G: -2.7038, Wasserstein_dist:2.5129, vae_loss_seen:368.8166 GZSL: seen=0.3638, unseen=0.4962, h=0.4198 ZSL: unseen accuracy=0.6413
[133/400]  Loss_D: -1.7341 Loss_G: -2.5819, Wasserstein_dist:2.4623, vae_loss_seen:351.4100 GZSL: seen=0.3769, unseen=0.4731, h=0.4195 ZSL: unseen accuracy=0.6500
[134/400]  Loss_D: -1.6692 Loss_G: -2.2948, Wasserstein_dist:2.2399, vae_loss_seen:350.9738 GZSL: seen=0.3805, unseen=0.4577, h=0.4156 ZSL: unseen accuracy=0.6490
[135/400]  Loss_D: -1.9422 Loss_G: -2.6450, Wasserstein_dist:2.6197, vae_loss_seen:383.3295 GZSL: seen=0.3747, unseen=0.4500, h=0.4089 ZSL: unseen accuracy=0.6519
[136/400]  Loss_D: -1.6225 Loss_G: -2.2259, Wasserstein_dist:2.2417, vae_loss_seen:358.6727 GZSL: seen=0.3517, unseen=0.4933, h=0.4107 ZSL: unseen accuracy=0.6452
[137/400]  Loss_D: -1.5992 Loss_G: -2.4400, Wasserstein_dist:2.2404, vae_loss_seen:344.2854 GZSL: seen=0.3624, unseen=0.4817, h=0.4137 ZSL: unseen accuracy=0.6654
[138/400]  Loss_D: -1.7523 Loss_G: -2.2489, Wasserstein_dist:2.3110, vae_loss_seen:358.6344 GZSL: seen=0.3779, unseen=0.4596, h=0.4147 ZSL: unseen accuracy=0.6510
[139/400]  Loss_D: -1.5696 Loss_G: -2.2442, Wasserstein_dist:2.0980, vae_loss_seen:349.4512 GZSL: seen=0.3717, unseen=0.4615, h=0.4118 ZSL: unseen accuracy=0.6452
[140/400]  Loss_D: -1.6673 Loss_G: -2.4324, Wasserstein_dist:2.2777, vae_loss_seen:362.4423 GZSL: seen=0.3742, unseen=0.4615, h=0.4133 ZSL: unseen accuracy=0.6452
[141/400]  Loss_D: -1.8170 Loss_G: -2.3469, Wasserstein_dist:2.3591, vae_loss_seen:362.5957 GZSL: seen=0.3565, unseen=0.4952, h=0.4145 ZSL: unseen accuracy=0.6442
[142/400]  Loss_D: -1.7918 Loss_G: -2.5333, Wasserstein_dist:2.4419, vae_loss_seen:367.0153 GZSL: seen=0.3779, unseen=0.4442, h=0.4084 ZSL: unseen accuracy=0.6404
[143/400]  Loss_D: -1.6111 Loss_G: -2.4036, Wasserstein_dist:2.1826, vae_loss_seen:357.0577 GZSL: seen=0.3489, unseen=0.4904, h=0.4077 ZSL: unseen accuracy=0.6558
[144/400]  Loss_D: -1.7022 Loss_G: -2.4398, Wasserstein_dist:2.2705, vae_loss_seen:363.7699 GZSL: seen=0.3528, unseen=0.5077, h=0.4163 ZSL: unseen accuracy=0.6452
[145/400]  Loss_D: -1.6670 Loss_G: -2.3453, Wasserstein_dist:2.2083, vae_loss_seen:352.3379 GZSL: seen=0.3649, unseen=0.4740, h=0.4123 ZSL: unseen accuracy=0.6490
[146/400]  Loss_D: -1.6423 Loss_G: -2.6175, Wasserstein_dist:2.2019, vae_loss_seen:360.2000 GZSL: seen=0.3748, unseen=0.4558, h=0.4113 ZSL: unseen accuracy=0.6385
[147/400]  Loss_D: -1.6998 Loss_G: -2.5866, Wasserstein_dist:2.3145, vae_loss_seen:361.0601 GZSL: seen=0.3622, unseen=0.4750, h=0.4110 ZSL: unseen accuracy=0.6481
[148/400]  Loss_D: -1.6960 Loss_G: -2.3765, Wasserstein_dist:2.2565, vae_loss_seen:361.7357 GZSL: seen=0.3872, unseen=0.4394, h=0.4117 ZSL: unseen accuracy=0.6394
[149/400]  Loss_D: -1.6414 Loss_G: -2.3867, Wasserstein_dist:2.2815, vae_loss_seen:351.8851 GZSL: seen=0.3499, unseen=0.5010, h=0.4120 ZSL: unseen accuracy=0.6510
[150/400]  Loss_D: -1.6890 Loss_G: -2.4336, Wasserstein_dist:2.2869, vae_loss_seen:356.4117 GZSL: seen=0.3806, unseen=0.4567, h=0.4152 ZSL: unseen accuracy=0.6538
[151/400]  Loss_D: -1.8593 Loss_G: -2.5820, Wasserstein_dist:2.4251, vae_loss_seen:368.7777 GZSL: seen=0.3925, unseen=0.4442, h=0.4167 ZSL: unseen accuracy=0.6558
[152/400]  Loss_D: -1.7729 Loss_G: -2.6070, Wasserstein_dist:2.2866, vae_loss_seen:375.1496 GZSL: seen=0.3813, unseen=0.4529, h=0.4140 ZSL: unseen accuracy=0.6462
[153/400]  Loss_D: -1.5801 Loss_G: -2.5966, Wasserstein_dist:2.1256, vae_loss_seen:353.5422 GZSL: seen=0.3801, unseen=0.4394, h=0.4076 ZSL: unseen accuracy=0.6404
[154/400]  Loss_D: -1.7490 Loss_G: -2.7250, Wasserstein_dist:2.3723, vae_loss_seen:360.3751 GZSL: seen=0.3709, unseen=0.4615, h=0.4113 ZSL: unseen accuracy=0.6442
[155/400]  Loss_D: -1.7202 Loss_G: -2.2771, Wasserstein_dist:2.2901, vae_loss_seen:362.7865 GZSL: seen=0.3840, unseen=0.4490, h=0.4140 ZSL: unseen accuracy=0.6481
[156/400]  Loss_D: -1.7861 Loss_G: -2.8894, Wasserstein_dist:2.4388, vae_loss_seen:380.7915 GZSL: seen=0.3725, unseen=0.4587, h=0.4111 ZSL: unseen accuracy=0.6519
[157/400]  Loss_D: -1.5636 Loss_G: -2.5398, Wasserstein_dist:2.1103, vae_loss_seen:352.7471 GZSL: seen=0.3567, unseen=0.4808, h=0.4095 ZSL: unseen accuracy=0.6462
[158/400]  Loss_D: -1.7438 Loss_G: -2.4128, Wasserstein_dist:2.2755, vae_loss_seen:365.2285 GZSL: seen=0.3749, unseen=0.4615, h=0.4137 ZSL: unseen accuracy=0.6423
[159/400]  Loss_D: -1.7257 Loss_G: -2.9473, Wasserstein_dist:2.3139, vae_loss_seen:370.9305 GZSL: seen=0.3808, unseen=0.4490, h=0.4121 ZSL: unseen accuracy=0.6500
[160/400]  Loss_D: -1.7858 Loss_G: -2.6380, Wasserstein_dist:2.4000, vae_loss_seen:362.1284 GZSL: seen=0.3711, unseen=0.4606, h=0.4110 ZSL: unseen accuracy=0.6529
[161/400]  Loss_D: -1.7293 Loss_G: -2.8065, Wasserstein_dist:2.3377, vae_loss_seen:370.5825 GZSL: seen=0.3727, unseen=0.4606, h=0.4120 ZSL: unseen accuracy=0.6471
[162/400]  Loss_D: -1.6115 Loss_G: -2.5473, Wasserstein_dist:2.1643, vae_loss_seen:367.0551 GZSL: seen=0.3717, unseen=0.4558, h=0.4094 ZSL: unseen accuracy=0.6462
[163/400]  Loss_D: -1.5528 Loss_G: -2.7858, Wasserstein_dist:2.1810, vae_loss_seen:362.1327 GZSL: seen=0.3702, unseen=0.4740, h=0.4157 ZSL: unseen accuracy=0.6423
[164/400]  Loss_D: -1.6979 Loss_G: -2.5864, Wasserstein_dist:2.3105, vae_loss_seen:364.8604 GZSL: seen=0.3636, unseen=0.4760, h=0.4123 ZSL: unseen accuracy=0.6462
[165/400]  Loss_D: -1.6484 Loss_G: -2.6402, Wasserstein_dist:2.1829, vae_loss_seen:369.8167 GZSL: seen=0.3403, unseen=0.5154, h=0.4100 ZSL: unseen accuracy=0.6462
[166/400]  Loss_D: -1.7155 Loss_G: -2.5108, Wasserstein_dist:2.2642, vae_loss_seen:361.0607 GZSL: seen=0.3564, unseen=0.4635, h=0.4030 ZSL: unseen accuracy=0.6356
[167/400]  Loss_D: -1.5386 Loss_G: -2.7967, Wasserstein_dist:2.0739, vae_loss_seen:361.5760 GZSL: seen=0.3404, unseen=0.5010, h=0.4053 ZSL: unseen accuracy=0.6404
[168/400]  Loss_D: -1.7213 Loss_G: -2.6533, Wasserstein_dist:2.2539, vae_loss_seen:353.7596 GZSL: seen=0.3726, unseen=0.4779, h=0.4187 ZSL: unseen accuracy=0.6423
[169/400]  Loss_D: -1.5566 Loss_G: -2.6088, Wasserstein_dist:2.0630, vae_loss_seen:359.0904 GZSL: seen=0.3890, unseen=0.4452, h=0.4152 ZSL: unseen accuracy=0.6529
[170/400]  Loss_D: -1.4515 Loss_G: -2.2459, Wasserstein_dist:1.9271, vae_loss_seen:342.0188 GZSL: seen=0.3651, unseen=0.4817, h=0.4154 ZSL: unseen accuracy=0.6481
[171/400]  Loss_D: -1.7013 Loss_G: -2.7612, Wasserstein_dist:2.2781, vae_loss_seen:374.5030 GZSL: seen=0.3885, unseen=0.4385, h=0.4120 ZSL: unseen accuracy=0.6423
[172/400]  Loss_D: -1.6674 Loss_G: -2.8130, Wasserstein_dist:2.2896, vae_loss_seen:353.5665 GZSL: seen=0.3654, unseen=0.4635, h=0.4086 ZSL: unseen accuracy=0.6471
[173/400]  Loss_D: -1.5412 Loss_G: -2.7617, Wasserstein_dist:2.1396, vae_loss_seen:370.6713 GZSL: seen=0.3849, unseen=0.4625, h=0.4201 ZSL: unseen accuracy=0.6481
[174/400]  Loss_D: -1.5665 Loss_G: -2.4268, Wasserstein_dist:2.0795, vae_loss_seen:341.6667 GZSL: seen=0.3845, unseen=0.4452, h=0.4126 ZSL: unseen accuracy=0.6462
[175/400]  Loss_D: -1.6792 Loss_G: -2.5544, Wasserstein_dist:2.2665, vae_loss_seen:367.7163 GZSL: seen=0.3742, unseen=0.4615, h=0.4133 ZSL: unseen accuracy=0.6500
[176/400]  Loss_D: -1.6332 Loss_G: -2.7514, Wasserstein_dist:2.2053, vae_loss_seen:372.3515 GZSL: seen=0.3761, unseen=0.4615, h=0.4145 ZSL: unseen accuracy=0.6471
[177/400]  Loss_D: -1.4605 Loss_G: -2.4356, Wasserstein_dist:2.0207, vae_loss_seen:331.3943 GZSL: seen=0.3789, unseen=0.4577, h=0.4146 ZSL: unseen accuracy=0.6423
[178/400]  Loss_D: -1.6036 Loss_G: -2.7488, Wasserstein_dist:2.1776, vae_loss_seen:380.1962 GZSL: seen=0.3885, unseen=0.4462, h=0.4153 ZSL: unseen accuracy=0.6423
[179/400]  Loss_D: -1.5721 Loss_G: -2.8355, Wasserstein_dist:2.2164, vae_loss_seen:352.3109 GZSL: seen=0.3823, unseen=0.4606, h=0.4178 ZSL: unseen accuracy=0.6404
[180/400]  Loss_D: -1.7393 Loss_G: -2.7900, Wasserstein_dist:2.3848, vae_loss_seen:358.2915 GZSL: seen=0.3880, unseen=0.4423, h=0.4134 ZSL: unseen accuracy=0.6442
[181/400]  Loss_D: -1.5525 Loss_G: -3.0239, Wasserstein_dist:2.0815, vae_loss_seen:355.1124 GZSL: seen=0.3751, unseen=0.4692, h=0.4169 ZSL: unseen accuracy=0.6433
[182/400]  Loss_D: -1.6953 Loss_G: -2.8817, Wasserstein_dist:2.3488, vae_loss_seen:360.4158 GZSL: seen=0.4066, unseen=0.4231, h=0.4147 ZSL: unseen accuracy=0.6519
[183/400]  Loss_D: -1.5031 Loss_G: -2.5431, Wasserstein_dist:1.9991, vae_loss_seen:348.1807 GZSL: seen=0.3417, unseen=0.5115, h=0.4097 ZSL: unseen accuracy=0.6481
[184/400]  Loss_D: -1.6156 Loss_G: -2.9700, Wasserstein_dist:2.2160, vae_loss_seen:365.0369 GZSL: seen=0.3911, unseen=0.4471, h=0.4172 ZSL: unseen accuracy=0.6471
[185/400]  Loss_D: -1.5704 Loss_G: -2.8107, Wasserstein_dist:2.1693, vae_loss_seen:356.1430 GZSL: seen=0.3743, unseen=0.4721, h=0.4175 ZSL: unseen accuracy=0.6375
[186/400]  Loss_D: -1.4607 Loss_G: -2.1401, Wasserstein_dist:1.9038, vae_loss_seen:356.4812 GZSL: seen=0.3628, unseen=0.4750, h=0.4114 ZSL: unseen accuracy=0.6500
[187/400]  Loss_D: -1.5590 Loss_G: -2.2685, Wasserstein_dist:2.0235, vae_loss_seen:353.8606 GZSL: seen=0.3755, unseen=0.4712, h=0.4179 ZSL: unseen accuracy=0.6462
[188/400]  Loss_D: -1.6200 Loss_G: -3.0887, Wasserstein_dist:2.2221, vae_loss_seen:375.6267 GZSL: seen=0.3683, unseen=0.4673, h=0.4119 ZSL: unseen accuracy=0.6510
[189/400]  Loss_D: -1.4860 Loss_G: -2.8396, Wasserstein_dist:2.0871, vae_loss_seen:349.5458 GZSL: seen=0.3736, unseen=0.4817, h=0.4208 ZSL: unseen accuracy=0.6375
[190/400]  Loss_D: -1.5895 Loss_G: -2.8677, Wasserstein_dist:2.1877, vae_loss_seen:366.1211 GZSL: seen=0.3582, unseen=0.4942, h=0.4153 ZSL: unseen accuracy=0.6404
[191/400]  Loss_D: -1.6230 Loss_G: -2.9375, Wasserstein_dist:2.2371, vae_loss_seen:359.0715 GZSL: seen=0.3885, unseen=0.4394, h=0.4124 ZSL: unseen accuracy=0.6365
[192/400]  Loss_D: -1.5344 Loss_G: -2.6104, Wasserstein_dist:2.0824, vae_loss_seen:340.7162 GZSL: seen=0.3650, unseen=0.4856, h=0.4167 ZSL: unseen accuracy=0.6404
[193/400]  Loss_D: -1.5228 Loss_G: -2.6839, Wasserstein_dist:2.0887, vae_loss_seen:354.4911 GZSL: seen=0.3610, unseen=0.4740, h=0.4099 ZSL: unseen accuracy=0.6490
[194/400]  Loss_D: -1.4212 Loss_G: -2.7008, Wasserstein_dist:2.0208, vae_loss_seen:361.8187 GZSL: seen=0.3658, unseen=0.4817, h=0.4159 ZSL: unseen accuracy=0.6442
[195/400]  Loss_D: -1.4778 Loss_G: -2.8656, Wasserstein_dist:2.0460, vae_loss_seen:347.1410 GZSL: seen=0.3921, unseen=0.4413, h=0.4153 ZSL: unseen accuracy=0.6423
[196/400]  Loss_D: -1.5617 Loss_G: -2.8265, Wasserstein_dist:2.1846, vae_loss_seen:362.0379 GZSL: seen=0.3717, unseen=0.4625, h=0.4122 ZSL: unseen accuracy=0.6519
[197/400]  Loss_D: -1.6935 Loss_G: -2.9431, Wasserstein_dist:2.2749, vae_loss_seen:355.0164 GZSL: seen=0.3656, unseen=0.4798, h=0.4150 ZSL: unseen accuracy=0.6452
[198/400]  Loss_D: -1.4398 Loss_G: -2.9367, Wasserstein_dist:2.0581, vae_loss_seen:352.4847 GZSL: seen=0.3749, unseen=0.4519, h=0.4099 ZSL: unseen accuracy=0.6442
[199/400]  Loss_D: -1.4548 Loss_G: -2.7112, Wasserstein_dist:1.9240, vae_loss_seen:368.9655 GZSL: seen=0.3890, unseen=0.4394, h=0.4127 ZSL: unseen accuracy=0.6346
[200/400]  Loss_D: -1.5215 Loss_G: -2.9147, Wasserstein_dist:2.1046, vae_loss_seen:371.8432 GZSL: seen=0.3563, unseen=0.4865, h=0.4113 ZSL: unseen accuracy=0.6471
[201/400]  Loss_D: -1.2669 Loss_G: -2.9806, Wasserstein_dist:1.7468, vae_loss_seen:349.7273 GZSL: seen=0.3764, unseen=0.4567, h=0.4127 ZSL: unseen accuracy=0.6365
[202/400]  Loss_D: -1.4973 Loss_G: -2.7775, Wasserstein_dist:2.0099, vae_loss_seen:353.0191 GZSL: seen=0.3732, unseen=0.4567, h=0.4107 ZSL: unseen accuracy=0.6317
[203/400]  Loss_D: -1.6585 Loss_G: -2.9110, Wasserstein_dist:2.1783, vae_loss_seen:367.2270 GZSL: seen=0.3880, unseen=0.4558, h=0.4191 ZSL: unseen accuracy=0.6471
[204/400]  Loss_D: -1.5503 Loss_G: -2.5033, Wasserstein_dist:2.0423, vae_loss_seen:348.7755 GZSL: seen=0.3602, unseen=0.4846, h=0.4132 ZSL: unseen accuracy=0.6433
[205/400]  Loss_D: -1.5484 Loss_G: -2.6889, Wasserstein_dist:2.0526, vae_loss_seen:357.7595 GZSL: seen=0.3903, unseen=0.4587, h=0.4217 ZSL: unseen accuracy=0.6510
[206/400]  Loss_D: -1.5652 Loss_G: -2.6303, Wasserstein_dist:2.1594, vae_loss_seen:357.9251 GZSL: seen=0.3964, unseen=0.4288, h=0.4120 ZSL: unseen accuracy=0.6442
[207/400]  Loss_D: -1.6597 Loss_G: -3.2033, Wasserstein_dist:2.2652, vae_loss_seen:361.8218 GZSL: seen=0.3618, unseen=0.4750, h=0.4107 ZSL: unseen accuracy=0.6413
[208/400]  Loss_D: -1.5043 Loss_G: -2.8404, Wasserstein_dist:2.0826, vae_loss_seen:351.0990 GZSL: seen=0.3734, unseen=0.4529, h=0.4093 ZSL: unseen accuracy=0.6433
[209/400]  Loss_D: -1.3758 Loss_G: -2.6607, Wasserstein_dist:1.8664, vae_loss_seen:342.7503 GZSL: seen=0.3759, unseen=0.4692, h=0.4174 ZSL: unseen accuracy=0.6500
[210/400]  Loss_D: -1.5238 Loss_G: -2.8045, Wasserstein_dist:2.0693, vae_loss_seen:369.2934 GZSL: seen=0.3647, unseen=0.4933, h=0.4194 ZSL: unseen accuracy=0.6423
[211/400]  Loss_D: -1.3802 Loss_G: -2.6941, Wasserstein_dist:1.9403, vae_loss_seen:326.1984 GZSL: seen=0.3516, unseen=0.4971, h=0.4119 ZSL: unseen accuracy=0.6394
[212/400]  Loss_D: -1.4875 Loss_G: -3.0152, Wasserstein_dist:2.0652, vae_loss_seen:364.0066 GZSL: seen=0.3556, unseen=0.4788, h=0.4082 ZSL: unseen accuracy=0.6413
[213/400]  Loss_D: -1.6791 Loss_G: -3.0154, Wasserstein_dist:2.1937, vae_loss_seen:375.4218 GZSL: seen=0.3590, unseen=0.4788, h=0.4104 ZSL: unseen accuracy=0.6337
[214/400]  Loss_D: -1.5197 Loss_G: -2.6587, Wasserstein_dist:1.9473, vae_loss_seen:348.5208 GZSL: seen=0.3531, unseen=0.4904, h=0.4106 ZSL: unseen accuracy=0.6519
[215/400]  Loss_D: -1.5588 Loss_G: -2.8978, Wasserstein_dist:2.0745, vae_loss_seen:367.3060 GZSL: seen=0.3716, unseen=0.4663, h=0.4136 ZSL: unseen accuracy=0.6413
[216/400]  Loss_D: -1.3730 Loss_G: -2.6424, Wasserstein_dist:1.8884, vae_loss_seen:356.9883 GZSL: seen=0.3757, unseen=0.4673, h=0.4165 ZSL: unseen accuracy=0.6452
[217/400]  Loss_D: -1.4045 Loss_G: -2.8672, Wasserstein_dist:1.9021, vae_loss_seen:350.1320 GZSL: seen=0.3838, unseen=0.4404, h=0.4102 ZSL: unseen accuracy=0.6404
[218/400]  Loss_D: -1.5183 Loss_G: -2.7104, Wasserstein_dist:2.0145, vae_loss_seen:349.7110 GZSL: seen=0.3502, unseen=0.4971, h=0.4109 ZSL: unseen accuracy=0.6375
[219/400]  Loss_D: -1.4385 Loss_G: -2.6811, Wasserstein_dist:1.8989, vae_loss_seen:362.0439 GZSL: seen=0.3663, unseen=0.4587, h=0.4073 ZSL: unseen accuracy=0.6462
[220/400]  Loss_D: -1.7979 Loss_G: -3.2698, Wasserstein_dist:2.4459, vae_loss_seen:364.5659 GZSL: seen=0.3632, unseen=0.4808, h=0.4138 ZSL: unseen accuracy=0.6404
[221/400]  Loss_D: -1.4681 Loss_G: -2.8037, Wasserstein_dist:2.0226, vae_loss_seen:351.7658 GZSL: seen=0.3831, unseen=0.4500, h=0.4139 ZSL: unseen accuracy=0.6327
[222/400]  Loss_D: -1.4305 Loss_G: -2.4994, Wasserstein_dist:1.9039, vae_loss_seen:356.0856 GZSL: seen=0.3674, unseen=0.4904, h=0.4201 ZSL: unseen accuracy=0.6510
[223/400]  Loss_D: -1.4920 Loss_G: -2.5721, Wasserstein_dist:1.9363, vae_loss_seen:374.2269 GZSL: seen=0.3691, unseen=0.4740, h=0.4150 ZSL: unseen accuracy=0.6308
[224/400]  Loss_D: -1.6613 Loss_G: -2.8355, Wasserstein_dist:2.1802, vae_loss_seen:368.9420 GZSL: seen=0.3880, unseen=0.4337, h=0.4095 ZSL: unseen accuracy=0.6500
[225/400]  Loss_D: -1.6127 Loss_G: -2.9029, Wasserstein_dist:2.1684, vae_loss_seen:348.2356 GZSL: seen=0.3540, unseen=0.5010, h=0.4149 ZSL: unseen accuracy=0.6433
[226/400]  Loss_D: -1.5080 Loss_G: -2.9730, Wasserstein_dist:2.0296, vae_loss_seen:370.0387 GZSL: seen=0.4008, unseen=0.4269, h=0.4135 ZSL: unseen accuracy=0.6442
[227/400]  Loss_D: -1.5822 Loss_G: -2.7030, Wasserstein_dist:2.0982, vae_loss_seen:361.3146 GZSL: seen=0.3830, unseen=0.4490, h=0.4134 ZSL: unseen accuracy=0.6394
[228/400]  Loss_D: -1.2834 Loss_G: -2.7084, Wasserstein_dist:1.7051, vae_loss_seen:358.1399 GZSL: seen=0.3621, unseen=0.4625, h=0.4062 ZSL: unseen accuracy=0.6385
[229/400]  Loss_D: -1.4534 Loss_G: -3.3533, Wasserstein_dist:2.0141, vae_loss_seen:355.1517 GZSL: seen=0.3906, unseen=0.4260, h=0.4075 ZSL: unseen accuracy=0.6490
[230/400]  Loss_D: -1.3717 Loss_G: -2.9699, Wasserstein_dist:1.8827, vae_loss_seen:353.8863 GZSL: seen=0.3946, unseen=0.4462, h=0.4188 ZSL: unseen accuracy=0.6490
[231/400]  Loss_D: -1.6156 Loss_G: -3.2821, Wasserstein_dist:2.2302, vae_loss_seen:366.0759 GZSL: seen=0.3925, unseen=0.4327, h=0.4116 ZSL: unseen accuracy=0.6462
[232/400]  Loss_D: -1.3082 Loss_G: -3.1588, Wasserstein_dist:1.8588, vae_loss_seen:364.3591 GZSL: seen=0.3905, unseen=0.4346, h=0.4114 ZSL: unseen accuracy=0.6442
[233/400]  Loss_D: -1.5188 Loss_G: -2.6891, Wasserstein_dist:2.0289, vae_loss_seen:352.5207 GZSL: seen=0.3780, unseen=0.4385, h=0.4060 ZSL: unseen accuracy=0.6490
[234/400]  Loss_D: -1.5073 Loss_G: -2.8335, Wasserstein_dist:2.1151, vae_loss_seen:328.4109 GZSL: seen=0.3715, unseen=0.4760, h=0.4173 ZSL: unseen accuracy=0.6452
[235/400]  Loss_D: -1.4178 Loss_G: -2.8971, Wasserstein_dist:1.9786, vae_loss_seen:362.8103 GZSL: seen=0.3630, unseen=0.4856, h=0.4154 ZSL: unseen accuracy=0.6413
[236/400]  Loss_D: -1.3667 Loss_G: -2.6270, Wasserstein_dist:1.7598, vae_loss_seen:356.0569 GZSL: seen=0.3552, unseen=0.4971, h=0.4143 ZSL: unseen accuracy=0.6404
[237/400]  Loss_D: -1.5653 Loss_G: -2.7645, Wasserstein_dist:2.0672, vae_loss_seen:364.8561 GZSL: seen=0.3667, unseen=0.4558, h=0.4064 ZSL: unseen accuracy=0.6317
[238/400]  Loss_D: -1.5002 Loss_G: -2.9860, Wasserstein_dist:2.0200, vae_loss_seen:368.2708 GZSL: seen=0.3906, unseen=0.4404, h=0.4140 ZSL: unseen accuracy=0.6413
[239/400]  Loss_D: -1.2225 Loss_G: -2.7692, Wasserstein_dist:1.7245, vae_loss_seen:344.9542 GZSL: seen=0.3761, unseen=0.4490, h=0.4093 ZSL: unseen accuracy=0.6471
[240/400]  Loss_D: -1.4811 Loss_G: -2.9110, Wasserstein_dist:1.9741, vae_loss_seen:360.5327 GZSL: seen=0.3765, unseen=0.4567, h=0.4127 ZSL: unseen accuracy=0.6404
[241/400]  Loss_D: -1.4133 Loss_G: -3.1288, Wasserstein_dist:1.9590, vae_loss_seen:359.8337 GZSL: seen=0.3426, unseen=0.5115, h=0.4103 ZSL: unseen accuracy=0.6385
[242/400]  Loss_D: -1.2654 Loss_G: -2.7968, Wasserstein_dist:1.7582, vae_loss_seen:356.0316 GZSL: seen=0.3679, unseen=0.4760, h=0.4150 ZSL: unseen accuracy=0.6471
[243/400]  Loss_D: -1.4556 Loss_G: -2.7898, Wasserstein_dist:1.9323, vae_loss_seen:362.1339 GZSL: seen=0.3704, unseen=0.4654, h=0.4125 ZSL: unseen accuracy=0.6413
[244/400]  Loss_D: -1.3178 Loss_G: -3.2308, Wasserstein_dist:1.8721, vae_loss_seen:344.9752 GZSL: seen=0.3672, unseen=0.4644, h=0.4101 ZSL: unseen accuracy=0.6404
[245/400]  Loss_D: -1.5590 Loss_G: -2.7940, Wasserstein_dist:2.0596, vae_loss_seen:362.9713 GZSL: seen=0.3400, unseen=0.5279, h=0.4136 ZSL: unseen accuracy=0.6423
[246/400]  Loss_D: -1.3365 Loss_G: -2.7157, Wasserstein_dist:1.8507, vae_loss_seen:349.6899 GZSL: seen=0.3827, unseen=0.4500, h=0.4136 ZSL: unseen accuracy=0.6404
[247/400]  Loss_D: -1.3032 Loss_G: -3.1298, Wasserstein_dist:1.7566, vae_loss_seen:359.0692 GZSL: seen=0.3878, unseen=0.4490, h=0.4162 ZSL: unseen accuracy=0.6423
[248/400]  Loss_D: -1.3353 Loss_G: -2.7886, Wasserstein_dist:1.8622, vae_loss_seen:343.4246 GZSL: seen=0.3707, unseen=0.4587, h=0.4100 ZSL: unseen accuracy=0.6413
[249/400]  Loss_D: -1.4447 Loss_G: -2.8615, Wasserstein_dist:1.8861, vae_loss_seen:365.4592 GZSL: seen=0.3591, unseen=0.4865, h=0.4132 ZSL: unseen accuracy=0.6356
[250/400]  Loss_D: -1.3810 Loss_G: -3.1921, Wasserstein_dist:1.8658, vae_loss_seen:375.8855 GZSL: seen=0.3719, unseen=0.4644, h=0.4130 ZSL: unseen accuracy=0.6404
[251/400]  Loss_D: -1.4104 Loss_G: -2.9591, Wasserstein_dist:1.8875, vae_loss_seen:363.8737 GZSL: seen=0.3928, unseen=0.4510, h=0.4199 ZSL: unseen accuracy=0.6462
[252/400]  Loss_D: -1.2426 Loss_G: -2.8489, Wasserstein_dist:1.7256, vae_loss_seen:344.5059 GZSL: seen=0.3626, unseen=0.4846, h=0.4148 ZSL: unseen accuracy=0.6462
[253/400]  Loss_D: -1.3636 Loss_G: -3.0807, Wasserstein_dist:1.9004, vae_loss_seen:351.4378 GZSL: seen=0.3674, unseen=0.4731, h=0.4136 ZSL: unseen accuracy=0.6462
[254/400]  Loss_D: -1.6710 Loss_G: -3.5832, Wasserstein_dist:2.2620, vae_loss_seen:385.8797 GZSL: seen=0.3619, unseen=0.4837, h=0.4140 ZSL: unseen accuracy=0.6394
[255/400]  Loss_D: -1.4225 Loss_G: -2.6441, Wasserstein_dist:1.8585, vae_loss_seen:347.8516 GZSL: seen=0.3770, unseen=0.4654, h=0.4165 ZSL: unseen accuracy=0.6385
[256/400]  Loss_D: -1.4216 Loss_G: -2.8195, Wasserstein_dist:1.9026, vae_loss_seen:364.1599 GZSL: seen=0.3814, unseen=0.4433, h=0.4100 ZSL: unseen accuracy=0.6413
[257/400]  Loss_D: -1.3729 Loss_G: -2.8929, Wasserstein_dist:1.8865, vae_loss_seen:351.5058 GZSL: seen=0.3607, unseen=0.4731, h=0.4093 ZSL: unseen accuracy=0.6375
