HYPER-PARAMETERS
[389/400]  Loss_D: -1.2254 Loss_G: -3.6656, Wasserstein_dist:1.7410, vae_loss_seen:350.3504 GZSL: seen=0.3647, unseen=0.4808, h=0.4148 ZSL: unseen accuracy=0.6308
[390/400]  Loss_D: -1.1705 Loss_G: -3.4159, Wasserstein_dist:1.6086, vae_loss_seen:346.1043 GZSL: seen=0.3800, unseen=0.4558, h=0.4144 ZSL: unseen accuracy=0.6433
[391/400]  Loss_D: -1.1703 Loss_G: -3.4509, Wasserstein_dist:1.5718, vae_loss_seen:354.7519 GZSL: seen=0.3876, unseen=0.4519, h=0.4173 ZSL: unseen accuracy=0.6462
[392/400]  Loss_D: -1.1306 Loss_G: -3.0212, Wasserstein_dist:1.5532, vae_loss_seen:347.2317 GZSL: seen=0.4072, unseen=0.4269, h=0.4168 ZSL: unseen accuracy=0.6356
[393/400]  Loss_D: -1.1660 Loss_G: -3.5999, Wasserstein_dist:1.6458, vae_loss_seen:362.3841 GZSL: seen=0.3833, unseen=0.4471, h=0.4128 ZSL: unseen accuracy=0.6404
[394/400]  Loss_D: -1.3505 Loss_G: -3.3418, Wasserstein_dist:1.7610, vae_loss_seen:361.9140 GZSL: seen=0.3859, unseen=0.4481, h=0.4146 ZSL: unseen accuracy=0.6308
[395/400]  Loss_D: -1.3565 Loss_G: -3.7952, Wasserstein_dist:1.8618, vae_loss_seen:362.2070 GZSL: seen=0.3968, unseen=0.4288, h=0.4122 ZSL: unseen accuracy=0.6317
[396/400]  Loss_D: -1.0927 Loss_G: -3.1216, Wasserstein_dist:1.4767, vae_loss_seen:347.3286 GZSL: seen=0.4077, unseen=0.4202, h=0.4139 ZSL: unseen accuracy=0.6413
[397/400]  Loss_D: -1.1411 Loss_G: -3.1162, Wasserstein_dist:1.5485, vae_loss_seen:338.9576 GZSL: seen=0.4001, unseen=0.4231, h=0.4113 ZSL: unseen accuracy=0.6269
[398/400]  Loss_D: -1.2447 Loss_G: -3.2789, Wasserstein_dist:1.7072, vae_loss_seen:354.5941 GZSL: seen=0.3739, unseen=0.4692, h=0.4162 ZSL: unseen accuracy=0.6433
[399/400]  Loss_D: -1.1789 Loss_G: -3.3089, Wasserstein_dist:1.6025, vae_loss_seen:341.3566 GZSL: seen=0.3593, unseen=0.4856, h=0.4130 ZSL: unseen accuracy=0.6471
[400/400]  Loss_D: -1.2468 Loss_G: -3.3607, Wasserstein_dist:1.7121, vae_loss_seen:349.8549 GZSL: seen=0.3798, unseen=0.4510, h=0.4123 ZSL: unseen accuracy=0.6365
Best h-score = 0.4226 (obtained at iteration-316)
- BE SURE TO SELECT THE MODEL TRAINED FOR 316 ITERATIONS ON TEST SET AS FINAL MODEL.

HYPER-PARAMETERS
dataset                       :SUN
dataroot                      :../data
image_embedding               :res101
class_embedding               :att
syn_num                       :400
gzsl                          :True
preprocessing                 :True
standardization               :False
workers                       :8
batch_size                    :64
resSize                       :2048
attSize                       :102
nz                            :102
ngh                           :4096
ndh                           :4096
nepoch                        :400
critic_iter                   :5
lambda1                       :10.0
lr                            :0.001
feed_lr                       :0.0001
dec_lr                        :0.0001
classifier_lr                 :0.0005
beta1                         :0.5
cuda                          :True
encoded_noise                 :True
manualSeed                    :4115
nclass_all                    :717
validation                    :False
encoder_layer_sizes           :[2048, 4096]
decoder_layer_sizes           :[4096, 2048]
gammaD                        :1
gammaG                        :1
latent_size                   :102
conditional                   :True
a1                            :0.1
a2                            :0.01
recons_weight                 :0.01
feedback_loop                 :1
freeze_dec                    :False
sample_probing                :False
n_task                        :1
n_probe_train                 :1
n_probe_val                   :1
k_probe_train                 :1
k_probe_val                   :1
n_subset                      :1
alpha                         :None
gamma                         :None
lamb                          :None
n_syn                         :None
sample_probing_loss_weight    :1.0
sample_probing_loss_type      :None
closed_form_model_type        :None
finetune                      :False
lambda2                       :10.0
- BE SURE THAT THE HYPERPARAMETERS (INCLUDING THE NUMBER OF ITERATIONS) ARE TUNED ON VALIDATION SET FOR THE FINAL TEST RUN.
[1/400]  Loss_D: -3.2676 Loss_G: -0.0153, Wasserstein_dist:4.3590, vae_loss_seen:382.8925 GZSL: seen=0.2702, unseen=0.1576, h=0.1991 ZSL: unseen accuracy=0.3403
[2/400]  Loss_D: -2.9665 Loss_G: -1.1056, Wasserstein_dist:4.0178, vae_loss_seen:383.0915 GZSL: seen=0.2895, unseen=0.2889, h=0.2892 ZSL: unseen accuracy=0.4201
[3/400]  Loss_D: -2.7330 Loss_G: -0.5277, Wasserstein_dist:3.5936, vae_loss_seen:373.1704 GZSL: seen=0.3345, unseen=0.3174, h=0.3257 ZSL: unseen accuracy=0.5028
[4/400]  Loss_D: -2.6990 Loss_G: -0.7894, Wasserstein_dist:3.5795, vae_loss_seen:352.1757 GZSL: seen=0.3391, unseen=0.3493, h=0.3442 ZSL: unseen accuracy=0.5333
[5/400]  Loss_D: -2.6907 Loss_G: -1.1796, Wasserstein_dist:3.6019, vae_loss_seen:373.2457 GZSL: seen=0.3271, unseen=0.3812, h=0.3521 ZSL: unseen accuracy=0.5562
[6/400]  Loss_D: -2.5248 Loss_G: -0.8074, Wasserstein_dist:3.4344, vae_loss_seen:360.3445 GZSL: seen=0.3477, unseen=0.3792, h=0.3627 ZSL: unseen accuracy=0.5736
[7/400]  Loss_D: -2.7352 Loss_G: -1.1257, Wasserstein_dist:3.5844, vae_loss_seen:389.4789 GZSL: seen=0.3391, unseen=0.4076, h=0.3703 ZSL: unseen accuracy=0.5861
[8/400]  Loss_D: -2.5324 Loss_G: -0.8728, Wasserstein_dist:3.2880, vae_loss_seen:373.0507 GZSL: seen=0.3519, unseen=0.3750, h=0.3631 ZSL: unseen accuracy=0.5868
[9/400]  Loss_D: -2.5640 Loss_G: -1.2091, Wasserstein_dist:3.3835, vae_loss_seen:359.5129 GZSL: seen=0.3868, unseen=0.3493, h=0.3671 ZSL: unseen accuracy=0.5965
[10/400]  Loss_D: -2.8161 Loss_G: -1.5664, Wasserstein_dist:3.6823, vae_loss_seen:378.5582 GZSL: seen=0.3329, unseen=0.4187, h=0.3710 ZSL: unseen accuracy=0.6000
[11/400]  Loss_D: -2.7080 Loss_G: -1.0781, Wasserstein_dist:3.6403, vae_loss_seen:368.3618 GZSL: seen=0.3508, unseen=0.4083, h=0.3774 ZSL: unseen accuracy=0.6118
[12/400]  Loss_D: -2.7190 Loss_G: -1.2990, Wasserstein_dist:3.6040, vae_loss_seen:373.4260 GZSL: seen=0.3508, unseen=0.4069, h=0.3768 ZSL: unseen accuracy=0.6083
[13/400]  Loss_D: -2.5459 Loss_G: -0.7197, Wasserstein_dist:3.3409, vae_loss_seen:355.4840 GZSL: seen=0.3267, unseen=0.4528, h=0.3796 ZSL: unseen accuracy=0.6153
[14/400]  Loss_D: -2.6615 Loss_G: -1.4327, Wasserstein_dist:3.4727, vae_loss_seen:373.5837 GZSL: seen=0.3508, unseen=0.4139, h=0.3797 ZSL: unseen accuracy=0.6243
[15/400]  Loss_D: -2.5007 Loss_G: -1.0734, Wasserstein_dist:3.3856, vae_loss_seen:374.8742 GZSL: seen=0.3651, unseen=0.4028, h=0.3830 ZSL: unseen accuracy=0.6118
[16/400]  Loss_D: -2.6996 Loss_G: -1.0219, Wasserstein_dist:3.5762, vae_loss_seen:382.5460 GZSL: seen=0.3345, unseen=0.4410, h=0.3804 ZSL: unseen accuracy=0.6146
[17/400]  Loss_D: -2.5155 Loss_G: -1.2131, Wasserstein_dist:3.3425, vae_loss_seen:359.2207 GZSL: seen=0.3450, unseen=0.4396, h=0.3866 ZSL: unseen accuracy=0.6229
[18/400]  Loss_D: -2.5831 Loss_G: -1.3863, Wasserstein_dist:3.4097, vae_loss_seen:358.1172 GZSL: seen=0.3345, unseen=0.4493, h=0.3835 ZSL: unseen accuracy=0.6194
[19/400]  Loss_D: -2.4881 Loss_G: -1.4689, Wasserstein_dist:3.3648, vae_loss_seen:365.4572 GZSL: seen=0.3605, unseen=0.4312, h=0.3927 ZSL: unseen accuracy=0.6292
[20/400]  Loss_D: -2.5551 Loss_G: -1.3545, Wasserstein_dist:3.4283, vae_loss_seen:359.3365 GZSL: seen=0.3295, unseen=0.4674, h=0.3865 ZSL: unseen accuracy=0.6299
[21/400]  Loss_D: -2.5573 Loss_G: -1.4471, Wasserstein_dist:3.4132, vae_loss_seen:362.0936 GZSL: seen=0.3578, unseen=0.4264, h=0.3891 ZSL: unseen accuracy=0.6250
[22/400]  Loss_D: -2.3345 Loss_G: -1.1993, Wasserstein_dist:3.0840, vae_loss_seen:362.5690 GZSL: seen=0.3667, unseen=0.4118, h=0.3879 ZSL: unseen accuracy=0.6250
[23/400]  Loss_D: -2.2592 Loss_G: -1.0550, Wasserstein_dist:2.9710, vae_loss_seen:357.5200 GZSL: seen=0.3632, unseen=0.4208, h=0.3899 ZSL: unseen accuracy=0.6299
[24/400]  Loss_D: -2.3194 Loss_G: -1.2289, Wasserstein_dist:3.2822, vae_loss_seen:365.0357 GZSL: seen=0.3682, unseen=0.4319, h=0.3975 ZSL: unseen accuracy=0.6410
[25/400]  Loss_D: -2.6231 Loss_G: -1.4691, Wasserstein_dist:3.4251, vae_loss_seen:389.5462 GZSL: seen=0.3798, unseen=0.4153, h=0.3968 ZSL: unseen accuracy=0.6285
[26/400]  Loss_D: -2.5143 Loss_G: -1.5575, Wasserstein_dist:3.3611, vae_loss_seen:367.4066 GZSL: seen=0.3771, unseen=0.4208, h=0.3978 ZSL: unseen accuracy=0.6396
[27/400]  Loss_D: -2.2192 Loss_G: -1.4172, Wasserstein_dist:3.1147, vae_loss_seen:360.6173 GZSL: seen=0.3779, unseen=0.4229, h=0.3991 ZSL: unseen accuracy=0.6396
[28/400]  Loss_D: -2.6173 Loss_G: -1.5493, Wasserstein_dist:3.5054, vae_loss_seen:364.1879 GZSL: seen=0.3709, unseen=0.4278, h=0.3973 ZSL: unseen accuracy=0.6326
[29/400]  Loss_D: -2.5237 Loss_G: -1.7042, Wasserstein_dist:3.3185, vae_loss_seen:381.0757 GZSL: seen=0.3690, unseen=0.4375, h=0.4003 ZSL: unseen accuracy=0.6396
[30/400]  Loss_D: -2.4366 Loss_G: -1.6613, Wasserstein_dist:3.3512, vae_loss_seen:357.5827 GZSL: seen=0.3628, unseen=0.4389, h=0.3972 ZSL: unseen accuracy=0.6431
[31/400]  Loss_D: -2.2698 Loss_G: -1.4094, Wasserstein_dist:3.0776, vae_loss_seen:359.1699 GZSL: seen=0.3535, unseen=0.4486, h=0.3954 ZSL: unseen accuracy=0.6306
[32/400]  Loss_D: -2.3458 Loss_G: -1.2901, Wasserstein_dist:3.1386, vae_loss_seen:375.7792 GZSL: seen=0.3523, unseen=0.4521, h=0.3960 ZSL: unseen accuracy=0.6382
[33/400]  Loss_D: -2.6176 Loss_G: -1.7725, Wasserstein_dist:3.5119, vae_loss_seen:371.2658 GZSL: seen=0.3384, unseen=0.4833, h=0.3981 ZSL: unseen accuracy=0.6347
[34/400]  Loss_D: -2.3343 Loss_G: -1.5005, Wasserstein_dist:3.1403, vae_loss_seen:361.2342 GZSL: seen=0.3527, unseen=0.4660, h=0.4015 ZSL: unseen accuracy=0.6410
[35/400]  Loss_D: -2.1038 Loss_G: -1.4568, Wasserstein_dist:2.8829, vae_loss_seen:350.6847 GZSL: seen=0.3783, unseen=0.4306, h=0.4027 ZSL: unseen accuracy=0.6424
[36/400]  Loss_D: -2.5279 Loss_G: -1.6851, Wasserstein_dist:3.3670, vae_loss_seen:375.5378 GZSL: seen=0.3756, unseen=0.4368, h=0.4039 ZSL: unseen accuracy=0.6389
[37/400]  Loss_D: -2.1075 Loss_G: -1.3894, Wasserstein_dist:2.7991, vae_loss_seen:355.9474 GZSL: seen=0.3601, unseen=0.4542, h=0.4017 ZSL: unseen accuracy=0.6444
[38/400]  Loss_D: -2.2122 Loss_G: -1.5010, Wasserstein_dist:2.9180, vae_loss_seen:348.0594 GZSL: seen=0.3748, unseen=0.4347, h=0.4025 ZSL: unseen accuracy=0.6306
[39/400]  Loss_D: -2.2428 Loss_G: -1.2747, Wasserstein_dist:2.9465, vae_loss_seen:370.5382 GZSL: seen=0.4000, unseen=0.4083, h=0.4041 ZSL: unseen accuracy=0.6479
[40/400]  Loss_D: -2.2818 Loss_G: -1.4833, Wasserstein_dist:2.9637, vae_loss_seen:369.6238 GZSL: seen=0.3775, unseen=0.4431, h=0.4077 ZSL: unseen accuracy=0.6431
[41/400]  Loss_D: -2.6280 Loss_G: -1.8604, Wasserstein_dist:3.5565, vae_loss_seen:376.0600 GZSL: seen=0.3477, unseen=0.4889, h=0.4064 ZSL: unseen accuracy=0.6458
[42/400]  Loss_D: -2.0429 Loss_G: -1.3845, Wasserstein_dist:2.6843, vae_loss_seen:351.0914 GZSL: seen=0.3558, unseen=0.4576, h=0.4004 ZSL: unseen accuracy=0.6437
[43/400]  Loss_D: -2.1232 Loss_G: -1.3394, Wasserstein_dist:2.8096, vae_loss_seen:374.0017 GZSL: seen=0.3736, unseen=0.4347, h=0.4019 ZSL: unseen accuracy=0.6410
[44/400]  Loss_D: -2.1512 Loss_G: -1.5691, Wasserstein_dist:2.8705, vae_loss_seen:353.5943 GZSL: seen=0.3523, unseen=0.4729, h=0.4038 ZSL: unseen accuracy=0.6410
[45/400]  Loss_D: -2.1443 Loss_G: -1.6313, Wasserstein_dist:2.9885, vae_loss_seen:361.6937 GZSL: seen=0.3469, unseen=0.4826, h=0.4037 ZSL: unseen accuracy=0.6417
[46/400]  Loss_D: -2.0507 Loss_G: -1.5150, Wasserstein_dist:2.7269, vae_loss_seen:361.9071 GZSL: seen=0.3837, unseen=0.4312, h=0.4061 ZSL: unseen accuracy=0.6424
[47/400]  Loss_D: -1.9974 Loss_G: -1.3607, Wasserstein_dist:2.6314, vae_loss_seen:359.5260 GZSL: seen=0.3609, unseen=0.4542, h=0.4022 ZSL: unseen accuracy=0.6403
[48/400]  Loss_D: -2.2907 Loss_G: -1.8583, Wasserstein_dist:3.1870, vae_loss_seen:356.4362 GZSL: seen=0.3535, unseen=0.4771, h=0.4061 ZSL: unseen accuracy=0.6500
[49/400]  Loss_D: -2.1438 Loss_G: -1.6450, Wasserstein_dist:2.9029, vae_loss_seen:361.6221 GZSL: seen=0.3535, unseen=0.4757, h=0.4056 ZSL: unseen accuracy=0.6507
[50/400]  Loss_D: -2.1285 Loss_G: -1.6486, Wasserstein_dist:2.8541, vae_loss_seen:361.8985 GZSL: seen=0.3702, unseen=0.4389, h=0.4016 ZSL: unseen accuracy=0.6431
[51/400]  Loss_D: -2.0288 Loss_G: -1.1937, Wasserstein_dist:2.6929, vae_loss_seen:354.8507 GZSL: seen=0.3554, unseen=0.4674, h=0.4038 ZSL: unseen accuracy=0.6444
[52/400]  Loss_D: -2.2072 Loss_G: -1.5513, Wasserstein_dist:2.9448, vae_loss_seen:366.5637 GZSL: seen=0.3709, unseen=0.4618, h=0.4114 ZSL: unseen accuracy=0.6451
[53/400]  Loss_D: -1.9970 Loss_G: -1.5687, Wasserstein_dist:2.6974, vae_loss_seen:346.4222 GZSL: seen=0.3775, unseen=0.4375, h=0.4053 ZSL: unseen accuracy=0.6396
[54/400]  Loss_D: -2.2225 Loss_G: -1.6275, Wasserstein_dist:2.9934, vae_loss_seen:353.9424 GZSL: seen=0.3845, unseen=0.4347, h=0.4081 ZSL: unseen accuracy=0.6444
[55/400]  Loss_D: -2.0960 Loss_G: -1.4413, Wasserstein_dist:2.7404, vae_loss_seen:369.9042 GZSL: seen=0.3756, unseen=0.4562, h=0.4120 ZSL: unseen accuracy=0.6465
[56/400]  Loss_D: -2.2346 Loss_G: -1.6576, Wasserstein_dist:3.0277, vae_loss_seen:360.5893 GZSL: seen=0.3589, unseen=0.4743, h=0.4086 ZSL: unseen accuracy=0.6389
[57/400]  Loss_D: -2.3804 Loss_G: -1.9964, Wasserstein_dist:3.1586, vae_loss_seen:373.4418 GZSL: seen=0.3725, unseen=0.4424, h=0.4044 ZSL: unseen accuracy=0.6396
[58/400]  Loss_D: -1.7604 Loss_G: -1.5651, Wasserstein_dist:2.3816, vae_loss_seen:338.8832 GZSL: seen=0.3771, unseen=0.4472, h=0.4092 ZSL: unseen accuracy=0.6507
[59/400]  Loss_D: -2.1370 Loss_G: -1.6143, Wasserstein_dist:2.8610, vae_loss_seen:367.5724 GZSL: seen=0.3717, unseen=0.4437, h=0.4045 ZSL: unseen accuracy=0.6417
[60/400]  Loss_D: -2.1270 Loss_G: -1.8120, Wasserstein_dist:2.9534, vae_loss_seen:359.5307 GZSL: seen=0.3636, unseen=0.4674, h=0.4090 ZSL: unseen accuracy=0.6403
[61/400]  Loss_D: -2.1176 Loss_G: -1.5591, Wasserstein_dist:2.8434, vae_loss_seen:360.9752 GZSL: seen=0.3609, unseen=0.4792, h=0.4117 ZSL: unseen accuracy=0.6424
[62/400]  Loss_D: -1.9160 Loss_G: -1.5539, Wasserstein_dist:2.5844, vae_loss_seen:354.9252 GZSL: seen=0.3733, unseen=0.4479, h=0.4072 ZSL: unseen accuracy=0.6500
[63/400]  Loss_D: -1.9952 Loss_G: -1.7181, Wasserstein_dist:2.6128, vae_loss_seen:372.1833 GZSL: seen=0.3609, unseen=0.4604, h=0.4046 ZSL: unseen accuracy=0.6417
[64/400]  Loss_D: -2.1838 Loss_G: -1.8455, Wasserstein_dist:2.9313, vae_loss_seen:371.8904 GZSL: seen=0.3802, unseen=0.4417, h=0.4087 ZSL: unseen accuracy=0.6451
[65/400]  Loss_D: -2.1946 Loss_G: -1.6503, Wasserstein_dist:2.9860, vae_loss_seen:374.1242 GZSL: seen=0.3578, unseen=0.4799, h=0.4099 ZSL: unseen accuracy=0.6458
[66/400]  Loss_D: -1.8827 Loss_G: -1.4251, Wasserstein_dist:2.5390, vae_loss_seen:345.5238 GZSL: seen=0.3678, unseen=0.4799, h=0.4164 ZSL: unseen accuracy=0.6472
[67/400]  Loss_D: -1.9151 Loss_G: -1.6253, Wasserstein_dist:2.5563, vae_loss_seen:343.5945 GZSL: seen=0.3585, unseen=0.4583, h=0.4023 ZSL: unseen accuracy=0.6486
[68/400]  Loss_D: -1.8613 Loss_G: -1.3151, Wasserstein_dist:2.4226, vae_loss_seen:364.1787 GZSL: seen=0.3492, unseen=0.4854, h=0.4062 ZSL: unseen accuracy=0.6444
[69/400]  Loss_D: -2.0942 Loss_G: -1.7868, Wasserstein_dist:2.8398, vae_loss_seen:357.8158 GZSL: seen=0.3612, unseen=0.4764, h=0.4109 ZSL: unseen accuracy=0.6417
[70/400]  Loss_D: -2.0721 Loss_G: -1.9412, Wasserstein_dist:2.8414, vae_loss_seen:353.4626 GZSL: seen=0.3496, unseen=0.5000, h=0.4115 ZSL: unseen accuracy=0.6514
[71/400]  Loss_D: -2.1185 Loss_G: -1.8653, Wasserstein_dist:2.8586, vae_loss_seen:373.7120 GZSL: seen=0.3802, unseen=0.4285, h=0.4029 ZSL: unseen accuracy=0.6368
[72/400]  Loss_D: -2.1565 Loss_G: -2.0171, Wasserstein_dist:2.9006, vae_loss_seen:355.5147 GZSL: seen=0.3593, unseen=0.4604, h=0.4036 ZSL: unseen accuracy=0.6486
[73/400]  Loss_D: -2.0412 Loss_G: -1.9242, Wasserstein_dist:2.7792, vae_loss_seen:356.0380 GZSL: seen=0.3965, unseen=0.4174, h=0.4067 ZSL: unseen accuracy=0.6444
[74/400]  Loss_D: -1.9683 Loss_G: -1.9436, Wasserstein_dist:2.6390, vae_loss_seen:352.1067 GZSL: seen=0.3667, unseen=0.4514, h=0.4046 ZSL: unseen accuracy=0.6396
[75/400]  Loss_D: -2.1089 Loss_G: -1.9171, Wasserstein_dist:2.8179, vae_loss_seen:366.2116 GZSL: seen=0.3667, unseen=0.4604, h=0.4082 ZSL: unseen accuracy=0.6465
[76/400]  Loss_D: -1.8739 Loss_G: -1.5530, Wasserstein_dist:2.5456, vae_loss_seen:352.0959 GZSL: seen=0.3477, unseen=0.4861, h=0.4054 ZSL: unseen accuracy=0.6528
[77/400]  Loss_D: -2.0722 Loss_G: -1.9633, Wasserstein_dist:2.8795, vae_loss_seen:363.7897 GZSL: seen=0.3678, unseen=0.4493, h=0.4045 ZSL: unseen accuracy=0.6417
[78/400]  Loss_D: -1.8715 Loss_G: -1.6565, Wasserstein_dist:2.4353, vae_loss_seen:352.9053 GZSL: seen=0.3671, unseen=0.4528, h=0.4054 ZSL: unseen accuracy=0.6465
[79/400]  Loss_D: -1.9513 Loss_G: -1.9921, Wasserstein_dist:2.6837, vae_loss_seen:367.3744 GZSL: seen=0.3702, unseen=0.4549, h=0.4082 ZSL: unseen accuracy=0.6493
[80/400]  Loss_D: -1.8260 Loss_G: -1.7151, Wasserstein_dist:2.4186, vae_loss_seen:349.9694 GZSL: seen=0.3795, unseen=0.4417, h=0.4082 ZSL: unseen accuracy=0.6451
[81/400]  Loss_D: -2.1174 Loss_G: -2.2535, Wasserstein_dist:2.8750, vae_loss_seen:373.3465 GZSL: seen=0.3872, unseen=0.4368, h=0.4105 ZSL: unseen accuracy=0.6354
[82/400]  Loss_D: -1.9275 Loss_G: -2.0487, Wasserstein_dist:2.6585, vae_loss_seen:355.5982 GZSL: seen=0.3636, unseen=0.4549, h=0.4041 ZSL: unseen accuracy=0.6403
[83/400]  Loss_D: -2.1594 Loss_G: -2.1200, Wasserstein_dist:2.8986, vae_loss_seen:367.0263 GZSL: seen=0.3767, unseen=0.4590, h=0.4138 ZSL: unseen accuracy=0.6479
[84/400]  Loss_D: -1.8718 Loss_G: -1.8169, Wasserstein_dist:2.4320, vae_loss_seen:360.7098 GZSL: seen=0.3767, unseen=0.4368, h=0.4046 ZSL: unseen accuracy=0.6472
[85/400]  Loss_D: -1.8809 Loss_G: -1.8994, Wasserstein_dist:2.5780, vae_loss_seen:356.1663 GZSL: seen=0.3705, unseen=0.4576, h=0.4095 ZSL: unseen accuracy=0.6417
[86/400]  Loss_D: -1.7985 Loss_G: -1.9362, Wasserstein_dist:2.3923, vae_loss_seen:362.2650 GZSL: seen=0.3558, unseen=0.4882, h=0.4116 ZSL: unseen accuracy=0.6535
[87/400]  Loss_D: -2.1380 Loss_G: -2.1147, Wasserstein_dist:2.9478, vae_loss_seen:365.8645 GZSL: seen=0.3736, unseen=0.4458, h=0.4066 ZSL: unseen accuracy=0.6306
[88/400]  Loss_D: -1.9254 Loss_G: -1.8004, Wasserstein_dist:2.5315, vae_loss_seen:355.3621 GZSL: seen=0.3795, unseen=0.4542, h=0.4135 ZSL: unseen accuracy=0.6389
[89/400]  Loss_D: -2.0246 Loss_G: -2.0347, Wasserstein_dist:2.6505, vae_loss_seen:350.2313 GZSL: seen=0.3810, unseen=0.4611, h=0.4172 ZSL: unseen accuracy=0.6479
[90/400]  Loss_D: -1.9680 Loss_G: -1.8990, Wasserstein_dist:2.6757, vae_loss_seen:358.6059 GZSL: seen=0.3539, unseen=0.4785, h=0.4068 ZSL: unseen accuracy=0.6451
[91/400]  Loss_D: -1.9803 Loss_G: -2.1000, Wasserstein_dist:2.6763, vae_loss_seen:379.4092 GZSL: seen=0.3767, unseen=0.4576, h=0.4133 ZSL: unseen accuracy=0.6437
[92/400]  Loss_D: -2.0340 Loss_G: -2.0515, Wasserstein_dist:2.7246, vae_loss_seen:352.2365 GZSL: seen=0.3721, unseen=0.4528, h=0.4085 ZSL: unseen accuracy=0.6417
[93/400]  Loss_D: -1.9045 Loss_G: -1.9892, Wasserstein_dist:2.5986, vae_loss_seen:363.4011 GZSL: seen=0.3744, unseen=0.4549, h=0.4107 ZSL: unseen accuracy=0.6410
[94/400]  Loss_D: -1.8335 Loss_G: -1.8411, Wasserstein_dist:2.6133, vae_loss_seen:348.5571 GZSL: seen=0.3659, unseen=0.4632, h=0.4088 ZSL: unseen accuracy=0.6431
[95/400]  Loss_D: -1.8180 Loss_G: -2.0191, Wasserstein_dist:2.4408, vae_loss_seen:350.6895 GZSL: seen=0.3733, unseen=0.4535, h=0.4095 ZSL: unseen accuracy=0.6458
[96/400]  Loss_D: -1.9263 Loss_G: -1.9469, Wasserstein_dist:2.5517, vae_loss_seen:364.7846 GZSL: seen=0.3597, unseen=0.4687, h=0.4070 ZSL: unseen accuracy=0.6389
[97/400]  Loss_D: -1.9215 Loss_G: -1.7847, Wasserstein_dist:2.5677, vae_loss_seen:370.1216 GZSL: seen=0.3915, unseen=0.4271, h=0.4085 ZSL: unseen accuracy=0.6389
[98/400]  Loss_D: -2.0429 Loss_G: -2.0925, Wasserstein_dist:2.7284, vae_loss_seen:362.0133 GZSL: seen=0.3581, unseen=0.4757, h=0.4086 ZSL: unseen accuracy=0.6451
[99/400]  Loss_D: -2.0287 Loss_G: -1.9822, Wasserstein_dist:2.6645, vae_loss_seen:362.5374 GZSL: seen=0.3756, unseen=0.4493, h=0.4091 ZSL: unseen accuracy=0.6437
[100/400]  Loss_D: -1.8788 Loss_G: -1.9217, Wasserstein_dist:2.4901, vae_loss_seen:361.0967 GZSL: seen=0.3570, unseen=0.4910, h=0.4134 ZSL: unseen accuracy=0.6444
[101/400]  Loss_D: -1.7490 Loss_G: -1.9149, Wasserstein_dist:2.3833, vae_loss_seen:350.0679 GZSL: seen=0.3682, unseen=0.4681, h=0.4122 ZSL: unseen accuracy=0.6424
[102/400]  Loss_D: -1.9117 Loss_G: -2.2848, Wasserstein_dist:2.6013, vae_loss_seen:347.9175 GZSL: seen=0.3570, unseen=0.4812, h=0.4099 ZSL: unseen accuracy=0.6389
[103/400]  Loss_D: -1.8345 Loss_G: -1.9252, Wasserstein_dist:2.5009, vae_loss_seen:358.8511 GZSL: seen=0.3554, unseen=0.4653, h=0.4030 ZSL: unseen accuracy=0.6382
[104/400]  Loss_D: -1.7188 Loss_G: -1.8525, Wasserstein_dist:2.3060, vae_loss_seen:352.7746 GZSL: seen=0.3802, unseen=0.4410, h=0.4084 ZSL: unseen accuracy=0.6375
[105/400]  Loss_D: -1.7872 Loss_G: -2.1035, Wasserstein_dist:2.4432, vae_loss_seen:353.3828 GZSL: seen=0.3655, unseen=0.4604, h=0.4075 ZSL: unseen accuracy=0.6382
[106/400]  Loss_D: -1.8846 Loss_G: -1.8106, Wasserstein_dist:2.4411, vae_loss_seen:352.1912 GZSL: seen=0.3926, unseen=0.4271, h=0.4091 ZSL: unseen accuracy=0.6410
[107/400]  Loss_D: -1.9537 Loss_G: -2.2893, Wasserstein_dist:2.6320, vae_loss_seen:381.6655 GZSL: seen=0.3667, unseen=0.4646, h=0.4099 ZSL: unseen accuracy=0.6354
[108/400]  Loss_D: -2.0554 Loss_G: -2.3084, Wasserstein_dist:2.7793, vae_loss_seen:365.0542 GZSL: seen=0.3705, unseen=0.4625, h=0.4114 ZSL: unseen accuracy=0.6431
[109/400]  Loss_D: -1.7873 Loss_G: -1.9925, Wasserstein_dist:2.4891, vae_loss_seen:350.6827 GZSL: seen=0.3616, unseen=0.4660, h=0.4072 ZSL: unseen accuracy=0.6507
[110/400]  Loss_D: -1.7527 Loss_G: -1.8118, Wasserstein_dist:2.3425, vae_loss_seen:343.8869 GZSL: seen=0.3702, unseen=0.4500, h=0.4062 ZSL: unseen accuracy=0.6417
[111/400]  Loss_D: -1.8011 Loss_G: -1.9510, Wasserstein_dist:2.3880, vae_loss_seen:368.5362 GZSL: seen=0.3802, unseen=0.4479, h=0.4113 ZSL: unseen accuracy=0.6472
[112/400]  Loss_D: -1.7667 Loss_G: -2.0499, Wasserstein_dist:2.4326, vae_loss_seen:338.8994 GZSL: seen=0.3845, unseen=0.4528, h=0.4159 ZSL: unseen accuracy=0.6361
[113/400]  Loss_D: -1.7875 Loss_G: -1.9378, Wasserstein_dist:2.4867, vae_loss_seen:348.8671 GZSL: seen=0.3659, unseen=0.4681, h=0.4107 ZSL: unseen accuracy=0.6437
