HYPER-PARAMETERS
[124/400]  Loss_D: -1.3386 Loss_G: -5.4978, Wasserstein_dist:1.7636, vae_loss_seen:749.1520 GZSL: seen=0.9424, unseen=0.8731, h=0.9064 ZSL: unseen accuracy=0.9327
[125/400]  Loss_D: -1.2425 Loss_G: -4.4884, Wasserstein_dist:1.6857, vae_loss_seen:738.9858 GZSL: seen=0.9501, unseen=0.8837, h=0.9157 ZSL: unseen accuracy=0.9279
[126/400]  Loss_D: -1.4803 Loss_G: -5.2073, Wasserstein_dist:2.0839, vae_loss_seen:741.0433 GZSL: seen=0.9619, unseen=0.8702, h=0.9138 ZSL: unseen accuracy=0.9327
[127/400]  Loss_D: -1.5478 Loss_G: -3.7608, Wasserstein_dist:2.0461, vae_loss_seen:743.3939 GZSL: seen=0.9500, unseen=0.8856, h=0.9167 ZSL: unseen accuracy=0.9221
[128/400]  Loss_D: -1.3741 Loss_G: -4.7603, Wasserstein_dist:1.9151, vae_loss_seen:744.1684 GZSL: seen=0.9382, unseen=0.8875, h=0.9121 ZSL: unseen accuracy=0.9202
[129/400]  Loss_D: -1.5385 Loss_G: -5.5105, Wasserstein_dist:2.1190, vae_loss_seen:768.4745 GZSL: seen=0.9475, unseen=0.8856, h=0.9155 ZSL: unseen accuracy=0.9317
[130/400]  Loss_D: -1.4313 Loss_G: -5.1276, Wasserstein_dist:1.9535, vae_loss_seen:749.7475 GZSL: seen=0.9486, unseen=0.8808, h=0.9134 ZSL: unseen accuracy=0.9298
[131/400]  Loss_D: -1.3920 Loss_G: -5.4155, Wasserstein_dist:1.9301, vae_loss_seen:745.8805 GZSL: seen=0.9419, unseen=0.8904, h=0.9154 ZSL: unseen accuracy=0.9317
[132/400]  Loss_D: -1.3548 Loss_G: -5.6646, Wasserstein_dist:1.8191, vae_loss_seen:741.2046 GZSL: seen=0.9543, unseen=0.8808, h=0.9161 ZSL: unseen accuracy=0.9308
[133/400]  Loss_D: -1.4611 Loss_G: -4.3832, Wasserstein_dist:2.0152, vae_loss_seen:750.1141 GZSL: seen=0.9570, unseen=0.8837, h=0.9189 ZSL: unseen accuracy=0.9317
[134/400]  Loss_D: -1.2441 Loss_G: -4.0618, Wasserstein_dist:1.6986, vae_loss_seen:740.7174 GZSL: seen=0.9434, unseen=0.8875, h=0.9146 ZSL: unseen accuracy=0.9192
[135/400]  Loss_D: -1.5088 Loss_G: -5.5758, Wasserstein_dist:2.0599, vae_loss_seen:767.1215 GZSL: seen=0.9505, unseen=0.8923, h=0.9205 ZSL: unseen accuracy=0.9317
[136/400]  Loss_D: -1.2383 Loss_G: -4.3394, Wasserstein_dist:1.7030, vae_loss_seen:732.9020 GZSL: seen=0.9478, unseen=0.8865, h=0.9161 ZSL: unseen accuracy=0.9288
[137/400]  Loss_D: -1.3842 Loss_G: -4.7787, Wasserstein_dist:1.8886, vae_loss_seen:735.4746 GZSL: seen=0.9427, unseen=0.8827, h=0.9117 ZSL: unseen accuracy=0.9308
[138/400]  Loss_D: -1.2499 Loss_G: -4.9370, Wasserstein_dist:1.7105, vae_loss_seen:745.9916 GZSL: seen=0.9404, unseen=0.8865, h=0.9127 ZSL: unseen accuracy=0.9202
[139/400]  Loss_D: -1.3046 Loss_G: -3.7741, Wasserstein_dist:1.8513, vae_loss_seen:739.9658 GZSL: seen=0.9582, unseen=0.8731, h=0.9136 ZSL: unseen accuracy=0.9221
[140/400]  Loss_D: -1.3342 Loss_G: -4.0458, Wasserstein_dist:1.8377, vae_loss_seen:746.3243 GZSL: seen=0.9529, unseen=0.8837, h=0.9169 ZSL: unseen accuracy=0.9279
[141/400]  Loss_D: -1.4575 Loss_G: -6.9321, Wasserstein_dist:1.9674, vae_loss_seen:743.5223 GZSL: seen=0.9565, unseen=0.8788, h=0.9160 ZSL: unseen accuracy=0.9337
[142/400]  Loss_D: -1.5586 Loss_G: -6.1355, Wasserstein_dist:2.1079, vae_loss_seen:746.8564 GZSL: seen=0.9518, unseen=0.8827, h=0.9160 ZSL: unseen accuracy=0.9240
[143/400]  Loss_D: -1.2671 Loss_G: -4.9027, Wasserstein_dist:1.7539, vae_loss_seen:741.2930 GZSL: seen=0.9540, unseen=0.8779, h=0.9144 ZSL: unseen accuracy=0.9317
[144/400]  Loss_D: -1.2945 Loss_G: -4.4044, Wasserstein_dist:1.7906, vae_loss_seen:749.7134 GZSL: seen=0.9468, unseen=0.8817, h=0.9131 ZSL: unseen accuracy=0.9260
[145/400]  Loss_D: -1.4042 Loss_G: -5.9796, Wasserstein_dist:1.8981, vae_loss_seen:735.4067 GZSL: seen=0.9538, unseen=0.8798, h=0.9153 ZSL: unseen accuracy=0.9163
[146/400]  Loss_D: -1.5310 Loss_G: -5.3366, Wasserstein_dist:1.9926, vae_loss_seen:754.0439 GZSL: seen=0.9528, unseen=0.8788, h=0.9143 ZSL: unseen accuracy=0.9394
[147/400]  Loss_D: -1.3463 Loss_G: -6.3485, Wasserstein_dist:1.8049, vae_loss_seen:738.4057 GZSL: seen=0.9518, unseen=0.8702, h=0.9092 ZSL: unseen accuracy=0.9250
[148/400]  Loss_D: -1.3932 Loss_G: -5.5183, Wasserstein_dist:1.9248, vae_loss_seen:751.5123 GZSL: seen=0.9428, unseen=0.8817, h=0.9112 ZSL: unseen accuracy=0.9163
[149/400]  Loss_D: -1.2386 Loss_G: -5.4762, Wasserstein_dist:1.6943, vae_loss_seen:738.6184 GZSL: seen=0.9487, unseen=0.8808, h=0.9135 ZSL: unseen accuracy=0.9279
[150/400]  Loss_D: -1.5138 Loss_G: -5.9768, Wasserstein_dist:2.1120, vae_loss_seen:734.0947 GZSL: seen=0.9496, unseen=0.8788, h=0.9128 ZSL: unseen accuracy=0.9183
[151/400]  Loss_D: -1.4471 Loss_G: -4.4852, Wasserstein_dist:1.8934, vae_loss_seen:745.4427 GZSL: seen=0.9420, unseen=0.8933, h=0.9170 ZSL: unseen accuracy=0.9308
[152/400]  Loss_D: -1.6470 Loss_G: -7.1799, Wasserstein_dist:2.2202, vae_loss_seen:744.2118 GZSL: seen=0.9505, unseen=0.8817, h=0.9148 ZSL: unseen accuracy=0.9221
[153/400]  Loss_D: -1.4222 Loss_G: -6.0436, Wasserstein_dist:2.0071, vae_loss_seen:724.9680 GZSL: seen=0.9436, unseen=0.8827, h=0.9121 ZSL: unseen accuracy=0.9298
[154/400]  Loss_D: -1.4894 Loss_G: -4.3649, Wasserstein_dist:2.0290, vae_loss_seen:735.1559 GZSL: seen=0.9562, unseen=0.8683, h=0.9101 ZSL: unseen accuracy=0.9192
[155/400]  Loss_D: -1.5424 Loss_G: -5.2245, Wasserstein_dist:2.0879, vae_loss_seen:744.2631 GZSL: seen=0.9576, unseen=0.8750, h=0.9144 ZSL: unseen accuracy=0.9250
[156/400]  Loss_D: -1.4256 Loss_G: -5.6460, Wasserstein_dist:1.9788, vae_loss_seen:744.5121 GZSL: seen=0.9460, unseen=0.8702, h=0.9065 ZSL: unseen accuracy=0.9163
[157/400]  Loss_D: -1.4627 Loss_G: -6.3363, Wasserstein_dist:1.9677, vae_loss_seen:732.7028 GZSL: seen=0.9574, unseen=0.8721, h=0.9128 ZSL: unseen accuracy=0.9231
[158/400]  Loss_D: -1.2474 Loss_G: -4.6870, Wasserstein_dist:1.7665, vae_loss_seen:744.0099 GZSL: seen=0.9445, unseen=0.8817, h=0.9120 ZSL: unseen accuracy=0.9346
[159/400]  Loss_D: -1.3934 Loss_G: -6.3019, Wasserstein_dist:1.9442, vae_loss_seen:736.1508 GZSL: seen=0.9463, unseen=0.8856, h=0.9149 ZSL: unseen accuracy=0.9173
[160/400]  Loss_D: -1.3419 Loss_G: -4.7982, Wasserstein_dist:1.8194, vae_loss_seen:753.5952 GZSL: seen=0.9511, unseen=0.8808, h=0.9146 ZSL: unseen accuracy=0.9202
[161/400]  Loss_D: -1.3923 Loss_G: -5.4744, Wasserstein_dist:1.9306, vae_loss_seen:741.6393 GZSL: seen=0.9466, unseen=0.8798, h=0.9120 ZSL: unseen accuracy=0.9221
[162/400]  Loss_D: -1.2051 Loss_G: -5.0828, Wasserstein_dist:1.6215, vae_loss_seen:743.3840 GZSL: seen=0.9485, unseen=0.8769, h=0.9113 ZSL: unseen accuracy=0.9192
[163/400]  Loss_D: -1.3231 Loss_G: -5.3592, Wasserstein_dist:1.7945, vae_loss_seen:751.7195 GZSL: seen=0.9502, unseen=0.8779, h=0.9126 ZSL: unseen accuracy=0.9250
[164/400]  Loss_D: -1.5009 Loss_G: -5.1711, Wasserstein_dist:1.9844, vae_loss_seen:750.5228 GZSL: seen=0.9375, unseen=0.8798, h=0.9078 ZSL: unseen accuracy=0.9221
[165/400]  Loss_D: -1.3402 Loss_G: -5.1272, Wasserstein_dist:1.8664, vae_loss_seen:743.4053 GZSL: seen=0.9409, unseen=0.8894, h=0.9144 ZSL: unseen accuracy=0.9135
[166/400]  Loss_D: -1.2265 Loss_G: -4.8293, Wasserstein_dist:1.7039, vae_loss_seen:735.7815 GZSL: seen=0.9609, unseen=0.8635, h=0.9096 ZSL: unseen accuracy=0.9308
[167/400]  Loss_D: -1.2729 Loss_G: -5.4065, Wasserstein_dist:1.7838, vae_loss_seen:737.8547 GZSL: seen=0.9569, unseen=0.8731, h=0.9131 ZSL: unseen accuracy=0.9327
[168/400]  Loss_D: -1.4114 Loss_G: -5.1724, Wasserstein_dist:1.8636, vae_loss_seen:737.3950 GZSL: seen=0.9425, unseen=0.8904, h=0.9157 ZSL: unseen accuracy=0.9231
[169/400]  Loss_D: -1.3012 Loss_G: -5.0668, Wasserstein_dist:1.7543, vae_loss_seen:731.1104 GZSL: seen=0.9553, unseen=0.8692, h=0.9102 ZSL: unseen accuracy=0.9115
[170/400]  Loss_D: -1.2606 Loss_G: -5.2724, Wasserstein_dist:1.6846, vae_loss_seen:730.5737 GZSL: seen=0.9405, unseen=0.8808, h=0.9096 ZSL: unseen accuracy=0.9240
[171/400]  Loss_D: -1.3843 Loss_G: -5.1600, Wasserstein_dist:1.8478, vae_loss_seen:742.2164 GZSL: seen=0.9558, unseen=0.8760, h=0.9141 ZSL: unseen accuracy=0.9221
[172/400]  Loss_D: -1.3878 Loss_G: -5.2471, Wasserstein_dist:1.9366, vae_loss_seen:730.9231 GZSL: seen=0.9494, unseen=0.8769, h=0.9117 ZSL: unseen accuracy=0.9125
[173/400]  Loss_D: -1.4096 Loss_G: -5.3847, Wasserstein_dist:1.8781, vae_loss_seen:745.6741 GZSL: seen=0.9416, unseen=0.8856, h=0.9127 ZSL: unseen accuracy=0.9221
[174/400]  Loss_D: -1.2293 Loss_G: -5.0304, Wasserstein_dist:1.6858, vae_loss_seen:725.4339 GZSL: seen=0.9539, unseen=0.8654, h=0.9075 ZSL: unseen accuracy=0.9173
[175/400]  Loss_D: -1.3886 Loss_G: -4.4930, Wasserstein_dist:1.8740, vae_loss_seen:746.4814 GZSL: seen=0.9539, unseen=0.8740, h=0.9122 ZSL: unseen accuracy=0.9317
[176/400]  Loss_D: -1.3016 Loss_G: -5.4785, Wasserstein_dist:1.7579, vae_loss_seen:739.6454 GZSL: seen=0.9259, unseen=0.8933, h=0.9093 ZSL: unseen accuracy=0.9144
[177/400]  Loss_D: -1.2854 Loss_G: -5.0752, Wasserstein_dist:1.8292, vae_loss_seen:731.2493 GZSL: seen=0.9484, unseen=0.8788, h=0.9123 ZSL: unseen accuracy=0.9115
[178/400]  Loss_D: -1.4802 Loss_G: -6.6657, Wasserstein_dist:1.9972, vae_loss_seen:746.9036 GZSL: seen=0.9431, unseen=0.8952, h=0.9185 ZSL: unseen accuracy=0.9250
[179/400]  Loss_D: -1.3512 Loss_G: -5.4785, Wasserstein_dist:1.8677, vae_loss_seen:740.7028 GZSL: seen=0.9320, unseen=0.8817, h=0.9062 ZSL: unseen accuracy=0.9212
[180/400]  Loss_D: -1.5102 Loss_G: -5.7143, Wasserstein_dist:2.0227, vae_loss_seen:742.1400 GZSL: seen=0.9565, unseen=0.8673, h=0.9097 ZSL: unseen accuracy=0.9163
[181/400]  Loss_D: -1.2749 Loss_G: -4.0810, Wasserstein_dist:1.7863, vae_loss_seen:731.9558 GZSL: seen=0.9473, unseen=0.8788, h=0.9118 ZSL: unseen accuracy=0.9240
[182/400]  Loss_D: -1.4180 Loss_G: -4.7344, Wasserstein_dist:1.9260, vae_loss_seen:751.9938 GZSL: seen=0.9440, unseen=0.8731, h=0.9071 ZSL: unseen accuracy=0.9250
[183/400]  Loss_D: -1.2005 Loss_G: -5.1459, Wasserstein_dist:1.6526, vae_loss_seen:721.1872 GZSL: seen=0.9529, unseen=0.8673, h=0.9081 ZSL: unseen accuracy=0.9144
[184/400]  Loss_D: -1.3777 Loss_G: -6.2803, Wasserstein_dist:1.8750, vae_loss_seen:753.0189 GZSL: seen=0.9439, unseen=0.8731, h=0.9071 ZSL: unseen accuracy=0.9154
[185/400]  Loss_D: -1.4003 Loss_G: -5.7962, Wasserstein_dist:1.9336, vae_loss_seen:742.1313 GZSL: seen=0.9542, unseen=0.8769, h=0.9139 ZSL: unseen accuracy=0.9298
[186/400]  Loss_D: -1.2360 Loss_G: -4.2975, Wasserstein_dist:1.6523, vae_loss_seen:744.6475 GZSL: seen=0.9567, unseen=0.8606, h=0.9061 ZSL: unseen accuracy=0.9202
[187/400]  Loss_D: -1.5141 Loss_G: -5.2776, Wasserstein_dist:1.9998, vae_loss_seen:742.6790 GZSL: seen=0.9302, unseen=0.8962, h=0.9129 ZSL: unseen accuracy=0.9202
[188/400]  Loss_D: -1.3038 Loss_G: -3.8935, Wasserstein_dist:1.7856, vae_loss_seen:732.5266 GZSL: seen=0.9457, unseen=0.8673, h=0.9048 ZSL: unseen accuracy=0.9192
[189/400]  Loss_D: -1.2148 Loss_G: -4.8512, Wasserstein_dist:1.6565, vae_loss_seen:735.2635 GZSL: seen=0.9547, unseen=0.8644, h=0.9073 ZSL: unseen accuracy=0.9240
[190/400]  Loss_D: -1.3686 Loss_G: -6.1191, Wasserstein_dist:1.8228, vae_loss_seen:741.7571 GZSL: seen=0.9403, unseen=0.8817, h=0.9101 ZSL: unseen accuracy=0.9115
[191/400]  Loss_D: -1.3623 Loss_G: -5.6303, Wasserstein_dist:1.8049, vae_loss_seen:746.6724 GZSL: seen=0.9436, unseen=0.8712, h=0.9059 ZSL: unseen accuracy=0.9288
[192/400]  Loss_D: -1.2231 Loss_G: -5.0905, Wasserstein_dist:1.6137, vae_loss_seen:730.6961 GZSL: seen=0.9475, unseen=0.8654, h=0.9046 ZSL: unseen accuracy=0.9279
[193/400]  Loss_D: -1.4904 Loss_G: -3.5355, Wasserstein_dist:2.0355, vae_loss_seen:749.3008 GZSL: seen=0.9411, unseen=0.8769, h=0.9079 ZSL: unseen accuracy=0.9096
[194/400]  Loss_D: -1.2427 Loss_G: -5.4875, Wasserstein_dist:1.7335, vae_loss_seen:739.7548 GZSL: seen=0.9475, unseen=0.8692, h=0.9067 ZSL: unseen accuracy=0.9192
[195/400]  Loss_D: -1.2985 Loss_G: -4.2724, Wasserstein_dist:1.7972, vae_loss_seen:733.9451 GZSL: seen=0.9437, unseen=0.8837, h=0.9127 ZSL: unseen accuracy=0.9163
[196/400]  Loss_D: -1.3611 Loss_G: -5.7433, Wasserstein_dist:1.9223, vae_loss_seen:739.0342 GZSL: seen=0.9454, unseen=0.8750, h=0.9089 ZSL: unseen accuracy=0.9144
[197/400]  Loss_D: -1.4605 Loss_G: -4.7416, Wasserstein_dist:1.9179, vae_loss_seen:728.4822 GZSL: seen=0.9550, unseen=0.8654, h=0.9080 ZSL: unseen accuracy=0.9231
[198/400]  Loss_D: -1.3335 Loss_G: -4.7582, Wasserstein_dist:1.8110, vae_loss_seen:723.8932 GZSL: seen=0.9531, unseen=0.8788, h=0.9145 ZSL: unseen accuracy=0.9250
[199/400]  Loss_D: -1.2433 Loss_G: -5.8012, Wasserstein_dist:1.7428, vae_loss_seen:743.6191 GZSL: seen=0.9508, unseen=0.8740, h=0.9108 ZSL: unseen accuracy=0.9173
[200/400]  Loss_D: -1.4186 Loss_G: -6.9751, Wasserstein_dist:1.9994, vae_loss_seen:733.2482 GZSL: seen=0.9334, unseen=0.8798, h=0.9058 ZSL: unseen accuracy=0.9212
[201/400]  Loss_D: -1.3256 Loss_G: -7.2279, Wasserstein_dist:1.8697, vae_loss_seen:730.7943 GZSL: seen=0.9554, unseen=0.8692, h=0.9103 ZSL: unseen accuracy=0.9183
[202/400]  Loss_D: -1.3357 Loss_G: -6.1993, Wasserstein_dist:1.8103, vae_loss_seen:736.5607 GZSL: seen=0.9440, unseen=0.8721, h=0.9066 ZSL: unseen accuracy=0.9135
[203/400]  Loss_D: -1.3991 Loss_G: -7.7657, Wasserstein_dist:1.8929, vae_loss_seen:751.8987 GZSL: seen=0.9370, unseen=0.8894, h=0.9126 ZSL: unseen accuracy=0.9144
[204/400]  Loss_D: -1.3125 Loss_G: -5.7975, Wasserstein_dist:1.8050, vae_loss_seen:729.0009 GZSL: seen=0.9390, unseen=0.8933, h=0.9156 ZSL: unseen accuracy=0.9346
[205/400]  Loss_D: -1.1749 Loss_G: -3.7820, Wasserstein_dist:1.6765, vae_loss_seen:733.7462 GZSL: seen=0.9506, unseen=0.8779, h=0.9128 ZSL: unseen accuracy=0.9317
[206/400]  Loss_D: -1.2927 Loss_G: -5.6667, Wasserstein_dist:1.7691, vae_loss_seen:739.3593 GZSL: seen=0.9589, unseen=0.8635, h=0.9087 ZSL: unseen accuracy=0.9173
[207/400]  Loss_D: -1.4643 Loss_G: -5.9855, Wasserstein_dist:1.9809, vae_loss_seen:744.1045 GZSL: seen=0.9321, unseen=0.9000, h=0.9158 ZSL: unseen accuracy=0.9202
[208/400]  Loss_D: -1.3215 Loss_G: -7.8134, Wasserstein_dist:1.9267, vae_loss_seen:728.4161 GZSL: seen=0.9505, unseen=0.8798, h=0.9138 ZSL: unseen accuracy=0.9308
[209/400]  Loss_D: -1.5449 Loss_G: -5.9257, Wasserstein_dist:2.1474, vae_loss_seen:733.4663 GZSL: seen=0.9456, unseen=0.8769, h=0.9100 ZSL: unseen accuracy=0.9202
[210/400]  Loss_D: -1.1567 Loss_G: -5.7244, Wasserstein_dist:1.6275, vae_loss_seen:725.2858 GZSL: seen=0.9325, unseen=0.8875, h=0.9095 ZSL: unseen accuracy=0.9183
[211/400]  Loss_D: -1.5906 Loss_G: -5.8726, Wasserstein_dist:2.1347, vae_loss_seen:726.7936 GZSL: seen=0.9307, unseen=0.8827, h=0.9061 ZSL: unseen accuracy=0.9240
[212/400]  Loss_D: -1.3414 Loss_G: -6.0099, Wasserstein_dist:1.9347, vae_loss_seen:750.4088 GZSL: seen=0.9447, unseen=0.8837, h=0.9131 ZSL: unseen accuracy=0.9154
[213/400]  Loss_D: -1.4031 Loss_G: -6.9928, Wasserstein_dist:1.8630, vae_loss_seen:746.8555 GZSL: seen=0.9544, unseen=0.8702, h=0.9104 ZSL: unseen accuracy=0.9135
[214/400]  Loss_D: -1.3347 Loss_G: -5.2696, Wasserstein_dist:1.8075, vae_loss_seen:729.9601 GZSL: seen=0.9545, unseen=0.8750, h=0.9130 ZSL: unseen accuracy=0.9173
[215/400]  Loss_D: -1.4752 Loss_G: -5.7662, Wasserstein_dist:2.0288, vae_loss_seen:724.2784 GZSL: seen=0.9329, unseen=0.8885, h=0.9101 ZSL: unseen accuracy=0.9250
[216/400]  Loss_D: -1.3762 Loss_G: -6.0933, Wasserstein_dist:1.9292, vae_loss_seen:736.5552 GZSL: seen=0.9443, unseen=0.8798, h=0.9109 ZSL: unseen accuracy=0.9231
[217/400]  Loss_D: -1.0812 Loss_G: -5.2543, Wasserstein_dist:1.4882, vae_loss_seen:724.6365 GZSL: seen=0.9498, unseen=0.8692, h=0.9077 ZSL: unseen accuracy=0.9327
[218/400]  Loss_D: -1.4420 Loss_G: -5.9245, Wasserstein_dist:1.9013, vae_loss_seen:741.9131 GZSL: seen=0.9566, unseen=0.8644, h=0.9082 ZSL: unseen accuracy=0.9250
[219/400]  Loss_D: -1.3132 Loss_G: -5.0215, Wasserstein_dist:1.7967, vae_loss_seen:743.9479 GZSL: seen=0.9570, unseen=0.8712, h=0.9120 ZSL: unseen accuracy=0.9288
[220/400]  Loss_D: -1.3980 Loss_G: -6.3899, Wasserstein_dist:1.9011, vae_loss_seen:740.1190 GZSL: seen=0.9538, unseen=0.8740, h=0.9122 ZSL: unseen accuracy=0.9260
[221/400]  Loss_D: -1.2827 Loss_G: -6.4363, Wasserstein_dist:1.7516, vae_loss_seen:745.8067 GZSL: seen=0.9560, unseen=0.8654, h=0.9084 ZSL: unseen accuracy=0.9135
[222/400]  Loss_D: -1.2900 Loss_G: -6.5939, Wasserstein_dist:1.7286, vae_loss_seen:735.2872 GZSL: seen=0.9566, unseen=0.8663, h=0.9092 ZSL: unseen accuracy=0.9240
[223/400]  Loss_D: -1.2793 Loss_G: -6.2866, Wasserstein_dist:1.7581, vae_loss_seen:750.3539 GZSL: seen=0.9483, unseen=0.8788, h=0.9123 ZSL: unseen accuracy=0.9250
[224/400]  Loss_D: -1.3528 Loss_G: -7.1557, Wasserstein_dist:1.8406, vae_loss_seen:746.1107 GZSL: seen=0.9334, unseen=0.8837, h=0.9078 ZSL: unseen accuracy=0.9212
[225/400]  Loss_D: -1.2529 Loss_G: -5.6145, Wasserstein_dist:1.7388, vae_loss_seen:719.1403 GZSL: seen=0.9533, unseen=0.8606, h=0.9046 ZSL: unseen accuracy=0.9163
[226/400]  Loss_D: -1.5550 Loss_G: -8.8583, Wasserstein_dist:2.1697, vae_loss_seen:751.3224 GZSL: seen=0.9395, unseen=0.8731, h=0.9051 ZSL: unseen accuracy=0.9115
[227/400]  Loss_D: -1.4001 Loss_G: -6.5405, Wasserstein_dist:1.8639, vae_loss_seen:742.4940 GZSL: seen=0.9545, unseen=0.8596, h=0.9046 ZSL: unseen accuracy=0.9106
[228/400]  Loss_D: -1.2307 Loss_G: -5.7812, Wasserstein_dist:1.7244, vae_loss_seen:737.6796 GZSL: seen=0.9503, unseen=0.8798, h=0.9137 ZSL: unseen accuracy=0.9221
[229/400]  Loss_D: -1.1681 Loss_G: -5.1482, Wasserstein_dist:1.5998, vae_loss_seen:741.8121 GZSL: seen=0.9339, unseen=0.8856, h=0.9091 ZSL: unseen accuracy=0.9212
[230/400]  Loss_D: -1.4956 Loss_G: -7.4275, Wasserstein_dist:1.9563, vae_loss_seen:748.5204 GZSL: seen=0.9519, unseen=0.8740, h=0.9113 ZSL: unseen accuracy=0.9144
[231/400]  Loss_D: -1.3128 Loss_G: -7.0520, Wasserstein_dist:1.7310, vae_loss_seen:730.3657 GZSL: seen=0.9535, unseen=0.8625, h=0.9057 ZSL: unseen accuracy=0.9163
[232/400]  Loss_D: -1.3760 Loss_G: -6.6504, Wasserstein_dist:1.8137, vae_loss_seen:748.3901 GZSL: seen=0.9431, unseen=0.8798, h=0.9104 ZSL: unseen accuracy=0.9154
[233/400]  Loss_D: -1.5303 Loss_G: -5.7477, Wasserstein_dist:2.0309, vae_loss_seen:735.2147 GZSL: seen=0.9371, unseen=0.8779, h=0.9065 ZSL: unseen accuracy=0.9106
[234/400]  Loss_D: -1.3344 Loss_G: -6.4929, Wasserstein_dist:1.9065, vae_loss_seen:739.1573 GZSL: seen=0.9528, unseen=0.8788, h=0.9143 ZSL: unseen accuracy=0.9192
[235/400]  Loss_D: -1.2616 Loss_G: -7.8333, Wasserstein_dist:1.7392, vae_loss_seen:743.0455 GZSL: seen=0.9483, unseen=0.8721, h=0.9086 ZSL: unseen accuracy=0.9135
[236/400]  Loss_D: -1.4303 Loss_G: -6.8139, Wasserstein_dist:1.9806, vae_loss_seen:733.1188 GZSL: seen=0.9332, unseen=0.8837, h=0.9077 ZSL: unseen accuracy=0.9173
[237/400]  Loss_D: -1.2512 Loss_G: -5.8127, Wasserstein_dist:1.7297, vae_loss_seen:741.7377 GZSL: seen=0.9485, unseen=0.8750, h=0.9103 ZSL: unseen accuracy=0.9087
[238/400]  Loss_D: -1.3716 Loss_G: -6.2610, Wasserstein_dist:1.8920, vae_loss_seen:757.1235 GZSL: seen=0.9532, unseen=0.8654, h=0.9072 ZSL: unseen accuracy=0.9144
[239/400]  Loss_D: -1.3752 Loss_G: -6.4074, Wasserstein_dist:1.8950, vae_loss_seen:725.5391 GZSL: seen=0.9341, unseen=0.8798, h=0.9062 ZSL: unseen accuracy=0.9192
[240/400]  Loss_D: -1.3335 Loss_G: -7.0506, Wasserstein_dist:1.8122, vae_loss_seen:730.6411 GZSL: seen=0.9446, unseen=0.8635, h=0.9022 ZSL: unseen accuracy=0.9135
[241/400]  Loss_D: -1.3368 Loss_G: -6.8114, Wasserstein_dist:1.8474, vae_loss_seen:726.4518 GZSL: seen=0.9580, unseen=0.8740, h=0.9141 ZSL: unseen accuracy=0.9183
[242/400]  Loss_D: -1.2699 Loss_G: -7.3214, Wasserstein_dist:1.8067, vae_loss_seen:738.2546 GZSL: seen=0.9480, unseen=0.8760, h=0.9106 ZSL: unseen accuracy=0.9163
[243/400]  Loss_D: -1.0815 Loss_G: -6.3271, Wasserstein_dist:1.5372, vae_loss_seen:740.9335 GZSL: seen=0.9588, unseen=0.8702, h=0.9124 ZSL: unseen accuracy=0.9231
[244/400]  Loss_D: -1.1195 Loss_G: -5.6284, Wasserstein_dist:1.6675, vae_loss_seen:726.1077 GZSL: seen=0.9459, unseen=0.8740, h=0.9086 ZSL: unseen accuracy=0.9077
[245/400]  Loss_D: -1.3305 Loss_G: -5.4326, Wasserstein_dist:1.7555, vae_loss_seen:754.9971 GZSL: seen=0.9382, unseen=0.8817, h=0.9091 ZSL: unseen accuracy=0.9212
[246/400]  Loss_D: -1.3003 Loss_G: -6.7926, Wasserstein_dist:1.8006, vae_loss_seen:729.7963 GZSL: seen=0.9450, unseen=0.8712, h=0.9066 ZSL: unseen accuracy=0.9115
[247/400]  Loss_D: -1.1918 Loss_G: -5.0642, Wasserstein_dist:1.6519, vae_loss_seen:725.6303 GZSL: seen=0.9372, unseen=0.8769, h=0.9061 ZSL: unseen accuracy=0.9154
[248/400]  Loss_D: -1.3401 Loss_G: -6.6466, Wasserstein_dist:1.8013, vae_loss_seen:741.3848 GZSL: seen=0.9559, unseen=0.8644, h=0.9079 ZSL: unseen accuracy=0.9173
[249/400]  Loss_D: -1.4336 Loss_G: -8.0529, Wasserstein_dist:1.8983, vae_loss_seen:741.4304 GZSL: seen=0.9382, unseen=0.8779, h=0.9070 ZSL: unseen accuracy=0.9221
[250/400]  Loss_D: -1.1963 Loss_G: -6.3019, Wasserstein_dist:1.6287, vae_loss_seen:748.4173 GZSL: seen=0.9468, unseen=0.8740, h=0.9089 ZSL: unseen accuracy=0.9106
[251/400]  Loss_D: -1.5269 Loss_G: -5.8638, Wasserstein_dist:2.0934, vae_loss_seen:749.4637 GZSL: seen=0.9411, unseen=0.8750, h=0.9069 ZSL: unseen accuracy=0.9288
[252/400]  Loss_D: -1.0860 Loss_G: -6.0331, Wasserstein_dist:1.5965, vae_loss_seen:718.1566 GZSL: seen=0.9419, unseen=0.8846, h=0.9124 ZSL: unseen accuracy=0.9125
[253/400]  Loss_D: -1.1173 Loss_G: -6.8509, Wasserstein_dist:1.6034, vae_loss_seen:735.0603 GZSL: seen=0.9451, unseen=0.8712, h=0.9066 ZSL: unseen accuracy=0.9183
[254/400]  Loss_D: -1.5040 Loss_G: -8.0135, Wasserstein_dist:2.0311, vae_loss_seen:750.7345 GZSL: seen=0.9494, unseen=0.8712, h=0.9086 ZSL: unseen accuracy=0.9163
