HYPER-PARAMETERS
[255/400]  Loss_D: -1.2680 Loss_G: -6.0036, Wasserstein_dist:1.6956, vae_loss_seen:729.2855 GZSL: seen=0.9414, unseen=0.8702, h=0.9044 ZSL: unseen accuracy=0.9192
[256/400]  Loss_D: -1.2660 Loss_G: -7.0100, Wasserstein_dist:1.7965, vae_loss_seen:744.5604 GZSL: seen=0.9432, unseen=0.8865, h=0.9140 ZSL: unseen accuracy=0.9221
[257/400]  Loss_D: -1.1033 Loss_G: -8.0575, Wasserstein_dist:1.6493, vae_loss_seen:734.0284 GZSL: seen=0.9424, unseen=0.8817, h=0.9110 ZSL: unseen accuracy=0.9279
[258/400]  Loss_D: -1.3093 Loss_G: -8.2060, Wasserstein_dist:1.8075, vae_loss_seen:728.4044 GZSL: seen=0.9450, unseen=0.8808, h=0.9117 ZSL: unseen accuracy=0.9192
[259/400]  Loss_D: -1.3924 Loss_G: -5.8450, Wasserstein_dist:1.8395, vae_loss_seen:737.8735 GZSL: seen=0.9508, unseen=0.8673, h=0.9071 ZSL: unseen accuracy=0.9144
[260/400]  Loss_D: -1.3010 Loss_G: -7.4130, Wasserstein_dist:1.8431, vae_loss_seen:729.6624 GZSL: seen=0.9532, unseen=0.8712, h=0.9103 ZSL: unseen accuracy=0.9221
[261/400]  Loss_D: -1.3885 Loss_G: -7.4395, Wasserstein_dist:1.9037, vae_loss_seen:750.9396 GZSL: seen=0.9610, unseen=0.8769, h=0.9170 ZSL: unseen accuracy=0.9221
[262/400]  Loss_D: -1.3207 Loss_G: -6.7510, Wasserstein_dist:1.8461, vae_loss_seen:750.5921 GZSL: seen=0.9217, unseen=0.8962, h=0.9088 ZSL: unseen accuracy=0.9077
[263/400]  Loss_D: -1.4046 Loss_G: -6.8515, Wasserstein_dist:1.9057, vae_loss_seen:739.1140 GZSL: seen=0.9595, unseen=0.8673, h=0.9111 ZSL: unseen accuracy=0.9317
[264/400]  Loss_D: -1.3497 Loss_G: -7.3336, Wasserstein_dist:1.8437, vae_loss_seen:731.7306 GZSL: seen=0.9537, unseen=0.8596, h=0.9042 ZSL: unseen accuracy=0.9115
[265/400]  Loss_D: -1.2096 Loss_G: -7.3320, Wasserstein_dist:1.7428, vae_loss_seen:731.4258 GZSL: seen=0.9586, unseen=0.8663, h=0.9101 ZSL: unseen accuracy=0.9154
[266/400]  Loss_D: -1.2975 Loss_G: -7.1453, Wasserstein_dist:1.7422, vae_loss_seen:735.3710 GZSL: seen=0.9437, unseen=0.8769, h=0.9091 ZSL: unseen accuracy=0.9115
[267/400]  Loss_D: -1.2552 Loss_G: -6.5995, Wasserstein_dist:1.7069, vae_loss_seen:730.0297 GZSL: seen=0.9558, unseen=0.8615, h=0.9062 ZSL: unseen accuracy=0.9115
[268/400]  Loss_D: -1.2327 Loss_G: -7.3554, Wasserstein_dist:1.7446, vae_loss_seen:742.8132 GZSL: seen=0.9488, unseen=0.8654, h=0.9052 ZSL: unseen accuracy=0.9183
[269/400]  Loss_D: -1.1850 Loss_G: -6.8897, Wasserstein_dist:1.6533, vae_loss_seen:733.8109 GZSL: seen=0.9357, unseen=0.8702, h=0.9018 ZSL: unseen accuracy=0.9154
[270/400]  Loss_D: -1.2166 Loss_G: -7.0905, Wasserstein_dist:1.6692, vae_loss_seen:729.3199 GZSL: seen=0.9501, unseen=0.8769, h=0.9120 ZSL: unseen accuracy=0.9163
[271/400]  Loss_D: -1.1589 Loss_G: -6.2242, Wasserstein_dist:1.6567, vae_loss_seen:729.4793 GZSL: seen=0.9573, unseen=0.8615, h=0.9069 ZSL: unseen accuracy=0.9192
[272/400]  Loss_D: -1.1133 Loss_G: -7.0403, Wasserstein_dist:1.5702, vae_loss_seen:744.9672 GZSL: seen=0.9552, unseen=0.8606, h=0.9054 ZSL: unseen accuracy=0.9154
[273/400]  Loss_D: -1.3647 Loss_G: -8.8518, Wasserstein_dist:1.8625, vae_loss_seen:722.4541 GZSL: seen=0.9452, unseen=0.8683, h=0.9051 ZSL: unseen accuracy=0.9173
[274/400]  Loss_D: -1.2825 Loss_G: -6.4364, Wasserstein_dist:1.8219, vae_loss_seen:738.3396 GZSL: seen=0.9573, unseen=0.8606, h=0.9064 ZSL: unseen accuracy=0.9038
[275/400]  Loss_D: -1.3510 Loss_G: -7.8316, Wasserstein_dist:1.8071, vae_loss_seen:724.8759 GZSL: seen=0.9254, unseen=0.9058, h=0.9155 ZSL: unseen accuracy=0.9269
[276/400]  Loss_D: -1.3736 Loss_G: -6.7131, Wasserstein_dist:1.9470, vae_loss_seen:716.6548 GZSL: seen=0.9424, unseen=0.8798, h=0.9100 ZSL: unseen accuracy=0.9154
[277/400]  Loss_D: -1.4092 Loss_G: -8.5596, Wasserstein_dist:1.9886, vae_loss_seen:731.0950 GZSL: seen=0.9594, unseen=0.8654, h=0.9100 ZSL: unseen accuracy=0.9240
[278/400]  Loss_D: -1.4568 Loss_G: -7.2171, Wasserstein_dist:1.9183, vae_loss_seen:741.5113 GZSL: seen=0.9443, unseen=0.8817, h=0.9119 ZSL: unseen accuracy=0.9183
[279/400]  Loss_D: -1.4177 Loss_G: -6.6024, Wasserstein_dist:1.9334, vae_loss_seen:743.0112 GZSL: seen=0.9449, unseen=0.8663, h=0.9039 ZSL: unseen accuracy=0.9067
[280/400]  Loss_D: -1.2816 Loss_G: -8.4746, Wasserstein_dist:1.7941, vae_loss_seen:742.3334 GZSL: seen=0.9391, unseen=0.8769, h=0.9069 ZSL: unseen accuracy=0.9202
[281/400]  Loss_D: -1.4522 Loss_G: -7.1596, Wasserstein_dist:1.9235, vae_loss_seen:743.4093 GZSL: seen=0.9195, unseen=0.8990, h=0.9091 ZSL: unseen accuracy=0.9125
[282/400]  Loss_D: -1.4972 Loss_G: -7.5019, Wasserstein_dist:1.9832, vae_loss_seen:729.0258 GZSL: seen=0.9536, unseen=0.8702, h=0.9100 ZSL: unseen accuracy=0.9077
[283/400]  Loss_D: -1.2336 Loss_G: -7.5646, Wasserstein_dist:1.7703, vae_loss_seen:742.2448 GZSL: seen=0.9429, unseen=0.8654, h=0.9025 ZSL: unseen accuracy=0.9087
[284/400]  Loss_D: -1.3439 Loss_G: -6.9619, Wasserstein_dist:1.8573, vae_loss_seen:725.7599 GZSL: seen=0.9361, unseen=0.8817, h=0.9081 ZSL: unseen accuracy=0.9250
[285/400]  Loss_D: -1.1236 Loss_G: -6.9020, Wasserstein_dist:1.4989, vae_loss_seen:736.3600 GZSL: seen=0.9395, unseen=0.8760, h=0.9066 ZSL: unseen accuracy=0.9154
[286/400]  Loss_D: -1.3447 Loss_G: -6.6889, Wasserstein_dist:1.8182, vae_loss_seen:747.3654 GZSL: seen=0.9475, unseen=0.8808, h=0.9129 ZSL: unseen accuracy=0.9192
[287/400]  Loss_D: -1.0506 Loss_G: -7.9523, Wasserstein_dist:1.5870, vae_loss_seen:728.5784 GZSL: seen=0.9432, unseen=0.8750, h=0.9078 ZSL: unseen accuracy=0.9163
[288/400]  Loss_D: -1.4318 Loss_G: -6.4231, Wasserstein_dist:1.9217, vae_loss_seen:748.1395 GZSL: seen=0.9392, unseen=0.8885, h=0.9131 ZSL: unseen accuracy=0.9183
[289/400]  Loss_D: -1.3095 Loss_G: -8.2589, Wasserstein_dist:1.7897, vae_loss_seen:728.2034 GZSL: seen=0.9556, unseen=0.8692, h=0.9104 ZSL: unseen accuracy=0.9279
[290/400]  Loss_D: -1.2598 Loss_G: -7.3578, Wasserstein_dist:1.7650, vae_loss_seen:734.2661 GZSL: seen=0.9428, unseen=0.8808, h=0.9107 ZSL: unseen accuracy=0.9192
[291/400]  Loss_D: -1.2412 Loss_G: -7.1810, Wasserstein_dist:1.7517, vae_loss_seen:742.4709 GZSL: seen=0.9451, unseen=0.8673, h=0.9045 ZSL: unseen accuracy=0.9163
[292/400]  Loss_D: -1.2470 Loss_G: -7.0148, Wasserstein_dist:1.6748, vae_loss_seen:718.8813 GZSL: seen=0.9516, unseen=0.8654, h=0.9064 ZSL: unseen accuracy=0.9115
[293/400]  Loss_D: -1.4410 Loss_G: -6.4464, Wasserstein_dist:1.9298, vae_loss_seen:732.3536 GZSL: seen=0.9584, unseen=0.8654, h=0.9095 ZSL: unseen accuracy=0.9192
[294/400]  Loss_D: -1.1395 Loss_G: -6.3796, Wasserstein_dist:1.6239, vae_loss_seen:710.1542 GZSL: seen=0.9636, unseen=0.8567, h=0.9070 ZSL: unseen accuracy=0.9115
[295/400]  Loss_D: -1.2944 Loss_G: -5.6880, Wasserstein_dist:1.7695, vae_loss_seen:732.6977 GZSL: seen=0.9450, unseen=0.8779, h=0.9102 ZSL: unseen accuracy=0.9106
[296/400]  Loss_D: -1.3222 Loss_G: -7.7445, Wasserstein_dist:1.7784, vae_loss_seen:724.0848 GZSL: seen=0.9510, unseen=0.8846, h=0.9166 ZSL: unseen accuracy=0.9135
[297/400]  Loss_D: -1.3894 Loss_G: -7.7109, Wasserstein_dist:1.9222, vae_loss_seen:729.0930 GZSL: seen=0.9285, unseen=0.8846, h=0.9060 ZSL: unseen accuracy=0.9115
[298/400]  Loss_D: -1.1498 Loss_G: -6.6991, Wasserstein_dist:1.5507, vae_loss_seen:725.3351 GZSL: seen=0.9515, unseen=0.8760, h=0.9122 ZSL: unseen accuracy=0.9192
[299/400]  Loss_D: -1.5358 Loss_G: -7.2017, Wasserstein_dist:2.0557, vae_loss_seen:752.8967 GZSL: seen=0.9533, unseen=0.8673, h=0.9083 ZSL: unseen accuracy=0.9260
[300/400]  Loss_D: -1.1805 Loss_G: -7.0823, Wasserstein_dist:1.5804, vae_loss_seen:728.6636 GZSL: seen=0.9503, unseen=0.8654, h=0.9059 ZSL: unseen accuracy=0.9106
[301/400]  Loss_D: -1.3413 Loss_G: -8.3363, Wasserstein_dist:1.9098, vae_loss_seen:739.7980 GZSL: seen=0.9462, unseen=0.8625, h=0.9024 ZSL: unseen accuracy=0.9115
[302/400]  Loss_D: -1.2702 Loss_G: -6.5599, Wasserstein_dist:1.7376, vae_loss_seen:727.2422 GZSL: seen=0.9246, unseen=0.8875, h=0.9057 ZSL: unseen accuracy=0.9115
[303/400]  Loss_D: -1.2988 Loss_G: -6.3076, Wasserstein_dist:1.7679, vae_loss_seen:736.0446 GZSL: seen=0.9548, unseen=0.8577, h=0.9036 ZSL: unseen accuracy=0.9106
[304/400]  Loss_D: -1.2657 Loss_G: -7.8152, Wasserstein_dist:1.7320, vae_loss_seen:740.7154 GZSL: seen=0.9546, unseen=0.8625, h=0.9062 ZSL: unseen accuracy=0.9173
[305/400]  Loss_D: -1.1661 Loss_G: -5.8559, Wasserstein_dist:1.6408, vae_loss_seen:725.6255 GZSL: seen=0.9491, unseen=0.8644, h=0.9048 ZSL: unseen accuracy=0.9144
[306/400]  Loss_D: -1.3117 Loss_G: -7.1252, Wasserstein_dist:1.8090, vae_loss_seen:752.2617 GZSL: seen=0.9511, unseen=0.8683, h=0.9078 ZSL: unseen accuracy=0.9144
[307/400]  Loss_D: -1.0997 Loss_G: -6.7289, Wasserstein_dist:1.5673, vae_loss_seen:734.1823 GZSL: seen=0.9532, unseen=0.8760, h=0.9129 ZSL: unseen accuracy=0.9221
[308/400]  Loss_D: -1.2248 Loss_G: -8.4645, Wasserstein_dist:1.6485, vae_loss_seen:741.6838 GZSL: seen=0.9401, unseen=0.8692, h=0.9033 ZSL: unseen accuracy=0.9077
[309/400]  Loss_D: -1.0420 Loss_G: -6.8447, Wasserstein_dist:1.4907, vae_loss_seen:739.4487 GZSL: seen=0.9409, unseen=0.8817, h=0.9104 ZSL: unseen accuracy=0.9288
[310/400]  Loss_D: -1.1095 Loss_G: -7.1251, Wasserstein_dist:1.5469, vae_loss_seen:746.0090 GZSL: seen=0.9492, unseen=0.8769, h=0.9116 ZSL: unseen accuracy=0.9192
[311/400]  Loss_D: -1.2700 Loss_G: -6.7246, Wasserstein_dist:1.7805, vae_loss_seen:747.1002 GZSL: seen=0.9569, unseen=0.8490, h=0.8997 ZSL: unseen accuracy=0.9125
[312/400]  Loss_D: -1.0481 Loss_G: -6.5642, Wasserstein_dist:1.5436, vae_loss_seen:739.6468 GZSL: seen=0.9445, unseen=0.8750, h=0.9084 ZSL: unseen accuracy=0.9163
[313/400]  Loss_D: -1.2211 Loss_G: -7.2045, Wasserstein_dist:1.7676, vae_loss_seen:742.9841 GZSL: seen=0.9600, unseen=0.8500, h=0.9017 ZSL: unseen accuracy=0.9144
[314/400]  Loss_D: -1.3427 Loss_G: -9.5820, Wasserstein_dist:1.8817, vae_loss_seen:723.9458 GZSL: seen=0.9447, unseen=0.8731, h=0.9075 ZSL: unseen accuracy=0.9202
[315/400]  Loss_D: -1.1900 Loss_G: -5.8491, Wasserstein_dist:1.6834, vae_loss_seen:739.9898 GZSL: seen=0.9611, unseen=0.8635, h=0.9097 ZSL: unseen accuracy=0.9115
[316/400]  Loss_D: -1.2169 Loss_G: -7.9096, Wasserstein_dist:1.6719, vae_loss_seen:740.0671 GZSL: seen=0.9452, unseen=0.8596, h=0.9004 ZSL: unseen accuracy=0.9192
[317/400]  Loss_D: -1.2124 Loss_G: -7.6955, Wasserstein_dist:1.6728, vae_loss_seen:735.7811 GZSL: seen=0.9442, unseen=0.8750, h=0.9083 ZSL: unseen accuracy=0.9087
[318/400]  Loss_D: -1.4353 Loss_G: -9.3381, Wasserstein_dist:2.0706, vae_loss_seen:727.3237 GZSL: seen=0.9517, unseen=0.8692, h=0.9086 ZSL: unseen accuracy=0.9125
[319/400]  Loss_D: -1.3555 Loss_G: -8.4825, Wasserstein_dist:1.8407, vae_loss_seen:736.0104 GZSL: seen=0.9443, unseen=0.8702, h=0.9057 ZSL: unseen accuracy=0.9202
[320/400]  Loss_D: -1.4453 Loss_G: -8.9049, Wasserstein_dist:1.9685, vae_loss_seen:737.8555 GZSL: seen=0.9444, unseen=0.8673, h=0.9042 ZSL: unseen accuracy=0.9106
[321/400]  Loss_D: -1.2806 Loss_G: -7.6035, Wasserstein_dist:1.7782, vae_loss_seen:740.6402 GZSL: seen=0.9264, unseen=0.8885, h=0.9070 ZSL: unseen accuracy=0.9221
[322/400]  Loss_D: -1.3750 Loss_G: -8.0477, Wasserstein_dist:1.8158, vae_loss_seen:738.8437 GZSL: seen=0.9464, unseen=0.8683, h=0.9056 ZSL: unseen accuracy=0.9173
[323/400]  Loss_D: -1.1744 Loss_G: -8.1499, Wasserstein_dist:1.6954, vae_loss_seen:730.5970 GZSL: seen=0.9290, unseen=0.8923, h=0.9103 ZSL: unseen accuracy=0.9183
[324/400]  Loss_D: -1.4395 Loss_G: -8.6081, Wasserstein_dist:1.9752, vae_loss_seen:756.5032 GZSL: seen=0.9537, unseen=0.8510, h=0.8994 ZSL: unseen accuracy=0.9087
[325/400]  Loss_D: -1.2629 Loss_G: -7.7720, Wasserstein_dist:1.7038, vae_loss_seen:734.9161 GZSL: seen=0.9432, unseen=0.8683, h=0.9042 ZSL: unseen accuracy=0.9231
[326/400]  Loss_D: -1.2654 Loss_G: -6.2314, Wasserstein_dist:1.7540, vae_loss_seen:737.1082 GZSL: seen=0.9557, unseen=0.8779, h=0.9152 ZSL: unseen accuracy=0.9183
[327/400]  Loss_D: -1.2957 Loss_G: -7.6866, Wasserstein_dist:1.7528, vae_loss_seen:737.2249 GZSL: seen=0.9440, unseen=0.8702, h=0.9056 ZSL: unseen accuracy=0.9067
[328/400]  Loss_D: -1.1411 Loss_G: -6.5548, Wasserstein_dist:1.6145, vae_loss_seen:728.4496 GZSL: seen=0.9482, unseen=0.8615, h=0.9028 ZSL: unseen accuracy=0.9154
[329/400]  Loss_D: -1.1778 Loss_G: -7.0978, Wasserstein_dist:1.6689, vae_loss_seen:735.6669 GZSL: seen=0.9285, unseen=0.8788, h=0.9030 ZSL: unseen accuracy=0.9058
[330/400]  Loss_D: -1.1760 Loss_G: -7.6879, Wasserstein_dist:1.6191, vae_loss_seen:748.5450 GZSL: seen=0.9483, unseen=0.8587, h=0.9013 ZSL: unseen accuracy=0.9163
[331/400]  Loss_D: -1.3415 Loss_G: -8.6041, Wasserstein_dist:1.8275, vae_loss_seen:735.7672 GZSL: seen=0.9271, unseen=0.8865, h=0.9064 ZSL: unseen accuracy=0.9125
[332/400]  Loss_D: -1.2188 Loss_G: -6.3597, Wasserstein_dist:1.6539, vae_loss_seen:744.3834 GZSL: seen=0.9346, unseen=0.8798, h=0.9064 ZSL: unseen accuracy=0.9183
[333/400]  Loss_D: -1.3406 Loss_G: -8.0432, Wasserstein_dist:1.8572, vae_loss_seen:734.7114 GZSL: seen=0.9528, unseen=0.8558, h=0.9017 ZSL: unseen accuracy=0.9096
[334/400]  Loss_D: -1.2973 Loss_G: -8.7308, Wasserstein_dist:1.8088, vae_loss_seen:736.1116 GZSL: seen=0.9455, unseen=0.8596, h=0.9005 ZSL: unseen accuracy=0.9183
[335/400]  Loss_D: -1.2617 Loss_G: -7.4347, Wasserstein_dist:1.7603, vae_loss_seen:745.4929 GZSL: seen=0.9426, unseen=0.8683, h=0.9039 ZSL: unseen accuracy=0.9192
[336/400]  Loss_D: -1.3714 Loss_G: -7.0572, Wasserstein_dist:1.8231, vae_loss_seen:753.1917 GZSL: seen=0.9332, unseen=0.8769, h=0.9042 ZSL: unseen accuracy=0.9077
[337/400]  Loss_D: -1.3102 Loss_G: -8.2333, Wasserstein_dist:1.8184, vae_loss_seen:733.7985 GZSL: seen=0.9426, unseen=0.8798, h=0.9101 ZSL: unseen accuracy=0.9154
[338/400]  Loss_D: -1.1504 Loss_G: -7.0243, Wasserstein_dist:1.5639, vae_loss_seen:730.4417 GZSL: seen=0.9556, unseen=0.8673, h=0.9093 ZSL: unseen accuracy=0.9115
[339/400]  Loss_D: -1.3308 Loss_G: -6.9121, Wasserstein_dist:1.8263, vae_loss_seen:737.4222 GZSL: seen=0.9446, unseen=0.8644, h=0.9027 ZSL: unseen accuracy=0.9106
[340/400]  Loss_D: -1.2464 Loss_G: -6.8282, Wasserstein_dist:1.7641, vae_loss_seen:743.2376 GZSL: seen=0.9502, unseen=0.8683, h=0.9074 ZSL: unseen accuracy=0.9135
[341/400]  Loss_D: -1.2369 Loss_G: -7.5840, Wasserstein_dist:1.6843, vae_loss_seen:735.4905 GZSL: seen=0.9404, unseen=0.8750, h=0.9065 ZSL: unseen accuracy=0.9135
[342/400]  Loss_D: -1.1904 Loss_G: -7.0615, Wasserstein_dist:1.6305, vae_loss_seen:739.6713 GZSL: seen=0.9424, unseen=0.8606, h=0.8996 ZSL: unseen accuracy=0.9154
[343/400]  Loss_D: -1.2725 Loss_G: -7.1605, Wasserstein_dist:1.7704, vae_loss_seen:743.2097 GZSL: seen=0.9346, unseen=0.8846, h=0.9089 ZSL: unseen accuracy=0.9173
[344/400]  Loss_D: -1.4732 Loss_G: -8.3818, Wasserstein_dist:1.9646, vae_loss_seen:740.9418 GZSL: seen=0.9611, unseen=0.8510, h=0.9027 ZSL: unseen accuracy=0.9221
[345/400]  Loss_D: -1.3193 Loss_G: -8.6280, Wasserstein_dist:1.7162, vae_loss_seen:738.0126 GZSL: seen=0.9517, unseen=0.8548, h=0.9007 ZSL: unseen accuracy=0.9144
[346/400]  Loss_D: -1.2617 Loss_G: -8.4668, Wasserstein_dist:1.7803, vae_loss_seen:730.7682 GZSL: seen=0.9489, unseen=0.8558, h=0.8999 ZSL: unseen accuracy=0.9163
[347/400]  Loss_D: -1.2364 Loss_G: -7.1731, Wasserstein_dist:1.7243, vae_loss_seen:743.0485 GZSL: seen=0.9466, unseen=0.8615, h=0.9021 ZSL: unseen accuracy=0.9135
[348/400]  Loss_D: -1.2145 Loss_G: -7.1165, Wasserstein_dist:1.6244, vae_loss_seen:737.4498 GZSL: seen=0.9267, unseen=0.8865, h=0.9062 ZSL: unseen accuracy=0.9163
[349/400]  Loss_D: -1.1700 Loss_G: -8.4057, Wasserstein_dist:1.6033, vae_loss_seen:737.6862 GZSL: seen=0.9433, unseen=0.8625, h=0.9011 ZSL: unseen accuracy=0.9183
[350/400]  Loss_D: -1.3563 Loss_G: -8.4177, Wasserstein_dist:1.8377, vae_loss_seen:738.5857 GZSL: seen=0.9481, unseen=0.8606, h=0.9022 ZSL: unseen accuracy=0.9192
[351/400]  Loss_D: -1.2370 Loss_G: -7.4186, Wasserstein_dist:1.7081, vae_loss_seen:748.8492 GZSL: seen=0.9387, unseen=0.8692, h=0.9026 ZSL: unseen accuracy=0.9087
[352/400]  Loss_D: -1.2762 Loss_G: -9.1691, Wasserstein_dist:1.8319, vae_loss_seen:736.8008 GZSL: seen=0.9605, unseen=0.8558, h=0.9051 ZSL: unseen accuracy=0.9106
[353/400]  Loss_D: -1.1300 Loss_G: -8.3135, Wasserstein_dist:1.6117, vae_loss_seen:724.5526 GZSL: seen=0.9274, unseen=0.8846, h=0.9055 ZSL: unseen accuracy=0.9096
[354/400]  Loss_D: -1.2393 Loss_G: -7.8154, Wasserstein_dist:1.7225, vae_loss_seen:731.5747 GZSL: seen=0.9519, unseen=0.8529, h=0.8997 ZSL: unseen accuracy=0.9029
[355/400]  Loss_D: -1.1376 Loss_G: -6.9754, Wasserstein_dist:1.6319, vae_loss_seen:724.4193 GZSL: seen=0.9442, unseen=0.8654, h=0.9031 ZSL: unseen accuracy=0.9125
[356/400]  Loss_D: -1.2830 Loss_G: -7.7141, Wasserstein_dist:1.7223, vae_loss_seen:723.3088 GZSL: seen=0.9547, unseen=0.8596, h=0.9047 ZSL: unseen accuracy=0.9192
[357/400]  Loss_D: -1.0996 Loss_G: -8.3144, Wasserstein_dist:1.5306, vae_loss_seen:728.6976 GZSL: seen=0.9544, unseen=0.8558, h=0.9024 ZSL: unseen accuracy=0.9125
[358/400]  Loss_D: -1.3113 Loss_G: -7.8525, Wasserstein_dist:1.8441, vae_loss_seen:746.2981 GZSL: seen=0.9632, unseen=0.8538, h=0.9052 ZSL: unseen accuracy=0.9125
[359/400]  Loss_D: -1.4658 Loss_G: -9.6376, Wasserstein_dist:1.9398, vae_loss_seen:739.5319 GZSL: seen=0.9449, unseen=0.8625, h=0.9018 ZSL: unseen accuracy=0.9115
[360/400]  Loss_D: -1.3215 Loss_G: -9.0345, Wasserstein_dist:1.7690, vae_loss_seen:743.6207 GZSL: seen=0.9279, unseen=0.8740, h=0.9002 ZSL: unseen accuracy=0.9144
[361/400]  Loss_D: -1.3317 Loss_G: -8.5984, Wasserstein_dist:1.8434, vae_loss_seen:741.6523 GZSL: seen=0.9463, unseen=0.8635, h=0.9030 ZSL: unseen accuracy=0.9183
[362/400]  Loss_D: -1.3868 Loss_G: -8.2377, Wasserstein_dist:1.8504, vae_loss_seen:734.5382 GZSL: seen=0.9313, unseen=0.8750, h=0.9023 ZSL: unseen accuracy=0.9192
[363/400]  Loss_D: -1.3919 Loss_G: -7.5322, Wasserstein_dist:1.9026, vae_loss_seen:730.5841 GZSL: seen=0.9545, unseen=0.8615, h=0.9056 ZSL: unseen accuracy=0.9212
[364/400]  Loss_D: -1.3516 Loss_G: -8.3232, Wasserstein_dist:1.8105, vae_loss_seen:726.5532 GZSL: seen=0.9278, unseen=0.8788, h=0.9026 ZSL: unseen accuracy=0.9106
[365/400]  Loss_D: -1.2457 Loss_G: -7.2209, Wasserstein_dist:1.7462, vae_loss_seen:745.3091 GZSL: seen=0.9540, unseen=0.8567, h=0.9028 ZSL: unseen accuracy=0.9115
[366/400]  Loss_D: -1.2022 Loss_G: -8.5992, Wasserstein_dist:1.7025, vae_loss_seen:724.5497 GZSL: seen=0.9562, unseen=0.8596, h=0.9053 ZSL: unseen accuracy=0.9135
[367/400]  Loss_D: -1.1638 Loss_G: -7.6692, Wasserstein_dist:1.6141, vae_loss_seen:729.5002 GZSL: seen=0.9467, unseen=0.8692, h=0.9063 ZSL: unseen accuracy=0.9058
[368/400]  Loss_D: -1.1234 Loss_G: -7.5768, Wasserstein_dist:1.5707, vae_loss_seen:731.4003 GZSL: seen=0.9537, unseen=0.8615, h=0.9053 ZSL: unseen accuracy=0.9163
[369/400]  Loss_D: -1.2678 Loss_G: -8.7544, Wasserstein_dist:1.8225, vae_loss_seen:734.0443 GZSL: seen=0.9325, unseen=0.8769, h=0.9039 ZSL: unseen accuracy=0.9096
[370/400]  Loss_D: -1.1698 Loss_G: -9.1408, Wasserstein_dist:1.6961, vae_loss_seen:731.2122 GZSL: seen=0.9471, unseen=0.8721, h=0.9081 ZSL: unseen accuracy=0.9096
[371/400]  Loss_D: -1.2366 Loss_G: -8.4322, Wasserstein_dist:1.7074, vae_loss_seen:721.1077 GZSL: seen=0.9476, unseen=0.8529, h=0.8978 ZSL: unseen accuracy=0.9029
[372/400]  Loss_D: -1.3695 Loss_G: -9.2213, Wasserstein_dist:1.9272, vae_loss_seen:733.5252 GZSL: seen=0.9496, unseen=0.8654, h=0.9055 ZSL: unseen accuracy=0.9163
[373/400]  Loss_D: -1.2729 Loss_G: -8.3486, Wasserstein_dist:1.7769, vae_loss_seen:739.3851 GZSL: seen=0.9514, unseen=0.8702, h=0.9090 ZSL: unseen accuracy=0.9260
[374/400]  Loss_D: -1.2205 Loss_G: -8.5879, Wasserstein_dist:1.7326, vae_loss_seen:739.5420 GZSL: seen=0.9454, unseen=0.8644, h=0.9031 ZSL: unseen accuracy=0.9096
[375/400]  Loss_D: -1.3375 Loss_G: -8.3165, Wasserstein_dist:1.8026, vae_loss_seen:739.3294 GZSL: seen=0.9628, unseen=0.8481, h=0.9018 ZSL: unseen accuracy=0.9038
[376/400]  Loss_D: -1.1694 Loss_G: -8.3076, Wasserstein_dist:1.6486, vae_loss_seen:719.5212 GZSL: seen=0.9532, unseen=0.8558, h=0.9018 ZSL: unseen accuracy=0.9115
[377/400]  Loss_D: -1.2638 Loss_G: -8.7563, Wasserstein_dist:1.7352, vae_loss_seen:733.2255 GZSL: seen=0.9452, unseen=0.8635, h=0.9025 ZSL: unseen accuracy=0.9067
[378/400]  Loss_D: -1.1603 Loss_G: -8.0864, Wasserstein_dist:1.6103, vae_loss_seen:733.1472 GZSL: seen=0.9486, unseen=0.8673, h=0.9062 ZSL: unseen accuracy=0.9125
[379/400]  Loss_D: -1.3918 Loss_G: -8.8228, Wasserstein_dist:1.8553, vae_loss_seen:731.2965 GZSL: seen=0.9295, unseen=0.8769, h=0.9025 ZSL: unseen accuracy=0.9087
[380/400]  Loss_D: -1.2169 Loss_G: -9.1089, Wasserstein_dist:1.6279, vae_loss_seen:722.4937 GZSL: seen=0.9283, unseen=0.8827, h=0.9049 ZSL: unseen accuracy=0.9048
[381/400]  Loss_D: -1.2553 Loss_G: -7.6423, Wasserstein_dist:1.7028, vae_loss_seen:726.0093 GZSL: seen=0.9379, unseen=0.8788, h=0.9074 ZSL: unseen accuracy=0.9173
[382/400]  Loss_D: -1.3175 Loss_G: -8.3002, Wasserstein_dist:1.8339, vae_loss_seen:739.0173 GZSL: seen=0.9336, unseen=0.8798, h=0.9059 ZSL: unseen accuracy=0.9192
[383/400]  Loss_D: -1.2152 Loss_G: -8.3427, Wasserstein_dist:1.7025, vae_loss_seen:741.2247 GZSL: seen=0.9448, unseen=0.8615, h=0.9012 ZSL: unseen accuracy=0.9067
[384/400]  Loss_D: -1.0812 Loss_G: -9.2276, Wasserstein_dist:1.5596, vae_loss_seen:728.8002 GZSL: seen=0.9492, unseen=0.8769, h=0.9116 ZSL: unseen accuracy=0.9173
[385/400]  Loss_D: -1.4125 Loss_G: -8.1328, Wasserstein_dist:1.8997, vae_loss_seen:735.4879 GZSL: seen=0.9323, unseen=0.8692, h=0.8997 ZSL: unseen accuracy=0.9077
