HYPER-PARAMETERS
[126/400]  Loss_D: -1.7333 Loss_G: -2.3216, Wasserstein_dist:2.3724, vae_loss_seen:354.4609 GZSL: seen=0.3820, unseen=0.4538, h=0.4148 ZSL: unseen accuracy=0.6500
[127/400]  Loss_D: -1.8430 Loss_G: -2.3481, Wasserstein_dist:2.4763, vae_loss_seen:366.4508 GZSL: seen=0.3765, unseen=0.4673, h=0.4170 ZSL: unseen accuracy=0.6423
[128/400]  Loss_D: -1.8018 Loss_G: -2.4122, Wasserstein_dist:2.4017, vae_loss_seen:381.0272 GZSL: seen=0.3679, unseen=0.4673, h=0.4117 ZSL: unseen accuracy=0.6442
[129/400]  Loss_D: -2.0251 Loss_G: -2.2659, Wasserstein_dist:2.6810, vae_loss_seen:371.2968 GZSL: seen=0.3704, unseen=0.4692, h=0.4140 ZSL: unseen accuracy=0.6654
[130/400]  Loss_D: -1.6785 Loss_G: -2.3009, Wasserstein_dist:2.3400, vae_loss_seen:362.3206 GZSL: seen=0.3815, unseen=0.4654, h=0.4193 ZSL: unseen accuracy=0.6462
[131/400]  Loss_D: -1.7939 Loss_G: -2.5190, Wasserstein_dist:2.4527, vae_loss_seen:370.1463 GZSL: seen=0.3804, unseen=0.4702, h=0.4206 ZSL: unseen accuracy=0.6577
[132/400]  Loss_D: -1.7357 Loss_G: -2.3407, Wasserstein_dist:2.4198, vae_loss_seen:354.9913 GZSL: seen=0.3528, unseen=0.5029, h=0.4147 ZSL: unseen accuracy=0.6510
[133/400]  Loss_D: -1.8908 Loss_G: -2.5769, Wasserstein_dist:2.5629, vae_loss_seen:354.8406 GZSL: seen=0.3623, unseen=0.4596, h=0.4052 ZSL: unseen accuracy=0.6510
[134/400]  Loss_D: -1.7789 Loss_G: -2.4567, Wasserstein_dist:2.4230, vae_loss_seen:370.5164 GZSL: seen=0.3739, unseen=0.4760, h=0.4188 ZSL: unseen accuracy=0.6413
[135/400]  Loss_D: -1.8288 Loss_G: -2.7729, Wasserstein_dist:2.5132, vae_loss_seen:363.9173 GZSL: seen=0.3736, unseen=0.4769, h=0.4190 ZSL: unseen accuracy=0.6644
[136/400]  Loss_D: -1.8344 Loss_G: -2.1552, Wasserstein_dist:2.4249, vae_loss_seen:370.5829 GZSL: seen=0.3620, unseen=0.4904, h=0.4165 ZSL: unseen accuracy=0.6663
[137/400]  Loss_D: -1.6664 Loss_G: -2.3085, Wasserstein_dist:2.2311, vae_loss_seen:361.5769 GZSL: seen=0.3698, unseen=0.4817, h=0.4184 ZSL: unseen accuracy=0.6567
[138/400]  Loss_D: -1.8097 Loss_G: -2.9064, Wasserstein_dist:2.4820, vae_loss_seen:373.2811 GZSL: seen=0.3863, unseen=0.4490, h=0.4153 ZSL: unseen accuracy=0.6413
[139/400]  Loss_D: -1.8175 Loss_G: -2.3578, Wasserstein_dist:2.4253, vae_loss_seen:364.2439 GZSL: seen=0.3729, unseen=0.5000, h=0.4272 ZSL: unseen accuracy=0.6615
[140/400]  Loss_D: -1.7783 Loss_G: -2.5488, Wasserstein_dist:2.5055, vae_loss_seen:357.1883 GZSL: seen=0.3761, unseen=0.4712, h=0.4183 ZSL: unseen accuracy=0.6625
[141/400]  Loss_D: -1.7312 Loss_G: -2.7928, Wasserstein_dist:2.4883, vae_loss_seen:362.2722 GZSL: seen=0.3703, unseen=0.4587, h=0.4098 ZSL: unseen accuracy=0.6471
[142/400]  Loss_D: -1.7769 Loss_G: -2.6245, Wasserstein_dist:2.3567, vae_loss_seen:365.6810 GZSL: seen=0.3799, unseen=0.4702, h=0.4203 ZSL: unseen accuracy=0.6606
[143/400]  Loss_D: -1.6344 Loss_G: -2.2636, Wasserstein_dist:2.1907, vae_loss_seen:358.4474 GZSL: seen=0.3737, unseen=0.4663, h=0.4149 ZSL: unseen accuracy=0.6567
[144/400]  Loss_D: -1.6559 Loss_G: -2.3581, Wasserstein_dist:2.2247, vae_loss_seen:351.6057 GZSL: seen=0.3720, unseen=0.4856, h=0.4212 ZSL: unseen accuracy=0.6587
[145/400]  Loss_D: -1.6733 Loss_G: -2.3072, Wasserstein_dist:2.2873, vae_loss_seen:355.9007 GZSL: seen=0.3886, unseen=0.4442, h=0.4145 ZSL: unseen accuracy=0.6529
[146/400]  Loss_D: -1.7870 Loss_G: -2.3030, Wasserstein_dist:2.4003, vae_loss_seen:358.9688 GZSL: seen=0.3834, unseen=0.4510, h=0.4145 ZSL: unseen accuracy=0.6519
[147/400]  Loss_D: -1.6772 Loss_G: -2.2388, Wasserstein_dist:2.2512, vae_loss_seen:354.7089 GZSL: seen=0.3811, unseen=0.4712, h=0.4213 ZSL: unseen accuracy=0.6538
[148/400]  Loss_D: -1.9537 Loss_G: -2.8545, Wasserstein_dist:2.5712, vae_loss_seen:369.8817 GZSL: seen=0.3541, unseen=0.5106, h=0.4182 ZSL: unseen accuracy=0.6683
[149/400]  Loss_D: -1.6160 Loss_G: -2.7075, Wasserstein_dist:2.2879, vae_loss_seen:363.8142 GZSL: seen=0.3741, unseen=0.4577, h=0.4117 ZSL: unseen accuracy=0.6548
[150/400]  Loss_D: -1.7509 Loss_G: -2.9652, Wasserstein_dist:2.4292, vae_loss_seen:357.2080 GZSL: seen=0.3904, unseen=0.4404, h=0.4139 ZSL: unseen accuracy=0.6538
[151/400]  Loss_D: -1.6434 Loss_G: -2.0509, Wasserstein_dist:2.1240, vae_loss_seen:351.3748 GZSL: seen=0.3721, unseen=0.4712, h=0.4158 ZSL: unseen accuracy=0.6442
[152/400]  Loss_D: -1.7141 Loss_G: -2.5547, Wasserstein_dist:2.2661, vae_loss_seen:377.4426 GZSL: seen=0.3599, unseen=0.4865, h=0.4137 ZSL: unseen accuracy=0.6577
[153/400]  Loss_D: -1.6792 Loss_G: -2.2603, Wasserstein_dist:2.2686, vae_loss_seen:369.3711 GZSL: seen=0.3945, unseen=0.4500, h=0.4204 ZSL: unseen accuracy=0.6558
[154/400]  Loss_D: -1.7979 Loss_G: -2.7008, Wasserstein_dist:2.4758, vae_loss_seen:369.6342 GZSL: seen=0.3618, unseen=0.4904, h=0.4164 ZSL: unseen accuracy=0.6606
[155/400]  Loss_D: -1.8523 Loss_G: -2.8120, Wasserstein_dist:2.4015, vae_loss_seen:360.4863 GZSL: seen=0.3820, unseen=0.4577, h=0.4164 ZSL: unseen accuracy=0.6567
[156/400]  Loss_D: -1.6485 Loss_G: -2.5904, Wasserstein_dist:2.2059, vae_loss_seen:360.6480 GZSL: seen=0.3763, unseen=0.4817, h=0.4225 ZSL: unseen accuracy=0.6596
[157/400]  Loss_D: -1.5447 Loss_G: -2.5382, Wasserstein_dist:2.0724, vae_loss_seen:359.6397 GZSL: seen=0.3520, unseen=0.4981, h=0.4125 ZSL: unseen accuracy=0.6452
[158/400]  Loss_D: -1.6724 Loss_G: -2.5406, Wasserstein_dist:2.2538, vae_loss_seen:365.3374 GZSL: seen=0.3698, unseen=0.4702, h=0.4140 ZSL: unseen accuracy=0.6500
[159/400]  Loss_D: -1.6735 Loss_G: -2.3298, Wasserstein_dist:2.2529, vae_loss_seen:370.6860 GZSL: seen=0.3575, unseen=0.4798, h=0.4097 ZSL: unseen accuracy=0.6587
[160/400]  Loss_D: -1.7136 Loss_G: -2.4173, Wasserstein_dist:2.3766, vae_loss_seen:372.4917 GZSL: seen=0.3978, unseen=0.4288, h=0.4128 ZSL: unseen accuracy=0.6442
[161/400]  Loss_D: -1.6957 Loss_G: -2.5432, Wasserstein_dist:2.2885, vae_loss_seen:361.8959 GZSL: seen=0.4044, unseen=0.4212, h=0.4126 ZSL: unseen accuracy=0.6413
[162/400]  Loss_D: -1.6598 Loss_G: -2.5023, Wasserstein_dist:2.1759, vae_loss_seen:370.0173 GZSL: seen=0.3608, unseen=0.5096, h=0.4225 ZSL: unseen accuracy=0.6538
[163/400]  Loss_D: -1.5538 Loss_G: -2.2678, Wasserstein_dist:2.1182, vae_loss_seen:346.6575 GZSL: seen=0.3681, unseen=0.4740, h=0.4144 ZSL: unseen accuracy=0.6625
[164/400]  Loss_D: -1.4666 Loss_G: -2.2753, Wasserstein_dist:1.9485, vae_loss_seen:362.5629 GZSL: seen=0.3887, unseen=0.4394, h=0.4125 ZSL: unseen accuracy=0.6519
[165/400]  Loss_D: -1.6291 Loss_G: -2.3243, Wasserstein_dist:2.2693, vae_loss_seen:359.8611 GZSL: seen=0.3484, unseen=0.5356, h=0.4221 ZSL: unseen accuracy=0.6548
[166/400]  Loss_D: -1.6450 Loss_G: -2.2460, Wasserstein_dist:2.2759, vae_loss_seen:367.8702 GZSL: seen=0.3537, unseen=0.5000, h=0.4143 ZSL: unseen accuracy=0.6481
[167/400]  Loss_D: -1.7790 Loss_G: -2.6965, Wasserstein_dist:2.3503, vae_loss_seen:367.5706 GZSL: seen=0.3738, unseen=0.4798, h=0.4202 ZSL: unseen accuracy=0.6587
[168/400]  Loss_D: -1.6306 Loss_G: -2.5051, Wasserstein_dist:2.2620, vae_loss_seen:353.4757 GZSL: seen=0.3791, unseen=0.4663, h=0.4182 ZSL: unseen accuracy=0.6577
[169/400]  Loss_D: -1.7547 Loss_G: -2.5417, Wasserstein_dist:2.2672, vae_loss_seen:367.7780 GZSL: seen=0.3867, unseen=0.4346, h=0.4093 ZSL: unseen accuracy=0.6529
[170/400]  Loss_D: -1.5083 Loss_G: -2.5540, Wasserstein_dist:2.0704, vae_loss_seen:357.3413 GZSL: seen=0.3769, unseen=0.4587, h=0.4138 ZSL: unseen accuracy=0.6529
[171/400]  Loss_D: -1.6736 Loss_G: -2.6188, Wasserstein_dist:2.2730, vae_loss_seen:374.2977 GZSL: seen=0.3858, unseen=0.4413, h=0.4117 ZSL: unseen accuracy=0.6529
[172/400]  Loss_D: -1.5329 Loss_G: -2.4118, Wasserstein_dist:2.0828, vae_loss_seen:343.3950 GZSL: seen=0.3751, unseen=0.4538, h=0.4107 ZSL: unseen accuracy=0.6452
[173/400]  Loss_D: -1.5307 Loss_G: -2.4066, Wasserstein_dist:2.0957, vae_loss_seen:336.4729 GZSL: seen=0.3899, unseen=0.4433, h=0.4149 ZSL: unseen accuracy=0.6433
[174/400]  Loss_D: -1.5058 Loss_G: -2.6398, Wasserstein_dist:2.0123, vae_loss_seen:356.6935 GZSL: seen=0.3668, unseen=0.4846, h=0.4176 ZSL: unseen accuracy=0.6500
[175/400]  Loss_D: -1.7685 Loss_G: -2.9114, Wasserstein_dist:2.4209, vae_loss_seen:367.1870 GZSL: seen=0.3832, unseen=0.4596, h=0.4179 ZSL: unseen accuracy=0.6462
[176/400]  Loss_D: -1.6429 Loss_G: -2.7421, Wasserstein_dist:2.1866, vae_loss_seen:356.8874 GZSL: seen=0.3790, unseen=0.4510, h=0.4119 ZSL: unseen accuracy=0.6471
[177/400]  Loss_D: -1.5806 Loss_G: -2.6455, Wasserstein_dist:2.1960, vae_loss_seen:368.6454 GZSL: seen=0.3646, unseen=0.4827, h=0.4154 ZSL: unseen accuracy=0.6471
[178/400]  Loss_D: -1.5592 Loss_G: -2.5405, Wasserstein_dist:2.0782, vae_loss_seen:376.2297 GZSL: seen=0.3737, unseen=0.4769, h=0.4190 ZSL: unseen accuracy=0.6510
[179/400]  Loss_D: -1.3889 Loss_G: -2.0404, Wasserstein_dist:1.8354, vae_loss_seen:341.6794 GZSL: seen=0.3841, unseen=0.4596, h=0.4185 ZSL: unseen accuracy=0.6433
[180/400]  Loss_D: -1.5736 Loss_G: -2.4831, Wasserstein_dist:2.0702, vae_loss_seen:365.0628 GZSL: seen=0.3738, unseen=0.4615, h=0.4130 ZSL: unseen accuracy=0.6442
[181/400]  Loss_D: -1.6616 Loss_G: -2.6664, Wasserstein_dist:2.3118, vae_loss_seen:359.8308 GZSL: seen=0.3537, unseen=0.5038, h=0.4156 ZSL: unseen accuracy=0.6548
[182/400]  Loss_D: -1.6302 Loss_G: -2.7482, Wasserstein_dist:2.1943, vae_loss_seen:359.7503 GZSL: seen=0.3715, unseen=0.4577, h=0.4101 ZSL: unseen accuracy=0.6471
[183/400]  Loss_D: -1.5613 Loss_G: -2.7117, Wasserstein_dist:2.1409, vae_loss_seen:359.2214 GZSL: seen=0.3729, unseen=0.4731, h=0.4171 ZSL: unseen accuracy=0.6500
[184/400]  Loss_D: -1.6142 Loss_G: -2.7329, Wasserstein_dist:2.2535, vae_loss_seen:365.5199 GZSL: seen=0.3927, unseen=0.4452, h=0.4173 ZSL: unseen accuracy=0.6529
[185/400]  Loss_D: -1.6685 Loss_G: -2.9115, Wasserstein_dist:2.2135, vae_loss_seen:377.8599 GZSL: seen=0.3667, unseen=0.4731, h=0.4132 ZSL: unseen accuracy=0.6442
[186/400]  Loss_D: -1.4924 Loss_G: -2.5787, Wasserstein_dist:2.0126, vae_loss_seen:348.8962 GZSL: seen=0.3774, unseen=0.4817, h=0.4233 ZSL: unseen accuracy=0.6481
[187/400]  Loss_D: -1.5850 Loss_G: -2.8776, Wasserstein_dist:2.1517, vae_loss_seen:368.5368 GZSL: seen=0.3736, unseen=0.4837, h=0.4216 ZSL: unseen accuracy=0.6375
[188/400]  Loss_D: -1.6278 Loss_G: -2.5935, Wasserstein_dist:2.2288, vae_loss_seen:350.1133 GZSL: seen=0.3749, unseen=0.4673, h=0.4160 ZSL: unseen accuracy=0.6481
[189/400]  Loss_D: -1.7051 Loss_G: -2.8861, Wasserstein_dist:2.3355, vae_loss_seen:366.1658 GZSL: seen=0.3782, unseen=0.4538, h=0.4126 ZSL: unseen accuracy=0.6442
[190/400]  Loss_D: -1.6497 Loss_G: -2.5082, Wasserstein_dist:2.2048, vae_loss_seen:337.8129 GZSL: seen=0.3514, unseen=0.4913, h=0.4097 ZSL: unseen accuracy=0.6471
[191/400]  Loss_D: -1.4501 Loss_G: -2.1876, Wasserstein_dist:1.9657, vae_loss_seen:348.9921 GZSL: seen=0.3700, unseen=0.4760, h=0.4164 ZSL: unseen accuracy=0.6490
[192/400]  Loss_D: -1.6426 Loss_G: -2.9450, Wasserstein_dist:2.2601, vae_loss_seen:356.0933 GZSL: seen=0.4016, unseen=0.4356, h=0.4179 ZSL: unseen accuracy=0.6462
[193/400]  Loss_D: -1.5691 Loss_G: -2.7567, Wasserstein_dist:2.1772, vae_loss_seen:359.6130 GZSL: seen=0.3707, unseen=0.4471, h=0.4053 ZSL: unseen accuracy=0.6413
[194/400]  Loss_D: -1.6149 Loss_G: -2.9713, Wasserstein_dist:2.2275, vae_loss_seen:358.8937 GZSL: seen=0.3850, unseen=0.4721, h=0.4241 ZSL: unseen accuracy=0.6452
[195/400]  Loss_D: -1.7103 Loss_G: -2.8315, Wasserstein_dist:2.3124, vae_loss_seen:369.8122 GZSL: seen=0.3753, unseen=0.4519, h=0.4101 ZSL: unseen accuracy=0.6375
[196/400]  Loss_D: -1.5704 Loss_G: -2.5437, Wasserstein_dist:2.0979, vae_loss_seen:356.1660 GZSL: seen=0.3812, unseen=0.4510, h=0.4132 ZSL: unseen accuracy=0.6490
[197/400]  Loss_D: -1.4344 Loss_G: -2.3386, Wasserstein_dist:1.9056, vae_loss_seen:365.2091 GZSL: seen=0.3768, unseen=0.4788, h=0.4217 ZSL: unseen accuracy=0.6548
[198/400]  Loss_D: -1.5048 Loss_G: -2.5958, Wasserstein_dist:2.0489, vae_loss_seen:350.0844 GZSL: seen=0.3615, unseen=0.4962, h=0.4183 ZSL: unseen accuracy=0.6481
[199/400]  Loss_D: -1.4798 Loss_G: -2.4476, Wasserstein_dist:2.0677, vae_loss_seen:349.1637 GZSL: seen=0.3787, unseen=0.4606, h=0.4157 ZSL: unseen accuracy=0.6490
[200/400]  Loss_D: -1.6680 Loss_G: -2.7359, Wasserstein_dist:2.1821, vae_loss_seen:356.3236 GZSL: seen=0.3531, unseen=0.4971, h=0.4129 ZSL: unseen accuracy=0.6452
[201/400]  Loss_D: -1.4095 Loss_G: -2.4471, Wasserstein_dist:1.8386, vae_loss_seen:349.2007 GZSL: seen=0.3883, unseen=0.4481, h=0.4160 ZSL: unseen accuracy=0.6433
[202/400]  Loss_D: -1.4847 Loss_G: -2.7054, Wasserstein_dist:1.9404, vae_loss_seen:365.3811 GZSL: seen=0.3774, unseen=0.4654, h=0.4168 ZSL: unseen accuracy=0.6519
[203/400]  Loss_D: -1.4890 Loss_G: -2.6128, Wasserstein_dist:2.0013, vae_loss_seen:369.9382 GZSL: seen=0.3748, unseen=0.4442, h=0.4066 ZSL: unseen accuracy=0.6365
[204/400]  Loss_D: -1.4782 Loss_G: -2.6215, Wasserstein_dist:1.9343, vae_loss_seen:345.7394 GZSL: seen=0.3893, unseen=0.4452, h=0.4154 ZSL: unseen accuracy=0.6442
[205/400]  Loss_D: -1.4639 Loss_G: -2.8379, Wasserstein_dist:2.0133, vae_loss_seen:362.4376 GZSL: seen=0.3995, unseen=0.4442, h=0.4207 ZSL: unseen accuracy=0.6481
[206/400]  Loss_D: -1.5416 Loss_G: -2.5932, Wasserstein_dist:2.1305, vae_loss_seen:352.7467 GZSL: seen=0.3479, unseen=0.5067, h=0.4126 ZSL: unseen accuracy=0.6394
[207/400]  Loss_D: -1.5501 Loss_G: -2.5666, Wasserstein_dist:2.0782, vae_loss_seen:348.6382 GZSL: seen=0.3823, unseen=0.4548, h=0.4154 ZSL: unseen accuracy=0.6423
[208/400]  Loss_D: -1.4908 Loss_G: -3.1474, Wasserstein_dist:2.0007, vae_loss_seen:371.3640 GZSL: seen=0.3968, unseen=0.4346, h=0.4149 ZSL: unseen accuracy=0.6558
[209/400]  Loss_D: -1.4797 Loss_G: -2.3794, Wasserstein_dist:1.9401, vae_loss_seen:362.0271 GZSL: seen=0.3749, unseen=0.4567, h=0.4118 ZSL: unseen accuracy=0.6490
[210/400]  Loss_D: -1.6767 Loss_G: -3.2306, Wasserstein_dist:2.2779, vae_loss_seen:375.2383 GZSL: seen=0.3927, unseen=0.4490, h=0.4190 ZSL: unseen accuracy=0.6500
[211/400]  Loss_D: -1.5092 Loss_G: -2.8013, Wasserstein_dist:2.0975, vae_loss_seen:353.4406 GZSL: seen=0.3662, unseen=0.4846, h=0.4171 ZSL: unseen accuracy=0.6452
[212/400]  Loss_D: -1.5133 Loss_G: -2.6838, Wasserstein_dist:2.0298, vae_loss_seen:360.7565 GZSL: seen=0.3929, unseen=0.4567, h=0.4224 ZSL: unseen accuracy=0.6481
[213/400]  Loss_D: -1.4869 Loss_G: -2.5957, Wasserstein_dist:1.9632, vae_loss_seen:362.0770 GZSL: seen=0.3796, unseen=0.4558, h=0.4142 ZSL: unseen accuracy=0.6433
[214/400]  Loss_D: -1.4878 Loss_G: -2.6495, Wasserstein_dist:2.0112, vae_loss_seen:359.4099 GZSL: seen=0.3850, unseen=0.4692, h=0.4230 ZSL: unseen accuracy=0.6423
[215/400]  Loss_D: -1.4370 Loss_G: -2.9480, Wasserstein_dist:1.9792, vae_loss_seen:354.6036 GZSL: seen=0.3831, unseen=0.4750, h=0.4242 ZSL: unseen accuracy=0.6442
[216/400]  Loss_D: -1.4902 Loss_G: -2.4904, Wasserstein_dist:1.9976, vae_loss_seen:353.5281 GZSL: seen=0.3861, unseen=0.4654, h=0.4221 ZSL: unseen accuracy=0.6490
[217/400]  Loss_D: -1.4997 Loss_G: -2.6969, Wasserstein_dist:1.9864, vae_loss_seen:367.9521 GZSL: seen=0.3815, unseen=0.4663, h=0.4197 ZSL: unseen accuracy=0.6490
[218/400]  Loss_D: -1.5544 Loss_G: -2.7270, Wasserstein_dist:2.0376, vae_loss_seen:363.6542 GZSL: seen=0.3651, unseen=0.4837, h=0.4161 ZSL: unseen accuracy=0.6529
[219/400]  Loss_D: -1.4653 Loss_G: -2.4578, Wasserstein_dist:1.9346, vae_loss_seen:357.4575 GZSL: seen=0.3557, unseen=0.4885, h=0.4117 ZSL: unseen accuracy=0.6385
[220/400]  Loss_D: -1.4140 Loss_G: -2.6440, Wasserstein_dist:1.9182, vae_loss_seen:349.3403 GZSL: seen=0.3842, unseen=0.4558, h=0.4169 ZSL: unseen accuracy=0.6500
[221/400]  Loss_D: -1.5300 Loss_G: -2.7626, Wasserstein_dist:2.0183, vae_loss_seen:362.5953 GZSL: seen=0.3674, unseen=0.4904, h=0.4201 ZSL: unseen accuracy=0.6490
[222/400]  Loss_D: -1.5107 Loss_G: -2.7161, Wasserstein_dist:2.0058, vae_loss_seen:364.7382 GZSL: seen=0.3920, unseen=0.4471, h=0.4177 ZSL: unseen accuracy=0.6346
[223/400]  Loss_D: -1.4285 Loss_G: -2.6779, Wasserstein_dist:1.9013, vae_loss_seen:358.4795 GZSL: seen=0.3781, unseen=0.4548, h=0.4129 ZSL: unseen accuracy=0.6385
[224/400]  Loss_D: -1.4492 Loss_G: -2.9038, Wasserstein_dist:1.9814, vae_loss_seen:369.8187 GZSL: seen=0.3627, unseen=0.4846, h=0.4149 ZSL: unseen accuracy=0.6442
[225/400]  Loss_D: -1.4956 Loss_G: -2.3326, Wasserstein_dist:1.9648, vae_loss_seen:373.8422 GZSL: seen=0.3882, unseen=0.4317, h=0.4088 ZSL: unseen accuracy=0.6385
[226/400]  Loss_D: -1.6047 Loss_G: -2.8873, Wasserstein_dist:2.1080, vae_loss_seen:350.4806 GZSL: seen=0.3808, unseen=0.4596, h=0.4165 ZSL: unseen accuracy=0.6577
[227/400]  Loss_D: -1.5475 Loss_G: -2.9006, Wasserstein_dist:2.1238, vae_loss_seen:376.6802 GZSL: seen=0.3823, unseen=0.4702, h=0.4217 ZSL: unseen accuracy=0.6452
[228/400]  Loss_D: -1.4566 Loss_G: -2.5449, Wasserstein_dist:2.0089, vae_loss_seen:349.3386 GZSL: seen=0.3895, unseen=0.4346, h=0.4108 ZSL: unseen accuracy=0.6404
[229/400]  Loss_D: -1.3535 Loss_G: -2.3779, Wasserstein_dist:1.8222, vae_loss_seen:344.9432 GZSL: seen=0.3797, unseen=0.4577, h=0.4151 ZSL: unseen accuracy=0.6423
[230/400]  Loss_D: -1.3054 Loss_G: -2.7355, Wasserstein_dist:1.7741, vae_loss_seen:366.4702 GZSL: seen=0.3925, unseen=0.4308, h=0.4107 ZSL: unseen accuracy=0.6394
[231/400]  Loss_D: -1.4789 Loss_G: -3.0155, Wasserstein_dist:2.0062, vae_loss_seen:364.8275 GZSL: seen=0.3721, unseen=0.4712, h=0.4158 ZSL: unseen accuracy=0.6423
[232/400]  Loss_D: -1.4440 Loss_G: -2.7238, Wasserstein_dist:1.9724, vae_loss_seen:355.0431 GZSL: seen=0.3863, unseen=0.4519, h=0.4165 ZSL: unseen accuracy=0.6433
[233/400]  Loss_D: -1.4036 Loss_G: -3.1931, Wasserstein_dist:1.9811, vae_loss_seen:358.5042 GZSL: seen=0.3990, unseen=0.4356, h=0.4165 ZSL: unseen accuracy=0.6413
[234/400]  Loss_D: -1.5180 Loss_G: -2.5611, Wasserstein_dist:1.9962, vae_loss_seen:353.5225 GZSL: seen=0.4023, unseen=0.4317, h=0.4165 ZSL: unseen accuracy=0.6394
[235/400]  Loss_D: -1.4589 Loss_G: -2.6382, Wasserstein_dist:1.9666, vae_loss_seen:360.7166 GZSL: seen=0.3694, unseen=0.4923, h=0.4221 ZSL: unseen accuracy=0.6510
[236/400]  Loss_D: -1.5092 Loss_G: -2.7866, Wasserstein_dist:1.9392, vae_loss_seen:358.8469 GZSL: seen=0.3928, unseen=0.4596, h=0.4236 ZSL: unseen accuracy=0.6519
[237/400]  Loss_D: -1.4345 Loss_G: -3.0950, Wasserstein_dist:2.0000, vae_loss_seen:367.8619 GZSL: seen=0.3555, unseen=0.5010, h=0.4159 ZSL: unseen accuracy=0.6365
[238/400]  Loss_D: -1.6182 Loss_G: -3.0469, Wasserstein_dist:2.1762, vae_loss_seen:364.9707 GZSL: seen=0.3865, unseen=0.4606, h=0.4203 ZSL: unseen accuracy=0.6500
[239/400]  Loss_D: -1.4021 Loss_G: -2.4819, Wasserstein_dist:1.8495, vae_loss_seen:358.0619 GZSL: seen=0.3546, unseen=0.4981, h=0.4142 ZSL: unseen accuracy=0.6423
[240/400]  Loss_D: -1.2976 Loss_G: -2.6215, Wasserstein_dist:1.7479, vae_loss_seen:348.0816 GZSL: seen=0.3851, unseen=0.4490, h=0.4146 ZSL: unseen accuracy=0.6442
[241/400]  Loss_D: -1.5029 Loss_G: -2.9402, Wasserstein_dist:2.0744, vae_loss_seen:354.6431 GZSL: seen=0.3858, unseen=0.4490, h=0.4150 ZSL: unseen accuracy=0.6413
[242/400]  Loss_D: -1.5145 Loss_G: -2.8921, Wasserstein_dist:2.0156, vae_loss_seen:364.2521 GZSL: seen=0.3943, unseen=0.4471, h=0.4190 ZSL: unseen accuracy=0.6404
[243/400]  Loss_D: -1.5176 Loss_G: -3.2183, Wasserstein_dist:2.0829, vae_loss_seen:382.2388 GZSL: seen=0.3725, unseen=0.4760, h=0.4179 ZSL: unseen accuracy=0.6510
[244/400]  Loss_D: -1.4645 Loss_G: -3.2219, Wasserstein_dist:2.0198, vae_loss_seen:371.8001 GZSL: seen=0.3962, unseen=0.4433, h=0.4184 ZSL: unseen accuracy=0.6442
[245/400]  Loss_D: -1.4182 Loss_G: -2.9707, Wasserstein_dist:1.9804, vae_loss_seen:351.5366 GZSL: seen=0.3725, unseen=0.4933, h=0.4245 ZSL: unseen accuracy=0.6471
[246/400]  Loss_D: -1.2706 Loss_G: -2.5410, Wasserstein_dist:1.7411, vae_loss_seen:355.0477 GZSL: seen=0.3885, unseen=0.4663, h=0.4239 ZSL: unseen accuracy=0.6462
[247/400]  Loss_D: -1.4127 Loss_G: -2.9282, Wasserstein_dist:2.0071, vae_loss_seen:345.2954 GZSL: seen=0.3891, unseen=0.4548, h=0.4194 ZSL: unseen accuracy=0.6500
[248/400]  Loss_D: -1.2848 Loss_G: -2.7183, Wasserstein_dist:1.7949, vae_loss_seen:359.0150 GZSL: seen=0.3948, unseen=0.4471, h=0.4194 ZSL: unseen accuracy=0.6433
[249/400]  Loss_D: -1.4181 Loss_G: -2.5864, Wasserstein_dist:1.9141, vae_loss_seen:372.2231 GZSL: seen=0.3559, unseen=0.5038, h=0.4171 ZSL: unseen accuracy=0.6490
[250/400]  Loss_D: -1.4010 Loss_G: -2.8348, Wasserstein_dist:1.8956, vae_loss_seen:353.9013 GZSL: seen=0.3899, unseen=0.4500, h=0.4178 ZSL: unseen accuracy=0.6404
[251/400]  Loss_D: -1.5227 Loss_G: -2.8355, Wasserstein_dist:2.0300, vae_loss_seen:366.3161 GZSL: seen=0.3872, unseen=0.4635, h=0.4219 ZSL: unseen accuracy=0.6337
[252/400]  Loss_D: -1.3603 Loss_G: -2.8231, Wasserstein_dist:1.8503, vae_loss_seen:363.2100 GZSL: seen=0.3911, unseen=0.4471, h=0.4172 ZSL: unseen accuracy=0.6510
[253/400]  Loss_D: -1.3556 Loss_G: -2.9367, Wasserstein_dist:1.8236, vae_loss_seen:351.6730 GZSL: seen=0.3674, unseen=0.4971, h=0.4225 ZSL: unseen accuracy=0.6500
[254/400]  Loss_D: -1.5018 Loss_G: -3.0186, Wasserstein_dist:1.9629, vae_loss_seen:371.5439 GZSL: seen=0.3790, unseen=0.4615, h=0.4162 ZSL: unseen accuracy=0.6423
[255/400]  Loss_D: -1.2887 Loss_G: -2.7939, Wasserstein_dist:1.8107, vae_loss_seen:354.8322 GZSL: seen=0.3880, unseen=0.4567, h=0.4196 ZSL: unseen accuracy=0.6462
[256/400]  Loss_D: -1.3793 Loss_G: -2.8404, Wasserstein_dist:1.8921, vae_loss_seen:350.6047 GZSL: seen=0.3880, unseen=0.4596, h=0.4208 ZSL: unseen accuracy=0.6442
