HYPER-PARAMETERS
[257/400]  Loss_D: -1.3832 Loss_G: -2.7415, Wasserstein_dist:1.8911, vae_loss_seen:349.8610 GZSL: seen=0.3937, unseen=0.4442, h=0.4175 ZSL: unseen accuracy=0.6385
[258/400]  Loss_D: -1.2874 Loss_G: -2.9083, Wasserstein_dist:1.7670, vae_loss_seen:342.8445 GZSL: seen=0.3861, unseen=0.4635, h=0.4213 ZSL: unseen accuracy=0.6423
[259/400]  Loss_D: -1.4153 Loss_G: -3.0305, Wasserstein_dist:1.9468, vae_loss_seen:365.2527 GZSL: seen=0.3989, unseen=0.4481, h=0.4220 ZSL: unseen accuracy=0.6471
[260/400]  Loss_D: -1.3090 Loss_G: -3.1690, Wasserstein_dist:1.8094, vae_loss_seen:352.9709 GZSL: seen=0.3769, unseen=0.4702, h=0.4184 ZSL: unseen accuracy=0.6423
[261/400]  Loss_D: -1.3664 Loss_G: -3.1956, Wasserstein_dist:1.8136, vae_loss_seen:361.4943 GZSL: seen=0.3881, unseen=0.4481, h=0.4160 ZSL: unseen accuracy=0.6490
[262/400]  Loss_D: -1.4190 Loss_G: -3.1700, Wasserstein_dist:1.9706, vae_loss_seen:362.2732 GZSL: seen=0.3939, unseen=0.4423, h=0.4167 ZSL: unseen accuracy=0.6404
[263/400]  Loss_D: -1.3887 Loss_G: -2.7387, Wasserstein_dist:1.8147, vae_loss_seen:352.2572 GZSL: seen=0.3733, unseen=0.4683, h=0.4155 ZSL: unseen accuracy=0.6385
[264/400]  Loss_D: -1.4453 Loss_G: -2.9956, Wasserstein_dist:1.8632, vae_loss_seen:352.8024 GZSL: seen=0.3756, unseen=0.4567, h=0.4122 ZSL: unseen accuracy=0.6481
[265/400]  Loss_D: -1.3631 Loss_G: -3.0016, Wasserstein_dist:1.8819, vae_loss_seen:350.7915 GZSL: seen=0.3783, unseen=0.4779, h=0.4223 ZSL: unseen accuracy=0.6481
[266/400]  Loss_D: -1.2760 Loss_G: -2.7794, Wasserstein_dist:1.7783, vae_loss_seen:354.4240 GZSL: seen=0.3710, unseen=0.4788, h=0.4181 ZSL: unseen accuracy=0.6356
[267/400]  Loss_D: -1.4378 Loss_G: -2.9481, Wasserstein_dist:1.9121, vae_loss_seen:350.3619 GZSL: seen=0.3696, unseen=0.4750, h=0.4157 ZSL: unseen accuracy=0.6423
[268/400]  Loss_D: -1.3372 Loss_G: -3.0519, Wasserstein_dist:1.7833, vae_loss_seen:371.2850 GZSL: seen=0.3915, unseen=0.4471, h=0.4175 ZSL: unseen accuracy=0.6433
[269/400]  Loss_D: -1.4614 Loss_G: -3.0870, Wasserstein_dist:2.0138, vae_loss_seen:348.4299 GZSL: seen=0.3736, unseen=0.4740, h=0.4179 ZSL: unseen accuracy=0.6481
[270/400]  Loss_D: -1.2480 Loss_G: -2.7826, Wasserstein_dist:1.6964, vae_loss_seen:361.0155 GZSL: seen=0.3935, unseen=0.4404, h=0.4156 ZSL: unseen accuracy=0.6481
[271/400]  Loss_D: -1.2722 Loss_G: -2.4687, Wasserstein_dist:1.7294, vae_loss_seen:349.8987 GZSL: seen=0.3922, unseen=0.4404, h=0.4149 ZSL: unseen accuracy=0.6337
[272/400]  Loss_D: -1.3598 Loss_G: -2.8249, Wasserstein_dist:1.8367, vae_loss_seen:341.6931 GZSL: seen=0.3825, unseen=0.4481, h=0.4127 ZSL: unseen accuracy=0.6423
[273/400]  Loss_D: -1.3240 Loss_G: -2.8441, Wasserstein_dist:1.7409, vae_loss_seen:366.3510 GZSL: seen=0.3790, unseen=0.4500, h=0.4114 ZSL: unseen accuracy=0.6298
[274/400]  Loss_D: -1.3595 Loss_G: -3.1695, Wasserstein_dist:1.9038, vae_loss_seen:350.0834 GZSL: seen=0.3832, unseen=0.4452, h=0.4119 ZSL: unseen accuracy=0.6327
[275/400]  Loss_D: -1.3797 Loss_G: -3.0405, Wasserstein_dist:1.8478, vae_loss_seen:364.3202 GZSL: seen=0.3825, unseen=0.4596, h=0.4175 ZSL: unseen accuracy=0.6298
[276/400]  Loss_D: -1.2935 Loss_G: -2.4861, Wasserstein_dist:1.7587, vae_loss_seen:338.2543 GZSL: seen=0.3923, unseen=0.4337, h=0.4120 ZSL: unseen accuracy=0.6490
[277/400]  Loss_D: -1.2197 Loss_G: -2.8144, Wasserstein_dist:1.6873, vae_loss_seen:339.4429 GZSL: seen=0.3749, unseen=0.4538, h=0.4106 ZSL: unseen accuracy=0.6385
[278/400]  Loss_D: -1.4072 Loss_G: -3.1603, Wasserstein_dist:1.8966, vae_loss_seen:373.1599 GZSL: seen=0.3761, unseen=0.4644, h=0.4156 ZSL: unseen accuracy=0.6510
[279/400]  Loss_D: -1.4076 Loss_G: -2.9009, Wasserstein_dist:1.9317, vae_loss_seen:354.8600 GZSL: seen=0.3725, unseen=0.4779, h=0.4187 ZSL: unseen accuracy=0.6510
[280/400]  Loss_D: -1.4831 Loss_G: -2.8688, Wasserstein_dist:1.9452, vae_loss_seen:360.3942 GZSL: seen=0.3900, unseen=0.4500, h=0.4179 ZSL: unseen accuracy=0.6423
[281/400]  Loss_D: -1.4566 Loss_G: -2.8728, Wasserstein_dist:1.8942, vae_loss_seen:347.0187 GZSL: seen=0.3846, unseen=0.4683, h=0.4223 ZSL: unseen accuracy=0.6365
[282/400]  Loss_D: -1.3781 Loss_G: -3.1096, Wasserstein_dist:1.8514, vae_loss_seen:371.3832 GZSL: seen=0.4053, unseen=0.4365, h=0.4203 ZSL: unseen accuracy=0.6538
[283/400]  Loss_D: -1.2661 Loss_G: -2.8249, Wasserstein_dist:1.6528, vae_loss_seen:349.1788 GZSL: seen=0.3748, unseen=0.4558, h=0.4113 ZSL: unseen accuracy=0.6413
[284/400]  Loss_D: -1.3701 Loss_G: -2.8701, Wasserstein_dist:1.9005, vae_loss_seen:340.1310 GZSL: seen=0.3662, unseen=0.4740, h=0.4132 ZSL: unseen accuracy=0.6394
[285/400]  Loss_D: -1.2595 Loss_G: -2.6907, Wasserstein_dist:1.7130, vae_loss_seen:346.5515 GZSL: seen=0.3836, unseen=0.4481, h=0.4134 ZSL: unseen accuracy=0.6279
[286/400]  Loss_D: -1.1473 Loss_G: -2.5861, Wasserstein_dist:1.5470, vae_loss_seen:348.7512 GZSL: seen=0.3840, unseen=0.4587, h=0.4180 ZSL: unseen accuracy=0.6538
[287/400]  Loss_D: -1.3996 Loss_G: -2.8548, Wasserstein_dist:1.8480, vae_loss_seen:362.0184 GZSL: seen=0.3849, unseen=0.4596, h=0.4190 ZSL: unseen accuracy=0.6404
[288/400]  Loss_D: -1.3240 Loss_G: -3.2078, Wasserstein_dist:1.9009, vae_loss_seen:359.9966 GZSL: seen=0.3904, unseen=0.4404, h=0.4139 ZSL: unseen accuracy=0.6404
[289/400]  Loss_D: -1.2178 Loss_G: -2.6973, Wasserstein_dist:1.6082, vae_loss_seen:336.2993 GZSL: seen=0.3759, unseen=0.4750, h=0.4197 ZSL: unseen accuracy=0.6452
[290/400]  Loss_D: -1.4493 Loss_G: -3.0777, Wasserstein_dist:1.9648, vae_loss_seen:363.4164 GZSL: seen=0.3726, unseen=0.4837, h=0.4209 ZSL: unseen accuracy=0.6365
[291/400]  Loss_D: -1.2977 Loss_G: -2.9423, Wasserstein_dist:1.7753, vae_loss_seen:346.8741 GZSL: seen=0.3862, unseen=0.4538, h=0.4173 ZSL: unseen accuracy=0.6413
[292/400]  Loss_D: -1.3105 Loss_G: -2.7077, Wasserstein_dist:1.7330, vae_loss_seen:374.6510 GZSL: seen=0.3789, unseen=0.4606, h=0.4158 ZSL: unseen accuracy=0.6356
[293/400]  Loss_D: -1.4332 Loss_G: -3.3663, Wasserstein_dist:1.9798, vae_loss_seen:362.7849 GZSL: seen=0.3682, unseen=0.4731, h=0.4141 ZSL: unseen accuracy=0.6279
[294/400]  Loss_D: -1.4070 Loss_G: -3.2421, Wasserstein_dist:1.9731, vae_loss_seen:360.7757 GZSL: seen=0.3730, unseen=0.4683, h=0.4152 ZSL: unseen accuracy=0.6462
[295/400]  Loss_D: -1.3631 Loss_G: -3.1414, Wasserstein_dist:1.8847, vae_loss_seen:345.3214 GZSL: seen=0.3586, unseen=0.4942, h=0.4156 ZSL: unseen accuracy=0.6365
[296/400]  Loss_D: -1.3587 Loss_G: -3.3598, Wasserstein_dist:1.8196, vae_loss_seen:361.0513 GZSL: seen=0.3862, unseen=0.4558, h=0.4181 ZSL: unseen accuracy=0.6442
[297/400]  Loss_D: -1.3346 Loss_G: -3.3434, Wasserstein_dist:1.8556, vae_loss_seen:367.1812 GZSL: seen=0.3994, unseen=0.4452, h=0.4211 ZSL: unseen accuracy=0.6433
[298/400]  Loss_D: -1.1649 Loss_G: -2.7129, Wasserstein_dist:1.6015, vae_loss_seen:352.2305 GZSL: seen=0.3827, unseen=0.4481, h=0.4128 ZSL: unseen accuracy=0.6346
[299/400]  Loss_D: -1.3614 Loss_G: -3.1297, Wasserstein_dist:1.8492, vae_loss_seen:365.2541 GZSL: seen=0.3760, unseen=0.4654, h=0.4159 ZSL: unseen accuracy=0.6346
[300/400]  Loss_D: -1.3994 Loss_G: -3.2777, Wasserstein_dist:1.8464, vae_loss_seen:359.7004 GZSL: seen=0.3993, unseen=0.4375, h=0.4175 ZSL: unseen accuracy=0.6346
[301/400]  Loss_D: -1.2415 Loss_G: -2.7751, Wasserstein_dist:1.6652, vae_loss_seen:344.7881 GZSL: seen=0.3942, unseen=0.4510, h=0.4207 ZSL: unseen accuracy=0.6356
[302/400]  Loss_D: -1.2643 Loss_G: -2.7828, Wasserstein_dist:1.7221, vae_loss_seen:355.1530 GZSL: seen=0.3603, unseen=0.4865, h=0.4140 ZSL: unseen accuracy=0.6538
[303/400]  Loss_D: -1.4344 Loss_G: -2.7807, Wasserstein_dist:1.9000, vae_loss_seen:362.8671 GZSL: seen=0.3784, unseen=0.4625, h=0.4162 ZSL: unseen accuracy=0.6385
[304/400]  Loss_D: -1.2630 Loss_G: -2.8176, Wasserstein_dist:1.6782, vae_loss_seen:348.9077 GZSL: seen=0.3827, unseen=0.4452, h=0.4116 ZSL: unseen accuracy=0.6327
[305/400]  Loss_D: -1.4091 Loss_G: -2.9250, Wasserstein_dist:1.9274, vae_loss_seen:359.2354 GZSL: seen=0.3513, unseen=0.4904, h=0.4093 ZSL: unseen accuracy=0.6365
[306/400]  Loss_D: -1.4222 Loss_G: -2.6556, Wasserstein_dist:1.8561, vae_loss_seen:356.4487 GZSL: seen=0.3704, unseen=0.4846, h=0.4199 ZSL: unseen accuracy=0.6462
[307/400]  Loss_D: -1.4138 Loss_G: -2.6043, Wasserstein_dist:1.8210, vae_loss_seen:356.3190 GZSL: seen=0.3800, unseen=0.4596, h=0.4160 ZSL: unseen accuracy=0.6471
[308/400]  Loss_D: -1.2316 Loss_G: -2.7764, Wasserstein_dist:1.6087, vae_loss_seen:359.1828 GZSL: seen=0.3712, unseen=0.4673, h=0.4137 ZSL: unseen accuracy=0.6433
[309/400]  Loss_D: -1.3903 Loss_G: -3.2091, Wasserstein_dist:1.9577, vae_loss_seen:359.9386 GZSL: seen=0.3917, unseen=0.4529, h=0.4201 ZSL: unseen accuracy=0.6423
[310/400]  Loss_D: -1.3284 Loss_G: -2.9598, Wasserstein_dist:1.7451, vae_loss_seen:363.4720 GZSL: seen=0.3759, unseen=0.4702, h=0.4178 ZSL: unseen accuracy=0.6394
[311/400]  Loss_D: -1.3660 Loss_G: -3.4400, Wasserstein_dist:1.8920, vae_loss_seen:363.0576 GZSL: seen=0.3942, unseen=0.4471, h=0.4190 ZSL: unseen accuracy=0.6452
[312/400]  Loss_D: -1.2452 Loss_G: -2.9835, Wasserstein_dist:1.6978, vae_loss_seen:359.4220 GZSL: seen=0.3861, unseen=0.4481, h=0.4148 ZSL: unseen accuracy=0.6404
[313/400]  Loss_D: -1.2638 Loss_G: -3.2648, Wasserstein_dist:1.7094, vae_loss_seen:349.7223 GZSL: seen=0.3901, unseen=0.4510, h=0.4183 ZSL: unseen accuracy=0.6433
[314/400]  Loss_D: -1.2900 Loss_G: -3.4423, Wasserstein_dist:1.7256, vae_loss_seen:368.8962 GZSL: seen=0.3812, unseen=0.4635, h=0.4183 ZSL: unseen accuracy=0.6327
[315/400]  Loss_D: -1.3632 Loss_G: -3.2023, Wasserstein_dist:1.8562, vae_loss_seen:354.2017 GZSL: seen=0.3941, unseen=0.4490, h=0.4198 ZSL: unseen accuracy=0.6413
[316/400]  Loss_D: -1.1629 Loss_G: -2.5369, Wasserstein_dist:1.5707, vae_loss_seen:347.7760 GZSL: seen=0.3948, unseen=0.4452, h=0.4185 ZSL: unseen accuracy=0.6413
[317/400]  Loss_D: -1.1495 Loss_G: -3.3015, Wasserstein_dist:1.6498, vae_loss_seen:362.4459 GZSL: seen=0.4076, unseen=0.4269, h=0.4170 ZSL: unseen accuracy=0.6510
[318/400]  Loss_D: -1.1729 Loss_G: -3.0718, Wasserstein_dist:1.6932, vae_loss_seen:346.2477 GZSL: seen=0.3992, unseen=0.4471, h=0.4218 ZSL: unseen accuracy=0.6365
[319/400]  Loss_D: -1.2936 Loss_G: -2.7013, Wasserstein_dist:1.7132, vae_loss_seen:359.2148 GZSL: seen=0.3874, unseen=0.4548, h=0.4184 ZSL: unseen accuracy=0.6442
[320/400]  Loss_D: -1.2696 Loss_G: -2.9265, Wasserstein_dist:1.6836, vae_loss_seen:386.2980 GZSL: seen=0.3628, unseen=0.4808, h=0.4135 ZSL: unseen accuracy=0.6375
[321/400]  Loss_D: -1.3589 Loss_G: -3.0076, Wasserstein_dist:1.8585, vae_loss_seen:348.3157 GZSL: seen=0.3788, unseen=0.4615, h=0.4161 ZSL: unseen accuracy=0.6433
[322/400]  Loss_D: -1.3239 Loss_G: -2.8370, Wasserstein_dist:1.8188, vae_loss_seen:351.0988 GZSL: seen=0.3828, unseen=0.4510, h=0.4141 ZSL: unseen accuracy=0.6452
[323/400]  Loss_D: -1.2921 Loss_G: -2.7632, Wasserstein_dist:1.7702, vae_loss_seen:333.2438 GZSL: seen=0.3873, unseen=0.4462, h=0.4147 ZSL: unseen accuracy=0.6481
[324/400]  Loss_D: -1.1193 Loss_G: -2.7997, Wasserstein_dist:1.5672, vae_loss_seen:344.0385 GZSL: seen=0.3814, unseen=0.4635, h=0.4184 ZSL: unseen accuracy=0.6567
[325/400]  Loss_D: -1.0991 Loss_G: -2.9809, Wasserstein_dist:1.5183, vae_loss_seen:350.5158 GZSL: seen=0.3773, unseen=0.4692, h=0.4183 ZSL: unseen accuracy=0.6413
[326/400]  Loss_D: -1.2438 Loss_G: -2.9820, Wasserstein_dist:1.6186, vae_loss_seen:358.5569 GZSL: seen=0.3881, unseen=0.4615, h=0.4217 ZSL: unseen accuracy=0.6433
[327/400]  Loss_D: -1.4237 Loss_G: -3.0902, Wasserstein_dist:1.8954, vae_loss_seen:363.4815 GZSL: seen=0.3653, unseen=0.4885, h=0.4180 ZSL: unseen accuracy=0.6462
[328/400]  Loss_D: -1.2631 Loss_G: -2.7625, Wasserstein_dist:1.6713, vae_loss_seen:361.7261 GZSL: seen=0.3864, unseen=0.4375, h=0.4104 ZSL: unseen accuracy=0.6288
[329/400]  Loss_D: -1.3272 Loss_G: -3.0762, Wasserstein_dist:1.8165, vae_loss_seen:358.5688 GZSL: seen=0.3551, unseen=0.4692, h=0.4043 ZSL: unseen accuracy=0.6269
[330/400]  Loss_D: -1.3101 Loss_G: -2.9323, Wasserstein_dist:1.7259, vae_loss_seen:352.7829 GZSL: seen=0.3679, unseen=0.4779, h=0.4157 ZSL: unseen accuracy=0.6317
[331/400]  Loss_D: -1.2608 Loss_G: -3.1982, Wasserstein_dist:1.6844, vae_loss_seen:360.9716 GZSL: seen=0.3660, unseen=0.4894, h=0.4188 ZSL: unseen accuracy=0.6375
[332/400]  Loss_D: -1.2263 Loss_G: -2.7850, Wasserstein_dist:1.6472, vae_loss_seen:357.9473 GZSL: seen=0.3963, unseen=0.4385, h=0.4163 ZSL: unseen accuracy=0.6365
[333/400]  Loss_D: -1.2036 Loss_G: -3.0869, Wasserstein_dist:1.6656, vae_loss_seen:362.3713 GZSL: seen=0.3810, unseen=0.4433, h=0.4098 ZSL: unseen accuracy=0.6452
[334/400]  Loss_D: -1.1779 Loss_G: -3.2619, Wasserstein_dist:1.6273, vae_loss_seen:345.6692 GZSL: seen=0.3943, unseen=0.4346, h=0.4135 ZSL: unseen accuracy=0.6423
[335/400]  Loss_D: -1.2923 Loss_G: -3.0326, Wasserstein_dist:1.7172, vae_loss_seen:355.3438 GZSL: seen=0.3821, unseen=0.4510, h=0.4137 ZSL: unseen accuracy=0.6356
[336/400]  Loss_D: -1.2233 Loss_G: -2.8731, Wasserstein_dist:1.6857, vae_loss_seen:333.7940 GZSL: seen=0.3631, unseen=0.4625, h=0.4068 ZSL: unseen accuracy=0.6404
[337/400]  Loss_D: -1.1223 Loss_G: -3.1538, Wasserstein_dist:1.5831, vae_loss_seen:351.3184 GZSL: seen=0.3618, unseen=0.4904, h=0.4164 ZSL: unseen accuracy=0.6404
[338/400]  Loss_D: -1.3897 Loss_G: -3.4447, Wasserstein_dist:1.8994, vae_loss_seen:359.5728 GZSL: seen=0.4021, unseen=0.4202, h=0.4110 ZSL: unseen accuracy=0.6423
[339/400]  Loss_D: -1.1505 Loss_G: -2.5367, Wasserstein_dist:1.6159, vae_loss_seen:342.9762 GZSL: seen=0.3848, unseen=0.4538, h=0.4165 ZSL: unseen accuracy=0.6433
[340/400]  Loss_D: -1.2053 Loss_G: -2.7925, Wasserstein_dist:1.6500, vae_loss_seen:351.3376 GZSL: seen=0.3907, unseen=0.4471, h=0.4170 ZSL: unseen accuracy=0.6471
[341/400]  Loss_D: -1.3182 Loss_G: -2.7673, Wasserstein_dist:1.7318, vae_loss_seen:367.0660 GZSL: seen=0.3796, unseen=0.4538, h=0.4134 ZSL: unseen accuracy=0.6308
[342/400]  Loss_D: -1.3199 Loss_G: -3.2106, Wasserstein_dist:1.7642, vae_loss_seen:347.9030 GZSL: seen=0.4021, unseen=0.4375, h=0.4191 ZSL: unseen accuracy=0.6404
[343/400]  Loss_D: -1.4546 Loss_G: -3.6743, Wasserstein_dist:1.9986, vae_loss_seen:367.4493 GZSL: seen=0.3731, unseen=0.4519, h=0.4088 ZSL: unseen accuracy=0.6269
[344/400]  Loss_D: -1.1307 Loss_G: -2.9491, Wasserstein_dist:1.5439, vae_loss_seen:363.1172 GZSL: seen=0.3640, unseen=0.4817, h=0.4147 ZSL: unseen accuracy=0.6337
[345/400]  Loss_D: -1.2467 Loss_G: -3.0842, Wasserstein_dist:1.7005, vae_loss_seen:349.3156 GZSL: seen=0.3820, unseen=0.4779, h=0.4246 ZSL: unseen accuracy=0.6365
[346/400]  Loss_D: -1.2774 Loss_G: -3.0531, Wasserstein_dist:1.6944, vae_loss_seen:345.1128 GZSL: seen=0.3922, unseen=0.4500, h=0.4191 ZSL: unseen accuracy=0.6413
[347/400]  Loss_D: -1.2852 Loss_G: -3.0075, Wasserstein_dist:1.6680, vae_loss_seen:354.7291 GZSL: seen=0.3897, unseen=0.4548, h=0.4198 ZSL: unseen accuracy=0.6404
[348/400]  Loss_D: -1.1186 Loss_G: -2.8704, Wasserstein_dist:1.5642, vae_loss_seen:349.5073 GZSL: seen=0.3753, unseen=0.4798, h=0.4212 ZSL: unseen accuracy=0.6452
[349/400]  Loss_D: -1.3630 Loss_G: -2.8673, Wasserstein_dist:1.8069, vae_loss_seen:347.1124 GZSL: seen=0.3662, unseen=0.4808, h=0.4157 ZSL: unseen accuracy=0.6337
[350/400]  Loss_D: -1.3335 Loss_G: -3.0369, Wasserstein_dist:1.7847, vae_loss_seen:359.8987 GZSL: seen=0.3751, unseen=0.4702, h=0.4173 ZSL: unseen accuracy=0.6375
[351/400]  Loss_D: -1.2356 Loss_G: -3.2370, Wasserstein_dist:1.6801, vae_loss_seen:361.6921 GZSL: seen=0.3912, unseen=0.4625, h=0.4239 ZSL: unseen accuracy=0.6413
[352/400]  Loss_D: -1.4087 Loss_G: -3.1165, Wasserstein_dist:1.8562, vae_loss_seen:365.5193 GZSL: seen=0.3660, unseen=0.4904, h=0.4192 ZSL: unseen accuracy=0.6510
[353/400]  Loss_D: -1.2162 Loss_G: -3.1808, Wasserstein_dist:1.6924, vae_loss_seen:361.9313 GZSL: seen=0.3704, unseen=0.4760, h=0.4166 ZSL: unseen accuracy=0.6385
[354/400]  Loss_D: -1.2751 Loss_G: -3.1290, Wasserstein_dist:1.7817, vae_loss_seen:341.5630 GZSL: seen=0.4012, unseen=0.4471, h=0.4229 ZSL: unseen accuracy=0.6413
[355/400]  Loss_D: -1.2067 Loss_G: -2.9680, Wasserstein_dist:1.6504, vae_loss_seen:356.8995 GZSL: seen=0.3763, unseen=0.4673, h=0.4169 ZSL: unseen accuracy=0.6462
[356/400]  Loss_D: -1.2684 Loss_G: -3.3432, Wasserstein_dist:1.7572, vae_loss_seen:351.9212 GZSL: seen=0.3752, unseen=0.4654, h=0.4155 ZSL: unseen accuracy=0.6423
[357/400]  Loss_D: -1.1564 Loss_G: -2.8485, Wasserstein_dist:1.5297, vae_loss_seen:360.4727 GZSL: seen=0.3600, unseen=0.4827, h=0.4124 ZSL: unseen accuracy=0.6356
[358/400]  Loss_D: -1.2596 Loss_G: -3.0803, Wasserstein_dist:1.6980, vae_loss_seen:341.1229 GZSL: seen=0.3865, unseen=0.4635, h=0.4215 ZSL: unseen accuracy=0.6510
[359/400]  Loss_D: -1.1751 Loss_G: -2.7878, Wasserstein_dist:1.5697, vae_loss_seen:349.4807 GZSL: seen=0.3988, unseen=0.4423, h=0.4194 ZSL: unseen accuracy=0.6317
[360/400]  Loss_D: -1.1723 Loss_G: -2.9070, Wasserstein_dist:1.6116, vae_loss_seen:344.2986 GZSL: seen=0.3936, unseen=0.4462, h=0.4182 ZSL: unseen accuracy=0.6413
[361/400]  Loss_D: -1.3493 Loss_G: -3.4680, Wasserstein_dist:1.8641, vae_loss_seen:359.1744 GZSL: seen=0.3662, unseen=0.4827, h=0.4165 ZSL: unseen accuracy=0.6346
[362/400]  Loss_D: -1.1662 Loss_G: -2.7154, Wasserstein_dist:1.5713, vae_loss_seen:341.0866 GZSL: seen=0.3850, unseen=0.4567, h=0.4178 ZSL: unseen accuracy=0.6337
[363/400]  Loss_D: -1.2477 Loss_G: -3.4181, Wasserstein_dist:1.7329, vae_loss_seen:346.0945 GZSL: seen=0.3596, unseen=0.4788, h=0.4107 ZSL: unseen accuracy=0.6394
[364/400]  Loss_D: -1.3212 Loss_G: -3.5178, Wasserstein_dist:1.7947, vae_loss_seen:366.9756 GZSL: seen=0.3892, unseen=0.4385, h=0.4124 ZSL: unseen accuracy=0.6240
[365/400]  Loss_D: -1.0666 Loss_G: -3.0704, Wasserstein_dist:1.4843, vae_loss_seen:334.5348 GZSL: seen=0.4039, unseen=0.4375, h=0.4200 ZSL: unseen accuracy=0.6365
[366/400]  Loss_D: -1.1766 Loss_G: -3.2043, Wasserstein_dist:1.6144, vae_loss_seen:359.3940 GZSL: seen=0.3748, unseen=0.4702, h=0.4171 ZSL: unseen accuracy=0.6173
[367/400]  Loss_D: -1.3758 Loss_G: -3.2453, Wasserstein_dist:1.8445, vae_loss_seen:359.4097 GZSL: seen=0.3741, unseen=0.4644, h=0.4144 ZSL: unseen accuracy=0.6317
[368/400]  Loss_D: -1.3145 Loss_G: -3.3752, Wasserstein_dist:1.7573, vae_loss_seen:362.4772 GZSL: seen=0.4048, unseen=0.4269, h=0.4156 ZSL: unseen accuracy=0.6481
[369/400]  Loss_D: -1.0885 Loss_G: -3.3384, Wasserstein_dist:1.5065, vae_loss_seen:358.3992 GZSL: seen=0.3844, unseen=0.4375, h=0.4092 ZSL: unseen accuracy=0.6423
[370/400]  Loss_D: -1.3387 Loss_G: -3.0830, Wasserstein_dist:1.8423, vae_loss_seen:360.4413 GZSL: seen=0.3943, unseen=0.4202, h=0.4068 ZSL: unseen accuracy=0.6240
[371/400]  Loss_D: -1.2003 Loss_G: -2.9560, Wasserstein_dist:1.6091, vae_loss_seen:356.8974 GZSL: seen=0.3780, unseen=0.4683, h=0.4183 ZSL: unseen accuracy=0.6423
[372/400]  Loss_D: -1.1549 Loss_G: -2.9537, Wasserstein_dist:1.5540, vae_loss_seen:354.9394 GZSL: seen=0.3971, unseen=0.4269, h=0.4115 ZSL: unseen accuracy=0.6423
[373/400]  Loss_D: -1.2430 Loss_G: -3.0258, Wasserstein_dist:1.6463, vae_loss_seen:358.9509 GZSL: seen=0.3677, unseen=0.4837, h=0.4178 ZSL: unseen accuracy=0.6317
[374/400]  Loss_D: -1.2417 Loss_G: -3.0420, Wasserstein_dist:1.6362, vae_loss_seen:357.5432 GZSL: seen=0.3812, unseen=0.4673, h=0.4199 ZSL: unseen accuracy=0.6288
[375/400]  Loss_D: -1.2325 Loss_G: -3.0141, Wasserstein_dist:1.6675, vae_loss_seen:341.2213 GZSL: seen=0.3822, unseen=0.4673, h=0.4205 ZSL: unseen accuracy=0.6317
[376/400]  Loss_D: -1.2601 Loss_G: -3.3895, Wasserstein_dist:1.7371, vae_loss_seen:349.5230 GZSL: seen=0.3862, unseen=0.4567, h=0.4185 ZSL: unseen accuracy=0.6452
[377/400]  Loss_D: -1.2576 Loss_G: -2.8452, Wasserstein_dist:1.6289, vae_loss_seen:359.1825 GZSL: seen=0.3734, unseen=0.4538, h=0.4097 ZSL: unseen accuracy=0.6404
[378/400]  Loss_D: -1.1846 Loss_G: -3.3067, Wasserstein_dist:1.6899, vae_loss_seen:359.3906 GZSL: seen=0.3595, unseen=0.4990, h=0.4180 ZSL: unseen accuracy=0.6356
[379/400]  Loss_D: -1.0997 Loss_G: -3.0304, Wasserstein_dist:1.4975, vae_loss_seen:344.7744 GZSL: seen=0.3695, unseen=0.4846, h=0.4193 ZSL: unseen accuracy=0.6423
[380/400]  Loss_D: -1.2266 Loss_G: -3.5141, Wasserstein_dist:1.6667, vae_loss_seen:359.7231 GZSL: seen=0.3826, unseen=0.4558, h=0.4160 ZSL: unseen accuracy=0.6394
[381/400]  Loss_D: -1.3136 Loss_G: -2.8943, Wasserstein_dist:1.7164, vae_loss_seen:346.8415 GZSL: seen=0.3749, unseen=0.4712, h=0.4175 ZSL: unseen accuracy=0.6288
[382/400]  Loss_D: -1.3575 Loss_G: -3.3044, Wasserstein_dist:1.7977, vae_loss_seen:360.8846 GZSL: seen=0.3982, unseen=0.4356, h=0.4160 ZSL: unseen accuracy=0.6327
[383/400]  Loss_D: -1.2482 Loss_G: -3.3318, Wasserstein_dist:1.6560, vae_loss_seen:360.6402 GZSL: seen=0.3938, unseen=0.4375, h=0.4145 ZSL: unseen accuracy=0.6279
[384/400]  Loss_D: -1.1958 Loss_G: -3.0882, Wasserstein_dist:1.6056, vae_loss_seen:359.8562 GZSL: seen=0.3740, unseen=0.4577, h=0.4116 ZSL: unseen accuracy=0.6337
[385/400]  Loss_D: -1.1905 Loss_G: -3.1884, Wasserstein_dist:1.6209, vae_loss_seen:350.6890 GZSL: seen=0.3622, unseen=0.4894, h=0.4163 ZSL: unseen accuracy=0.6279
[386/400]  Loss_D: -1.2777 Loss_G: -3.4701, Wasserstein_dist:1.7578, vae_loss_seen:350.4700 GZSL: seen=0.3794, unseen=0.4423, h=0.4085 ZSL: unseen accuracy=0.6385
[387/400]  Loss_D: -1.2571 Loss_G: -3.3875, Wasserstein_dist:1.7264, vae_loss_seen:344.6285 GZSL: seen=0.3838, unseen=0.4577, h=0.4175 ZSL: unseen accuracy=0.6202
