HYPER-PARAMETERS
[122/500]  Loss_D: -30.4746 Loss_G: -25.6677, Wasserstein_dist:37.3647, vae_loss_seen:532.3923 GZSL: seen=0.9497, unseen=0.6353, h=0.7613 ZSL: unseen accuracy=0.6385
[123/500]  Loss_D: -30.2542 Loss_G: -23.8266, Wasserstein_dist:39.1034, vae_loss_seen:563.8111 GZSL: seen=0.8968, unseen=0.6299, h=0.7400 ZSL: unseen accuracy=0.6251
[124/500]  Loss_D: -28.8069 Loss_G: -24.0898, Wasserstein_dist:39.7504, vae_loss_seen:563.6915 GZSL: seen=0.9045, unseen=0.6237, h=0.7383 ZSL: unseen accuracy=0.6484
[125/500]  Loss_D: -30.8862 Loss_G: -24.1903, Wasserstein_dist:39.9221, vae_loss_seen:539.7347 GZSL: seen=0.9048, unseen=0.6294, h=0.7424 ZSL: unseen accuracy=0.6292
[126/500]  Loss_D: -30.7880 Loss_G: -24.0969, Wasserstein_dist:40.3807, vae_loss_seen:561.9196 GZSL: seen=0.9136, unseen=0.6592, h=0.7659 ZSL: unseen accuracy=0.6376
[127/500]  Loss_D: -29.4321 Loss_G: -25.1630, Wasserstein_dist:39.1707, vae_loss_seen:538.7264 GZSL: seen=0.9129, unseen=0.6514, h=0.7603 ZSL: unseen accuracy=0.6416
[128/500]  Loss_D: -26.7618 Loss_G: -24.1442, Wasserstein_dist:36.8408, vae_loss_seen:549.5489 GZSL: seen=0.9183, unseen=0.6562, h=0.7654 ZSL: unseen accuracy=0.6600
[129/500]  Loss_D: -24.1164 Loss_G: -24.3583, Wasserstein_dist:34.7717, vae_loss_seen:562.9666 GZSL: seen=0.9160, unseen=0.6222, h=0.7410 ZSL: unseen accuracy=0.6196
[130/500]  Loss_D: -28.0668 Loss_G: -24.2052, Wasserstein_dist:36.2653, vae_loss_seen:550.0012 GZSL: seen=0.9042, unseen=0.6407, h=0.7500 ZSL: unseen accuracy=0.6481
[131/500]  Loss_D: -27.4205 Loss_G: -24.2764, Wasserstein_dist:35.4061, vae_loss_seen:541.0304 GZSL: seen=0.9497, unseen=0.6049, h=0.7390 ZSL: unseen accuracy=0.6338
[132/500]  Loss_D: -22.9920 Loss_G: -23.5209, Wasserstein_dist:33.7084, vae_loss_seen:541.4706 GZSL: seen=0.9223, unseen=0.6261, h=0.7459 ZSL: unseen accuracy=0.6373
[133/500]  Loss_D: -29.1934 Loss_G: -23.4141, Wasserstein_dist:38.2799, vae_loss_seen:556.3687 GZSL: seen=0.9137, unseen=0.6166, h=0.7363 ZSL: unseen accuracy=0.6409
[134/500]  Loss_D: -26.5393 Loss_G: -23.0450, Wasserstein_dist:36.2837, vae_loss_seen:560.0822 GZSL: seen=0.9144, unseen=0.6399, h=0.7529 ZSL: unseen accuracy=0.6234
[135/500]  Loss_D: -26.7996 Loss_G: -23.8837, Wasserstein_dist:33.9331, vae_loss_seen:527.6724 GZSL: seen=0.8938, unseen=0.6044, h=0.7211 ZSL: unseen accuracy=0.6187
[136/500]  Loss_D: -22.0963 Loss_G: -24.3222, Wasserstein_dist:32.1719, vae_loss_seen:544.0894 GZSL: seen=0.9078, unseen=0.6232, h=0.7390 ZSL: unseen accuracy=0.6734
[137/500]  Loss_D: -27.2171 Loss_G: -23.5496, Wasserstein_dist:35.3890, vae_loss_seen:559.2515 GZSL: seen=0.9204, unseen=0.6118, h=0.7350 ZSL: unseen accuracy=0.6336
[138/500]  Loss_D: -25.7018 Loss_G: -24.4868, Wasserstein_dist:35.7365, vae_loss_seen:559.7262 GZSL: seen=0.9145, unseen=0.6150, h=0.7354 ZSL: unseen accuracy=0.6360
[139/500]  Loss_D: -22.6845 Loss_G: -24.2984, Wasserstein_dist:31.2113, vae_loss_seen:552.9775 GZSL: seen=0.9244, unseen=0.6229, h=0.7443 ZSL: unseen accuracy=0.6197
[140/500]  Loss_D: -28.9234 Loss_G: -24.1668, Wasserstein_dist:38.1075, vae_loss_seen:559.3934 GZSL: seen=0.9147, unseen=0.6018, h=0.7260 ZSL: unseen accuracy=0.6224
[141/500]  Loss_D: -25.9237 Loss_G: -24.5273, Wasserstein_dist:35.0409, vae_loss_seen:551.0706 GZSL: seen=0.9033, unseen=0.6345, h=0.7454 ZSL: unseen accuracy=0.6482
[142/500]  Loss_D: -19.7147 Loss_G: -25.5430, Wasserstein_dist:28.5663, vae_loss_seen:528.3428 GZSL: seen=0.9200, unseen=0.5749, h=0.7076 ZSL: unseen accuracy=0.6326
[143/500]  Loss_D: -25.6544 Loss_G: -25.4788, Wasserstein_dist:33.2848, vae_loss_seen:539.3417 GZSL: seen=0.9117, unseen=0.6145, h=0.7342 ZSL: unseen accuracy=0.6139
[144/500]  Loss_D: -29.0873 Loss_G: -24.1061, Wasserstein_dist:36.3835, vae_loss_seen:557.5115 GZSL: seen=0.9194, unseen=0.6103, h=0.7336 ZSL: unseen accuracy=0.6030
[145/500]  Loss_D: -23.6699 Loss_G: -25.0300, Wasserstein_dist:31.6919, vae_loss_seen:543.0511 GZSL: seen=0.9526, unseen=0.5980, h=0.7348 ZSL: unseen accuracy=0.6025
[146/500]  Loss_D: -23.7795 Loss_G: -24.5072, Wasserstein_dist:32.1046, vae_loss_seen:562.1118 GZSL: seen=0.9138, unseen=0.6128, h=0.7336 ZSL: unseen accuracy=0.5840
[147/500]  Loss_D: -21.6127 Loss_G: -26.2749, Wasserstein_dist:28.6398, vae_loss_seen:520.6748 GZSL: seen=0.9135, unseen=0.5863, h=0.7142 ZSL: unseen accuracy=0.6217
[148/500]  Loss_D: -24.5435 Loss_G: -25.5077, Wasserstein_dist:33.5735, vae_loss_seen:522.5938 GZSL: seen=0.9157, unseen=0.5996, h=0.7247 ZSL: unseen accuracy=0.6560
[149/500]  Loss_D: -26.0710 Loss_G: -24.7141, Wasserstein_dist:33.6216, vae_loss_seen:534.6307 GZSL: seen=0.9179, unseen=0.5979, h=0.7241 ZSL: unseen accuracy=0.6161
[150/500]  Loss_D: -23.0235 Loss_G: -25.0723, Wasserstein_dist:31.5366, vae_loss_seen:546.6234 GZSL: seen=0.9532, unseen=0.5905, h=0.7293 ZSL: unseen accuracy=0.6299
[151/500]  Loss_D: -23.1253 Loss_G: -24.6218, Wasserstein_dist:30.5864, vae_loss_seen:546.7817 GZSL: seen=0.9033, unseen=0.5858, h=0.7107 ZSL: unseen accuracy=0.6100
[152/500]  Loss_D: -23.9433 Loss_G: -24.3435, Wasserstein_dist:32.4645, vae_loss_seen:545.9337 GZSL: seen=0.9181, unseen=0.5713, h=0.7043 ZSL: unseen accuracy=0.6242
[153/500]  Loss_D: -21.1517 Loss_G: -25.7689, Wasserstein_dist:28.7677, vae_loss_seen:523.4243 GZSL: seen=0.9197, unseen=0.5953, h=0.7227 ZSL: unseen accuracy=0.6394
[154/500]  Loss_D: -26.6568 Loss_G: -24.5609, Wasserstein_dist:34.2207, vae_loss_seen:560.2605 GZSL: seen=0.9122, unseen=0.5987, h=0.7229 ZSL: unseen accuracy=0.6170
[155/500]  Loss_D: -20.8567 Loss_G: -24.3859, Wasserstein_dist:30.9190, vae_loss_seen:549.8505 GZSL: seen=0.9205, unseen=0.5786, h=0.7105 ZSL: unseen accuracy=0.5924
[156/500]  Loss_D: -21.1341 Loss_G: -25.3337, Wasserstein_dist:28.8541, vae_loss_seen:538.0347 GZSL: seen=0.9238, unseen=0.6073, h=0.7328 ZSL: unseen accuracy=0.6328
[157/500]  Loss_D: -20.5825 Loss_G: -24.7849, Wasserstein_dist:30.6294, vae_loss_seen:543.9587 GZSL: seen=0.9231, unseen=0.5936, h=0.7225 ZSL: unseen accuracy=0.5916
[158/500]  Loss_D: -23.1445 Loss_G: -26.4471, Wasserstein_dist:31.3627, vae_loss_seen:526.1074 GZSL: seen=0.9105, unseen=0.5977, h=0.7216 ZSL: unseen accuracy=0.6087
[159/500]  Loss_D: -21.5414 Loss_G: -24.1031, Wasserstein_dist:29.2359, vae_loss_seen:557.9981 GZSL: seen=0.9149, unseen=0.6004, h=0.7250 ZSL: unseen accuracy=0.6018
[160/500]  Loss_D: -23.8390 Loss_G: -24.5107, Wasserstein_dist:33.0338, vae_loss_seen:548.6696 GZSL: seen=0.9215, unseen=0.5904, h=0.7197 ZSL: unseen accuracy=0.6205
[161/500]  Loss_D: -22.0459 Loss_G: -26.1757, Wasserstein_dist:31.3153, vae_loss_seen:519.3407 GZSL: seen=0.9268, unseen=0.6107, h=0.7362 ZSL: unseen accuracy=0.6209
[162/500]  Loss_D: -18.5250 Loss_G: -24.7080, Wasserstein_dist:27.1842, vae_loss_seen:532.5699 GZSL: seen=0.9194, unseen=0.5985, h=0.7251 ZSL: unseen accuracy=0.6215
[163/500]  Loss_D: -25.6793 Loss_G: -24.7187, Wasserstein_dist:34.0872, vae_loss_seen:550.9265 GZSL: seen=0.9337, unseen=0.5968, h=0.7281 ZSL: unseen accuracy=0.6194
[164/500]  Loss_D: -23.6879 Loss_G: -24.5012, Wasserstein_dist:31.4171, vae_loss_seen:545.3721 GZSL: seen=0.9252, unseen=0.5891, h=0.7199 ZSL: unseen accuracy=0.5885
[165/500]  Loss_D: -22.8965 Loss_G: -23.9312, Wasserstein_dist:31.5552, vae_loss_seen:548.1757 GZSL: seen=0.9034, unseen=0.6036, h=0.7236 ZSL: unseen accuracy=0.5899
[166/500]  Loss_D: -24.5360 Loss_G: -24.6824, Wasserstein_dist:32.5800, vae_loss_seen:551.1105 GZSL: seen=0.9277, unseen=0.6167, h=0.7409 ZSL: unseen accuracy=0.6062
[167/500]  Loss_D: -23.3097 Loss_G: -24.7184, Wasserstein_dist:29.8727, vae_loss_seen:559.8019 GZSL: seen=0.9150, unseen=0.5972, h=0.7227 ZSL: unseen accuracy=0.6179
[168/500]  Loss_D: -24.4213 Loss_G: -24.8060, Wasserstein_dist:31.1114, vae_loss_seen:546.6543 GZSL: seen=0.9104, unseen=0.5892, h=0.7154 ZSL: unseen accuracy=0.5974
[169/500]  Loss_D: -25.4313 Loss_G: -24.8020, Wasserstein_dist:32.6930, vae_loss_seen:546.4625 GZSL: seen=0.9171, unseen=0.5986, h=0.7244 ZSL: unseen accuracy=0.6286
[170/500]  Loss_D: -23.2096 Loss_G: -24.8943, Wasserstein_dist:30.5994, vae_loss_seen:527.1028 GZSL: seen=0.9170, unseen=0.6124, h=0.7343 ZSL: unseen accuracy=0.6028
[171/500]  Loss_D: -22.7031 Loss_G: -25.2214, Wasserstein_dist:31.5921, vae_loss_seen:532.2839 GZSL: seen=0.9102, unseen=0.5752, h=0.7049 ZSL: unseen accuracy=0.5983
[172/500]  Loss_D: -21.4675 Loss_G: -24.3897, Wasserstein_dist:27.3868, vae_loss_seen:530.6489 GZSL: seen=0.9113, unseen=0.5961, h=0.7207 ZSL: unseen accuracy=0.5897
[173/500]  Loss_D: -17.6425 Loss_G: -25.7577, Wasserstein_dist:26.8785, vae_loss_seen:511.8777 GZSL: seen=0.9016, unseen=0.6193, h=0.7342 ZSL: unseen accuracy=0.6039
[174/500]  Loss_D: -23.7919 Loss_G: -25.3285, Wasserstein_dist:31.8503, vae_loss_seen:543.7238 GZSL: seen=0.9310, unseen=0.5909, h=0.7230 ZSL: unseen accuracy=0.6289
[175/500]  Loss_D: -20.3136 Loss_G: -25.0091, Wasserstein_dist:29.0199, vae_loss_seen:537.8663 GZSL: seen=0.9140, unseen=0.5786, h=0.7086 ZSL: unseen accuracy=0.5921
[176/500]  Loss_D: -19.6343 Loss_G: -25.3701, Wasserstein_dist:26.5279, vae_loss_seen:551.5819 GZSL: seen=0.9136, unseen=0.5836, h=0.7122 ZSL: unseen accuracy=0.6130
[177/500]  Loss_D: -19.6411 Loss_G: -24.5981, Wasserstein_dist:25.7280, vae_loss_seen:518.6614 GZSL: seen=0.9144, unseen=0.5794, h=0.7093 ZSL: unseen accuracy=0.6262
[178/500]  Loss_D: -24.7897 Loss_G: -25.6546, Wasserstein_dist:32.7072, vae_loss_seen:523.4589 GZSL: seen=0.9317, unseen=0.5784, h=0.7137 ZSL: unseen accuracy=0.6136
[179/500]  Loss_D: -21.6110 Loss_G: -24.8099, Wasserstein_dist:28.6828, vae_loss_seen:536.0039 GZSL: seen=0.9239, unseen=0.5845, h=0.7160 ZSL: unseen accuracy=0.6078
[180/500]  Loss_D: -17.5284 Loss_G: -25.0352, Wasserstein_dist:24.4557, vae_loss_seen:539.8217 GZSL: seen=0.9294, unseen=0.6133, h=0.7390 ZSL: unseen accuracy=0.6052
[181/500]  Loss_D: -23.0861 Loss_G: -25.9252, Wasserstein_dist:29.3541, vae_loss_seen:531.9182 GZSL: seen=0.9338, unseen=0.5962, h=0.7278 ZSL: unseen accuracy=0.5898
[182/500]  Loss_D: -24.2827 Loss_G: -24.7454, Wasserstein_dist:31.7833, vae_loss_seen:542.7787 GZSL: seen=0.9294, unseen=0.5941, h=0.7248 ZSL: unseen accuracy=0.5951
[183/500]  Loss_D: -17.2348 Loss_G: -25.1597, Wasserstein_dist:24.6354, vae_loss_seen:524.3655 GZSL: seen=0.9312, unseen=0.5616, h=0.7006 ZSL: unseen accuracy=0.5759
[184/500]  Loss_D: -19.3182 Loss_G: -25.3877, Wasserstein_dist:24.9015, vae_loss_seen:522.4893 GZSL: seen=0.9278, unseen=0.5849, h=0.7175 ZSL: unseen accuracy=0.5924
[185/500]  Loss_D: -24.3683 Loss_G: -24.4382, Wasserstein_dist:32.4772, vae_loss_seen:546.1996 GZSL: seen=0.9129, unseen=0.5908, h=0.7173 ZSL: unseen accuracy=0.5894
[186/500]  Loss_D: -22.4003 Loss_G: -25.8221, Wasserstein_dist:29.5328, vae_loss_seen:524.9165 GZSL: seen=0.9119, unseen=0.5693, h=0.7010 ZSL: unseen accuracy=0.5872
[187/500]  Loss_D: -22.5728 Loss_G: -25.3703, Wasserstein_dist:29.1221, vae_loss_seen:538.1298 GZSL: seen=0.9214, unseen=0.5884, h=0.7182 ZSL: unseen accuracy=0.6158
[188/500]  Loss_D: -21.5387 Loss_G: -23.6036, Wasserstein_dist:29.3990, vae_loss_seen:555.3889 GZSL: seen=0.9343, unseen=0.5759, h=0.7126 ZSL: unseen accuracy=0.6052
[189/500]  Loss_D: -19.7918 Loss_G: -24.0118, Wasserstein_dist:25.5700, vae_loss_seen:537.8105 GZSL: seen=0.9399, unseen=0.5840, h=0.7204 ZSL: unseen accuracy=0.6101
[190/500]  Loss_D: -21.0332 Loss_G: -25.0953, Wasserstein_dist:28.4568, vae_loss_seen:530.5561 GZSL: seen=0.9364, unseen=0.5551, h=0.6971 ZSL: unseen accuracy=0.6130
[191/500]  Loss_D: -22.5837 Loss_G: -23.8109, Wasserstein_dist:29.4697, vae_loss_seen:556.2947 GZSL: seen=0.9286, unseen=0.5635, h=0.7014 ZSL: unseen accuracy=0.6031
[192/500]  Loss_D: -21.6380 Loss_G: -26.1172, Wasserstein_dist:29.5748, vae_loss_seen:518.6187 GZSL: seen=0.9253, unseen=0.5605, h=0.6982 ZSL: unseen accuracy=0.6141
[193/500]  Loss_D: -25.5988 Loss_G: -25.6342, Wasserstein_dist:31.7386, vae_loss_seen:531.3336 GZSL: seen=0.9305, unseen=0.6032, h=0.7319 ZSL: unseen accuracy=0.5924
[194/500]  Loss_D: -23.5340 Loss_G: -25.4841, Wasserstein_dist:28.9497, vae_loss_seen:535.0074 GZSL: seen=0.9155, unseen=0.5701, h=0.7027 ZSL: unseen accuracy=0.5917
[195/500]  Loss_D: -23.7915 Loss_G: -24.4263, Wasserstein_dist:29.9587, vae_loss_seen:527.6730 GZSL: seen=0.9184, unseen=0.5810, h=0.7117 ZSL: unseen accuracy=0.6119
[196/500]  Loss_D: -22.7849 Loss_G: -24.5508, Wasserstein_dist:30.2840, vae_loss_seen:537.0368 GZSL: seen=0.9148, unseen=0.5792, h=0.7093 ZSL: unseen accuracy=0.6037
[197/500]  Loss_D: -19.2806 Loss_G: -24.3778, Wasserstein_dist:27.4760, vae_loss_seen:539.4759 GZSL: seen=0.9233, unseen=0.5741, h=0.7080 ZSL: unseen accuracy=0.5930
[198/500]  Loss_D: -21.8987 Loss_G: -24.2121, Wasserstein_dist:27.7510, vae_loss_seen:531.8171 GZSL: seen=0.9303, unseen=0.5981, h=0.7281 ZSL: unseen accuracy=0.6000
[199/500]  Loss_D: -18.9944 Loss_G: -25.2004, Wasserstein_dist:24.7448, vae_loss_seen:541.0605 GZSL: seen=0.9019, unseen=0.5802, h=0.7061 ZSL: unseen accuracy=0.5972
[200/500]  Loss_D: -25.6181 Loss_G: -24.1013, Wasserstein_dist:32.7910, vae_loss_seen:548.2942 GZSL: seen=0.9205, unseen=0.5593, h=0.6958 ZSL: unseen accuracy=0.5912
[201/500]  Loss_D: -19.5375 Loss_G: -24.2470, Wasserstein_dist:26.6114, vae_loss_seen:562.1328 GZSL: seen=0.9256, unseen=0.5822, h=0.7148 ZSL: unseen accuracy=0.6134
[202/500]  Loss_D: -18.9278 Loss_G: -24.2994, Wasserstein_dist:27.0345, vae_loss_seen:551.8186 GZSL: seen=0.9269, unseen=0.5974, h=0.7265 ZSL: unseen accuracy=0.6045
[203/500]  Loss_D: -20.9454 Loss_G: -24.6340, Wasserstein_dist:27.5541, vae_loss_seen:542.5096 GZSL: seen=0.9231, unseen=0.5757, h=0.7092 ZSL: unseen accuracy=0.6010
[204/500]  Loss_D: -23.3360 Loss_G: -25.3852, Wasserstein_dist:30.9973, vae_loss_seen:537.4091 GZSL: seen=0.9314, unseen=0.5715, h=0.7084 ZSL: unseen accuracy=0.6077
[205/500]  Loss_D: -19.0067 Loss_G: -24.3718, Wasserstein_dist:25.7865, vae_loss_seen:531.6572 GZSL: seen=0.9117, unseen=0.5582, h=0.6924 ZSL: unseen accuracy=0.5914
[206/500]  Loss_D: -19.0541 Loss_G: -24.3959, Wasserstein_dist:25.2290, vae_loss_seen:542.7269 GZSL: seen=0.9162, unseen=0.5770, h=0.7080 ZSL: unseen accuracy=0.5692
[207/500]  Loss_D: -22.5175 Loss_G: -24.2027, Wasserstein_dist:31.3985, vae_loss_seen:549.3354 GZSL: seen=0.9272, unseen=0.5518, h=0.6918 ZSL: unseen accuracy=0.5891
[208/500]  Loss_D: -18.0618 Loss_G: -24.7518, Wasserstein_dist:23.9536, vae_loss_seen:545.7094 GZSL: seen=0.9130, unseen=0.5672, h=0.6997 ZSL: unseen accuracy=0.5959
[209/500]  Loss_D: -20.6121 Loss_G: -23.2209, Wasserstein_dist:27.5444, vae_loss_seen:562.9545 GZSL: seen=0.9213, unseen=0.5882, h=0.7180 ZSL: unseen accuracy=0.5940
[210/500]  Loss_D: -18.0945 Loss_G: -25.1262, Wasserstein_dist:25.9669, vae_loss_seen:537.4951 GZSL: seen=0.9191, unseen=0.5610, h=0.6967 ZSL: unseen accuracy=0.6258
[211/500]  Loss_D: -17.4344 Loss_G: -23.8737, Wasserstein_dist:24.6049, vae_loss_seen:550.2066 GZSL: seen=0.9270, unseen=0.5693, h=0.7054 ZSL: unseen accuracy=0.5812
[212/500]  Loss_D: -20.8737 Loss_G: -24.4674, Wasserstein_dist:28.0295, vae_loss_seen:543.1253 GZSL: seen=0.9230, unseen=0.5665, h=0.7021 ZSL: unseen accuracy=0.5888
[213/500]  Loss_D: -20.3938 Loss_G: -24.1212, Wasserstein_dist:26.0012, vae_loss_seen:557.0483 GZSL: seen=0.9213, unseen=0.5813, h=0.7128 ZSL: unseen accuracy=0.5927
[214/500]  Loss_D: -22.4669 Loss_G: -23.3778, Wasserstein_dist:29.5079, vae_loss_seen:553.1387 GZSL: seen=0.9168, unseen=0.5615, h=0.6965 ZSL: unseen accuracy=0.5900
[215/500]  Loss_D: -22.8545 Loss_G: -23.8434, Wasserstein_dist:28.8765, vae_loss_seen:554.5532 GZSL: seen=0.9075, unseen=0.5810, h=0.7084 ZSL: unseen accuracy=0.5875
[216/500]  Loss_D: -23.5875 Loss_G: -24.7723, Wasserstein_dist:29.5075, vae_loss_seen:536.0378 GZSL: seen=0.9169, unseen=0.5764, h=0.7078 ZSL: unseen accuracy=0.5924
[217/500]  Loss_D: -21.6761 Loss_G: -24.4696, Wasserstein_dist:28.5916, vae_loss_seen:561.7224 GZSL: seen=0.9299, unseen=0.5782, h=0.7131 ZSL: unseen accuracy=0.5997
[218/500]  Loss_D: -23.8495 Loss_G: -23.6495, Wasserstein_dist:30.5157, vae_loss_seen:542.1072 GZSL: seen=0.9235, unseen=0.5767, h=0.7100 ZSL: unseen accuracy=0.5990
[219/500]  Loss_D: -21.0134 Loss_G: -23.4149, Wasserstein_dist:27.5993, vae_loss_seen:556.7850 GZSL: seen=0.9302, unseen=0.5579, h=0.6975 ZSL: unseen accuracy=0.5916
[220/500]  Loss_D: -21.0438 Loss_G: -23.8197, Wasserstein_dist:27.8150, vae_loss_seen:559.7963 GZSL: seen=0.9301, unseen=0.5635, h=0.7018 ZSL: unseen accuracy=0.5960
[221/500]  Loss_D: -21.1174 Loss_G: -23.7336, Wasserstein_dist:27.8831, vae_loss_seen:540.4218 GZSL: seen=0.9171, unseen=0.5748, h=0.7067 ZSL: unseen accuracy=0.5858
[222/500]  Loss_D: -22.5005 Loss_G: -24.3933, Wasserstein_dist:28.5629, vae_loss_seen:546.5752 GZSL: seen=0.9189, unseen=0.5681, h=0.7021 ZSL: unseen accuracy=0.5933
[223/500]  Loss_D: -19.9811 Loss_G: -24.8675, Wasserstein_dist:27.1642, vae_loss_seen:543.9432 GZSL: seen=0.9221, unseen=0.5439, h=0.6842 ZSL: unseen accuracy=0.5910
[224/500]  Loss_D: -18.6128 Loss_G: -23.9671, Wasserstein_dist:25.8607, vae_loss_seen:536.6729 GZSL: seen=0.9244, unseen=0.5523, h=0.6915 ZSL: unseen accuracy=0.5982
[225/500]  Loss_D: -19.7027 Loss_G: -25.4423, Wasserstein_dist:26.8963, vae_loss_seen:527.9279 GZSL: seen=0.9352, unseen=0.5764, h=0.7132 ZSL: unseen accuracy=0.6064
[226/500]  Loss_D: -17.6242 Loss_G: -23.3908, Wasserstein_dist:23.5426, vae_loss_seen:553.5524 GZSL: seen=0.9363, unseen=0.5681, h=0.7071 ZSL: unseen accuracy=0.5980
[227/500]  Loss_D: -18.2652 Loss_G: -23.5240, Wasserstein_dist:24.4001, vae_loss_seen:530.7489 GZSL: seen=0.9163, unseen=0.5650, h=0.6990 ZSL: unseen accuracy=0.6070
[228/500]  Loss_D: -18.3434 Loss_G: -25.0511, Wasserstein_dist:24.5033, vae_loss_seen:517.1541 GZSL: seen=0.9235, unseen=0.5717, h=0.7062 ZSL: unseen accuracy=0.6053
[229/500]  Loss_D: -13.2594 Loss_G: -23.3175, Wasserstein_dist:20.5269, vae_loss_seen:542.5283 GZSL: seen=0.9268, unseen=0.5812, h=0.7144 ZSL: unseen accuracy=0.6019
[230/500]  Loss_D: -21.9826 Loss_G: -23.5850, Wasserstein_dist:27.6481, vae_loss_seen:550.6980 GZSL: seen=0.9103, unseen=0.5860, h=0.7130 ZSL: unseen accuracy=0.5965
[231/500]  Loss_D: -19.5281 Loss_G: -24.2957, Wasserstein_dist:27.5354, vae_loss_seen:549.0850 GZSL: seen=0.9177, unseen=0.5518, h=0.6892 ZSL: unseen accuracy=0.5945
[232/500]  Loss_D: -17.2927 Loss_G: -23.7736, Wasserstein_dist:26.6693, vae_loss_seen:562.9116 GZSL: seen=0.9113, unseen=0.5895, h=0.7159 ZSL: unseen accuracy=0.6013
[233/500]  Loss_D: -14.3476 Loss_G: -23.7776, Wasserstein_dist:21.6324, vae_loss_seen:557.5627 GZSL: seen=0.9273, unseen=0.5342, h=0.6779 ZSL: unseen accuracy=0.5607
[234/500]  Loss_D: -19.8865 Loss_G: -23.4165, Wasserstein_dist:26.0465, vae_loss_seen:554.6260 GZSL: seen=0.9295, unseen=0.5801, h=0.7144 ZSL: unseen accuracy=0.5982
[235/500]  Loss_D: -18.4551 Loss_G: -23.1433, Wasserstein_dist:25.6826, vae_loss_seen:534.0460 GZSL: seen=0.9212, unseen=0.5622, h=0.6982 ZSL: unseen accuracy=0.5714
[236/500]  Loss_D: -17.4166 Loss_G: -23.5361, Wasserstein_dist:23.7795, vae_loss_seen:530.7086 GZSL: seen=0.9222, unseen=0.5798, h=0.7120 ZSL: unseen accuracy=0.6086
[237/500]  Loss_D: -19.6979 Loss_G: -24.5353, Wasserstein_dist:26.0604, vae_loss_seen:535.1316 GZSL: seen=0.9096, unseen=0.5620, h=0.6948 ZSL: unseen accuracy=0.5858
[238/500]  Loss_D: -15.8378 Loss_G: -24.7317, Wasserstein_dist:23.0319, vae_loss_seen:524.9033 GZSL: seen=0.9140, unseen=0.5567, h=0.6919 ZSL: unseen accuracy=0.5754
[239/500]  Loss_D: -17.1003 Loss_G: -24.6489, Wasserstein_dist:24.1404, vae_loss_seen:535.0975 GZSL: seen=0.9275, unseen=0.5665, h=0.7033 ZSL: unseen accuracy=0.5786
[240/500]  Loss_D: -19.4538 Loss_G: -23.1849, Wasserstein_dist:26.2120, vae_loss_seen:554.1980 GZSL: seen=0.9311, unseen=0.5649, h=0.7031 ZSL: unseen accuracy=0.6175
[241/500]  Loss_D: -18.8667 Loss_G: -24.8204, Wasserstein_dist:25.7117, vae_loss_seen:537.2604 GZSL: seen=0.9425, unseen=0.5623, h=0.7044 ZSL: unseen accuracy=0.5908
[242/500]  Loss_D: -19.8216 Loss_G: -24.0993, Wasserstein_dist:25.1124, vae_loss_seen:544.7877 GZSL: seen=0.9268, unseen=0.5602, h=0.6983 ZSL: unseen accuracy=0.6246
[243/500]  Loss_D: -25.1805 Loss_G: -24.0711, Wasserstein_dist:31.5466, vae_loss_seen:543.3412 GZSL: seen=0.9203, unseen=0.5804, h=0.7119 ZSL: unseen accuracy=0.6065
[244/500]  Loss_D: -18.4892 Loss_G: -23.0695, Wasserstein_dist:25.3983, vae_loss_seen:559.8364 GZSL: seen=0.9153, unseen=0.5641, h=0.6980 ZSL: unseen accuracy=0.5966
[245/500]  Loss_D: -16.5670 Loss_G: -24.4182, Wasserstein_dist:22.7178, vae_loss_seen:510.5777 GZSL: seen=0.9301, unseen=0.5585, h=0.6979 ZSL: unseen accuracy=0.5871
[246/500]  Loss_D: -19.6215 Loss_G: -23.8250, Wasserstein_dist:24.6828, vae_loss_seen:543.7709 GZSL: seen=0.9164, unseen=0.5612, h=0.6961 ZSL: unseen accuracy=0.6096
[247/500]  Loss_D: -13.4237 Loss_G: -23.5937, Wasserstein_dist:20.0757, vae_loss_seen:554.2583 GZSL: seen=0.9014, unseen=0.5747, h=0.7019 ZSL: unseen accuracy=0.5994
[248/500]  Loss_D: -15.7347 Loss_G: -23.8244, Wasserstein_dist:22.4754, vae_loss_seen:542.4359 GZSL: seen=0.9213, unseen=0.5474, h=0.6868 ZSL: unseen accuracy=0.6057
[249/500]  Loss_D: -19.1652 Loss_G: -21.4964, Wasserstein_dist:25.3847, vae_loss_seen:579.4431 GZSL: seen=0.9278, unseen=0.5870, h=0.7190 ZSL: unseen accuracy=0.6087
[250/500]  Loss_D: -16.8011 Loss_G: -24.4138, Wasserstein_dist:22.8889, vae_loss_seen:531.8340 GZSL: seen=0.9167, unseen=0.5627, h=0.6974 ZSL: unseen accuracy=0.5857
[251/500]  Loss_D: -16.4998 Loss_G: -23.2301, Wasserstein_dist:22.6617, vae_loss_seen:549.5996 GZSL: seen=0.9161, unseen=0.5748, h=0.7064 ZSL: unseen accuracy=0.5894
[252/500]  Loss_D: -19.6038 Loss_G: -23.6916, Wasserstein_dist:25.6638, vae_loss_seen:566.3021 GZSL: seen=0.9263, unseen=0.5904, h=0.7212 ZSL: unseen accuracy=0.5910
