HYPER-PARAMETERS
[258/500]  Loss_D: -11.8927 Loss_G: -3.6976, Wasserstein_dist:16.7359, vae_loss_seen:350.3763 GZSL: seen=0.8331, unseen=0.5099, h=0.6326 ZSL: unseen accuracy=0.5629
[259/500]  Loss_D: -15.2098 Loss_G: -3.2099, Wasserstein_dist:20.6884, vae_loss_seen:380.2128 GZSL: seen=0.8366, unseen=0.5126, h=0.6357 ZSL: unseen accuracy=0.5601
[260/500]  Loss_D: -14.8352 Loss_G: -3.4419, Wasserstein_dist:19.1337, vae_loss_seen:375.7353 GZSL: seen=0.8015, unseen=0.5175, h=0.6289 ZSL: unseen accuracy=0.5547
[261/500]  Loss_D: -15.8504 Loss_G: -3.5062, Wasserstein_dist:20.0065, vae_loss_seen:369.0406 GZSL: seen=0.8346, unseen=0.5032, h=0.6279 ZSL: unseen accuracy=0.5705
[262/500]  Loss_D: -14.0783 Loss_G: -3.5987, Wasserstein_dist:18.7876, vae_loss_seen:368.4109 GZSL: seen=0.7728, unseen=0.5265, h=0.6263 ZSL: unseen accuracy=0.5523
[263/500]  Loss_D: -15.3751 Loss_G: -3.5556, Wasserstein_dist:19.9075, vae_loss_seen:382.7888 GZSL: seen=0.8342, unseen=0.4955, h=0.6217 ZSL: unseen accuracy=0.5557
[264/500]  Loss_D: -16.2168 Loss_G: -2.8888, Wasserstein_dist:21.4307, vae_loss_seen:373.6992 GZSL: seen=0.8555, unseen=0.4883, h=0.6217 ZSL: unseen accuracy=0.5518
[265/500]  Loss_D: -13.9143 Loss_G: -3.3562, Wasserstein_dist:18.1199, vae_loss_seen:369.3055 GZSL: seen=0.8505, unseen=0.4895, h=0.6213 ZSL: unseen accuracy=0.5555
[266/500]  Loss_D: -13.7234 Loss_G: -3.1160, Wasserstein_dist:17.9004, vae_loss_seen:356.9166 GZSL: seen=0.8210, unseen=0.5114, h=0.6303 ZSL: unseen accuracy=0.5558
[267/500]  Loss_D: -11.6435 Loss_G: -3.4040, Wasserstein_dist:16.1663, vae_loss_seen:345.2627 GZSL: seen=0.8360, unseen=0.5027, h=0.6279 ZSL: unseen accuracy=0.5569
[268/500]  Loss_D: -11.7225 Loss_G: -3.7258, Wasserstein_dist:15.8165, vae_loss_seen:351.8666 GZSL: seen=0.8051, unseen=0.5162, h=0.6291 ZSL: unseen accuracy=0.5579
[269/500]  Loss_D: -13.9639 Loss_G: -3.9943, Wasserstein_dist:18.4938, vae_loss_seen:365.9081 GZSL: seen=0.8325, unseen=0.4901, h=0.6169 ZSL: unseen accuracy=0.5401
[270/500]  Loss_D: -14.7489 Loss_G: -3.4559, Wasserstein_dist:18.9062, vae_loss_seen:384.4899 GZSL: seen=0.8383, unseen=0.4956, h=0.6229 ZSL: unseen accuracy=0.5576
[271/500]  Loss_D: -15.0987 Loss_G: -3.8375, Wasserstein_dist:19.7964, vae_loss_seen:363.7758 GZSL: seen=0.8004, unseen=0.5021, h=0.6171 ZSL: unseen accuracy=0.5665
[272/500]  Loss_D: -14.4082 Loss_G: -2.7085, Wasserstein_dist:18.2809, vae_loss_seen:370.7538 GZSL: seen=0.8253, unseen=0.5118, h=0.6318 ZSL: unseen accuracy=0.5513
[273/500]  Loss_D: -14.5083 Loss_G: -3.4664, Wasserstein_dist:19.2933, vae_loss_seen:382.9170 GZSL: seen=0.8193, unseen=0.5022, h=0.6227 ZSL: unseen accuracy=0.5586
[274/500]  Loss_D: -13.0994 Loss_G: -3.7776, Wasserstein_dist:17.5166, vae_loss_seen:358.0060 GZSL: seen=0.8458, unseen=0.5043, h=0.6318 ZSL: unseen accuracy=0.5486
[275/500]  Loss_D: -9.6298 Loss_G: -3.6384, Wasserstein_dist:14.5249, vae_loss_seen:362.9332 GZSL: seen=0.8262, unseen=0.4901, h=0.6153 ZSL: unseen accuracy=0.5440
[276/500]  Loss_D: -14.0694 Loss_G: -3.4834, Wasserstein_dist:18.2251, vae_loss_seen:365.8857 GZSL: seen=0.8069, unseen=0.5091, h=0.6243 ZSL: unseen accuracy=0.5511
[277/500]  Loss_D: -13.1473 Loss_G: -3.1129, Wasserstein_dist:18.1035, vae_loss_seen:360.6221 GZSL: seen=0.8075, unseen=0.5104, h=0.6254 ZSL: unseen accuracy=0.5587
[278/500]  Loss_D: -13.1207 Loss_G: -3.6663, Wasserstein_dist:17.3446, vae_loss_seen:355.7112 GZSL: seen=0.8169, unseen=0.4960, h=0.6172 ZSL: unseen accuracy=0.5470
[279/500]  Loss_D: -12.6976 Loss_G: -3.5388, Wasserstein_dist:17.7792, vae_loss_seen:369.6052 GZSL: seen=0.8058, unseen=0.5075, h=0.6227 ZSL: unseen accuracy=0.5451
[280/500]  Loss_D: -13.8375 Loss_G: -3.6403, Wasserstein_dist:17.8323, vae_loss_seen:363.1462 GZSL: seen=0.8076, unseen=0.5133, h=0.6277 ZSL: unseen accuracy=0.5561
[281/500]  Loss_D: -14.5515 Loss_G: -3.3170, Wasserstein_dist:19.2706, vae_loss_seen:365.9080 GZSL: seen=0.8065, unseen=0.5097, h=0.6246 ZSL: unseen accuracy=0.5442
[282/500]  Loss_D: -11.8656 Loss_G: -3.3684, Wasserstein_dist:16.5782, vae_loss_seen:357.4205 GZSL: seen=0.8357, unseen=0.4925, h=0.6198 ZSL: unseen accuracy=0.5475
[283/500]  Loss_D: -13.9699 Loss_G: -3.4318, Wasserstein_dist:18.9215, vae_loss_seen:361.6966 GZSL: seen=0.8121, unseen=0.5140, h=0.6295 ZSL: unseen accuracy=0.5548
[284/500]  Loss_D: -11.8879 Loss_G: -3.2159, Wasserstein_dist:16.6154, vae_loss_seen:361.1682 GZSL: seen=0.8191, unseen=0.5065, h=0.6259 ZSL: unseen accuracy=0.5540
[285/500]  Loss_D: -14.3426 Loss_G: -3.1919, Wasserstein_dist:19.0048, vae_loss_seen:362.0654 GZSL: seen=0.8299, unseen=0.4946, h=0.6198 ZSL: unseen accuracy=0.5400
[286/500]  Loss_D: -13.6365 Loss_G: -3.4499, Wasserstein_dist:18.3453, vae_loss_seen:381.7723 GZSL: seen=0.8262, unseen=0.5002, h=0.6231 ZSL: unseen accuracy=0.5499
[287/500]  Loss_D: -13.9474 Loss_G: -3.8633, Wasserstein_dist:18.2101, vae_loss_seen:352.2657 GZSL: seen=0.8035, unseen=0.5088, h=0.6231 ZSL: unseen accuracy=0.5598
[288/500]  Loss_D: -11.2481 Loss_G: -3.7883, Wasserstein_dist:15.8769, vae_loss_seen:363.1764 GZSL: seen=0.8296, unseen=0.4943, h=0.6195 ZSL: unseen accuracy=0.5312
[289/500]  Loss_D: -11.5065 Loss_G: -3.6177, Wasserstein_dist:16.2752, vae_loss_seen:343.9603 GZSL: seen=0.8087, unseen=0.4978, h=0.6162 ZSL: unseen accuracy=0.5465
[290/500]  Loss_D: -15.5533 Loss_G: -3.8648, Wasserstein_dist:19.7816, vae_loss_seen:379.5064 GZSL: seen=0.8208, unseen=0.4988, h=0.6205 ZSL: unseen accuracy=0.5507
[291/500]  Loss_D: -13.1512 Loss_G: -3.2105, Wasserstein_dist:16.7030, vae_loss_seen:373.1446 GZSL: seen=0.8113, unseen=0.5063, h=0.6235 ZSL: unseen accuracy=0.5439
[292/500]  Loss_D: -13.8807 Loss_G: -3.1325, Wasserstein_dist:18.8980, vae_loss_seen:379.9782 GZSL: seen=0.8058, unseen=0.5105, h=0.6250 ZSL: unseen accuracy=0.5600
[293/500]  Loss_D: -10.9830 Loss_G: -3.5751, Wasserstein_dist:15.4052, vae_loss_seen:358.8768 GZSL: seen=0.7771, unseen=0.5155, h=0.6198 ZSL: unseen accuracy=0.5396
[294/500]  Loss_D: -13.1053 Loss_G: -3.8213, Wasserstein_dist:17.2551, vae_loss_seen:372.5779 GZSL: seen=0.8145, unseen=0.4945, h=0.6154 ZSL: unseen accuracy=0.5530
[295/500]  Loss_D: -14.5929 Loss_G: -3.1992, Wasserstein_dist:18.7373, vae_loss_seen:350.4636 GZSL: seen=0.8251, unseen=0.4959, h=0.6195 ZSL: unseen accuracy=0.5368
[296/500]  Loss_D: -15.6248 Loss_G: -3.6964, Wasserstein_dist:19.5496, vae_loss_seen:378.6104 GZSL: seen=0.8078, unseen=0.5062, h=0.6224 ZSL: unseen accuracy=0.5475
[297/500]  Loss_D: -11.4202 Loss_G: -3.7106, Wasserstein_dist:16.1732, vae_loss_seen:351.5544 GZSL: seen=0.7814, unseen=0.5068, h=0.6148 ZSL: unseen accuracy=0.5449
[298/500]  Loss_D: -14.6624 Loss_G: -3.5806, Wasserstein_dist:18.8931, vae_loss_seen:362.0281 GZSL: seen=0.8114, unseen=0.4973, h=0.6167 ZSL: unseen accuracy=0.5458
[299/500]  Loss_D: -13.8630 Loss_G: -3.4202, Wasserstein_dist:18.0176, vae_loss_seen:364.2287 GZSL: seen=0.7983, unseen=0.5113, h=0.6234 ZSL: unseen accuracy=0.5441
[300/500]  Loss_D: -14.0528 Loss_G: -3.9323, Wasserstein_dist:18.2571, vae_loss_seen:373.4382 GZSL: seen=0.8249, unseen=0.5007, h=0.6232 ZSL: unseen accuracy=0.5449
[301/500]  Loss_D: -15.0837 Loss_G: -3.3160, Wasserstein_dist:19.9980, vae_loss_seen:371.2650 GZSL: seen=0.8254, unseen=0.4869, h=0.6125 ZSL: unseen accuracy=0.5359
[302/500]  Loss_D: -13.2803 Loss_G: -3.6147, Wasserstein_dist:18.1023, vae_loss_seen:359.7270 GZSL: seen=0.8192, unseen=0.5047, h=0.6246 ZSL: unseen accuracy=0.5412
[303/500]  Loss_D: -14.4259 Loss_G: -3.6011, Wasserstein_dist:18.6371, vae_loss_seen:373.4418 GZSL: seen=0.7952, unseen=0.4961, h=0.6110 ZSL: unseen accuracy=0.5379
[304/500]  Loss_D: -13.1817 Loss_G: -4.1467, Wasserstein_dist:17.5191, vae_loss_seen:347.9854 GZSL: seen=0.8311, unseen=0.4867, h=0.6139 ZSL: unseen accuracy=0.5393
[305/500]  Loss_D: -10.5360 Loss_G: -3.4886, Wasserstein_dist:15.4598, vae_loss_seen:347.6127 GZSL: seen=0.8279, unseen=0.4798, h=0.6075 ZSL: unseen accuracy=0.5326
[306/500]  Loss_D: -12.5136 Loss_G: -3.4363, Wasserstein_dist:17.0657, vae_loss_seen:351.1165 GZSL: seen=0.8094, unseen=0.4993, h=0.6176 ZSL: unseen accuracy=0.5361
[307/500]  Loss_D: -14.8284 Loss_G: -3.5390, Wasserstein_dist:19.1540, vae_loss_seen:373.8622 GZSL: seen=0.8250, unseen=0.4830, h=0.6093 ZSL: unseen accuracy=0.5386
[308/500]  Loss_D: -11.3549 Loss_G: -3.4128, Wasserstein_dist:15.8750, vae_loss_seen:360.7975 GZSL: seen=0.8211, unseen=0.4975, h=0.6196 ZSL: unseen accuracy=0.5437
[309/500]  Loss_D: -15.2161 Loss_G: -4.1502, Wasserstein_dist:19.2040, vae_loss_seen:368.0232 GZSL: seen=0.8072, unseen=0.4986, h=0.6164 ZSL: unseen accuracy=0.5336
[310/500]  Loss_D: -10.5049 Loss_G: -3.8113, Wasserstein_dist:14.1487, vae_loss_seen:345.5605 GZSL: seen=0.7788, unseen=0.4983, h=0.6077 ZSL: unseen accuracy=0.5424
[311/500]  Loss_D: -14.2991 Loss_G: -3.7970, Wasserstein_dist:18.7188, vae_loss_seen:366.8818 GZSL: seen=0.8058, unseen=0.4943, h=0.6127 ZSL: unseen accuracy=0.5345
[312/500]  Loss_D: -13.2171 Loss_G: -3.4551, Wasserstein_dist:17.6748, vae_loss_seen:364.7599 GZSL: seen=0.8258, unseen=0.4818, h=0.6086 ZSL: unseen accuracy=0.5293
[313/500]  Loss_D: -14.0294 Loss_G: -3.9514, Wasserstein_dist:18.0745, vae_loss_seen:374.1729 GZSL: seen=0.8266, unseen=0.4972, h=0.6209 ZSL: unseen accuracy=0.5397
[314/500]  Loss_D: -12.7879 Loss_G: -3.8456, Wasserstein_dist:17.9380, vae_loss_seen:362.1449 GZSL: seen=0.8305, unseen=0.4817, h=0.6097 ZSL: unseen accuracy=0.5367
[315/500]  Loss_D: -11.1511 Loss_G: -3.5714, Wasserstein_dist:14.7879, vae_loss_seen:352.2722 GZSL: seen=0.8093, unseen=0.4974, h=0.6161 ZSL: unseen accuracy=0.5401
[316/500]  Loss_D: -14.0739 Loss_G: -3.8443, Wasserstein_dist:18.4077, vae_loss_seen:365.7752 GZSL: seen=0.8136, unseen=0.4938, h=0.6146 ZSL: unseen accuracy=0.5400
[317/500]  Loss_D: -12.9438 Loss_G: -3.4233, Wasserstein_dist:17.4433, vae_loss_seen:366.6956 GZSL: seen=0.7826, unseen=0.5011, h=0.6109 ZSL: unseen accuracy=0.5357
[318/500]  Loss_D: -12.3639 Loss_G: -3.8717, Wasserstein_dist:16.9904, vae_loss_seen:370.9875 GZSL: seen=0.7836, unseen=0.5039, h=0.6134 ZSL: unseen accuracy=0.5340
[319/500]  Loss_D: -10.9752 Loss_G: -3.0616, Wasserstein_dist:15.7365, vae_loss_seen:359.1962 GZSL: seen=0.8111, unseen=0.4876, h=0.6090 ZSL: unseen accuracy=0.5346
[320/500]  Loss_D: -10.4531 Loss_G: -3.0446, Wasserstein_dist:15.2539, vae_loss_seen:359.4346 GZSL: seen=0.7741, unseen=0.4979, h=0.6060 ZSL: unseen accuracy=0.5291
[321/500]  Loss_D: -10.6597 Loss_G: -3.3166, Wasserstein_dist:14.8111, vae_loss_seen:349.7163 GZSL: seen=0.8152, unseen=0.4869, h=0.6097 ZSL: unseen accuracy=0.5353
[322/500]  Loss_D: -14.2444 Loss_G: -3.4882, Wasserstein_dist:19.1933, vae_loss_seen:388.7650 GZSL: seen=0.8263, unseen=0.4795, h=0.6068 ZSL: unseen accuracy=0.5363
[323/500]  Loss_D: -13.2527 Loss_G: -3.5475, Wasserstein_dist:16.8140, vae_loss_seen:372.6881 GZSL: seen=0.8104, unseen=0.4968, h=0.6160 ZSL: unseen accuracy=0.5341
[324/500]  Loss_D: -13.3370 Loss_G: -3.6055, Wasserstein_dist:17.2689, vae_loss_seen:363.6893 GZSL: seen=0.8202, unseen=0.4847, h=0.6093 ZSL: unseen accuracy=0.5382
[325/500]  Loss_D: -10.9810 Loss_G: -3.3626, Wasserstein_dist:15.9744, vae_loss_seen:354.2964 GZSL: seen=0.8179, unseen=0.4931, h=0.6152 ZSL: unseen accuracy=0.5360
[326/500]  Loss_D: -11.7620 Loss_G: -3.1428, Wasserstein_dist:15.9984, vae_loss_seen:347.6440 GZSL: seen=0.8322, unseen=0.4757, h=0.6054 ZSL: unseen accuracy=0.5316
[327/500]  Loss_D: -11.4213 Loss_G: -3.5726, Wasserstein_dist:15.5282, vae_loss_seen:361.1328 GZSL: seen=0.7994, unseen=0.4912, h=0.6085 ZSL: unseen accuracy=0.5338
[328/500]  Loss_D: -11.8503 Loss_G: -3.6059, Wasserstein_dist:16.2255, vae_loss_seen:357.7855 GZSL: seen=0.8086, unseen=0.4917, h=0.6115 ZSL: unseen accuracy=0.5335
[329/500]  Loss_D: -12.0994 Loss_G: -3.5707, Wasserstein_dist:16.5318, vae_loss_seen:361.4510 GZSL: seen=0.8122, unseen=0.4892, h=0.6106 ZSL: unseen accuracy=0.5192
[330/500]  Loss_D: -13.4977 Loss_G: -3.4207, Wasserstein_dist:17.2469, vae_loss_seen:351.9736 GZSL: seen=0.8086, unseen=0.4867, h=0.6077 ZSL: unseen accuracy=0.5342
[331/500]  Loss_D: -11.0477 Loss_G: -3.1370, Wasserstein_dist:15.5572, vae_loss_seen:352.8299 GZSL: seen=0.8406, unseen=0.4647, h=0.5985 ZSL: unseen accuracy=0.5162
[332/500]  Loss_D: -11.2713 Loss_G: -3.4900, Wasserstein_dist:15.3638, vae_loss_seen:351.5904 GZSL: seen=0.8159, unseen=0.4818, h=0.6059 ZSL: unseen accuracy=0.5328
[333/500]  Loss_D: -12.0598 Loss_G: -3.4592, Wasserstein_dist:15.6137, vae_loss_seen:373.9156 GZSL: seen=0.7799, unseen=0.4890, h=0.6011 ZSL: unseen accuracy=0.5266
[334/500]  Loss_D: -12.6549 Loss_G: -3.7120, Wasserstein_dist:16.5256, vae_loss_seen:346.1613 GZSL: seen=0.8276, unseen=0.4844, h=0.6111 ZSL: unseen accuracy=0.5397
[335/500]  Loss_D: -13.9967 Loss_G: -3.7050, Wasserstein_dist:18.0875, vae_loss_seen:367.4887 GZSL: seen=0.7975, unseen=0.4855, h=0.6036 ZSL: unseen accuracy=0.5175
[336/500]  Loss_D: -11.0281 Loss_G: -3.5266, Wasserstein_dist:15.2850, vae_loss_seen:377.7284 GZSL: seen=0.8283, unseen=0.4776, h=0.6059 ZSL: unseen accuracy=0.5340
[337/500]  Loss_D: -14.8000 Loss_G: -3.5399, Wasserstein_dist:19.6314, vae_loss_seen:376.7228 GZSL: seen=0.8100, unseen=0.4877, h=0.6088 ZSL: unseen accuracy=0.5286
[338/500]  Loss_D: -10.7290 Loss_G: -2.9379, Wasserstein_dist:15.4169, vae_loss_seen:349.5926 GZSL: seen=0.8154, unseen=0.4857, h=0.6087 ZSL: unseen accuracy=0.5229
[339/500]  Loss_D: -12.9340 Loss_G: -3.2266, Wasserstein_dist:17.3232, vae_loss_seen:370.8205 GZSL: seen=0.8116, unseen=0.4829, h=0.6055 ZSL: unseen accuracy=0.5263
[340/500]  Loss_D: -11.6977 Loss_G: -3.7601, Wasserstein_dist:15.8266, vae_loss_seen:352.6948 GZSL: seen=0.7827, unseen=0.4905, h=0.6031 ZSL: unseen accuracy=0.5217
[341/500]  Loss_D: -11.7789 Loss_G: -3.5331, Wasserstein_dist:15.9536, vae_loss_seen:365.6716 GZSL: seen=0.7860, unseen=0.4953, h=0.6077 ZSL: unseen accuracy=0.5217
[342/500]  Loss_D: -11.5039 Loss_G: -3.2459, Wasserstein_dist:15.8665, vae_loss_seen:366.4209 GZSL: seen=0.8210, unseen=0.4790, h=0.6050 ZSL: unseen accuracy=0.5253
[343/500]  Loss_D: -13.4617 Loss_G: -3.7499, Wasserstein_dist:17.4508, vae_loss_seen:363.3077 GZSL: seen=0.7922, unseen=0.4959, h=0.6100 ZSL: unseen accuracy=0.5233
[344/500]  Loss_D: -13.6280 Loss_G: -3.5746, Wasserstein_dist:17.5380, vae_loss_seen:367.6042 GZSL: seen=0.8054, unseen=0.4849, h=0.6053 ZSL: unseen accuracy=0.5270
[345/500]  Loss_D: -12.8527 Loss_G: -3.7443, Wasserstein_dist:17.2927, vae_loss_seen:346.7886 GZSL: seen=0.7763, unseen=0.4986, h=0.6072 ZSL: unseen accuracy=0.5206
[346/500]  Loss_D: -13.8483 Loss_G: -3.7574, Wasserstein_dist:18.3324, vae_loss_seen:368.0305 GZSL: seen=0.7900, unseen=0.4940, h=0.6079 ZSL: unseen accuracy=0.5233
[347/500]  Loss_D: -14.3974 Loss_G: -3.6921, Wasserstein_dist:18.3160, vae_loss_seen:380.3595 GZSL: seen=0.7997, unseen=0.4787, h=0.5989 ZSL: unseen accuracy=0.5145
[348/500]  Loss_D: -13.0272 Loss_G: -3.5120, Wasserstein_dist:16.9259, vae_loss_seen:369.9308 GZSL: seen=0.7751, unseen=0.4960, h=0.6049 ZSL: unseen accuracy=0.5305
[349/500]  Loss_D: -11.3291 Loss_G: -3.6041, Wasserstein_dist:16.0875, vae_loss_seen:357.3357 GZSL: seen=0.8134, unseen=0.4744, h=0.5993 ZSL: unseen accuracy=0.5328
[350/500]  Loss_D: -11.7473 Loss_G: -3.6260, Wasserstein_dist:16.2291, vae_loss_seen:355.4550 GZSL: seen=0.7464, unseen=0.5012, h=0.5997 ZSL: unseen accuracy=0.5206
[351/500]  Loss_D: -12.9986 Loss_G: -3.8044, Wasserstein_dist:17.0722, vae_loss_seen:378.2187 GZSL: seen=0.8142, unseen=0.4817, h=0.6053 ZSL: unseen accuracy=0.5356
[352/500]  Loss_D: -13.3217 Loss_G: -3.2710, Wasserstein_dist:17.7286, vae_loss_seen:370.5259 GZSL: seen=0.7946, unseen=0.4952, h=0.6102 ZSL: unseen accuracy=0.5167
[353/500]  Loss_D: -14.0317 Loss_G: -3.3575, Wasserstein_dist:19.1100, vae_loss_seen:387.3538 GZSL: seen=0.7820, unseen=0.4813, h=0.5959 ZSL: unseen accuracy=0.5108
[354/500]  Loss_D: -10.9537 Loss_G: -3.3357, Wasserstein_dist:14.4913, vae_loss_seen:360.1481 GZSL: seen=0.8082, unseen=0.4776, h=0.6004 ZSL: unseen accuracy=0.5320
[355/500]  Loss_D: -10.4599 Loss_G: -3.4840, Wasserstein_dist:14.2104, vae_loss_seen:335.4291 GZSL: seen=0.8083, unseen=0.4725, h=0.5964 ZSL: unseen accuracy=0.5221
[356/500]  Loss_D: -12.6770 Loss_G: -3.5998, Wasserstein_dist:17.2262, vae_loss_seen:366.6344 GZSL: seen=0.8320, unseen=0.4682, h=0.5992 ZSL: unseen accuracy=0.5183
[357/500]  Loss_D: -12.6872 Loss_G: -3.3178, Wasserstein_dist:16.7419, vae_loss_seen:377.1057 GZSL: seen=0.7853, unseen=0.4877, h=0.6017 ZSL: unseen accuracy=0.5224
[358/500]  Loss_D: -13.3940 Loss_G: -3.4841, Wasserstein_dist:18.2040, vae_loss_seen:359.8666 GZSL: seen=0.7486, unseen=0.4974, h=0.5977 ZSL: unseen accuracy=0.5249
[359/500]  Loss_D: -11.1951 Loss_G: -3.1654, Wasserstein_dist:16.2372, vae_loss_seen:356.7204 GZSL: seen=0.8168, unseen=0.4884, h=0.6113 ZSL: unseen accuracy=0.5237
[360/500]  Loss_D: -13.8485 Loss_G: -3.4971, Wasserstein_dist:18.0476, vae_loss_seen:357.5535 GZSL: seen=0.8203, unseen=0.4756, h=0.6021 ZSL: unseen accuracy=0.5182
[361/500]  Loss_D: -11.1596 Loss_G: -3.6313, Wasserstein_dist:14.7755, vae_loss_seen:342.4395 GZSL: seen=0.8385, unseen=0.4572, h=0.5917 ZSL: unseen accuracy=0.5127
[362/500]  Loss_D: -12.8186 Loss_G: -3.7587, Wasserstein_dist:17.0901, vae_loss_seen:362.4968 GZSL: seen=0.8258, unseen=0.4674, h=0.5969 ZSL: unseen accuracy=0.5181
[363/500]  Loss_D: -12.1202 Loss_G: -3.7141, Wasserstein_dist:16.1241, vae_loss_seen:358.7244 GZSL: seen=0.8114, unseen=0.4816, h=0.6044 ZSL: unseen accuracy=0.5149
[364/500]  Loss_D: -12.5614 Loss_G: -3.3453, Wasserstein_dist:16.6981, vae_loss_seen:354.4550 GZSL: seen=0.7886, unseen=0.4846, h=0.6003 ZSL: unseen accuracy=0.5142
[365/500]  Loss_D: -12.0420 Loss_G: -3.4540, Wasserstein_dist:16.4244, vae_loss_seen:356.0708 GZSL: seen=0.8277, unseen=0.4707, h=0.6001 ZSL: unseen accuracy=0.5276
[366/500]  Loss_D: -12.8586 Loss_G: -3.7346, Wasserstein_dist:17.1656, vae_loss_seen:370.7120 GZSL: seen=0.8500, unseen=0.4575, h=0.5948 ZSL: unseen accuracy=0.5088
[367/500]  Loss_D: -11.2284 Loss_G: -3.3749, Wasserstein_dist:15.7790, vae_loss_seen:355.1840 GZSL: seen=0.7761, unseen=0.4799, h=0.5931 ZSL: unseen accuracy=0.5130
[368/500]  Loss_D: -10.4168 Loss_G: -3.1021, Wasserstein_dist:14.2653, vae_loss_seen:363.9763 GZSL: seen=0.8038, unseen=0.4777, h=0.5993 ZSL: unseen accuracy=0.5171
[369/500]  Loss_D: -13.4984 Loss_G: -3.3646, Wasserstein_dist:18.1321, vae_loss_seen:379.6220 GZSL: seen=0.8063, unseen=0.4812, h=0.6027 ZSL: unseen accuracy=0.5259
[370/500]  Loss_D: -12.2658 Loss_G: -3.5292, Wasserstein_dist:16.2146, vae_loss_seen:361.7008 GZSL: seen=0.8280, unseen=0.4714, h=0.6008 ZSL: unseen accuracy=0.5174
[371/500]  Loss_D: -12.3995 Loss_G: -4.1434, Wasserstein_dist:16.5041, vae_loss_seen:353.3587 GZSL: seen=0.8136, unseen=0.4572, h=0.5854 ZSL: unseen accuracy=0.5174
[372/500]  Loss_D: -12.2875 Loss_G: -3.5995, Wasserstein_dist:16.4943, vae_loss_seen:365.0961 GZSL: seen=0.8111, unseen=0.4697, h=0.5949 ZSL: unseen accuracy=0.5111
[373/500]  Loss_D: -10.5117 Loss_G: -3.1228, Wasserstein_dist:14.9590, vae_loss_seen:353.7318 GZSL: seen=0.7860, unseen=0.4849, h=0.5998 ZSL: unseen accuracy=0.5107
[374/500]  Loss_D: -15.0967 Loss_G: -3.1957, Wasserstein_dist:19.0753, vae_loss_seen:383.3070 GZSL: seen=0.8151, unseen=0.4703, h=0.5965 ZSL: unseen accuracy=0.5131
[375/500]  Loss_D: -11.9753 Loss_G: -3.4494, Wasserstein_dist:15.9491, vae_loss_seen:368.1498 GZSL: seen=0.8153, unseen=0.4663, h=0.5933 ZSL: unseen accuracy=0.5038
[376/500]  Loss_D: -13.1304 Loss_G: -3.4609, Wasserstein_dist:17.1934, vae_loss_seen:349.5678 GZSL: seen=0.8119, unseen=0.4734, h=0.5980 ZSL: unseen accuracy=0.5241
[377/500]  Loss_D: -12.2579 Loss_G: -3.5232, Wasserstein_dist:15.6803, vae_loss_seen:347.9901 GZSL: seen=0.8093, unseen=0.4758, h=0.5993 ZSL: unseen accuracy=0.5148
[378/500]  Loss_D: -13.5189 Loss_G: -2.9826, Wasserstein_dist:17.2572, vae_loss_seen:368.8973 GZSL: seen=0.7837, unseen=0.4729, h=0.5898 ZSL: unseen accuracy=0.5306
[379/500]  Loss_D: -13.2460 Loss_G: -3.5517, Wasserstein_dist:18.2332, vae_loss_seen:368.2109 GZSL: seen=0.8181, unseen=0.4603, h=0.5891 ZSL: unseen accuracy=0.4983
[380/500]  Loss_D: -14.1642 Loss_G: -3.1617, Wasserstein_dist:17.6702, vae_loss_seen:367.9538 GZSL: seen=0.8087, unseen=0.4620, h=0.5881 ZSL: unseen accuracy=0.5203
[381/500]  Loss_D: -12.1220 Loss_G: -3.1586, Wasserstein_dist:15.5365, vae_loss_seen:358.1689 GZSL: seen=0.8079, unseen=0.4712, h=0.5953 ZSL: unseen accuracy=0.5248
[382/500]  Loss_D: -9.8232 Loss_G: -3.3046, Wasserstein_dist:14.4559, vae_loss_seen:371.0071 GZSL: seen=0.7855, unseen=0.4802, h=0.5960 ZSL: unseen accuracy=0.5190
[383/500]  Loss_D: -13.5077 Loss_G: -2.8873, Wasserstein_dist:17.2386, vae_loss_seen:371.3986 GZSL: seen=0.8126, unseen=0.4680, h=0.5939 ZSL: unseen accuracy=0.5133
[384/500]  Loss_D: -13.6670 Loss_G: -3.1676, Wasserstein_dist:18.1332, vae_loss_seen:375.3775 GZSL: seen=0.8294, unseen=0.4684, h=0.5987 ZSL: unseen accuracy=0.5129
[385/500]  Loss_D: -11.0706 Loss_G: -3.4434, Wasserstein_dist:15.1567, vae_loss_seen:335.4702 GZSL: seen=0.7963, unseen=0.4804, h=0.5993 ZSL: unseen accuracy=0.5050
[386/500]  Loss_D: -10.4651 Loss_G: -3.3749, Wasserstein_dist:14.8470, vae_loss_seen:347.5333 GZSL: seen=0.8032, unseen=0.4651, h=0.5891 ZSL: unseen accuracy=0.5068
[387/500]  Loss_D: -12.3540 Loss_G: -2.8676, Wasserstein_dist:16.7361, vae_loss_seen:355.9745 GZSL: seen=0.7840, unseen=0.4764, h=0.5927 ZSL: unseen accuracy=0.4939
[388/500]  Loss_D: -9.5891 Loss_G: -3.3732, Wasserstein_dist:14.5117, vae_loss_seen:339.2642 GZSL: seen=0.8076, unseen=0.4728, h=0.5964 ZSL: unseen accuracy=0.5223
