HYPER-PARAMETERS
[127/500]  Loss_D: -12.7636 Loss_G: -2.5878, Wasserstein_dist:17.3963, vae_loss_seen:362.5289 GZSL: seen=0.8392, unseen=0.5347, h=0.6532 ZSL: unseen accuracy=0.5861
[128/500]  Loss_D: -14.8882 Loss_G: -2.4954, Wasserstein_dist:19.6566, vae_loss_seen:374.7167 GZSL: seen=0.8460, unseen=0.5399, h=0.6592 ZSL: unseen accuracy=0.5805
[129/500]  Loss_D: -13.9034 Loss_G: -2.4449, Wasserstein_dist:18.6774, vae_loss_seen:380.2651 GZSL: seen=0.8471, unseen=0.5334, h=0.6546 ZSL: unseen accuracy=0.5772
[130/500]  Loss_D: -16.0319 Loss_G: -1.8555, Wasserstein_dist:20.8099, vae_loss_seen:394.7239 GZSL: seen=0.8559, unseen=0.5363, h=0.6594 ZSL: unseen accuracy=0.5840
[131/500]  Loss_D: -13.7863 Loss_G: -2.1940, Wasserstein_dist:18.4043, vae_loss_seen:373.1138 GZSL: seen=0.8383, unseen=0.5434, h=0.6594 ZSL: unseen accuracy=0.5851
[132/500]  Loss_D: -15.5065 Loss_G: -1.8472, Wasserstein_dist:20.5192, vae_loss_seen:407.2769 GZSL: seen=0.8338, unseen=0.5388, h=0.6546 ZSL: unseen accuracy=0.5773
[133/500]  Loss_D: -16.9496 Loss_G: -1.8745, Wasserstein_dist:20.8736, vae_loss_seen:397.1075 GZSL: seen=0.8177, unseen=0.5323, h=0.6448 ZSL: unseen accuracy=0.5770
[134/500]  Loss_D: -11.9016 Loss_G: -1.9942, Wasserstein_dist:16.3316, vae_loss_seen:382.9708 GZSL: seen=0.8377, unseen=0.5367, h=0.6542 ZSL: unseen accuracy=0.5812
[135/500]  Loss_D: -13.2676 Loss_G: -2.0957, Wasserstein_dist:17.8577, vae_loss_seen:389.8512 GZSL: seen=0.8492, unseen=0.5344, h=0.6560 ZSL: unseen accuracy=0.5884
[136/500]  Loss_D: -15.6284 Loss_G: -1.8716, Wasserstein_dist:19.8091, vae_loss_seen:403.2665 GZSL: seen=0.8222, unseen=0.5411, h=0.6527 ZSL: unseen accuracy=0.5749
[137/500]  Loss_D: -12.0744 Loss_G: -2.0989, Wasserstein_dist:16.6583, vae_loss_seen:375.9419 GZSL: seen=0.8385, unseen=0.5558, h=0.6685 ZSL: unseen accuracy=0.6006
[138/500]  Loss_D: -14.9071 Loss_G: -2.4807, Wasserstein_dist:18.9400, vae_loss_seen:380.4168 GZSL: seen=0.8372, unseen=0.5310, h=0.6498 ZSL: unseen accuracy=0.5845
[139/500]  Loss_D: -14.3117 Loss_G: -2.0979, Wasserstein_dist:18.1198, vae_loss_seen:388.2771 GZSL: seen=0.8295, unseen=0.5469, h=0.6592 ZSL: unseen accuracy=0.5806
[140/500]  Loss_D: -14.1622 Loss_G: -2.0223, Wasserstein_dist:18.8312, vae_loss_seen:379.1306 GZSL: seen=0.8276, unseen=0.5376, h=0.6518 ZSL: unseen accuracy=0.5737
[141/500]  Loss_D: -14.2998 Loss_G: -2.1542, Wasserstein_dist:18.5476, vae_loss_seen:375.0516 GZSL: seen=0.8477, unseen=0.5377, h=0.6580 ZSL: unseen accuracy=0.5796
[142/500]  Loss_D: -14.4807 Loss_G: -2.4752, Wasserstein_dist:19.0109, vae_loss_seen:384.1135 GZSL: seen=0.8302, unseen=0.5491, h=0.6610 ZSL: unseen accuracy=0.5851
[143/500]  Loss_D: -16.2945 Loss_G: -1.9768, Wasserstein_dist:21.0878, vae_loss_seen:412.1614 GZSL: seen=0.8412, unseen=0.5339, h=0.6532 ZSL: unseen accuracy=0.5737
[144/500]  Loss_D: -13.6973 Loss_G: -2.4092, Wasserstein_dist:18.8537, vae_loss_seen:380.0048 GZSL: seen=0.8387, unseen=0.5397, h=0.6568 ZSL: unseen accuracy=0.5814
[145/500]  Loss_D: -11.9729 Loss_G: -2.3226, Wasserstein_dist:16.4943, vae_loss_seen:369.5464 GZSL: seen=0.8245, unseen=0.5462, h=0.6571 ZSL: unseen accuracy=0.5803
[146/500]  Loss_D: -16.1223 Loss_G: -2.4585, Wasserstein_dist:21.0600, vae_loss_seen:390.7129 GZSL: seen=0.8271, unseen=0.5455, h=0.6574 ZSL: unseen accuracy=0.5818
[147/500]  Loss_D: -15.2804 Loss_G: -2.5176, Wasserstein_dist:19.5059, vae_loss_seen:385.2598 GZSL: seen=0.8519, unseen=0.5342, h=0.6567 ZSL: unseen accuracy=0.5811
[148/500]  Loss_D: -17.0099 Loss_G: -2.4602, Wasserstein_dist:21.7595, vae_loss_seen:388.9445 GZSL: seen=0.8240, unseen=0.5412, h=0.6533 ZSL: unseen accuracy=0.5824
[149/500]  Loss_D: -14.6524 Loss_G: -2.4412, Wasserstein_dist:19.0238, vae_loss_seen:368.5037 GZSL: seen=0.8323, unseen=0.5383, h=0.6538 ZSL: unseen accuracy=0.5798
[150/500]  Loss_D: -13.7921 Loss_G: -2.2788, Wasserstein_dist:18.3714, vae_loss_seen:360.5957 GZSL: seen=0.8225, unseen=0.5456, h=0.6560 ZSL: unseen accuracy=0.5832
[151/500]  Loss_D: -12.9450 Loss_G: -2.5407, Wasserstein_dist:17.2594, vae_loss_seen:360.7580 GZSL: seen=0.8493, unseen=0.5351, h=0.6565 ZSL: unseen accuracy=0.5754
[152/500]  Loss_D: -17.4981 Loss_G: -2.4679, Wasserstein_dist:22.1917, vae_loss_seen:376.3784 GZSL: seen=0.8060, unseen=0.5511, h=0.6546 ZSL: unseen accuracy=0.5845
[153/500]  Loss_D: -13.6989 Loss_G: -2.1678, Wasserstein_dist:18.9923, vae_loss_seen:384.1178 GZSL: seen=0.8242, unseen=0.5501, h=0.6598 ZSL: unseen accuracy=0.5870
[154/500]  Loss_D: -12.9649 Loss_G: -2.5381, Wasserstein_dist:17.9287, vae_loss_seen:362.5407 GZSL: seen=0.8292, unseen=0.5354, h=0.6507 ZSL: unseen accuracy=0.5822
[155/500]  Loss_D: -16.5435 Loss_G: -2.6019, Wasserstein_dist:20.8968, vae_loss_seen:391.9279 GZSL: seen=0.8464, unseen=0.5437, h=0.6621 ZSL: unseen accuracy=0.5830
[156/500]  Loss_D: -15.1182 Loss_G: -2.8496, Wasserstein_dist:20.1442, vae_loss_seen:367.9663 GZSL: seen=0.8469, unseen=0.5411, h=0.6603 ZSL: unseen accuracy=0.5778
[157/500]  Loss_D: -14.2075 Loss_G: -2.5720, Wasserstein_dist:18.7477, vae_loss_seen:368.1215 GZSL: seen=0.8198, unseen=0.5425, h=0.6529 ZSL: unseen accuracy=0.5727
[158/500]  Loss_D: -16.9310 Loss_G: -2.8780, Wasserstein_dist:21.1846, vae_loss_seen:365.8469 GZSL: seen=0.8101, unseen=0.5498, h=0.6551 ZSL: unseen accuracy=0.5760
[159/500]  Loss_D: -16.0317 Loss_G: -2.5819, Wasserstein_dist:20.7683, vae_loss_seen:392.9475 GZSL: seen=0.8433, unseen=0.5441, h=0.6614 ZSL: unseen accuracy=0.5831
[160/500]  Loss_D: -14.0319 Loss_G: -2.6080, Wasserstein_dist:18.8893, vae_loss_seen:381.5253 GZSL: seen=0.8216, unseen=0.5519, h=0.6602 ZSL: unseen accuracy=0.5796
[161/500]  Loss_D: -13.1059 Loss_G: -2.4582, Wasserstein_dist:19.2724, vae_loss_seen:379.9766 GZSL: seen=0.8309, unseen=0.5408, h=0.6551 ZSL: unseen accuracy=0.5752
[162/500]  Loss_D: -13.1546 Loss_G: -2.6851, Wasserstein_dist:18.1354, vae_loss_seen:364.0568 GZSL: seen=0.8524, unseen=0.5292, h=0.6530 ZSL: unseen accuracy=0.5851
[163/500]  Loss_D: -16.8425 Loss_G: -2.8663, Wasserstein_dist:21.4428, vae_loss_seen:386.9376 GZSL: seen=0.8216, unseen=0.5423, h=0.6534 ZSL: unseen accuracy=0.5809
[164/500]  Loss_D: -15.8050 Loss_G: -2.7097, Wasserstein_dist:20.7070, vae_loss_seen:372.7572 GZSL: seen=0.8128, unseen=0.5425, h=0.6507 ZSL: unseen accuracy=0.5800
[165/500]  Loss_D: -16.3401 Loss_G: -2.5537, Wasserstein_dist:20.5433, vae_loss_seen:387.6986 GZSL: seen=0.8033, unseen=0.5411, h=0.6466 ZSL: unseen accuracy=0.5724
[166/500]  Loss_D: -17.5675 Loss_G: -2.4608, Wasserstein_dist:22.7506, vae_loss_seen:402.4980 GZSL: seen=0.8187, unseen=0.5437, h=0.6534 ZSL: unseen accuracy=0.5776
[167/500]  Loss_D: -16.6171 Loss_G: -2.2616, Wasserstein_dist:21.4891, vae_loss_seen:389.0316 GZSL: seen=0.8304, unseen=0.5414, h=0.6555 ZSL: unseen accuracy=0.5820
[168/500]  Loss_D: -17.1000 Loss_G: -2.6077, Wasserstein_dist:22.0612, vae_loss_seen:372.7488 GZSL: seen=0.8094, unseen=0.5521, h=0.6564 ZSL: unseen accuracy=0.5826
[169/500]  Loss_D: -15.8778 Loss_G: -2.7145, Wasserstein_dist:19.9798, vae_loss_seen:370.3512 GZSL: seen=0.8132, unseen=0.5491, h=0.6556 ZSL: unseen accuracy=0.5752
[170/500]  Loss_D: -15.8497 Loss_G: -2.8769, Wasserstein_dist:21.0376, vae_loss_seen:384.2187 GZSL: seen=0.8428, unseen=0.5249, h=0.6469 ZSL: unseen accuracy=0.5759
[171/500]  Loss_D: -18.5117 Loss_G: -2.9769, Wasserstein_dist:23.7125, vae_loss_seen:386.4090 GZSL: seen=0.8268, unseen=0.5450, h=0.6570 ZSL: unseen accuracy=0.5819
[172/500]  Loss_D: -14.9083 Loss_G: -3.4184, Wasserstein_dist:19.4115, vae_loss_seen:371.8753 GZSL: seen=0.8215, unseen=0.5366, h=0.6492 ZSL: unseen accuracy=0.5796
[173/500]  Loss_D: -15.0383 Loss_G: -2.4557, Wasserstein_dist:19.2427, vae_loss_seen:368.5136 GZSL: seen=0.8440, unseen=0.5367, h=0.6561 ZSL: unseen accuracy=0.5804
[174/500]  Loss_D: -13.6467 Loss_G: -2.8076, Wasserstein_dist:18.5113, vae_loss_seen:372.4708 GZSL: seen=0.8067, unseen=0.5529, h=0.6561 ZSL: unseen accuracy=0.5729
[175/500]  Loss_D: -15.6872 Loss_G: -2.7323, Wasserstein_dist:20.9781, vae_loss_seen:400.8661 GZSL: seen=0.8412, unseen=0.5412, h=0.6587 ZSL: unseen accuracy=0.5796
[176/500]  Loss_D: -14.8824 Loss_G: -2.9416, Wasserstein_dist:20.3200, vae_loss_seen:383.3254 GZSL: seen=0.8496, unseen=0.5338, h=0.6557 ZSL: unseen accuracy=0.5868
[177/500]  Loss_D: -17.3141 Loss_G: -3.0273, Wasserstein_dist:22.1374, vae_loss_seen:391.5162 GZSL: seen=0.8238, unseen=0.5444, h=0.6556 ZSL: unseen accuracy=0.5797
[178/500]  Loss_D: -10.1158 Loss_G: -2.9444, Wasserstein_dist:15.0753, vae_loss_seen:354.1454 GZSL: seen=0.8173, unseen=0.5482, h=0.6562 ZSL: unseen accuracy=0.5815
[179/500]  Loss_D: -16.6966 Loss_G: -2.9705, Wasserstein_dist:21.3238, vae_loss_seen:365.4151 GZSL: seen=0.8187, unseen=0.5377, h=0.6491 ZSL: unseen accuracy=0.5722
[180/500]  Loss_D: -14.9891 Loss_G: -2.6248, Wasserstein_dist:19.3687, vae_loss_seen:382.7444 GZSL: seen=0.8243, unseen=0.5375, h=0.6507 ZSL: unseen accuracy=0.5815
[181/500]  Loss_D: -15.1414 Loss_G: -3.2418, Wasserstein_dist:19.9759, vae_loss_seen:389.4410 GZSL: seen=0.8435, unseen=0.5282, h=0.6496 ZSL: unseen accuracy=0.5715
[182/500]  Loss_D: -16.1657 Loss_G: -2.6802, Wasserstein_dist:20.7275, vae_loss_seen:380.7449 GZSL: seen=0.8174, unseen=0.5432, h=0.6527 ZSL: unseen accuracy=0.5753
[183/500]  Loss_D: -13.9139 Loss_G: -3.1606, Wasserstein_dist:19.3022, vae_loss_seen:364.1879 GZSL: seen=0.8449, unseen=0.5316, h=0.6526 ZSL: unseen accuracy=0.5743
[184/500]  Loss_D: -16.0536 Loss_G: -3.3111, Wasserstein_dist:19.9033, vae_loss_seen:350.6674 GZSL: seen=0.8116, unseen=0.5389, h=0.6477 ZSL: unseen accuracy=0.5778
[185/500]  Loss_D: -15.3905 Loss_G: -2.7386, Wasserstein_dist:20.4848, vae_loss_seen:387.7960 GZSL: seen=0.8300, unseen=0.5407, h=0.6548 ZSL: unseen accuracy=0.5771
[186/500]  Loss_D: -15.3578 Loss_G: -2.7143, Wasserstein_dist:20.9261, vae_loss_seen:376.9809 GZSL: seen=0.8398, unseen=0.5335, h=0.6525 ZSL: unseen accuracy=0.5797
[187/500]  Loss_D: -15.3847 Loss_G: -2.6152, Wasserstein_dist:20.8503, vae_loss_seen:380.0843 GZSL: seen=0.8441, unseen=0.5247, h=0.6471 ZSL: unseen accuracy=0.5790
[188/500]  Loss_D: -16.9237 Loss_G: -3.1092, Wasserstein_dist:22.0500, vae_loss_seen:382.5627 GZSL: seen=0.8147, unseen=0.5299, h=0.6421 ZSL: unseen accuracy=0.5732
[189/500]  Loss_D: -14.7220 Loss_G: -2.9094, Wasserstein_dist:19.6579, vae_loss_seen:373.5398 GZSL: seen=0.8646, unseen=0.5272, h=0.6550 ZSL: unseen accuracy=0.5731
[190/500]  Loss_D: -15.2664 Loss_G: -3.4194, Wasserstein_dist:19.7211, vae_loss_seen:363.7516 GZSL: seen=0.8488, unseen=0.5213, h=0.6460 ZSL: unseen accuracy=0.5783
[191/500]  Loss_D: -13.8142 Loss_G: -3.0633, Wasserstein_dist:18.3510, vae_loss_seen:373.8071 GZSL: seen=0.8429, unseen=0.5196, h=0.6429 ZSL: unseen accuracy=0.5700
[192/500]  Loss_D: -14.2044 Loss_G: -3.4742, Wasserstein_dist:18.8818, vae_loss_seen:346.0970 GZSL: seen=0.8144, unseen=0.5329, h=0.6442 ZSL: unseen accuracy=0.5703
[193/500]  Loss_D: -13.6972 Loss_G: -2.9371, Wasserstein_dist:18.6245, vae_loss_seen:364.3715 GZSL: seen=0.8145, unseen=0.5269, h=0.6399 ZSL: unseen accuracy=0.5771
[194/500]  Loss_D: -13.6535 Loss_G: -3.2859, Wasserstein_dist:18.9817, vae_loss_seen:366.5854 GZSL: seen=0.8246, unseen=0.5267, h=0.6428 ZSL: unseen accuracy=0.5706
[195/500]  Loss_D: -11.7887 Loss_G: -2.8861, Wasserstein_dist:16.7155, vae_loss_seen:363.3551 GZSL: seen=0.8175, unseen=0.5268, h=0.6407 ZSL: unseen accuracy=0.5644
[196/500]  Loss_D: -14.6966 Loss_G: -2.9402, Wasserstein_dist:18.6874, vae_loss_seen:383.2148 GZSL: seen=0.8351, unseen=0.5263, h=0.6457 ZSL: unseen accuracy=0.5695
[197/500]  Loss_D: -15.4206 Loss_G: -3.2194, Wasserstein_dist:20.4462, vae_loss_seen:373.1728 GZSL: seen=0.8166, unseen=0.5319, h=0.6442 ZSL: unseen accuracy=0.5750
[198/500]  Loss_D: -16.6104 Loss_G: -3.3392, Wasserstein_dist:21.2645, vae_loss_seen:369.6714 GZSL: seen=0.7956, unseen=0.5353, h=0.6400 ZSL: unseen accuracy=0.5602
[199/500]  Loss_D: -17.6463 Loss_G: -3.1840, Wasserstein_dist:21.7543, vae_loss_seen:368.0040 GZSL: seen=0.8421, unseen=0.5293, h=0.6501 ZSL: unseen accuracy=0.5776
[200/500]  Loss_D: -15.1691 Loss_G: -3.3110, Wasserstein_dist:19.7474, vae_loss_seen:365.6087 GZSL: seen=0.8356, unseen=0.5300, h=0.6486 ZSL: unseen accuracy=0.5813
[201/500]  Loss_D: -12.7345 Loss_G: -3.1750, Wasserstein_dist:18.0542, vae_loss_seen:361.6164 GZSL: seen=0.8454, unseen=0.5236, h=0.6467 ZSL: unseen accuracy=0.5692
[202/500]  Loss_D: -14.0831 Loss_G: -2.8213, Wasserstein_dist:18.5772, vae_loss_seen:376.9158 GZSL: seen=0.7982, unseen=0.5341, h=0.6399 ZSL: unseen accuracy=0.5640
[203/500]  Loss_D: -11.3001 Loss_G: -3.1940, Wasserstein_dist:16.4292, vae_loss_seen:359.3235 GZSL: seen=0.8308, unseen=0.5324, h=0.6489 ZSL: unseen accuracy=0.5725
[204/500]  Loss_D: -14.7109 Loss_G: -3.1439, Wasserstein_dist:19.4176, vae_loss_seen:372.5332 GZSL: seen=0.8181, unseen=0.5367, h=0.6482 ZSL: unseen accuracy=0.5725
[205/500]  Loss_D: -15.0159 Loss_G: -3.2706, Wasserstein_dist:20.4688, vae_loss_seen:384.2702 GZSL: seen=0.8272, unseen=0.5260, h=0.6431 ZSL: unseen accuracy=0.5682
[206/500]  Loss_D: -14.2261 Loss_G: -3.1659, Wasserstein_dist:19.4022, vae_loss_seen:366.9359 GZSL: seen=0.8325, unseen=0.5306, h=0.6481 ZSL: unseen accuracy=0.5659
[207/500]  Loss_D: -16.7147 Loss_G: -3.3871, Wasserstein_dist:21.1557, vae_loss_seen:368.8267 GZSL: seen=0.8559, unseen=0.5199, h=0.6469 ZSL: unseen accuracy=0.5616
[208/500]  Loss_D: -12.8637 Loss_G: -3.5028, Wasserstein_dist:17.3474, vae_loss_seen:358.9789 GZSL: seen=0.7970, unseen=0.5455, h=0.6477 ZSL: unseen accuracy=0.5790
[209/500]  Loss_D: -15.7556 Loss_G: -3.4764, Wasserstein_dist:19.8311, vae_loss_seen:375.9780 GZSL: seen=0.8189, unseen=0.5321, h=0.6451 ZSL: unseen accuracy=0.5695
[210/500]  Loss_D: -16.4401 Loss_G: -3.1342, Wasserstein_dist:20.5311, vae_loss_seen:382.4249 GZSL: seen=0.7993, unseen=0.5402, h=0.6447 ZSL: unseen accuracy=0.5653
[211/500]  Loss_D: -14.3032 Loss_G: -2.9188, Wasserstein_dist:19.0240, vae_loss_seen:374.9623 GZSL: seen=0.8343, unseen=0.5245, h=0.6441 ZSL: unseen accuracy=0.5858
[212/500]  Loss_D: -13.6922 Loss_G: -2.9299, Wasserstein_dist:18.5974, vae_loss_seen:359.1236 GZSL: seen=0.8418, unseen=0.5255, h=0.6471 ZSL: unseen accuracy=0.5680
[213/500]  Loss_D: -11.4295 Loss_G: -3.2726, Wasserstein_dist:16.0636, vae_loss_seen:352.2166 GZSL: seen=0.8532, unseen=0.5213, h=0.6472 ZSL: unseen accuracy=0.5729
[214/500]  Loss_D: -13.2358 Loss_G: -3.2273, Wasserstein_dist:18.6201, vae_loss_seen:367.6116 GZSL: seen=0.7976, unseen=0.5455, h=0.6479 ZSL: unseen accuracy=0.5767
[215/500]  Loss_D: -16.0611 Loss_G: -3.1854, Wasserstein_dist:21.2322, vae_loss_seen:380.8205 GZSL: seen=0.8462, unseen=0.5318, h=0.6531 ZSL: unseen accuracy=0.5812
[216/500]  Loss_D: -15.1155 Loss_G: -3.0946, Wasserstein_dist:19.2233, vae_loss_seen:362.6407 GZSL: seen=0.7928, unseen=0.5333, h=0.6377 ZSL: unseen accuracy=0.5680
[217/500]  Loss_D: -16.0174 Loss_G: -3.4025, Wasserstein_dist:21.2649, vae_loss_seen:370.8029 GZSL: seen=0.8322, unseen=0.5253, h=0.6441 ZSL: unseen accuracy=0.5696
[218/500]  Loss_D: -16.1619 Loss_G: -3.2229, Wasserstein_dist:21.1467, vae_loss_seen:395.1014 GZSL: seen=0.7935, unseen=0.5386, h=0.6417 ZSL: unseen accuracy=0.5727
[219/500]  Loss_D: -14.0090 Loss_G: -3.3987, Wasserstein_dist:18.5045, vae_loss_seen:358.2736 GZSL: seen=0.8317, unseen=0.5196, h=0.6396 ZSL: unseen accuracy=0.5671
[220/500]  Loss_D: -15.1368 Loss_G: -3.1652, Wasserstein_dist:19.7833, vae_loss_seen:383.6147 GZSL: seen=0.8141, unseen=0.5314, h=0.6430 ZSL: unseen accuracy=0.5680
[221/500]  Loss_D: -14.1411 Loss_G: -3.1695, Wasserstein_dist:18.8998, vae_loss_seen:371.5646 GZSL: seen=0.8051, unseen=0.5359, h=0.6435 ZSL: unseen accuracy=0.5743
[222/500]  Loss_D: -13.4968 Loss_G: -3.3829, Wasserstein_dist:17.6937, vae_loss_seen:354.4231 GZSL: seen=0.8208, unseen=0.5319, h=0.6455 ZSL: unseen accuracy=0.5758
[223/500]  Loss_D: -14.3542 Loss_G: -3.3146, Wasserstein_dist:18.2434, vae_loss_seen:367.7556 GZSL: seen=0.8153, unseen=0.5251, h=0.6388 ZSL: unseen accuracy=0.5785
[224/500]  Loss_D: -14.8775 Loss_G: -3.3245, Wasserstein_dist:20.4466, vae_loss_seen:380.0048 GZSL: seen=0.8314, unseen=0.5121, h=0.6338 ZSL: unseen accuracy=0.5659
[225/500]  Loss_D: -15.1679 Loss_G: -3.2059, Wasserstein_dist:19.2813, vae_loss_seen:358.7007 GZSL: seen=0.8243, unseen=0.5191, h=0.6370 ZSL: unseen accuracy=0.5586
[226/500]  Loss_D: -12.2912 Loss_G: -3.1015, Wasserstein_dist:17.2085, vae_loss_seen:375.1768 GZSL: seen=0.8202, unseen=0.5361, h=0.6484 ZSL: unseen accuracy=0.5770
[227/500]  Loss_D: -13.5013 Loss_G: -3.3857, Wasserstein_dist:18.0544, vae_loss_seen:349.0175 GZSL: seen=0.7784, unseen=0.5425, h=0.6394 ZSL: unseen accuracy=0.5636
[228/500]  Loss_D: -14.2303 Loss_G: -3.0711, Wasserstein_dist:18.9620, vae_loss_seen:376.7177 GZSL: seen=0.8251, unseen=0.5231, h=0.6403 ZSL: unseen accuracy=0.5721
[229/500]  Loss_D: -13.1193 Loss_G: -2.8838, Wasserstein_dist:18.1686, vae_loss_seen:363.2463 GZSL: seen=0.8386, unseen=0.5092, h=0.6336 ZSL: unseen accuracy=0.5663
[230/500]  Loss_D: -13.7032 Loss_G: -3.6212, Wasserstein_dist:18.2678, vae_loss_seen:357.7439 GZSL: seen=0.8065, unseen=0.5402, h=0.6470 ZSL: unseen accuracy=0.5746
[231/500]  Loss_D: -14.0225 Loss_G: -3.3180, Wasserstein_dist:18.9783, vae_loss_seen:381.9936 GZSL: seen=0.8580, unseen=0.5068, h=0.6372 ZSL: unseen accuracy=0.5848
[232/500]  Loss_D: -15.0217 Loss_G: -3.1463, Wasserstein_dist:19.9826, vae_loss_seen:353.1061 GZSL: seen=0.8208, unseen=0.5233, h=0.6391 ZSL: unseen accuracy=0.5668
[233/500]  Loss_D: -17.2510 Loss_G: -3.8657, Wasserstein_dist:21.1266, vae_loss_seen:371.2318 GZSL: seen=0.8486, unseen=0.5151, h=0.6410 ZSL: unseen accuracy=0.5608
[234/500]  Loss_D: -14.2967 Loss_G: -3.3535, Wasserstein_dist:19.2074, vae_loss_seen:352.0912 GZSL: seen=0.8096, unseen=0.5227, h=0.6353 ZSL: unseen accuracy=0.5699
[235/500]  Loss_D: -14.4363 Loss_G: -3.8372, Wasserstein_dist:19.1834, vae_loss_seen:361.8993 GZSL: seen=0.8350, unseen=0.5017, h=0.6268 ZSL: unseen accuracy=0.5686
[236/500]  Loss_D: -14.1158 Loss_G: -3.4722, Wasserstein_dist:18.1883, vae_loss_seen:347.1362 GZSL: seen=0.8185, unseen=0.5325, h=0.6452 ZSL: unseen accuracy=0.5737
[237/500]  Loss_D: -14.3244 Loss_G: -3.1596, Wasserstein_dist:18.6111, vae_loss_seen:365.3695 GZSL: seen=0.8496, unseen=0.5076, h=0.6355 ZSL: unseen accuracy=0.5688
[238/500]  Loss_D: -14.0755 Loss_G: -3.6064, Wasserstein_dist:18.5276, vae_loss_seen:351.0000 GZSL: seen=0.8341, unseen=0.5027, h=0.6273 ZSL: unseen accuracy=0.5545
[239/500]  Loss_D: -12.5808 Loss_G: -3.9040, Wasserstein_dist:17.3504, vae_loss_seen:358.3415 GZSL: seen=0.8223, unseen=0.5140, h=0.6326 ZSL: unseen accuracy=0.5720
[240/500]  Loss_D: -13.4768 Loss_G: -3.7004, Wasserstein_dist:18.3830, vae_loss_seen:351.0695 GZSL: seen=0.7874, unseen=0.5361, h=0.6379 ZSL: unseen accuracy=0.5812
[241/500]  Loss_D: -12.6489 Loss_G: -3.8830, Wasserstein_dist:16.7483, vae_loss_seen:353.9115 GZSL: seen=0.8183, unseen=0.5117, h=0.6296 ZSL: unseen accuracy=0.5556
[242/500]  Loss_D: -13.8951 Loss_G: -3.3713, Wasserstein_dist:19.4478, vae_loss_seen:367.2490 GZSL: seen=0.8434, unseen=0.5010, h=0.6286 ZSL: unseen accuracy=0.5728
[243/500]  Loss_D: -13.7516 Loss_G: -3.0978, Wasserstein_dist:18.2867, vae_loss_seen:374.8955 GZSL: seen=0.8454, unseen=0.5081, h=0.6347 ZSL: unseen accuracy=0.5597
[244/500]  Loss_D: -13.2454 Loss_G: -3.4708, Wasserstein_dist:17.5104, vae_loss_seen:364.6053 GZSL: seen=0.8035, unseen=0.5150, h=0.6277 ZSL: unseen accuracy=0.5648
[245/500]  Loss_D: -12.3143 Loss_G: -3.3491, Wasserstein_dist:17.0538, vae_loss_seen:353.8111 GZSL: seen=0.8198, unseen=0.4999, h=0.6210 ZSL: unseen accuracy=0.5521
[246/500]  Loss_D: -13.8511 Loss_G: -3.8276, Wasserstein_dist:19.1219, vae_loss_seen:357.6780 GZSL: seen=0.8238, unseen=0.5164, h=0.6349 ZSL: unseen accuracy=0.5636
[247/500]  Loss_D: -14.0139 Loss_G: -3.0012, Wasserstein_dist:18.9827, vae_loss_seen:358.2259 GZSL: seen=0.8312, unseen=0.5006, h=0.6248 ZSL: unseen accuracy=0.5628
[248/500]  Loss_D: -14.0369 Loss_G: -3.2571, Wasserstein_dist:18.2367, vae_loss_seen:361.7936 GZSL: seen=0.7671, unseen=0.5327, h=0.6288 ZSL: unseen accuracy=0.5646
[249/500]  Loss_D: -14.9369 Loss_G: -3.2973, Wasserstein_dist:18.9814, vae_loss_seen:382.1898 GZSL: seen=0.8437, unseen=0.5086, h=0.6346 ZSL: unseen accuracy=0.5630
[250/500]  Loss_D: -14.4578 Loss_G: -3.0110, Wasserstein_dist:18.6443, vae_loss_seen:361.5595 GZSL: seen=0.8011, unseen=0.5205, h=0.6310 ZSL: unseen accuracy=0.5543
[251/500]  Loss_D: -15.2883 Loss_G: -3.7329, Wasserstein_dist:18.9239, vae_loss_seen:373.3449 GZSL: seen=0.8244, unseen=0.5094, h=0.6297 ZSL: unseen accuracy=0.5634
[252/500]  Loss_D: -15.6188 Loss_G: -3.0081, Wasserstein_dist:20.3872, vae_loss_seen:376.6162 GZSL: seen=0.8246, unseen=0.5078, h=0.6286 ZSL: unseen accuracy=0.5649
[253/500]  Loss_D: -16.4684 Loss_G: -3.8061, Wasserstein_dist:21.1115, vae_loss_seen:374.8807 GZSL: seen=0.8401, unseen=0.5035, h=0.6297 ZSL: unseen accuracy=0.5625
[254/500]  Loss_D: -16.5086 Loss_G: -3.3706, Wasserstein_dist:21.1202, vae_loss_seen:382.4442 GZSL: seen=0.8169, unseen=0.5108, h=0.6286 ZSL: unseen accuracy=0.5626
[255/500]  Loss_D: -15.6400 Loss_G: -3.4839, Wasserstein_dist:20.6363, vae_loss_seen:363.2810 GZSL: seen=0.8079, unseen=0.5125, h=0.6271 ZSL: unseen accuracy=0.5537
[256/500]  Loss_D: -12.7327 Loss_G: -3.3894, Wasserstein_dist:17.2018, vae_loss_seen:359.0375 GZSL: seen=0.8211, unseen=0.5103, h=0.6294 ZSL: unseen accuracy=0.5676
[257/500]  Loss_D: -15.2820 Loss_G: -3.4591, Wasserstein_dist:19.4163, vae_loss_seen:357.7310 GZSL: seen=0.8297, unseen=0.5060, h=0.6286 ZSL: unseen accuracy=0.5605
