HYPER-PARAMETERS
[126/500]  Loss_D: -26.3346 Loss_G: -22.5008, Wasserstein_dist:39.0838, vae_loss_seen:565.0113 GZSL: seen=0.9498, unseen=0.6343, h=0.7606 ZSL: unseen accuracy=0.6412
[127/500]  Loss_D: -32.5430 Loss_G: -23.1982, Wasserstein_dist:44.0777, vae_loss_seen:560.6375 GZSL: seen=0.9157, unseen=0.6645, h=0.7702 ZSL: unseen accuracy=0.6568
[128/500]  Loss_D: -26.4321 Loss_G: -23.2380, Wasserstein_dist:36.2466, vae_loss_seen:554.0699 GZSL: seen=0.9499, unseen=0.6261, h=0.7548 ZSL: unseen accuracy=0.6809
[129/500]  Loss_D: -32.2747 Loss_G: -24.7967, Wasserstein_dist:40.8492, vae_loss_seen:534.8787 GZSL: seen=0.9496, unseen=0.6293, h=0.7570 ZSL: unseen accuracy=0.6568
[130/500]  Loss_D: -29.4461 Loss_G: -23.8370, Wasserstein_dist:38.1578, vae_loss_seen:550.2689 GZSL: seen=0.9135, unseen=0.6520, h=0.7609 ZSL: unseen accuracy=0.6444
[131/500]  Loss_D: -23.6374 Loss_G: -22.5284, Wasserstein_dist:35.0485, vae_loss_seen:576.8616 GZSL: seen=0.9108, unseen=0.6352, h=0.7485 ZSL: unseen accuracy=0.6444
[132/500]  Loss_D: -27.9750 Loss_G: -23.6481, Wasserstein_dist:35.2221, vae_loss_seen:552.0522 GZSL: seen=0.9188, unseen=0.6381, h=0.7531 ZSL: unseen accuracy=0.6458
[133/500]  Loss_D: -24.5733 Loss_G: -25.1180, Wasserstein_dist:31.9569, vae_loss_seen:548.5416 GZSL: seen=0.9470, unseen=0.6320, h=0.7581 ZSL: unseen accuracy=0.6377
[134/500]  Loss_D: -28.9096 Loss_G: -22.9954, Wasserstein_dist:40.1709, vae_loss_seen:559.1141 GZSL: seen=0.9035, unseen=0.6365, h=0.7469 ZSL: unseen accuracy=0.6824
[135/500]  Loss_D: -28.6605 Loss_G: -23.9217, Wasserstein_dist:38.2087, vae_loss_seen:565.2703 GZSL: seen=0.9244, unseen=0.6047, h=0.7312 ZSL: unseen accuracy=0.6395
[136/500]  Loss_D: -26.6264 Loss_G: -24.6465, Wasserstein_dist:35.8980, vae_loss_seen:539.5671 GZSL: seen=0.9598, unseen=0.6064, h=0.7432 ZSL: unseen accuracy=0.6410
[137/500]  Loss_D: -29.9697 Loss_G: -23.9008, Wasserstein_dist:36.5891, vae_loss_seen:549.2289 GZSL: seen=0.9573, unseen=0.5956, h=0.7343 ZSL: unseen accuracy=0.6166
[138/500]  Loss_D: -23.9654 Loss_G: -24.1315, Wasserstein_dist:32.8796, vae_loss_seen:535.9174 GZSL: seen=0.9127, unseen=0.6214, h=0.7394 ZSL: unseen accuracy=0.6496
[139/500]  Loss_D: -26.7392 Loss_G: -24.5505, Wasserstein_dist:34.7272, vae_loss_seen:547.0466 GZSL: seen=0.9060, unseen=0.6266, h=0.7408 ZSL: unseen accuracy=0.6336
[140/500]  Loss_D: -25.8186 Loss_G: -23.3313, Wasserstein_dist:34.8273, vae_loss_seen:563.9023 GZSL: seen=0.9165, unseen=0.6172, h=0.7376 ZSL: unseen accuracy=0.6280
[141/500]  Loss_D: -22.1562 Loss_G: -24.0215, Wasserstein_dist:32.6189, vae_loss_seen:556.1229 GZSL: seen=0.9065, unseen=0.6203, h=0.7366 ZSL: unseen accuracy=0.6273
[142/500]  Loss_D: -25.5724 Loss_G: -23.2448, Wasserstein_dist:35.0956, vae_loss_seen:548.7012 GZSL: seen=0.9541, unseen=0.6024, h=0.7385 ZSL: unseen accuracy=0.6279
[143/500]  Loss_D: -27.7516 Loss_G: -23.3885, Wasserstein_dist:34.1286, vae_loss_seen:560.4535 GZSL: seen=0.9526, unseen=0.6020, h=0.7378 ZSL: unseen accuracy=0.6374
[144/500]  Loss_D: -31.2913 Loss_G: -22.5695, Wasserstein_dist:40.2719, vae_loss_seen:568.9494 GZSL: seen=0.9201, unseen=0.6320, h=0.7493 ZSL: unseen accuracy=0.6188
[145/500]  Loss_D: -25.8175 Loss_G: -24.4219, Wasserstein_dist:35.7813, vae_loss_seen:555.5549 GZSL: seen=0.9097, unseen=0.6199, h=0.7374 ZSL: unseen accuracy=0.6304
[146/500]  Loss_D: -28.9077 Loss_G: -23.7331, Wasserstein_dist:38.7061, vae_loss_seen:574.5102 GZSL: seen=0.9182, unseen=0.5980, h=0.7243 ZSL: unseen accuracy=0.6685
[147/500]  Loss_D: -20.1772 Loss_G: -24.2135, Wasserstein_dist:28.4806, vae_loss_seen:551.9780 GZSL: seen=0.9079, unseen=0.5997, h=0.7223 ZSL: unseen accuracy=0.6755
[148/500]  Loss_D: -27.5117 Loss_G: -24.3059, Wasserstein_dist:37.6417, vae_loss_seen:548.9572 GZSL: seen=0.9539, unseen=0.6070, h=0.7419 ZSL: unseen accuracy=0.6598
[149/500]  Loss_D: -20.8315 Loss_G: -24.1946, Wasserstein_dist:28.8770, vae_loss_seen:550.1407 GZSL: seen=0.9092, unseen=0.6168, h=0.7350 ZSL: unseen accuracy=0.6363
[150/500]  Loss_D: -22.9027 Loss_G: -23.8539, Wasserstein_dist:31.1404, vae_loss_seen:536.5103 GZSL: seen=0.9513, unseen=0.5947, h=0.7319 ZSL: unseen accuracy=0.6209
[151/500]  Loss_D: -27.9033 Loss_G: -23.3173, Wasserstein_dist:35.4296, vae_loss_seen:566.1135 GZSL: seen=0.9132, unseen=0.6227, h=0.7405 ZSL: unseen accuracy=0.6357
[152/500]  Loss_D: -22.9094 Loss_G: -24.9187, Wasserstein_dist:31.8089, vae_loss_seen:535.0020 GZSL: seen=0.9152, unseen=0.6195, h=0.7389 ZSL: unseen accuracy=0.6369
[153/500]  Loss_D: -29.7246 Loss_G: -25.2272, Wasserstein_dist:40.0634, vae_loss_seen:554.5829 GZSL: seen=0.9136, unseen=0.6166, h=0.7363 ZSL: unseen accuracy=0.6515
[154/500]  Loss_D: -23.1007 Loss_G: -24.0524, Wasserstein_dist:32.9094, vae_loss_seen:531.4915 GZSL: seen=0.9218, unseen=0.6099, h=0.7341 ZSL: unseen accuracy=0.6263
[155/500]  Loss_D: -21.3044 Loss_G: -24.7244, Wasserstein_dist:28.3572, vae_loss_seen:545.0450 GZSL: seen=0.9214, unseen=0.6150, h=0.7376 ZSL: unseen accuracy=0.6307
[156/500]  Loss_D: -23.9541 Loss_G: -24.6330, Wasserstein_dist:33.7700, vae_loss_seen:553.7089 GZSL: seen=0.9182, unseen=0.6160, h=0.7373 ZSL: unseen accuracy=0.6173
[157/500]  Loss_D: -25.6506 Loss_G: -24.1776, Wasserstein_dist:34.9660, vae_loss_seen:565.9700 GZSL: seen=0.9215, unseen=0.6196, h=0.7410 ZSL: unseen accuracy=0.6659
[158/500]  Loss_D: -30.1231 Loss_G: -24.3350, Wasserstein_dist:38.2887, vae_loss_seen:546.6219 GZSL: seen=0.9134, unseen=0.6175, h=0.7369 ZSL: unseen accuracy=0.6461
[159/500]  Loss_D: -24.6811 Loss_G: -25.0229, Wasserstein_dist:32.3559, vae_loss_seen:541.6182 GZSL: seen=0.9209, unseen=0.6096, h=0.7336 ZSL: unseen accuracy=0.6415
[160/500]  Loss_D: -26.9410 Loss_G: -23.7044, Wasserstein_dist:35.2599, vae_loss_seen:559.4816 GZSL: seen=0.9055, unseen=0.6240, h=0.7388 ZSL: unseen accuracy=0.6094
[161/500]  Loss_D: -25.1389 Loss_G: -24.8693, Wasserstein_dist:32.8968, vae_loss_seen:542.4177 GZSL: seen=0.9102, unseen=0.6069, h=0.7282 ZSL: unseen accuracy=0.6232
[162/500]  Loss_D: -21.8034 Loss_G: -24.3459, Wasserstein_dist:29.0028, vae_loss_seen:541.5045 GZSL: seen=0.9118, unseen=0.6127, h=0.7329 ZSL: unseen accuracy=0.6323
[163/500]  Loss_D: -24.4279 Loss_G: -24.4933, Wasserstein_dist:32.2210, vae_loss_seen:541.4982 GZSL: seen=0.9583, unseen=0.5905, h=0.7307 ZSL: unseen accuracy=0.6365
[164/500]  Loss_D: -22.3544 Loss_G: -24.2315, Wasserstein_dist:30.5128, vae_loss_seen:546.1348 GZSL: seen=0.9279, unseen=0.6048, h=0.7323 ZSL: unseen accuracy=0.6037
[165/500]  Loss_D: -19.6815 Loss_G: -25.4883, Wasserstein_dist:25.8633, vae_loss_seen:533.6318 GZSL: seen=0.9151, unseen=0.5969, h=0.7225 ZSL: unseen accuracy=0.5994
[166/500]  Loss_D: -24.5509 Loss_G: -24.6398, Wasserstein_dist:32.0712, vae_loss_seen:532.2089 GZSL: seen=0.9305, unseen=0.5916, h=0.7233 ZSL: unseen accuracy=0.6113
[167/500]  Loss_D: -28.2242 Loss_G: -25.4311, Wasserstein_dist:34.5329, vae_loss_seen:532.3443 GZSL: seen=0.9317, unseen=0.6064, h=0.7347 ZSL: unseen accuracy=0.6358
[168/500]  Loss_D: -21.7355 Loss_G: -23.7701, Wasserstein_dist:31.4520, vae_loss_seen:555.3661 GZSL: seen=0.9591, unseen=0.5890, h=0.7298 ZSL: unseen accuracy=0.6167
[169/500]  Loss_D: -20.5869 Loss_G: -25.6497, Wasserstein_dist:27.9826, vae_loss_seen:526.9800 GZSL: seen=0.9212, unseen=0.6241, h=0.7440 ZSL: unseen accuracy=0.6438
[170/500]  Loss_D: -23.8035 Loss_G: -24.5914, Wasserstein_dist:33.2483, vae_loss_seen:545.8356 GZSL: seen=0.9086, unseen=0.6217, h=0.7382 ZSL: unseen accuracy=0.6057
[171/500]  Loss_D: -23.5206 Loss_G: -25.6167, Wasserstein_dist:32.0031, vae_loss_seen:540.7814 GZSL: seen=0.9128, unseen=0.5965, h=0.7215 ZSL: unseen accuracy=0.6129
[172/500]  Loss_D: -20.9787 Loss_G: -24.5967, Wasserstein_dist:28.5087, vae_loss_seen:561.4316 GZSL: seen=0.9108, unseen=0.6095, h=0.7303 ZSL: unseen accuracy=0.6310
[173/500]  Loss_D: -23.8713 Loss_G: -26.3137, Wasserstein_dist:31.5901, vae_loss_seen:529.1572 GZSL: seen=0.9200, unseen=0.5862, h=0.7161 ZSL: unseen accuracy=0.5895
[174/500]  Loss_D: -20.8951 Loss_G: -23.8726, Wasserstein_dist:29.8013, vae_loss_seen:556.5958 GZSL: seen=0.9209, unseen=0.5932, h=0.7216 ZSL: unseen accuracy=0.6198
[175/500]  Loss_D: -24.3123 Loss_G: -25.1763, Wasserstein_dist:34.3645, vae_loss_seen:544.3245 GZSL: seen=0.9151, unseen=0.6063, h=0.7294 ZSL: unseen accuracy=0.6160
[176/500]  Loss_D: -20.3139 Loss_G: -25.2777, Wasserstein_dist:26.1817, vae_loss_seen:533.7871 GZSL: seen=0.9188, unseen=0.6014, h=0.7270 ZSL: unseen accuracy=0.6511
[177/500]  Loss_D: -23.4313 Loss_G: -25.0156, Wasserstein_dist:30.8649, vae_loss_seen:526.4162 GZSL: seen=0.9607, unseen=0.5936, h=0.7338 ZSL: unseen accuracy=0.6086
[178/500]  Loss_D: -25.5796 Loss_G: -24.4397, Wasserstein_dist:32.3743, vae_loss_seen:544.9124 GZSL: seen=0.9116, unseen=0.5948, h=0.7199 ZSL: unseen accuracy=0.6233
[179/500]  Loss_D: -25.1310 Loss_G: -25.1936, Wasserstein_dist:33.3380, vae_loss_seen:534.0389 GZSL: seen=0.9233, unseen=0.6005, h=0.7277 ZSL: unseen accuracy=0.6046
[180/500]  Loss_D: -25.9204 Loss_G: -25.1609, Wasserstein_dist:32.7035, vae_loss_seen:551.6062 GZSL: seen=0.9234, unseen=0.5788, h=0.7116 ZSL: unseen accuracy=0.6070
[181/500]  Loss_D: -19.4961 Loss_G: -25.9107, Wasserstein_dist:26.6017, vae_loss_seen:533.7870 GZSL: seen=0.9203, unseen=0.6031, h=0.7287 ZSL: unseen accuracy=0.6398
[182/500]  Loss_D: -22.1149 Loss_G: -25.0959, Wasserstein_dist:32.1021, vae_loss_seen:525.6366 GZSL: seen=0.9235, unseen=0.6194, h=0.7415 ZSL: unseen accuracy=0.6398
[183/500]  Loss_D: -18.6269 Loss_G: -24.8414, Wasserstein_dist:25.4492, vae_loss_seen:534.8615 GZSL: seen=0.9633, unseen=0.5526, h=0.7023 ZSL: unseen accuracy=0.6406
[184/500]  Loss_D: -19.7856 Loss_G: -24.9740, Wasserstein_dist:25.9514, vae_loss_seen:522.3765 GZSL: seen=0.9218, unseen=0.5961, h=0.7240 ZSL: unseen accuracy=0.6270
[185/500]  Loss_D: -19.2259 Loss_G: -25.5770, Wasserstein_dist:26.3063, vae_loss_seen:524.4376 GZSL: seen=0.9195, unseen=0.6181, h=0.7393 ZSL: unseen accuracy=0.6214
[186/500]  Loss_D: -20.8229 Loss_G: -25.6764, Wasserstein_dist:27.9710, vae_loss_seen:520.7321 GZSL: seen=0.9150, unseen=0.5907, h=0.7180 ZSL: unseen accuracy=0.5982
[187/500]  Loss_D: -23.1830 Loss_G: -25.3193, Wasserstein_dist:30.2164, vae_loss_seen:539.6326 GZSL: seen=0.9576, unseen=0.5584, h=0.7054 ZSL: unseen accuracy=0.6186
[188/500]  Loss_D: -22.3757 Loss_G: -24.7453, Wasserstein_dist:29.7635, vae_loss_seen:535.1061 GZSL: seen=0.9136, unseen=0.5774, h=0.7076 ZSL: unseen accuracy=0.6137
[189/500]  Loss_D: -22.3813 Loss_G: -25.3356, Wasserstein_dist:29.1888, vae_loss_seen:528.3273 GZSL: seen=0.9124, unseen=0.6113, h=0.7321 ZSL: unseen accuracy=0.6273
[190/500]  Loss_D: -21.4673 Loss_G: -25.7554, Wasserstein_dist:28.4611, vae_loss_seen:530.2128 GZSL: seen=0.9210, unseen=0.5802, h=0.7119 ZSL: unseen accuracy=0.6289
[191/500]  Loss_D: -20.2148 Loss_G: -25.7638, Wasserstein_dist:27.0394, vae_loss_seen:524.3208 GZSL: seen=0.9174, unseen=0.6046, h=0.7288 ZSL: unseen accuracy=0.6112
[192/500]  Loss_D: -18.8858 Loss_G: -25.7415, Wasserstein_dist:25.3621, vae_loss_seen:534.8113 GZSL: seen=0.9206, unseen=0.5952, h=0.7230 ZSL: unseen accuracy=0.5980
[193/500]  Loss_D: -23.4295 Loss_G: -25.0269, Wasserstein_dist:29.6236, vae_loss_seen:537.3074 GZSL: seen=0.9193, unseen=0.6352, h=0.7513 ZSL: unseen accuracy=0.6020
[194/500]  Loss_D: -22.4783 Loss_G: -24.9903, Wasserstein_dist:29.0834, vae_loss_seen:546.9764 GZSL: seen=0.9176, unseen=0.5774, h=0.7088 ZSL: unseen accuracy=0.6178
[195/500]  Loss_D: -24.2388 Loss_G: -24.9286, Wasserstein_dist:30.1671, vae_loss_seen:536.9167 GZSL: seen=0.9203, unseen=0.6004, h=0.7267 ZSL: unseen accuracy=0.6005
[196/500]  Loss_D: -16.1582 Loss_G: -24.7628, Wasserstein_dist:23.4004, vae_loss_seen:539.5522 GZSL: seen=0.9192, unseen=0.5920, h=0.7202 ZSL: unseen accuracy=0.6282
[197/500]  Loss_D: -18.3654 Loss_G: -25.3257, Wasserstein_dist:25.6309, vae_loss_seen:532.0428 GZSL: seen=0.9265, unseen=0.5922, h=0.7225 ZSL: unseen accuracy=0.6089
[198/500]  Loss_D: -18.9149 Loss_G: -24.1818, Wasserstein_dist:27.3248, vae_loss_seen:541.4468 GZSL: seen=0.9266, unseen=0.5689, h=0.7050 ZSL: unseen accuracy=0.6147
[199/500]  Loss_D: -20.6087 Loss_G: -25.3542, Wasserstein_dist:26.9246, vae_loss_seen:543.9929 GZSL: seen=0.9112, unseen=0.5954, h=0.7202 ZSL: unseen accuracy=0.6122
[200/500]  Loss_D: -19.5230 Loss_G: -25.8999, Wasserstein_dist:26.5968, vae_loss_seen:531.3490 GZSL: seen=0.9163, unseen=0.5918, h=0.7191 ZSL: unseen accuracy=0.6146
[201/500]  Loss_D: -25.4714 Loss_G: -25.1794, Wasserstein_dist:31.9128, vae_loss_seen:540.7739 GZSL: seen=0.9253, unseen=0.5919, h=0.7219 ZSL: unseen accuracy=0.6252
[202/500]  Loss_D: -20.4292 Loss_G: -24.8571, Wasserstein_dist:27.3534, vae_loss_seen:532.1822 GZSL: seen=0.9292, unseen=0.6125, h=0.7383 ZSL: unseen accuracy=0.5972
[203/500]  Loss_D: -20.9076 Loss_G: -24.9660, Wasserstein_dist:28.3895, vae_loss_seen:538.6091 GZSL: seen=0.9286, unseen=0.5856, h=0.7182 ZSL: unseen accuracy=0.6447
[204/500]  Loss_D: -21.4639 Loss_G: -24.8097, Wasserstein_dist:28.8726, vae_loss_seen:522.2037 GZSL: seen=0.9226, unseen=0.5757, h=0.7090 ZSL: unseen accuracy=0.6002
[205/500]  Loss_D: -23.4093 Loss_G: -24.8905, Wasserstein_dist:30.8480, vae_loss_seen:537.1243 GZSL: seen=0.9144, unseen=0.6098, h=0.7317 ZSL: unseen accuracy=0.5970
[206/500]  Loss_D: -26.2767 Loss_G: -25.2259, Wasserstein_dist:34.0936, vae_loss_seen:542.7887 GZSL: seen=0.9249, unseen=0.5790, h=0.7122 ZSL: unseen accuracy=0.6323
[207/500]  Loss_D: -22.8965 Loss_G: -24.6768, Wasserstein_dist:30.2661, vae_loss_seen:524.9327 GZSL: seen=0.9262, unseen=0.6079, h=0.7340 ZSL: unseen accuracy=0.6468
[208/500]  Loss_D: -15.7021 Loss_G: -25.0296, Wasserstein_dist:24.4168, vae_loss_seen:528.0138 GZSL: seen=0.9262, unseen=0.5835, h=0.7159 ZSL: unseen accuracy=0.6177
[209/500]  Loss_D: -18.2468 Loss_G: -25.2372, Wasserstein_dist:27.1980, vae_loss_seen:537.4692 GZSL: seen=0.9215, unseen=0.6267, h=0.7460 ZSL: unseen accuracy=0.6132
[210/500]  Loss_D: -22.7192 Loss_G: -25.1585, Wasserstein_dist:29.5639, vae_loss_seen:527.8721 GZSL: seen=0.9156, unseen=0.6164, h=0.7368 ZSL: unseen accuracy=0.6130
[211/500]  Loss_D: -20.7835 Loss_G: -25.3633, Wasserstein_dist:27.0200, vae_loss_seen:541.5746 GZSL: seen=0.9257, unseen=0.6095, h=0.7350 ZSL: unseen accuracy=0.6105
[212/500]  Loss_D: -17.7193 Loss_G: -24.9403, Wasserstein_dist:25.1205, vae_loss_seen:545.2832 GZSL: seen=0.9381, unseen=0.5780, h=0.7153 ZSL: unseen accuracy=0.5982
[213/500]  Loss_D: -18.9127 Loss_G: -24.8689, Wasserstein_dist:25.4873, vae_loss_seen:522.9279 GZSL: seen=0.9271, unseen=0.5760, h=0.7105 ZSL: unseen accuracy=0.6210
[214/500]  Loss_D: -19.9758 Loss_G: -25.3637, Wasserstein_dist:28.0044, vae_loss_seen:526.6846 GZSL: seen=0.9318, unseen=0.5355, h=0.6801 ZSL: unseen accuracy=0.5956
[215/500]  Loss_D: -15.5498 Loss_G: -26.0501, Wasserstein_dist:24.2976, vae_loss_seen:530.1711 GZSL: seen=0.9201, unseen=0.5734, h=0.7065 ZSL: unseen accuracy=0.6398
[216/500]  Loss_D: -20.5369 Loss_G: -25.3348, Wasserstein_dist:26.5218, vae_loss_seen:521.7719 GZSL: seen=0.9272, unseen=0.5935, h=0.7237 ZSL: unseen accuracy=0.6250
[217/500]  Loss_D: -21.8200 Loss_G: -24.6624, Wasserstein_dist:28.2800, vae_loss_seen:540.3664 GZSL: seen=0.9651, unseen=0.5671, h=0.7145 ZSL: unseen accuracy=0.6084
[218/500]  Loss_D: -20.9905 Loss_G: -25.1364, Wasserstein_dist:27.5667, vae_loss_seen:550.6622 GZSL: seen=0.9360, unseen=0.6075, h=0.7368 ZSL: unseen accuracy=0.6011
[219/500]  Loss_D: -16.0388 Loss_G: -25.3131, Wasserstein_dist:22.1292, vae_loss_seen:533.8040 GZSL: seen=0.9206, unseen=0.5986, h=0.7255 ZSL: unseen accuracy=0.6076
[220/500]  Loss_D: -24.1281 Loss_G: -24.0575, Wasserstein_dist:29.4932, vae_loss_seen:536.5765 GZSL: seen=0.9303, unseen=0.6059, h=0.7339 ZSL: unseen accuracy=0.6132
[221/500]  Loss_D: -17.0056 Loss_G: -25.1282, Wasserstein_dist:24.8735, vae_loss_seen:521.2475 GZSL: seen=0.9184, unseen=0.5701, h=0.7035 ZSL: unseen accuracy=0.6007
[222/500]  Loss_D: -21.8965 Loss_G: -24.8556, Wasserstein_dist:28.6223, vae_loss_seen:546.5632 GZSL: seen=0.9634, unseen=0.5501, h=0.7003 ZSL: unseen accuracy=0.6185
[223/500]  Loss_D: -21.4427 Loss_G: -26.2828, Wasserstein_dist:27.9080, vae_loss_seen:543.9509 GZSL: seen=0.9255, unseen=0.6107, h=0.7358 ZSL: unseen accuracy=0.6185
[224/500]  Loss_D: -17.0296 Loss_G: -24.8737, Wasserstein_dist:23.9096, vae_loss_seen:542.2528 GZSL: seen=0.9221, unseen=0.5796, h=0.7118 ZSL: unseen accuracy=0.5979
[225/500]  Loss_D: -19.5030 Loss_G: -25.9172, Wasserstein_dist:26.2950, vae_loss_seen:524.0541 GZSL: seen=0.9255, unseen=0.6211, h=0.7434 ZSL: unseen accuracy=0.6040
[226/500]  Loss_D: -19.0834 Loss_G: -25.4295, Wasserstein_dist:26.0750, vae_loss_seen:530.6777 GZSL: seen=0.9291, unseen=0.5820, h=0.7157 ZSL: unseen accuracy=0.6267
[227/500]  Loss_D: -16.0695 Loss_G: -24.9941, Wasserstein_dist:22.8170, vae_loss_seen:528.4931 GZSL: seen=0.9247, unseen=0.6281, h=0.7481 ZSL: unseen accuracy=0.5959
[228/500]  Loss_D: -19.7693 Loss_G: -25.0246, Wasserstein_dist:26.9972, vae_loss_seen:540.5954 GZSL: seen=0.9253, unseen=0.5827, h=0.7150 ZSL: unseen accuracy=0.5988
[229/500]  Loss_D: -16.6530 Loss_G: -26.2218, Wasserstein_dist:22.5563, vae_loss_seen:531.0774 GZSL: seen=0.9362, unseen=0.5601, h=0.7009 ZSL: unseen accuracy=0.5946
[230/500]  Loss_D: -19.0419 Loss_G: -24.9354, Wasserstein_dist:26.1506, vae_loss_seen:525.1435 GZSL: seen=0.9310, unseen=0.5893, h=0.7218 ZSL: unseen accuracy=0.5928
[231/500]  Loss_D: -22.1460 Loss_G: -24.3532, Wasserstein_dist:27.9123, vae_loss_seen:535.4869 GZSL: seen=0.9100, unseen=0.5663, h=0.6982 ZSL: unseen accuracy=0.6105
[232/500]  Loss_D: -19.2227 Loss_G: -25.0668, Wasserstein_dist:26.4278, vae_loss_seen:534.8125 GZSL: seen=0.9278, unseen=0.5768, h=0.7114 ZSL: unseen accuracy=0.5901
[233/500]  Loss_D: -21.2958 Loss_G: -25.2274, Wasserstein_dist:26.6842, vae_loss_seen:540.3491 GZSL: seen=0.9306, unseen=0.5647, h=0.7029 ZSL: unseen accuracy=0.5757
[234/500]  Loss_D: -20.8195 Loss_G: -24.8737, Wasserstein_dist:27.5788, vae_loss_seen:549.8376 GZSL: seen=0.9235, unseen=0.5424, h=0.6834 ZSL: unseen accuracy=0.6301
[235/500]  Loss_D: -20.5039 Loss_G: -25.0062, Wasserstein_dist:25.9339, vae_loss_seen:534.0002 GZSL: seen=0.9263, unseen=0.5542, h=0.6935 ZSL: unseen accuracy=0.5924
[236/500]  Loss_D: -17.4727 Loss_G: -24.7198, Wasserstein_dist:24.5582, vae_loss_seen:536.8224 GZSL: seen=0.9174, unseen=0.5883, h=0.7169 ZSL: unseen accuracy=0.6185
[237/500]  Loss_D: -19.6339 Loss_G: -25.8544, Wasserstein_dist:24.6694, vae_loss_seen:514.9382 GZSL: seen=0.9143, unseen=0.5874, h=0.7153 ZSL: unseen accuracy=0.6020
[238/500]  Loss_D: -14.2268 Loss_G: -24.9589, Wasserstein_dist:22.5339, vae_loss_seen:538.7531 GZSL: seen=0.9277, unseen=0.5923, h=0.7230 ZSL: unseen accuracy=0.6078
[239/500]  Loss_D: -20.7662 Loss_G: -24.8822, Wasserstein_dist:26.8330, vae_loss_seen:535.3285 GZSL: seen=0.9160, unseen=0.5800, h=0.7102 ZSL: unseen accuracy=0.6128
[240/500]  Loss_D: -18.5473 Loss_G: -24.8532, Wasserstein_dist:26.0659, vae_loss_seen:544.4004 GZSL: seen=0.9116, unseen=0.5671, h=0.6993 ZSL: unseen accuracy=0.5974
[241/500]  Loss_D: -22.4226 Loss_G: -26.2697, Wasserstein_dist:28.5827, vae_loss_seen:519.2533 GZSL: seen=0.9153, unseen=0.5758, h=0.7069 ZSL: unseen accuracy=0.5999
[242/500]  Loss_D: -19.6044 Loss_G: -24.0706, Wasserstein_dist:26.6348, vae_loss_seen:538.7319 GZSL: seen=0.9200, unseen=0.5662, h=0.7010 ZSL: unseen accuracy=0.6040
[243/500]  Loss_D: -22.1107 Loss_G: -24.9731, Wasserstein_dist:29.1045, vae_loss_seen:543.5972 GZSL: seen=0.9216, unseen=0.5470, h=0.6865 ZSL: unseen accuracy=0.6160
[244/500]  Loss_D: -18.1025 Loss_G: -25.8116, Wasserstein_dist:24.3604, vae_loss_seen:531.0863 GZSL: seen=0.9112, unseen=0.6051, h=0.7272 ZSL: unseen accuracy=0.6115
[245/500]  Loss_D: -25.3194 Loss_G: -25.2416, Wasserstein_dist:30.7487, vae_loss_seen:536.1174 GZSL: seen=0.9218, unseen=0.5792, h=0.7114 ZSL: unseen accuracy=0.5930
[246/500]  Loss_D: -18.8925 Loss_G: -26.0877, Wasserstein_dist:23.7061, vae_loss_seen:508.9808 GZSL: seen=0.9180, unseen=0.5746, h=0.7068 ZSL: unseen accuracy=0.5924
[247/500]  Loss_D: -14.9304 Loss_G: -25.2583, Wasserstein_dist:20.7951, vae_loss_seen:514.9338 GZSL: seen=0.9651, unseen=0.5757, h=0.7212 ZSL: unseen accuracy=0.6167
[248/500]  Loss_D: -17.4233 Loss_G: -25.8459, Wasserstein_dist:23.6093, vae_loss_seen:514.1788 GZSL: seen=0.9195, unseen=0.6205, h=0.7410 ZSL: unseen accuracy=0.5992
[249/500]  Loss_D: -22.1151 Loss_G: -25.3170, Wasserstein_dist:29.1193, vae_loss_seen:536.2732 GZSL: seen=0.9326, unseen=0.5950, h=0.7265 ZSL: unseen accuracy=0.6264
[250/500]  Loss_D: -21.2918 Loss_G: -25.2474, Wasserstein_dist:26.7715, vae_loss_seen:520.7682 GZSL: seen=0.9101, unseen=0.5864, h=0.7132 ZSL: unseen accuracy=0.6032
[251/500]  Loss_D: -18.4006 Loss_G: -24.8094, Wasserstein_dist:24.6541, vae_loss_seen:533.1768 GZSL: seen=0.9114, unseen=0.5725, h=0.7033 ZSL: unseen accuracy=0.6010
[252/500]  Loss_D: -21.5293 Loss_G: -24.6246, Wasserstein_dist:27.9276, vae_loss_seen:544.7962 GZSL: seen=0.9638, unseen=0.5872, h=0.7298 ZSL: unseen accuracy=0.5942
[253/500]  Loss_D: -20.5328 Loss_G: -25.2671, Wasserstein_dist:28.0956, vae_loss_seen:551.8043 GZSL: seen=0.9145, unseen=0.5968, h=0.7222 ZSL: unseen accuracy=0.6033
[254/500]  Loss_D: -22.7891 Loss_G: -24.1246, Wasserstein_dist:28.1975, vae_loss_seen:545.9615 GZSL: seen=0.9553, unseen=0.5770, h=0.7194 ZSL: unseen accuracy=0.6025
[255/500]  Loss_D: -18.6847 Loss_G: -24.0693, Wasserstein_dist:23.7995, vae_loss_seen:546.2445 GZSL: seen=0.9229, unseen=0.5494, h=0.6888 ZSL: unseen accuracy=0.6088
[256/500]  Loss_D: -20.3335 Loss_G: -24.9522, Wasserstein_dist:27.0047, vae_loss_seen:543.5050 GZSL: seen=0.9178, unseen=0.5660, h=0.7002 ZSL: unseen accuracy=0.6322
