HYPER-PARAMETERS
[257/500]  Loss_D: -19.8039 Loss_G: -24.1797, Wasserstein_dist:28.4463, vae_loss_seen:571.0352 GZSL: seen=0.9301, unseen=0.5726, h=0.7088 ZSL: unseen accuracy=0.6026
[258/500]  Loss_D: -16.8218 Loss_G: -25.3688, Wasserstein_dist:23.3049, vae_loss_seen:525.8369 GZSL: seen=0.9253, unseen=0.5988, h=0.7271 ZSL: unseen accuracy=0.6074
[259/500]  Loss_D: -17.3932 Loss_G: -24.5410, Wasserstein_dist:25.0144, vae_loss_seen:536.2153 GZSL: seen=0.9363, unseen=0.5807, h=0.7168 ZSL: unseen accuracy=0.5973
[260/500]  Loss_D: -18.7912 Loss_G: -23.7627, Wasserstein_dist:25.1734, vae_loss_seen:555.6057 GZSL: seen=0.9309, unseen=0.5662, h=0.7041 ZSL: unseen accuracy=0.6084
[261/500]  Loss_D: -20.7268 Loss_G: -24.5239, Wasserstein_dist:26.5905, vae_loss_seen:539.2294 GZSL: seen=0.9191, unseen=0.5622, h=0.6977 ZSL: unseen accuracy=0.6029
[262/500]  Loss_D: -16.7747 Loss_G: -25.1411, Wasserstein_dist:25.5336, vae_loss_seen:552.4726 GZSL: seen=0.9147, unseen=0.5603, h=0.6949 ZSL: unseen accuracy=0.5962
[263/500]  Loss_D: -19.8254 Loss_G: -25.1150, Wasserstein_dist:25.8779, vae_loss_seen:531.8242 GZSL: seen=0.9337, unseen=0.5714, h=0.7090 ZSL: unseen accuracy=0.6151
[264/500]  Loss_D: -19.5280 Loss_G: -24.5472, Wasserstein_dist:25.2057, vae_loss_seen:544.5691 GZSL: seen=0.9583, unseen=0.5337, h=0.6856 ZSL: unseen accuracy=0.5877
[265/500]  Loss_D: -17.9242 Loss_G: -24.2059, Wasserstein_dist:24.5515, vae_loss_seen:545.2726 GZSL: seen=0.9292, unseen=0.5855, h=0.7183 ZSL: unseen accuracy=0.5907
[266/500]  Loss_D: -21.9732 Loss_G: -24.9284, Wasserstein_dist:27.3906, vae_loss_seen:513.1169 GZSL: seen=0.9137, unseen=0.5970, h=0.7222 ZSL: unseen accuracy=0.6052
[267/500]  Loss_D: -18.9691 Loss_G: -24.8255, Wasserstein_dist:24.4957, vae_loss_seen:539.8737 GZSL: seen=0.9151, unseen=0.5651, h=0.6987 ZSL: unseen accuracy=0.6095
[268/500]  Loss_D: -16.3456 Loss_G: -23.6835, Wasserstein_dist:21.6352, vae_loss_seen:541.0394 GZSL: seen=0.9269, unseen=0.5846, h=0.7170 ZSL: unseen accuracy=0.5989
[269/500]  Loss_D: -16.5967 Loss_G: -24.5544, Wasserstein_dist:22.5268, vae_loss_seen:541.3461 GZSL: seen=0.9211, unseen=0.5947, h=0.7227 ZSL: unseen accuracy=0.6085
[270/500]  Loss_D: -20.1177 Loss_G: -25.0119, Wasserstein_dist:26.6924, vae_loss_seen:538.1831 GZSL: seen=0.9683, unseen=0.5824, h=0.7274 ZSL: unseen accuracy=0.6228
[271/500]  Loss_D: -19.1942 Loss_G: -24.6531, Wasserstein_dist:24.5185, vae_loss_seen:527.2203 GZSL: seen=0.9264, unseen=0.5473, h=0.6881 ZSL: unseen accuracy=0.6074
[272/500]  Loss_D: -15.6483 Loss_G: -24.2167, Wasserstein_dist:21.6707, vae_loss_seen:537.7009 GZSL: seen=0.9095, unseen=0.5777, h=0.7066 ZSL: unseen accuracy=0.6067
[273/500]  Loss_D: -19.8038 Loss_G: -25.0955, Wasserstein_dist:25.5426, vae_loss_seen:516.4630 GZSL: seen=0.9111, unseen=0.5914, h=0.7172 ZSL: unseen accuracy=0.6118
[274/500]  Loss_D: -17.7493 Loss_G: -24.2156, Wasserstein_dist:23.2949, vae_loss_seen:543.9583 GZSL: seen=0.9208, unseen=0.5809, h=0.7124 ZSL: unseen accuracy=0.5875
[275/500]  Loss_D: -18.6695 Loss_G: -24.9652, Wasserstein_dist:25.4707, vae_loss_seen:529.7626 GZSL: seen=0.9217, unseen=0.6106, h=0.7345 ZSL: unseen accuracy=0.5913
[276/500]  Loss_D: -20.6811 Loss_G: -24.1908, Wasserstein_dist:26.8763, vae_loss_seen:548.2103 GZSL: seen=0.9070, unseen=0.5420, h=0.6785 ZSL: unseen accuracy=0.6128
[277/500]  Loss_D: -16.8368 Loss_G: -25.1006, Wasserstein_dist:25.1705, vae_loss_seen:521.4074 GZSL: seen=0.9259, unseen=0.5822, h=0.7149 ZSL: unseen accuracy=0.6104
[278/500]  Loss_D: -16.7671 Loss_G: -24.2319, Wasserstein_dist:21.8789, vae_loss_seen:552.0103 GZSL: seen=0.9217, unseen=0.5528, h=0.6911 ZSL: unseen accuracy=0.6042
[279/500]  Loss_D: -18.1300 Loss_G: -24.7530, Wasserstein_dist:24.4330, vae_loss_seen:540.1132 GZSL: seen=0.9198, unseen=0.5886, h=0.7178 ZSL: unseen accuracy=0.6129
[280/500]  Loss_D: -18.7197 Loss_G: -24.7033, Wasserstein_dist:24.8095, vae_loss_seen:535.5485 GZSL: seen=0.9304, unseen=0.5972, h=0.7275 ZSL: unseen accuracy=0.6178
[281/500]  Loss_D: -17.0857 Loss_G: -24.1498, Wasserstein_dist:23.0210, vae_loss_seen:544.2195 GZSL: seen=0.9076, unseen=0.5576, h=0.6908 ZSL: unseen accuracy=0.6135
[282/500]  Loss_D: -14.9257 Loss_G: -24.0669, Wasserstein_dist:22.4049, vae_loss_seen:533.9351 GZSL: seen=0.9248, unseen=0.6029, h=0.7300 ZSL: unseen accuracy=0.6121
[283/500]  Loss_D: -17.8873 Loss_G: -23.8171, Wasserstein_dist:23.3852, vae_loss_seen:555.0045 GZSL: seen=0.9333, unseen=0.5905, h=0.7234 ZSL: unseen accuracy=0.5889
[284/500]  Loss_D: -19.5629 Loss_G: -24.3651, Wasserstein_dist:24.8145, vae_loss_seen:530.8524 GZSL: seen=0.9268, unseen=0.5818, h=0.7148 ZSL: unseen accuracy=0.6270
[285/500]  Loss_D: -21.3876 Loss_G: -24.9034, Wasserstein_dist:29.7131, vae_loss_seen:537.1494 GZSL: seen=0.9119, unseen=0.5820, h=0.7105 ZSL: unseen accuracy=0.6112
[286/500]  Loss_D: -17.2374 Loss_G: -23.7842, Wasserstein_dist:23.7800, vae_loss_seen:548.6042 GZSL: seen=0.9218, unseen=0.5732, h=0.7069 ZSL: unseen accuracy=0.5968
[287/500]  Loss_D: -15.8634 Loss_G: -24.2996, Wasserstein_dist:21.9675, vae_loss_seen:547.5856 GZSL: seen=0.9139, unseen=0.5635, h=0.6971 ZSL: unseen accuracy=0.6014
[288/500]  Loss_D: -17.3950 Loss_G: -23.4591, Wasserstein_dist:23.3762, vae_loss_seen:555.6381 GZSL: seen=0.9091, unseen=0.5864, h=0.7129 ZSL: unseen accuracy=0.6169
[289/500]  Loss_D: -19.3441 Loss_G: -24.4017, Wasserstein_dist:26.6999, vae_loss_seen:539.1973 GZSL: seen=0.9275, unseen=0.5790, h=0.7130 ZSL: unseen accuracy=0.5911
[290/500]  Loss_D: -20.5219 Loss_G: -24.8330, Wasserstein_dist:26.3169, vae_loss_seen:540.9238 GZSL: seen=0.9290, unseen=0.5828, h=0.7162 ZSL: unseen accuracy=0.6024
[291/500]  Loss_D: -19.3900 Loss_G: -22.9303, Wasserstein_dist:25.0221, vae_loss_seen:551.2087 GZSL: seen=0.9243, unseen=0.5647, h=0.7011 ZSL: unseen accuracy=0.6016
[292/500]  Loss_D: -17.3118 Loss_G: -24.4367, Wasserstein_dist:25.0435, vae_loss_seen:533.9471 GZSL: seen=0.9189, unseen=0.5828, h=0.7132 ZSL: unseen accuracy=0.5918
[293/500]  Loss_D: -17.9282 Loss_G: -24.4467, Wasserstein_dist:22.9541, vae_loss_seen:546.9179 GZSL: seen=0.9099, unseen=0.5556, h=0.6899 ZSL: unseen accuracy=0.6048
[294/500]  Loss_D: -17.2502 Loss_G: -23.5931, Wasserstein_dist:22.7328, vae_loss_seen:547.0643 GZSL: seen=0.9248, unseen=0.5746, h=0.7088 ZSL: unseen accuracy=0.5993
[295/500]  Loss_D: -16.3248 Loss_G: -23.6725, Wasserstein_dist:21.2076, vae_loss_seen:537.0698 GZSL: seen=0.9268, unseen=0.5728, h=0.7080 ZSL: unseen accuracy=0.5993
[296/500]  Loss_D: -14.5286 Loss_G: -23.8845, Wasserstein_dist:22.2156, vae_loss_seen:543.8376 GZSL: seen=0.9246, unseen=0.5858, h=0.7172 ZSL: unseen accuracy=0.6048
[297/500]  Loss_D: -17.3703 Loss_G: -24.2213, Wasserstein_dist:23.0397, vae_loss_seen:545.3048 GZSL: seen=0.9194, unseen=0.5562, h=0.6931 ZSL: unseen accuracy=0.6019
[298/500]  Loss_D: -17.8366 Loss_G: -23.7677, Wasserstein_dist:24.2336, vae_loss_seen:555.1130 GZSL: seen=0.9280, unseen=0.5626, h=0.7005 ZSL: unseen accuracy=0.6017
[299/500]  Loss_D: -17.6180 Loss_G: -24.1526, Wasserstein_dist:23.2030, vae_loss_seen:553.5638 GZSL: seen=0.9177, unseen=0.5647, h=0.6992 ZSL: unseen accuracy=0.5929
[300/500]  Loss_D: -14.3283 Loss_G: -23.1576, Wasserstein_dist:20.5079, vae_loss_seen:544.1681 GZSL: seen=0.9181, unseen=0.5925, h=0.7202 ZSL: unseen accuracy=0.6232
[301/500]  Loss_D: -17.5286 Loss_G: -24.0631, Wasserstein_dist:22.2023, vae_loss_seen:526.4816 GZSL: seen=0.9626, unseen=0.5497, h=0.6998 ZSL: unseen accuracy=0.6049
[302/500]  Loss_D: -19.5212 Loss_G: -21.9338, Wasserstein_dist:24.2904, vae_loss_seen:572.8057 GZSL: seen=0.9122, unseen=0.5569, h=0.6916 ZSL: unseen accuracy=0.6139
[303/500]  Loss_D: -17.2541 Loss_G: -23.0374, Wasserstein_dist:23.9642, vae_loss_seen:546.0117 GZSL: seen=0.9289, unseen=0.5964, h=0.7264 ZSL: unseen accuracy=0.5962
[304/500]  Loss_D: -16.1518 Loss_G: -24.4322, Wasserstein_dist:20.9574, vae_loss_seen:520.9856 GZSL: seen=0.9232, unseen=0.5549, h=0.6932 ZSL: unseen accuracy=0.5963
[305/500]  Loss_D: -17.2583 Loss_G: -23.4244, Wasserstein_dist:22.0461, vae_loss_seen:551.6268 GZSL: seen=0.9152, unseen=0.6038, h=0.7276 ZSL: unseen accuracy=0.6078
[306/500]  Loss_D: -19.4691 Loss_G: -23.6181, Wasserstein_dist:25.0648, vae_loss_seen:559.9983 GZSL: seen=0.9312, unseen=0.5780, h=0.7133 ZSL: unseen accuracy=0.6137
[307/500]  Loss_D: -15.5431 Loss_G: -23.8163, Wasserstein_dist:21.5363, vae_loss_seen:545.9166 GZSL: seen=0.9136, unseen=0.5788, h=0.7087 ZSL: unseen accuracy=0.5996
[308/500]  Loss_D: -19.6087 Loss_G: -23.5989, Wasserstein_dist:24.6300, vae_loss_seen:544.4550 GZSL: seen=0.9332, unseen=0.5935, h=0.7256 ZSL: unseen accuracy=0.6124
[309/500]  Loss_D: -16.3265 Loss_G: -24.0101, Wasserstein_dist:24.6642, vae_loss_seen:541.5558 GZSL: seen=0.9305, unseen=0.5638, h=0.7021 ZSL: unseen accuracy=0.6023
[310/500]  Loss_D: -16.1507 Loss_G: -24.0821, Wasserstein_dist:21.7914, vae_loss_seen:533.2839 GZSL: seen=0.9255, unseen=0.5790, h=0.7124 ZSL: unseen accuracy=0.5895
[311/500]  Loss_D: -17.9597 Loss_G: -23.3269, Wasserstein_dist:23.5158, vae_loss_seen:541.5260 GZSL: seen=0.9255, unseen=0.6062, h=0.7326 ZSL: unseen accuracy=0.5911
[312/500]  Loss_D: -18.2753 Loss_G: -22.8246, Wasserstein_dist:23.8199, vae_loss_seen:559.5410 GZSL: seen=0.9080, unseen=0.5645, h=0.6962 ZSL: unseen accuracy=0.6211
[313/500]  Loss_D: -18.0499 Loss_G: -23.9929, Wasserstein_dist:23.6976, vae_loss_seen:541.4042 GZSL: seen=0.9195, unseen=0.5734, h=0.7063 ZSL: unseen accuracy=0.6026
[314/500]  Loss_D: -19.2064 Loss_G: -23.9865, Wasserstein_dist:25.2169, vae_loss_seen:531.4930 GZSL: seen=0.9176, unseen=0.5602, h=0.6957 ZSL: unseen accuracy=0.5820
[315/500]  Loss_D: -12.6280 Loss_G: -23.5141, Wasserstein_dist:19.5048, vae_loss_seen:545.3909 GZSL: seen=0.9161, unseen=0.5939, h=0.7206 ZSL: unseen accuracy=0.5945
[316/500]  Loss_D: -17.8833 Loss_G: -23.9753, Wasserstein_dist:23.5698, vae_loss_seen:530.5868 GZSL: seen=0.9180, unseen=0.5920, h=0.7198 ZSL: unseen accuracy=0.6274
[317/500]  Loss_D: -17.1962 Loss_G: -23.6789, Wasserstein_dist:22.4170, vae_loss_seen:540.0363 GZSL: seen=0.9260, unseen=0.5834, h=0.7158 ZSL: unseen accuracy=0.5974
[318/500]  Loss_D: -14.7875 Loss_G: -23.8481, Wasserstein_dist:22.0060, vae_loss_seen:551.4977 GZSL: seen=0.9142, unseen=0.5873, h=0.7152 ZSL: unseen accuracy=0.6201
[319/500]  Loss_D: -17.9925 Loss_G: -24.5522, Wasserstein_dist:23.0704, vae_loss_seen:541.8213 GZSL: seen=0.9195, unseen=0.5781, h=0.7099 ZSL: unseen accuracy=0.6026
[320/500]  Loss_D: -15.5275 Loss_G: -23.9043, Wasserstein_dist:21.3082, vae_loss_seen:541.6706 GZSL: seen=0.9226, unseen=0.5937, h=0.7225 ZSL: unseen accuracy=0.6092
[321/500]  Loss_D: -18.5211 Loss_G: -22.9772, Wasserstein_dist:24.0579, vae_loss_seen:549.4120 GZSL: seen=0.9252, unseen=0.5687, h=0.7044 ZSL: unseen accuracy=0.5973
[322/500]  Loss_D: -17.3235 Loss_G: -23.9272, Wasserstein_dist:22.2928, vae_loss_seen:541.9740 GZSL: seen=0.9229, unseen=0.5901, h=0.7199 ZSL: unseen accuracy=0.6109
[323/500]  Loss_D: -15.8800 Loss_G: -24.0468, Wasserstein_dist:21.0458, vae_loss_seen:540.0391 GZSL: seen=0.9312, unseen=0.5920, h=0.7239 ZSL: unseen accuracy=0.6102
[324/500]  Loss_D: -16.8137 Loss_G: -23.7070, Wasserstein_dist:22.3172, vae_loss_seen:542.3201 GZSL: seen=0.9214, unseen=0.5830, h=0.7141 ZSL: unseen accuracy=0.6012
[325/500]  Loss_D: -15.4636 Loss_G: -23.3258, Wasserstein_dist:22.5929, vae_loss_seen:530.7091 GZSL: seen=0.9159, unseen=0.5980, h=0.7236 ZSL: unseen accuracy=0.6440
[326/500]  Loss_D: -20.0066 Loss_G: -22.9403, Wasserstein_dist:27.0044, vae_loss_seen:568.8117 GZSL: seen=0.9196, unseen=0.5940, h=0.7217 ZSL: unseen accuracy=0.5920
[327/500]  Loss_D: -18.0033 Loss_G: -23.0115, Wasserstein_dist:23.6184, vae_loss_seen:558.1813 GZSL: seen=0.9278, unseen=0.5796, h=0.7135 ZSL: unseen accuracy=0.6093
[328/500]  Loss_D: -16.8649 Loss_G: -23.8535, Wasserstein_dist:22.3101, vae_loss_seen:524.9711 GZSL: seen=0.9286, unseen=0.5729, h=0.7086 ZSL: unseen accuracy=0.6156
[329/500]  Loss_D: -20.0004 Loss_G: -22.7732, Wasserstein_dist:25.5264, vae_loss_seen:565.0551 GZSL: seen=0.9172, unseen=0.5547, h=0.6913 ZSL: unseen accuracy=0.6033
[330/500]  Loss_D: -15.7633 Loss_G: -24.0719, Wasserstein_dist:22.3383, vae_loss_seen:531.8545 GZSL: seen=0.9108, unseen=0.5852, h=0.7126 ZSL: unseen accuracy=0.6057
[331/500]  Loss_D: -19.4651 Loss_G: -23.1192, Wasserstein_dist:25.7832, vae_loss_seen:552.4724 GZSL: seen=0.9250, unseen=0.5932, h=0.7229 ZSL: unseen accuracy=0.6055
[332/500]  Loss_D: -16.1043 Loss_G: -22.1276, Wasserstein_dist:21.0963, vae_loss_seen:562.8185 GZSL: seen=0.9149, unseen=0.5767, h=0.7075 ZSL: unseen accuracy=0.6124
[333/500]  Loss_D: -19.3522 Loss_G: -24.2145, Wasserstein_dist:25.2283, vae_loss_seen:542.3748 GZSL: seen=0.9213, unseen=0.5616, h=0.6978 ZSL: unseen accuracy=0.6116
[334/500]  Loss_D: -16.8199 Loss_G: -23.8194, Wasserstein_dist:21.8102, vae_loss_seen:535.3651 GZSL: seen=0.9054, unseen=0.5921, h=0.7160 ZSL: unseen accuracy=0.5970
[335/500]  Loss_D: -15.3702 Loss_G: -23.0477, Wasserstein_dist:21.0277, vae_loss_seen:531.8250 GZSL: seen=0.9186, unseen=0.6094, h=0.7327 ZSL: unseen accuracy=0.5904
[336/500]  Loss_D: -18.3519 Loss_G: -23.3142, Wasserstein_dist:24.7206, vae_loss_seen:556.5699 GZSL: seen=0.9323, unseen=0.5809, h=0.7158 ZSL: unseen accuracy=0.6148
[337/500]  Loss_D: -12.5680 Loss_G: -23.6557, Wasserstein_dist:18.0866, vae_loss_seen:526.8187 GZSL: seen=0.9176, unseen=0.5742, h=0.7064 ZSL: unseen accuracy=0.6102
[338/500]  Loss_D: -15.6397 Loss_G: -23.1809, Wasserstein_dist:22.0314, vae_loss_seen:554.2391 GZSL: seen=0.9239, unseen=0.5831, h=0.7150 ZSL: unseen accuracy=0.6197
[339/500]  Loss_D: -16.8809 Loss_G: -22.6026, Wasserstein_dist:24.2036, vae_loss_seen:550.2588 GZSL: seen=0.9184, unseen=0.5854, h=0.7151 ZSL: unseen accuracy=0.5933
[340/500]  Loss_D: -18.7153 Loss_G: -22.6919, Wasserstein_dist:24.0845, vae_loss_seen:548.8766 GZSL: seen=0.9206, unseen=0.5808, h=0.7123 ZSL: unseen accuracy=0.6029
[341/500]  Loss_D: -16.5938 Loss_G: -23.2515, Wasserstein_dist:22.9459, vae_loss_seen:557.8153 GZSL: seen=0.9234, unseen=0.6041, h=0.7303 ZSL: unseen accuracy=0.6018
[342/500]  Loss_D: -18.4586 Loss_G: -23.2533, Wasserstein_dist:24.6212, vae_loss_seen:550.4019 GZSL: seen=0.9164, unseen=0.5980, h=0.7237 ZSL: unseen accuracy=0.6004
[343/500]  Loss_D: -15.8775 Loss_G: -23.4719, Wasserstein_dist:21.7147, vae_loss_seen:548.2855 GZSL: seen=0.9284, unseen=0.5980, h=0.7274 ZSL: unseen accuracy=0.5990
[344/500]  Loss_D: -15.9905 Loss_G: -23.2044, Wasserstein_dist:20.9387, vae_loss_seen:550.3398 GZSL: seen=0.9136, unseen=0.5852, h=0.7134 ZSL: unseen accuracy=0.5894
[345/500]  Loss_D: -14.0600 Loss_G: -23.2029, Wasserstein_dist:19.3065, vae_loss_seen:546.8691 GZSL: seen=0.9254, unseen=0.5429, h=0.6844 ZSL: unseen accuracy=0.5952
[346/500]  Loss_D: -18.7461 Loss_G: -22.7604, Wasserstein_dist:24.8751, vae_loss_seen:557.4227 GZSL: seen=0.9114, unseen=0.5701, h=0.7014 ZSL: unseen accuracy=0.6045
[347/500]  Loss_D: -19.2835 Loss_G: -22.4785, Wasserstein_dist:23.8146, vae_loss_seen:560.8080 GZSL: seen=0.9221, unseen=0.6107, h=0.7348 ZSL: unseen accuracy=0.6115
[348/500]  Loss_D: -16.3833 Loss_G: -23.9080, Wasserstein_dist:22.6120, vae_loss_seen:530.3135 GZSL: seen=0.9251, unseen=0.5507, h=0.6904 ZSL: unseen accuracy=0.5763
[349/500]  Loss_D: -19.7197 Loss_G: -22.1274, Wasserstein_dist:25.3711, vae_loss_seen:570.3292 GZSL: seen=0.9228, unseen=0.5638, h=0.6999 ZSL: unseen accuracy=0.5943
[350/500]  Loss_D: -14.9258 Loss_G: -23.2583, Wasserstein_dist:19.6605, vae_loss_seen:536.8108 GZSL: seen=0.9188, unseen=0.5679, h=0.7020 ZSL: unseen accuracy=0.6109
[351/500]  Loss_D: -13.4591 Loss_G: -22.5937, Wasserstein_dist:18.9290, vae_loss_seen:547.4848 GZSL: seen=0.9168, unseen=0.6045, h=0.7286 ZSL: unseen accuracy=0.6063
[352/500]  Loss_D: -18.2504 Loss_G: -22.8553, Wasserstein_dist:23.9818, vae_loss_seen:546.9110 GZSL: seen=0.9186, unseen=0.5570, h=0.6935 ZSL: unseen accuracy=0.6073
[353/500]  Loss_D: -18.6393 Loss_G: -22.7492, Wasserstein_dist:24.0663, vae_loss_seen:551.7778 GZSL: seen=0.9267, unseen=0.6000, h=0.7284 ZSL: unseen accuracy=0.6099
[354/500]  Loss_D: -18.0113 Loss_G: -23.2985, Wasserstein_dist:23.6232, vae_loss_seen:546.5461 GZSL: seen=0.9302, unseen=0.5719, h=0.7083 ZSL: unseen accuracy=0.6190
[355/500]  Loss_D: -17.6548 Loss_G: -23.8094, Wasserstein_dist:23.9481, vae_loss_seen:542.1256 GZSL: seen=0.9330, unseen=0.5947, h=0.7264 ZSL: unseen accuracy=0.5909
[356/500]  Loss_D: -17.0298 Loss_G: -23.9681, Wasserstein_dist:23.5551, vae_loss_seen:540.8976 GZSL: seen=0.9168, unseen=0.5600, h=0.6953 ZSL: unseen accuracy=0.6039
[357/500]  Loss_D: -15.6161 Loss_G: -23.1290, Wasserstein_dist:20.2815, vae_loss_seen:542.2453 GZSL: seen=0.9258, unseen=0.5643, h=0.7012 ZSL: unseen accuracy=0.5918
[358/500]  Loss_D: -16.5314 Loss_G: -24.8230, Wasserstein_dist:21.8412, vae_loss_seen:531.7309 GZSL: seen=0.9201, unseen=0.5938, h=0.7218 ZSL: unseen accuracy=0.6011
[359/500]  Loss_D: -16.6267 Loss_G: -23.4937, Wasserstein_dist:21.7401, vae_loss_seen:539.5839 GZSL: seen=0.9158, unseen=0.5651, h=0.6989 ZSL: unseen accuracy=0.5993
[360/500]  Loss_D: -17.0909 Loss_G: -22.9423, Wasserstein_dist:22.4836, vae_loss_seen:555.0520 GZSL: seen=0.9271, unseen=0.5905, h=0.7215 ZSL: unseen accuracy=0.6126
[361/500]  Loss_D: -14.9346 Loss_G: -22.9711, Wasserstein_dist:20.0146, vae_loss_seen:541.2173 GZSL: seen=0.9303, unseen=0.5520, h=0.6929 ZSL: unseen accuracy=0.5904
[362/500]  Loss_D: -18.7364 Loss_G: -23.2938, Wasserstein_dist:23.6903, vae_loss_seen:542.7928 GZSL: seen=0.9158, unseen=0.5763, h=0.7075 ZSL: unseen accuracy=0.5627
[363/500]  Loss_D: -14.1882 Loss_G: -22.8528, Wasserstein_dist:19.8751, vae_loss_seen:556.1841 GZSL: seen=0.9242, unseen=0.5600, h=0.6974 ZSL: unseen accuracy=0.5951
[364/500]  Loss_D: -14.6883 Loss_G: -23.1302, Wasserstein_dist:20.9519, vae_loss_seen:560.5915 GZSL: seen=0.9242, unseen=0.5511, h=0.6905 ZSL: unseen accuracy=0.5946
[365/500]  Loss_D: -17.2741 Loss_G: -22.8006, Wasserstein_dist:22.2717, vae_loss_seen:557.3252 GZSL: seen=0.9176, unseen=0.5441, h=0.6831 ZSL: unseen accuracy=0.5949
[366/500]  Loss_D: -14.6650 Loss_G: -23.6712, Wasserstein_dist:20.0639, vae_loss_seen:540.2166 GZSL: seen=0.9280, unseen=0.5804, h=0.7141 ZSL: unseen accuracy=0.5966
[367/500]  Loss_D: -13.9313 Loss_G: -24.0005, Wasserstein_dist:19.0907, vae_loss_seen:521.7719 GZSL: seen=0.9198, unseen=0.5826, h=0.7133 ZSL: unseen accuracy=0.5998
[368/500]  Loss_D: -16.0934 Loss_G: -22.6434, Wasserstein_dist:21.1373, vae_loss_seen:548.6668 GZSL: seen=0.9301, unseen=0.5604, h=0.6994 ZSL: unseen accuracy=0.6009
[369/500]  Loss_D: -16.0208 Loss_G: -22.2761, Wasserstein_dist:22.4311, vae_loss_seen:578.4475 GZSL: seen=0.9562, unseen=0.5642, h=0.7096 ZSL: unseen accuracy=0.5813
[370/500]  Loss_D: -17.7210 Loss_G: -21.3577, Wasserstein_dist:22.0066, vae_loss_seen:580.7822 GZSL: seen=0.9302, unseen=0.5874, h=0.7201 ZSL: unseen accuracy=0.6079
[371/500]  Loss_D: -15.5403 Loss_G: -22.7296, Wasserstein_dist:22.4555, vae_loss_seen:563.1860 GZSL: seen=0.9245, unseen=0.5790, h=0.7121 ZSL: unseen accuracy=0.6228
[372/500]  Loss_D: -16.8696 Loss_G: -22.5532, Wasserstein_dist:22.4577, vae_loss_seen:565.9905 GZSL: seen=0.9638, unseen=0.5738, h=0.7193 ZSL: unseen accuracy=0.5898
[373/500]  Loss_D: -14.7653 Loss_G: -23.3745, Wasserstein_dist:22.5244, vae_loss_seen:537.4622 GZSL: seen=0.9026, unseen=0.5782, h=0.7048 ZSL: unseen accuracy=0.6114
[374/500]  Loss_D: -16.2008 Loss_G: -22.5032, Wasserstein_dist:21.2378, vae_loss_seen:544.7620 GZSL: seen=0.9147, unseen=0.5775, h=0.7080 ZSL: unseen accuracy=0.5714
[375/500]  Loss_D: -14.8995 Loss_G: -23.1754, Wasserstein_dist:20.6129, vae_loss_seen:538.7997 GZSL: seen=0.9151, unseen=0.6012, h=0.7256 ZSL: unseen accuracy=0.5988
[376/500]  Loss_D: -15.9594 Loss_G: -23.5441, Wasserstein_dist:22.3571, vae_loss_seen:547.6421 GZSL: seen=0.9285, unseen=0.5679, h=0.7047 ZSL: unseen accuracy=0.5914
[377/500]  Loss_D: -17.4831 Loss_G: -22.2514, Wasserstein_dist:23.1213, vae_loss_seen:564.1266 GZSL: seen=0.9263, unseen=0.5701, h=0.7058 ZSL: unseen accuracy=0.6004
[378/500]  Loss_D: -13.8129 Loss_G: -21.9704, Wasserstein_dist:19.0508, vae_loss_seen:560.3126 GZSL: seen=0.9284, unseen=0.5886, h=0.7205 ZSL: unseen accuracy=0.6014
[379/500]  Loss_D: -15.5943 Loss_G: -22.4763, Wasserstein_dist:21.0621, vae_loss_seen:549.7669 GZSL: seen=0.9336, unseen=0.6009, h=0.7312 ZSL: unseen accuracy=0.5993
[380/500]  Loss_D: -17.1486 Loss_G: -23.4566, Wasserstein_dist:23.5631, vae_loss_seen:541.7651 GZSL: seen=0.9408, unseen=0.5929, h=0.7274 ZSL: unseen accuracy=0.6034
[381/500]  Loss_D: -15.0637 Loss_G: -22.8158, Wasserstein_dist:19.7704, vae_loss_seen:551.4032 GZSL: seen=0.9092, unseen=0.5894, h=0.7152 ZSL: unseen accuracy=0.5969
[382/500]  Loss_D: -18.7468 Loss_G: -22.3880, Wasserstein_dist:24.5439, vae_loss_seen:558.8696 GZSL: seen=0.9621, unseen=0.5421, h=0.6935 ZSL: unseen accuracy=0.5970
[383/500]  Loss_D: -17.8075 Loss_G: -22.7735, Wasserstein_dist:22.9077, vae_loss_seen:539.6425 GZSL: seen=0.9241, unseen=0.5622, h=0.6991 ZSL: unseen accuracy=0.6171
[384/500]  Loss_D: -15.8293 Loss_G: -23.6971, Wasserstein_dist:22.7656, vae_loss_seen:546.5844 GZSL: seen=0.9238, unseen=0.5634, h=0.6999 ZSL: unseen accuracy=0.5923
[385/500]  Loss_D: -17.8095 Loss_G: -22.1226, Wasserstein_dist:22.4588, vae_loss_seen:556.2887 GZSL: seen=0.9280, unseen=0.5780, h=0.7123 ZSL: unseen accuracy=0.5913
[386/500]  Loss_D: -14.4756 Loss_G: -22.8762, Wasserstein_dist:20.2859, vae_loss_seen:546.1351 GZSL: seen=0.9271, unseen=0.5750, h=0.7098 ZSL: unseen accuracy=0.5798
[387/500]  Loss_D: -20.5215 Loss_G: -23.7155, Wasserstein_dist:27.3878, vae_loss_seen:554.0736 GZSL: seen=0.9175, unseen=0.5981, h=0.7242 ZSL: unseen accuracy=0.6020
