HYPER-PARAMETERS
[126/500]  Loss_D: -16.1863 Loss_G: -2.4827, Wasserstein_dist:20.8621, vae_loss_seen:391.2085 GZSL: seen=0.8464, unseen=0.5321, h=0.6535 ZSL: unseen accuracy=0.5759
[127/500]  Loss_D: -12.9983 Loss_G: -1.9455, Wasserstein_dist:17.3167, vae_loss_seen:369.0505 GZSL: seen=0.8430, unseen=0.5355, h=0.6550 ZSL: unseen accuracy=0.5778
[128/500]  Loss_D: -15.4740 Loss_G: -1.6243, Wasserstein_dist:19.9033, vae_loss_seen:383.3443 GZSL: seen=0.8457, unseen=0.5458, h=0.6634 ZSL: unseen accuracy=0.5790
[129/500]  Loss_D: -15.0486 Loss_G: -1.3401, Wasserstein_dist:19.5490, vae_loss_seen:390.9934 GZSL: seen=0.8088, unseen=0.5441, h=0.6505 ZSL: unseen accuracy=0.5751
[130/500]  Loss_D: -17.3023 Loss_G: -1.2891, Wasserstein_dist:22.0921, vae_loss_seen:400.0504 GZSL: seen=0.8496, unseen=0.5371, h=0.6582 ZSL: unseen accuracy=0.5802
[131/500]  Loss_D: -14.6287 Loss_G: -1.6600, Wasserstein_dist:19.3153, vae_loss_seen:378.4098 GZSL: seen=0.8321, unseen=0.5459, h=0.6593 ZSL: unseen accuracy=0.5861
[132/500]  Loss_D: -16.5478 Loss_G: -1.5468, Wasserstein_dist:21.7247, vae_loss_seen:410.2344 GZSL: seen=0.8358, unseen=0.5327, h=0.6507 ZSL: unseen accuracy=0.5792
[133/500]  Loss_D: -17.1819 Loss_G: -1.4040, Wasserstein_dist:21.6989, vae_loss_seen:401.3995 GZSL: seen=0.8314, unseen=0.5338, h=0.6502 ZSL: unseen accuracy=0.5747
[134/500]  Loss_D: -12.7185 Loss_G: -1.5763, Wasserstein_dist:17.3206, vae_loss_seen:386.6149 GZSL: seen=0.8456, unseen=0.5364, h=0.6564 ZSL: unseen accuracy=0.5838
[135/500]  Loss_D: -14.0484 Loss_G: -1.6510, Wasserstein_dist:18.9923, vae_loss_seen:393.9171 GZSL: seen=0.8427, unseen=0.5382, h=0.6569 ZSL: unseen accuracy=0.5846
[136/500]  Loss_D: -16.4540 Loss_G: -1.3881, Wasserstein_dist:21.0634, vae_loss_seen:407.8194 GZSL: seen=0.8232, unseen=0.5420, h=0.6537 ZSL: unseen accuracy=0.5736
[137/500]  Loss_D: -12.6967 Loss_G: -1.4796, Wasserstein_dist:17.8394, vae_loss_seen:381.7911 GZSL: seen=0.8432, unseen=0.5493, h=0.6652 ZSL: unseen accuracy=0.5870
[138/500]  Loss_D: -15.1186 Loss_G: -1.8663, Wasserstein_dist:19.6150, vae_loss_seen:385.9720 GZSL: seen=0.8292, unseen=0.5362, h=0.6513 ZSL: unseen accuracy=0.5834
[139/500]  Loss_D: -15.6818 Loss_G: -1.6258, Wasserstein_dist:20.0080, vae_loss_seen:392.5608 GZSL: seen=0.8181, unseen=0.5457, h=0.6547 ZSL: unseen accuracy=0.5785
[140/500]  Loss_D: -15.1734 Loss_G: -1.4869, Wasserstein_dist:19.9033, vae_loss_seen:384.0732 GZSL: seen=0.8661, unseen=0.5216, h=0.6511 ZSL: unseen accuracy=0.5729
[141/500]  Loss_D: -15.3677 Loss_G: -1.1463, Wasserstein_dist:20.0488, vae_loss_seen:384.7206 GZSL: seen=0.8290, unseen=0.5482, h=0.6600 ZSL: unseen accuracy=0.5771
[142/500]  Loss_D: -15.0034 Loss_G: -2.0694, Wasserstein_dist:20.1765, vae_loss_seen:387.7649 GZSL: seen=0.8092, unseen=0.5561, h=0.6591 ZSL: unseen accuracy=0.5782
[143/500]  Loss_D: -16.6784 Loss_G: -1.3464, Wasserstein_dist:21.4804, vae_loss_seen:417.7980 GZSL: seen=0.8485, unseen=0.5283, h=0.6512 ZSL: unseen accuracy=0.5709
[144/500]  Loss_D: -14.1979 Loss_G: -1.7087, Wasserstein_dist:19.7270, vae_loss_seen:386.5344 GZSL: seen=0.8386, unseen=0.5377, h=0.6553 ZSL: unseen accuracy=0.5731
[145/500]  Loss_D: -12.8383 Loss_G: -1.7774, Wasserstein_dist:17.8358, vae_loss_seen:374.3856 GZSL: seen=0.8186, unseen=0.5437, h=0.6534 ZSL: unseen accuracy=0.5781
[146/500]  Loss_D: -16.3800 Loss_G: -1.6844, Wasserstein_dist:21.8200, vae_loss_seen:397.9820 GZSL: seen=0.8475, unseen=0.5319, h=0.6536 ZSL: unseen accuracy=0.5781
[147/500]  Loss_D: -15.2309 Loss_G: -1.5705, Wasserstein_dist:20.0902, vae_loss_seen:394.5597 GZSL: seen=0.8410, unseen=0.5412, h=0.6586 ZSL: unseen accuracy=0.5832
[148/500]  Loss_D: -17.0414 Loss_G: -1.6777, Wasserstein_dist:22.4029, vae_loss_seen:396.1167 GZSL: seen=0.8262, unseen=0.5377, h=0.6515 ZSL: unseen accuracy=0.5741
[149/500]  Loss_D: -15.1542 Loss_G: -1.7963, Wasserstein_dist:19.8061, vae_loss_seen:374.4354 GZSL: seen=0.8466, unseen=0.5332, h=0.6543 ZSL: unseen accuracy=0.5759
[150/500]  Loss_D: -14.5151 Loss_G: -1.5135, Wasserstein_dist:19.0299, vae_loss_seen:367.9696 GZSL: seen=0.8270, unseen=0.5483, h=0.6594 ZSL: unseen accuracy=0.5812
[151/500]  Loss_D: -13.6602 Loss_G: -1.6706, Wasserstein_dist:18.2461, vae_loss_seen:369.1608 GZSL: seen=0.8241, unseen=0.5456, h=0.6565 ZSL: unseen accuracy=0.5773
[152/500]  Loss_D: -18.0769 Loss_G: -1.6385, Wasserstein_dist:22.9472, vae_loss_seen:384.1120 GZSL: seen=0.8090, unseen=0.5467, h=0.6525 ZSL: unseen accuracy=0.5699
[153/500]  Loss_D: -14.2985 Loss_G: -1.2092, Wasserstein_dist:19.6660, vae_loss_seen:393.3576 GZSL: seen=0.8330, unseen=0.5480, h=0.6611 ZSL: unseen accuracy=0.5787
[154/500]  Loss_D: -12.8039 Loss_G: -1.5664, Wasserstein_dist:17.8258, vae_loss_seen:372.0983 GZSL: seen=0.8315, unseen=0.5295, h=0.6470 ZSL: unseen accuracy=0.5748
[155/500]  Loss_D: -16.6732 Loss_G: -1.7301, Wasserstein_dist:21.4256, vae_loss_seen:400.5471 GZSL: seen=0.8393, unseen=0.5428, h=0.6592 ZSL: unseen accuracy=0.5821
[156/500]  Loss_D: -15.2220 Loss_G: -1.8104, Wasserstein_dist:20.4496, vae_loss_seen:378.0829 GZSL: seen=0.8251, unseen=0.5467, h=0.6577 ZSL: unseen accuracy=0.5783
[157/500]  Loss_D: -14.4685 Loss_G: -1.4869, Wasserstein_dist:19.5294, vae_loss_seen:378.7671 GZSL: seen=0.8253, unseen=0.5345, h=0.6488 ZSL: unseen accuracy=0.5717
[158/500]  Loss_D: -17.3320 Loss_G: -1.8428, Wasserstein_dist:22.0467, vae_loss_seen:375.9496 GZSL: seen=0.8112, unseen=0.5439, h=0.6512 ZSL: unseen accuracy=0.5702
[159/500]  Loss_D: -16.6421 Loss_G: -1.7446, Wasserstein_dist:21.4585, vae_loss_seen:401.2303 GZSL: seen=0.8483, unseen=0.5452, h=0.6638 ZSL: unseen accuracy=0.5810
[160/500]  Loss_D: -13.6873 Loss_G: -1.6327, Wasserstein_dist:18.8325, vae_loss_seen:390.9646 GZSL: seen=0.8719, unseen=0.5225, h=0.6534 ZSL: unseen accuracy=0.5773
[161/500]  Loss_D: -13.2247 Loss_G: -1.5031, Wasserstein_dist:19.4941, vae_loss_seen:389.1903 GZSL: seen=0.8363, unseen=0.5441, h=0.6592 ZSL: unseen accuracy=0.5764
[162/500]  Loss_D: -12.8359 Loss_G: -1.6614, Wasserstein_dist:17.9490, vae_loss_seen:374.1802 GZSL: seen=0.8542, unseen=0.5226, h=0.6485 ZSL: unseen accuracy=0.5735
[163/500]  Loss_D: -16.7523 Loss_G: -1.6802, Wasserstein_dist:21.2858, vae_loss_seen:398.8571 GZSL: seen=0.8332, unseen=0.5323, h=0.6496 ZSL: unseen accuracy=0.5717
[164/500]  Loss_D: -16.2146 Loss_G: -1.7170, Wasserstein_dist:21.1764, vae_loss_seen:382.5999 GZSL: seen=0.8456, unseen=0.5295, h=0.6512 ZSL: unseen accuracy=0.5736
[165/500]  Loss_D: -16.5981 Loss_G: -1.5744, Wasserstein_dist:20.6818, vae_loss_seen:397.0963 GZSL: seen=0.7859, unseen=0.5506, h=0.6476 ZSL: unseen accuracy=0.5758
[166/500]  Loss_D: -18.0520 Loss_G: -1.4610, Wasserstein_dist:23.3458, vae_loss_seen:412.7596 GZSL: seen=0.8596, unseen=0.5178, h=0.6463 ZSL: unseen accuracy=0.5703
[167/500]  Loss_D: -16.2316 Loss_G: -1.2962, Wasserstein_dist:21.4244, vae_loss_seen:398.5421 GZSL: seen=0.8046, unseen=0.5459, h=0.6505 ZSL: unseen accuracy=0.5793
[168/500]  Loss_D: -17.1728 Loss_G: -1.5053, Wasserstein_dist:22.1154, vae_loss_seen:383.9828 GZSL: seen=0.8328, unseen=0.5421, h=0.6567 ZSL: unseen accuracy=0.5764
[169/500]  Loss_D: -16.7204 Loss_G: -1.4859, Wasserstein_dist:20.6020, vae_loss_seen:382.3851 GZSL: seen=0.8432, unseen=0.5372, h=0.6563 ZSL: unseen accuracy=0.5722
[170/500]  Loss_D: -16.0877 Loss_G: -1.7606, Wasserstein_dist:21.6621, vae_loss_seen:395.2477 GZSL: seen=0.8453, unseen=0.5246, h=0.6474 ZSL: unseen accuracy=0.5719
[171/500]  Loss_D: -18.2476 Loss_G: -1.9183, Wasserstein_dist:23.7186, vae_loss_seen:397.0697 GZSL: seen=0.8308, unseen=0.5507, h=0.6623 ZSL: unseen accuracy=0.5762
[172/500]  Loss_D: -14.2947 Loss_G: -2.0102, Wasserstein_dist:19.2874, vae_loss_seen:385.5815 GZSL: seen=0.8393, unseen=0.5323, h=0.6514 ZSL: unseen accuracy=0.5760
[173/500]  Loss_D: -15.3788 Loss_G: -1.3102, Wasserstein_dist:19.4910, vae_loss_seen:379.6450 GZSL: seen=0.8415, unseen=0.5344, h=0.6537 ZSL: unseen accuracy=0.5753
[174/500]  Loss_D: -13.8834 Loss_G: -1.6397, Wasserstein_dist:19.2966, vae_loss_seen:383.9039 GZSL: seen=0.8101, unseen=0.5494, h=0.6548 ZSL: unseen accuracy=0.5741
[175/500]  Loss_D: -15.8447 Loss_G: -1.7327, Wasserstein_dist:21.0815, vae_loss_seen:410.7754 GZSL: seen=0.8474, unseen=0.5346, h=0.6556 ZSL: unseen accuracy=0.5753
[176/500]  Loss_D: -15.3376 Loss_G: -1.7656, Wasserstein_dist:20.8165, vae_loss_seen:395.0120 GZSL: seen=0.8540, unseen=0.5262, h=0.6512 ZSL: unseen accuracy=0.5796
[177/500]  Loss_D: -17.8737 Loss_G: -1.7160, Wasserstein_dist:22.6662, vae_loss_seen:404.2958 GZSL: seen=0.8234, unseen=0.5398, h=0.6521 ZSL: unseen accuracy=0.5744
[178/500]  Loss_D: -10.2955 Loss_G: -1.5459, Wasserstein_dist:15.4770, vae_loss_seen:368.2403 GZSL: seen=0.8289, unseen=0.5329, h=0.6487 ZSL: unseen accuracy=0.5768
[179/500]  Loss_D: -17.5489 Loss_G: -1.3997, Wasserstein_dist:21.8596, vae_loss_seen:381.0118 GZSL: seen=0.8193, unseen=0.5302, h=0.6438 ZSL: unseen accuracy=0.5672
[180/500]  Loss_D: -16.0442 Loss_G: -1.2812, Wasserstein_dist:20.4902, vae_loss_seen:396.0338 GZSL: seen=0.8468, unseen=0.5214, h=0.6454 ZSL: unseen accuracy=0.5765
[181/500]  Loss_D: -14.7975 Loss_G: -1.9068, Wasserstein_dist:20.1298, vae_loss_seen:402.8799 GZSL: seen=0.8126, unseen=0.5407, h=0.6493 ZSL: unseen accuracy=0.5733
[182/500]  Loss_D: -15.6277 Loss_G: -1.4484, Wasserstein_dist:20.6739, vae_loss_seen:392.8839 GZSL: seen=0.8152, unseen=0.5400, h=0.6496 ZSL: unseen accuracy=0.5745
[183/500]  Loss_D: -13.7868 Loss_G: -1.7403, Wasserstein_dist:19.0792, vae_loss_seen:378.1935 GZSL: seen=0.8472, unseen=0.5265, h=0.6494 ZSL: unseen accuracy=0.5736
[184/500]  Loss_D: -16.5127 Loss_G: -1.5978, Wasserstein_dist:20.5842, vae_loss_seen:367.9887 GZSL: seen=0.8103, unseen=0.5403, h=0.6483 ZSL: unseen accuracy=0.5798
[185/500]  Loss_D: -15.7244 Loss_G: -1.6440, Wasserstein_dist:20.8142, vae_loss_seen:398.8008 GZSL: seen=0.8314, unseen=0.5338, h=0.6502 ZSL: unseen accuracy=0.5838
[186/500]  Loss_D: -15.6308 Loss_G: -1.3466, Wasserstein_dist:21.0493, vae_loss_seen:390.5145 GZSL: seen=0.8326, unseen=0.5354, h=0.6517 ZSL: unseen accuracy=0.5846
[187/500]  Loss_D: -15.2973 Loss_G: -1.4259, Wasserstein_dist:20.7978, vae_loss_seen:392.1440 GZSL: seen=0.8477, unseen=0.5289, h=0.6514 ZSL: unseen accuracy=0.5757
[188/500]  Loss_D: -16.9763 Loss_G: -1.5543, Wasserstein_dist:22.0380, vae_loss_seen:398.2322 GZSL: seen=0.8207, unseen=0.5226, h=0.6386 ZSL: unseen accuracy=0.5718
[189/500]  Loss_D: -15.0811 Loss_G: -1.5804, Wasserstein_dist:20.1058, vae_loss_seen:386.7168 GZSL: seen=0.7979, unseen=0.5485, h=0.6501 ZSL: unseen accuracy=0.5695
[190/500]  Loss_D: -15.3725 Loss_G: -2.1504, Wasserstein_dist:19.9078, vae_loss_seen:376.2821 GZSL: seen=0.8305, unseen=0.5310, h=0.6478 ZSL: unseen accuracy=0.5808
[191/500]  Loss_D: -14.0149 Loss_G: -1.9141, Wasserstein_dist:18.8712, vae_loss_seen:385.3181 GZSL: seen=0.8429, unseen=0.5243, h=0.6464 ZSL: unseen accuracy=0.5678
[192/500]  Loss_D: -13.9354 Loss_G: -1.9892, Wasserstein_dist:18.5688, vae_loss_seen:360.7781 GZSL: seen=0.8402, unseen=0.5199, h=0.6423 ZSL: unseen accuracy=0.5743
[193/500]  Loss_D: -13.2841 Loss_G: -1.7193, Wasserstein_dist:18.7872, vae_loss_seen:376.8269 GZSL: seen=0.8184, unseen=0.5286, h=0.6423 ZSL: unseen accuracy=0.5746
[194/500]  Loss_D: -13.3074 Loss_G: -2.1261, Wasserstein_dist:18.6996, vae_loss_seen:378.3606 GZSL: seen=0.8402, unseen=0.5254, h=0.6465 ZSL: unseen accuracy=0.5687
[195/500]  Loss_D: -11.6342 Loss_G: -1.7022, Wasserstein_dist:16.8745, vae_loss_seen:375.3398 GZSL: seen=0.8237, unseen=0.5351, h=0.6487 ZSL: unseen accuracy=0.5652
[196/500]  Loss_D: -14.5576 Loss_G: -1.8233, Wasserstein_dist:18.8199, vae_loss_seen:393.8619 GZSL: seen=0.8350, unseen=0.5236, h=0.6436 ZSL: unseen accuracy=0.5706
[197/500]  Loss_D: -15.7146 Loss_G: -1.9061, Wasserstein_dist:20.6439, vae_loss_seen:386.5600 GZSL: seen=0.8198, unseen=0.5356, h=0.6479 ZSL: unseen accuracy=0.5713
[198/500]  Loss_D: -16.8149 Loss_G: -1.8722, Wasserstein_dist:21.3499, vae_loss_seen:384.3580 GZSL: seen=0.8278, unseen=0.5191, h=0.6381 ZSL: unseen accuracy=0.5624
[199/500]  Loss_D: -17.5539 Loss_G: -1.9362, Wasserstein_dist:22.1261, vae_loss_seen:379.8028 GZSL: seen=0.7958, unseen=0.5484, h=0.6493 ZSL: unseen accuracy=0.5763
[200/500]  Loss_D: -15.7484 Loss_G: -1.7963, Wasserstein_dist:20.6652, vae_loss_seen:381.1122 GZSL: seen=0.8315, unseen=0.5263, h=0.6446 ZSL: unseen accuracy=0.5856
[201/500]  Loss_D: -12.2502 Loss_G: -2.0146, Wasserstein_dist:18.1987, vae_loss_seen:373.0500 GZSL: seen=0.8242, unseen=0.5347, h=0.6486 ZSL: unseen accuracy=0.5688
[202/500]  Loss_D: -13.0307 Loss_G: -1.3017, Wasserstein_dist:17.9361, vae_loss_seen:392.1568 GZSL: seen=0.8429, unseen=0.5148, h=0.6392 ZSL: unseen accuracy=0.5698
[203/500]  Loss_D: -11.8099 Loss_G: -1.8911, Wasserstein_dist:16.7566, vae_loss_seen:372.4761 GZSL: seen=0.8583, unseen=0.5245, h=0.6511 ZSL: unseen accuracy=0.5769
[204/500]  Loss_D: -15.2783 Loss_G: -1.5532, Wasserstein_dist:19.6331, vae_loss_seen:388.4883 GZSL: seen=0.8156, unseen=0.5397, h=0.6496 ZSL: unseen accuracy=0.5703
[205/500]  Loss_D: -14.7013 Loss_G: -1.9188, Wasserstein_dist:20.4908, vae_loss_seen:397.3840 GZSL: seen=0.8136, unseen=0.5372, h=0.6471 ZSL: unseen accuracy=0.5682
[206/500]  Loss_D: -14.0466 Loss_G: -1.6954, Wasserstein_dist:19.7698, vae_loss_seen:381.8683 GZSL: seen=0.7954, unseen=0.5450, h=0.6468 ZSL: unseen accuracy=0.5713
[207/500]  Loss_D: -16.8447 Loss_G: -2.0909, Wasserstein_dist:21.5295, vae_loss_seen:381.9076 GZSL: seen=0.8338, unseen=0.5315, h=0.6492 ZSL: unseen accuracy=0.5662
[208/500]  Loss_D: -12.9555 Loss_G: -2.0493, Wasserstein_dist:17.4661, vae_loss_seen:373.6615 GZSL: seen=0.7961, unseen=0.5432, h=0.6458 ZSL: unseen accuracy=0.5705
[209/500]  Loss_D: -15.9146 Loss_G: -2.0090, Wasserstein_dist:20.3712, vae_loss_seen:390.5703 GZSL: seen=0.8207, unseen=0.5346, h=0.6474 ZSL: unseen accuracy=0.5599
[210/500]  Loss_D: -16.9254 Loss_G: -1.7283, Wasserstein_dist:20.8608, vae_loss_seen:396.3690 GZSL: seen=0.7990, unseen=0.5310, h=0.6380 ZSL: unseen accuracy=0.5652
[211/500]  Loss_D: -14.6507 Loss_G: -1.7853, Wasserstein_dist:19.3067, vae_loss_seen:386.5297 GZSL: seen=0.8605, unseen=0.5150, h=0.6443 ZSL: unseen accuracy=0.5795
[212/500]  Loss_D: -13.8978 Loss_G: -1.5795, Wasserstein_dist:18.8217, vae_loss_seen:372.7066 GZSL: seen=0.8401, unseen=0.5237, h=0.6452 ZSL: unseen accuracy=0.5690
[213/500]  Loss_D: -11.8274 Loss_G: -1.6802, Wasserstein_dist:16.6889, vae_loss_seen:368.4674 GZSL: seen=0.8491, unseen=0.5195, h=0.6446 ZSL: unseen accuracy=0.5700
[214/500]  Loss_D: -13.3874 Loss_G: -1.9267, Wasserstein_dist:18.7733, vae_loss_seen:380.5417 GZSL: seen=0.8264, unseen=0.5333, h=0.6483 ZSL: unseen accuracy=0.5831
[215/500]  Loss_D: -15.9920 Loss_G: -1.5505, Wasserstein_dist:21.4136, vae_loss_seen:397.6876 GZSL: seen=0.8271, unseen=0.5342, h=0.6491 ZSL: unseen accuracy=0.5781
[216/500]  Loss_D: -15.4164 Loss_G: -1.7295, Wasserstein_dist:19.6960, vae_loss_seen:375.8934 GZSL: seen=0.8247, unseen=0.5205, h=0.6382 ZSL: unseen accuracy=0.5659
[217/500]  Loss_D: -15.8395 Loss_G: -1.8448, Wasserstein_dist:21.0834, vae_loss_seen:386.6739 GZSL: seen=0.8161, unseen=0.5342, h=0.6457 ZSL: unseen accuracy=0.5712
[218/500]  Loss_D: -15.7716 Loss_G: -1.9051, Wasserstein_dist:20.6857, vae_loss_seen:408.1683 GZSL: seen=0.7945, unseen=0.5363, h=0.6404 ZSL: unseen accuracy=0.5710
[219/500]  Loss_D: -13.3780 Loss_G: -1.9553, Wasserstein_dist:18.0335, vae_loss_seen:372.8124 GZSL: seen=0.8300, unseen=0.5257, h=0.6437 ZSL: unseen accuracy=0.5698
[220/500]  Loss_D: -15.7948 Loss_G: -1.9726, Wasserstein_dist:20.4609, vae_loss_seen:395.1515 GZSL: seen=0.8146, unseen=0.5305, h=0.6426 ZSL: unseen accuracy=0.5647
[221/500]  Loss_D: -14.8044 Loss_G: -1.7353, Wasserstein_dist:19.6965, vae_loss_seen:385.7395 GZSL: seen=0.8022, unseen=0.5383, h=0.6443 ZSL: unseen accuracy=0.5796
[222/500]  Loss_D: -13.3427 Loss_G: -1.9468, Wasserstein_dist:17.8282, vae_loss_seen:368.8817 GZSL: seen=0.8183, unseen=0.5301, h=0.6434 ZSL: unseen accuracy=0.5728
[223/500]  Loss_D: -14.2710 Loss_G: -1.8686, Wasserstein_dist:18.5662, vae_loss_seen:382.5580 GZSL: seen=0.8037, unseen=0.5258, h=0.6357 ZSL: unseen accuracy=0.5824
[224/500]  Loss_D: -15.4471 Loss_G: -1.9614, Wasserstein_dist:21.1213, vae_loss_seen:394.0511 GZSL: seen=0.8321, unseen=0.5152, h=0.6364 ZSL: unseen accuracy=0.5678
[225/500]  Loss_D: -15.4317 Loss_G: -1.5334, Wasserstein_dist:19.8374, vae_loss_seen:375.5772 GZSL: seen=0.8027, unseen=0.5248, h=0.6347 ZSL: unseen accuracy=0.5598
[226/500]  Loss_D: -12.7566 Loss_G: -1.5168, Wasserstein_dist:17.5728, vae_loss_seen:390.9489 GZSL: seen=0.8136, unseen=0.5327, h=0.6438 ZSL: unseen accuracy=0.5759
[227/500]  Loss_D: -13.8069 Loss_G: -1.9191, Wasserstein_dist:18.5151, vae_loss_seen:363.9722 GZSL: seen=0.8170, unseen=0.5249, h=0.6391 ZSL: unseen accuracy=0.5670
[228/500]  Loss_D: -14.4129 Loss_G: -1.7106, Wasserstein_dist:19.4830, vae_loss_seen:390.5247 GZSL: seen=0.8229, unseen=0.5251, h=0.6411 ZSL: unseen accuracy=0.5713
[229/500]  Loss_D: -12.9584 Loss_G: -1.2543, Wasserstein_dist:18.3249, vae_loss_seen:379.3539 GZSL: seen=0.8174, unseen=0.5140, h=0.6311 ZSL: unseen accuracy=0.5714
[230/500]  Loss_D: -14.4299 Loss_G: -2.0781, Wasserstein_dist:19.0823, vae_loss_seen:373.5285 GZSL: seen=0.8007, unseen=0.5389, h=0.6443 ZSL: unseen accuracy=0.5758
[231/500]  Loss_D: -14.9177 Loss_G: -1.8758, Wasserstein_dist:19.8868, vae_loss_seen:396.3293 GZSL: seen=0.8565, unseen=0.5118, h=0.6407 ZSL: unseen accuracy=0.5829
[232/500]  Loss_D: -15.1717 Loss_G: -1.7485, Wasserstein_dist:20.3011, vae_loss_seen:366.8385 GZSL: seen=0.8235, unseen=0.5227, h=0.6395 ZSL: unseen accuracy=0.5682
[233/500]  Loss_D: -16.9355 Loss_G: -2.2785, Wasserstein_dist:21.3461, vae_loss_seen:387.4371 GZSL: seen=0.8303, unseen=0.5164, h=0.6368 ZSL: unseen accuracy=0.5558
[234/500]  Loss_D: -14.3892 Loss_G: -1.7942, Wasserstein_dist:19.4060, vae_loss_seen:367.7485 GZSL: seen=0.8033, unseen=0.5262, h=0.6359 ZSL: unseen accuracy=0.5652
[235/500]  Loss_D: -14.9674 Loss_G: -1.9779, Wasserstein_dist:19.7428, vae_loss_seen:380.4289 GZSL: seen=0.8069, unseen=0.5098, h=0.6248 ZSL: unseen accuracy=0.5670
[236/500]  Loss_D: -14.3433 Loss_G: -1.8119, Wasserstein_dist:18.3336, vae_loss_seen:363.9828 GZSL: seen=0.8125, unseen=0.5282, h=0.6402 ZSL: unseen accuracy=0.5753
[237/500]  Loss_D: -14.5837 Loss_G: -1.6824, Wasserstein_dist:18.8233, vae_loss_seen:380.1043 GZSL: seen=0.8144, unseen=0.5146, h=0.6307 ZSL: unseen accuracy=0.5605
[238/500]  Loss_D: -14.5437 Loss_G: -1.9351, Wasserstein_dist:18.8722, vae_loss_seen:367.7533 GZSL: seen=0.8316, unseen=0.5053, h=0.6287 ZSL: unseen accuracy=0.5566
[239/500]  Loss_D: -12.2271 Loss_G: -2.2573, Wasserstein_dist:17.2494, vae_loss_seen:374.6130 GZSL: seen=0.8561, unseen=0.5036, h=0.6342 ZSL: unseen accuracy=0.5654
[240/500]  Loss_D: -13.4426 Loss_G: -1.9296, Wasserstein_dist:18.5425, vae_loss_seen:369.0803 GZSL: seen=0.7822, unseen=0.5383, h=0.6377 ZSL: unseen accuracy=0.5688
[241/500]  Loss_D: -12.8292 Loss_G: -2.3468, Wasserstein_dist:17.3001, vae_loss_seen:369.4702 GZSL: seen=0.8464, unseen=0.4958, h=0.6253 ZSL: unseen accuracy=0.5579
[242/500]  Loss_D: -14.4070 Loss_G: -1.9261, Wasserstein_dist:20.1565, vae_loss_seen:381.7578 GZSL: seen=0.8486, unseen=0.4994, h=0.6287 ZSL: unseen accuracy=0.5687
[243/500]  Loss_D: -14.0994 Loss_G: -1.5352, Wasserstein_dist:18.9367, vae_loss_seen:390.6983 GZSL: seen=0.7757, unseen=0.5368, h=0.6345 ZSL: unseen accuracy=0.5548
[244/500]  Loss_D: -13.8502 Loss_G: -1.7806, Wasserstein_dist:18.1476, vae_loss_seen:381.3132 GZSL: seen=0.8019, unseen=0.5133, h=0.6260 ZSL: unseen accuracy=0.5614
[245/500]  Loss_D: -13.2134 Loss_G: -1.5752, Wasserstein_dist:17.9377, vae_loss_seen:371.8332 GZSL: seen=0.8328, unseen=0.5019, h=0.6263 ZSL: unseen accuracy=0.5525
[246/500]  Loss_D: -14.6219 Loss_G: -2.1081, Wasserstein_dist:19.6663, vae_loss_seen:375.0519 GZSL: seen=0.8225, unseen=0.5174, h=0.6352 ZSL: unseen accuracy=0.5692
[247/500]  Loss_D: -14.5339 Loss_G: -1.4170, Wasserstein_dist:19.2065, vae_loss_seen:373.9062 GZSL: seen=0.8263, unseen=0.5110, h=0.6315 ZSL: unseen accuracy=0.5601
[248/500]  Loss_D: -13.8426 Loss_G: -1.5531, Wasserstein_dist:18.2748, vae_loss_seen:378.5411 GZSL: seen=0.8376, unseen=0.5061, h=0.6309 ZSL: unseen accuracy=0.5635
[249/500]  Loss_D: -15.2791 Loss_G: -1.7464, Wasserstein_dist:19.5206, vae_loss_seen:397.8669 GZSL: seen=0.8398, unseen=0.5065, h=0.6319 ZSL: unseen accuracy=0.5587
[250/500]  Loss_D: -14.1735 Loss_G: -1.3985, Wasserstein_dist:19.0070, vae_loss_seen:377.7848 GZSL: seen=0.8332, unseen=0.5074, h=0.6307 ZSL: unseen accuracy=0.5503
[251/500]  Loss_D: -15.4331 Loss_G: -2.0843, Wasserstein_dist:19.2698, vae_loss_seen:389.7409 GZSL: seen=0.8201, unseen=0.5124, h=0.6307 ZSL: unseen accuracy=0.5591
[252/500]  Loss_D: -16.5892 Loss_G: -1.4471, Wasserstein_dist:21.2710, vae_loss_seen:392.0076 GZSL: seen=0.8236, unseen=0.5095, h=0.6295 ZSL: unseen accuracy=0.5612
[253/500]  Loss_D: -16.7703 Loss_G: -2.1340, Wasserstein_dist:21.5694, vae_loss_seen:391.5902 GZSL: seen=0.8233, unseen=0.5192, h=0.6368 ZSL: unseen accuracy=0.5606
[254/500]  Loss_D: -16.9689 Loss_G: -1.8237, Wasserstein_dist:21.5227, vae_loss_seen:398.0233 GZSL: seen=0.8150, unseen=0.5088, h=0.6265 ZSL: unseen accuracy=0.5604
[255/500]  Loss_D: -15.7309 Loss_G: -1.8672, Wasserstein_dist:21.0040, vae_loss_seen:379.4867 GZSL: seen=0.8013, unseen=0.5167, h=0.6283 ZSL: unseen accuracy=0.5551
[256/500]  Loss_D: -12.7032 Loss_G: -1.7325, Wasserstein_dist:17.9569, vae_loss_seen:375.6257 GZSL: seen=0.8249, unseen=0.5128, h=0.6324 ZSL: unseen accuracy=0.5650
