HYPER-PARAMETERS
[257/500]  Loss_D: -14.9626 Loss_G: -1.5427, Wasserstein_dist:19.0755, vae_loss_seen:377.4704 GZSL: seen=0.8302, unseen=0.5116, h=0.6331 ZSL: unseen accuracy=0.5640
[258/500]  Loss_D: -12.1330 Loss_G: -1.9302, Wasserstein_dist:16.9087, vae_loss_seen:368.0889 GZSL: seen=0.8364, unseen=0.5060, h=0.6306 ZSL: unseen accuracy=0.5591
[259/500]  Loss_D: -15.4492 Loss_G: -1.7476, Wasserstein_dist:21.0547, vae_loss_seen:394.8436 GZSL: seen=0.8383, unseen=0.5152, h=0.6382 ZSL: unseen accuracy=0.5494
[260/500]  Loss_D: -15.2397 Loss_G: -1.6645, Wasserstein_dist:19.5482, vae_loss_seen:393.4456 GZSL: seen=0.8479, unseen=0.4937, h=0.6241 ZSL: unseen accuracy=0.5499
[261/500]  Loss_D: -15.6228 Loss_G: -1.8866, Wasserstein_dist:20.2295, vae_loss_seen:384.9948 GZSL: seen=0.8356, unseen=0.5025, h=0.6276 ZSL: unseen accuracy=0.5644
[262/500]  Loss_D: -15.4577 Loss_G: -1.9916, Wasserstein_dist:20.2004, vae_loss_seen:384.2648 GZSL: seen=0.8195, unseen=0.5048, h=0.6248 ZSL: unseen accuracy=0.5514
[263/500]  Loss_D: -15.5434 Loss_G: -2.0166, Wasserstein_dist:19.7143, vae_loss_seen:398.4215 GZSL: seen=0.8345, unseen=0.4985, h=0.6241 ZSL: unseen accuracy=0.5502
[264/500]  Loss_D: -16.4600 Loss_G: -1.4739, Wasserstein_dist:21.9021, vae_loss_seen:387.8919 GZSL: seen=0.8277, unseen=0.5021, h=0.6251 ZSL: unseen accuracy=0.5520
[265/500]  Loss_D: -14.6925 Loss_G: -1.7455, Wasserstein_dist:18.9486, vae_loss_seen:385.3351 GZSL: seen=0.8540, unseen=0.4867, h=0.6200 ZSL: unseen accuracy=0.5492
[266/500]  Loss_D: -14.0682 Loss_G: -1.4827, Wasserstein_dist:18.2468, vae_loss_seen:373.6639 GZSL: seen=0.8153, unseen=0.5144, h=0.6308 ZSL: unseen accuracy=0.5609
[267/500]  Loss_D: -12.5080 Loss_G: -1.6484, Wasserstein_dist:17.3169, vae_loss_seen:362.8606 GZSL: seen=0.8106, unseen=0.5125, h=0.6280 ZSL: unseen accuracy=0.5554
[268/500]  Loss_D: -11.8191 Loss_G: -1.9002, Wasserstein_dist:16.1765, vae_loss_seen:369.9659 GZSL: seen=0.8279, unseen=0.4965, h=0.6208 ZSL: unseen accuracy=0.5551
[269/500]  Loss_D: -14.8074 Loss_G: -2.1654, Wasserstein_dist:19.1563, vae_loss_seen:383.9935 GZSL: seen=0.8394, unseen=0.4890, h=0.6180 ZSL: unseen accuracy=0.5412
[270/500]  Loss_D: -15.1770 Loss_G: -1.7186, Wasserstein_dist:19.2130, vae_loss_seen:402.1883 GZSL: seen=0.8494, unseen=0.4925, h=0.6235 ZSL: unseen accuracy=0.5502
[271/500]  Loss_D: -15.2364 Loss_G: -2.1458, Wasserstein_dist:20.2759, vae_loss_seen:381.0367 GZSL: seen=0.8337, unseen=0.4931, h=0.6197 ZSL: unseen accuracy=0.5663
[272/500]  Loss_D: -15.1214 Loss_G: -1.0571, Wasserstein_dist:19.0763, vae_loss_seen:387.3438 GZSL: seen=0.8236, unseen=0.5047, h=0.6259 ZSL: unseen accuracy=0.5525
[273/500]  Loss_D: -15.4476 Loss_G: -1.7021, Wasserstein_dist:20.4178, vae_loss_seen:400.7893 GZSL: seen=0.8189, unseen=0.4994, h=0.6204 ZSL: unseen accuracy=0.5517
[274/500]  Loss_D: -13.2739 Loss_G: -1.9335, Wasserstein_dist:17.7706, vae_loss_seen:376.6441 GZSL: seen=0.7990, unseen=0.5195, h=0.6296 ZSL: unseen accuracy=0.5507
[275/500]  Loss_D: -10.1667 Loss_G: -1.7381, Wasserstein_dist:14.6977, vae_loss_seen:381.9724 GZSL: seen=0.8212, unseen=0.4885, h=0.6126 ZSL: unseen accuracy=0.5426
[276/500]  Loss_D: -14.8868 Loss_G: -1.6792, Wasserstein_dist:19.2024, vae_loss_seen:384.0483 GZSL: seen=0.8078, unseen=0.5167, h=0.6303 ZSL: unseen accuracy=0.5542
[277/500]  Loss_D: -14.4949 Loss_G: -1.5403, Wasserstein_dist:19.5706, vae_loss_seen:376.5276 GZSL: seen=0.8078, unseen=0.5139, h=0.6282 ZSL: unseen accuracy=0.5599
[278/500]  Loss_D: -13.6353 Loss_G: -1.8354, Wasserstein_dist:17.9649, vae_loss_seen:374.2031 GZSL: seen=0.8135, unseen=0.4954, h=0.6158 ZSL: unseen accuracy=0.5476
[279/500]  Loss_D: -13.1541 Loss_G: -1.8371, Wasserstein_dist:17.9772, vae_loss_seen:386.8215 GZSL: seen=0.8038, unseen=0.5048, h=0.6202 ZSL: unseen accuracy=0.5429
[280/500]  Loss_D: -14.3954 Loss_G: -2.0199, Wasserstein_dist:18.5714, vae_loss_seen:379.4286 GZSL: seen=0.8190, unseen=0.5061, h=0.6257 ZSL: unseen accuracy=0.5513
[281/500]  Loss_D: -14.1566 Loss_G: -1.4922, Wasserstein_dist:19.2654, vae_loss_seen:384.1227 GZSL: seen=0.8250, unseen=0.5021, h=0.6243 ZSL: unseen accuracy=0.5479
[282/500]  Loss_D: -12.0671 Loss_G: -1.7658, Wasserstein_dist:16.7903, vae_loss_seen:373.2885 GZSL: seen=0.8371, unseen=0.4942, h=0.6215 ZSL: unseen accuracy=0.5476
[283/500]  Loss_D: -13.9152 Loss_G: -1.4597, Wasserstein_dist:19.2497, vae_loss_seen:381.5553 GZSL: seen=0.8053, unseen=0.5148, h=0.6281 ZSL: unseen accuracy=0.5448
[284/500]  Loss_D: -12.9827 Loss_G: -1.2108, Wasserstein_dist:17.3938, vae_loss_seen:381.5326 GZSL: seen=0.8027, unseen=0.5087, h=0.6228 ZSL: unseen accuracy=0.5465
[285/500]  Loss_D: -14.5161 Loss_G: -1.1468, Wasserstein_dist:19.1645, vae_loss_seen:382.5683 GZSL: seen=0.8291, unseen=0.4995, h=0.6234 ZSL: unseen accuracy=0.5392
[286/500]  Loss_D: -13.7477 Loss_G: -1.7923, Wasserstein_dist:18.6709, vae_loss_seen:398.5896 GZSL: seen=0.8311, unseen=0.4923, h=0.6184 ZSL: unseen accuracy=0.5508
[287/500]  Loss_D: -14.7259 Loss_G: -1.7796, Wasserstein_dist:18.8615, vae_loss_seen:372.9884 GZSL: seen=0.7984, unseen=0.4991, h=0.6143 ZSL: unseen accuracy=0.5488
[288/500]  Loss_D: -11.9845 Loss_G: -1.9553, Wasserstein_dist:16.5477, vae_loss_seen:381.7541 GZSL: seen=0.8310, unseen=0.4885, h=0.6153 ZSL: unseen accuracy=0.5304
[289/500]  Loss_D: -11.9562 Loss_G: -1.8156, Wasserstein_dist:16.6393, vae_loss_seen:362.2221 GZSL: seen=0.8018, unseen=0.5010, h=0.6167 ZSL: unseen accuracy=0.5390
[290/500]  Loss_D: -16.4424 Loss_G: -2.0646, Wasserstein_dist:20.6521, vae_loss_seen:397.7941 GZSL: seen=0.8197, unseen=0.4945, h=0.6169 ZSL: unseen accuracy=0.5437
[291/500]  Loss_D: -13.0333 Loss_G: -1.4389, Wasserstein_dist:16.8694, vae_loss_seen:391.0646 GZSL: seen=0.8117, unseen=0.5076, h=0.6246 ZSL: unseen accuracy=0.5444
[292/500]  Loss_D: -14.2657 Loss_G: -1.3003, Wasserstein_dist:19.1762, vae_loss_seen:398.3257 GZSL: seen=0.8047, unseen=0.5080, h=0.6228 ZSL: unseen accuracy=0.5574
[293/500]  Loss_D: -11.8140 Loss_G: -2.0522, Wasserstein_dist:16.3605, vae_loss_seen:374.3151 GZSL: seen=0.8416, unseen=0.4871, h=0.6171 ZSL: unseen accuracy=0.5327
[294/500]  Loss_D: -14.2342 Loss_G: -2.0564, Wasserstein_dist:18.5663, vae_loss_seen:390.3237 GZSL: seen=0.8374, unseen=0.4845, h=0.6138 ZSL: unseen accuracy=0.5420
[295/500]  Loss_D: -14.6471 Loss_G: -1.5185, Wasserstein_dist:19.3026, vae_loss_seen:367.5255 GZSL: seen=0.8256, unseen=0.4931, h=0.6174 ZSL: unseen accuracy=0.5326
[296/500]  Loss_D: -15.8262 Loss_G: -2.0702, Wasserstein_dist:20.1266, vae_loss_seen:395.3961 GZSL: seen=0.8058, unseen=0.5065, h=0.6220 ZSL: unseen accuracy=0.5424
[297/500]  Loss_D: -12.3284 Loss_G: -1.7140, Wasserstein_dist:16.5095, vae_loss_seen:371.9806 GZSL: seen=0.8251, unseen=0.4905, h=0.6153 ZSL: unseen accuracy=0.5443
[298/500]  Loss_D: -15.1839 Loss_G: -1.7550, Wasserstein_dist:19.6652, vae_loss_seen:380.5401 GZSL: seen=0.8038, unseen=0.4999, h=0.6164 ZSL: unseen accuracy=0.5423
[299/500]  Loss_D: -14.5582 Loss_G: -1.6879, Wasserstein_dist:18.6836, vae_loss_seen:381.3408 GZSL: seen=0.7950, unseen=0.5091, h=0.6207 ZSL: unseen accuracy=0.5400
[300/500]  Loss_D: -14.5486 Loss_G: -2.0293, Wasserstein_dist:18.6287, vae_loss_seen:392.8887 GZSL: seen=0.7999, unseen=0.5027, h=0.6174 ZSL: unseen accuracy=0.5381
[301/500]  Loss_D: -15.0076 Loss_G: -1.6611, Wasserstein_dist:20.2094, vae_loss_seen:388.0469 GZSL: seen=0.8298, unseen=0.4869, h=0.6137 ZSL: unseen accuracy=0.5340
[302/500]  Loss_D: -13.5702 Loss_G: -1.8933, Wasserstein_dist:18.3440, vae_loss_seen:377.3329 GZSL: seen=0.8196, unseen=0.4991, h=0.6204 ZSL: unseen accuracy=0.5413
[303/500]  Loss_D: -14.4314 Loss_G: -2.0223, Wasserstein_dist:18.7541, vae_loss_seen:389.0450 GZSL: seen=0.7952, unseen=0.4943, h=0.6097 ZSL: unseen accuracy=0.5356
[304/500]  Loss_D: -13.1821 Loss_G: -2.1506, Wasserstein_dist:17.7327, vae_loss_seen:368.1560 GZSL: seen=0.8313, unseen=0.4872, h=0.6144 ZSL: unseen accuracy=0.5343
[305/500]  Loss_D: -10.1097 Loss_G: -1.4041, Wasserstein_dist:15.2662, vae_loss_seen:369.1225 GZSL: seen=0.8430, unseen=0.4772, h=0.6094 ZSL: unseen accuracy=0.5393
[306/500]  Loss_D: -13.4110 Loss_G: -1.6284, Wasserstein_dist:18.0180, vae_loss_seen:369.0243 GZSL: seen=0.8423, unseen=0.4876, h=0.6176 ZSL: unseen accuracy=0.5375
[307/500]  Loss_D: -16.0085 Loss_G: -1.4517, Wasserstein_dist:20.3894, vae_loss_seen:394.8819 GZSL: seen=0.8270, unseen=0.4822, h=0.6092 ZSL: unseen accuracy=0.5373
[308/500]  Loss_D: -12.1156 Loss_G: -1.5297, Wasserstein_dist:16.6298, vae_loss_seen:379.6579 GZSL: seen=0.7802, unseen=0.5044, h=0.6127 ZSL: unseen accuracy=0.5348
[309/500]  Loss_D: -15.7616 Loss_G: -2.1159, Wasserstein_dist:19.5447, vae_loss_seen:388.3441 GZSL: seen=0.7635, unseen=0.5114, h=0.6125 ZSL: unseen accuracy=0.5327
[310/500]  Loss_D: -10.4673 Loss_G: -1.4843, Wasserstein_dist:14.3885, vae_loss_seen:368.9296 GZSL: seen=0.8268, unseen=0.4792, h=0.6067 ZSL: unseen accuracy=0.5319
[311/500]  Loss_D: -14.8129 Loss_G: -1.9789, Wasserstein_dist:19.4897, vae_loss_seen:384.9608 GZSL: seen=0.8013, unseen=0.4919, h=0.6096 ZSL: unseen accuracy=0.5347
[312/500]  Loss_D: -13.1504 Loss_G: -1.7946, Wasserstein_dist:18.2338, vae_loss_seen:381.4433 GZSL: seen=0.7778, unseen=0.4980, h=0.6072 ZSL: unseen accuracy=0.5295
[313/500]  Loss_D: -14.2471 Loss_G: -2.1105, Wasserstein_dist:18.6453, vae_loss_seen:392.8344 GZSL: seen=0.8253, unseen=0.4962, h=0.6198 ZSL: unseen accuracy=0.5443
[314/500]  Loss_D: -13.4620 Loss_G: -2.2330, Wasserstein_dist:18.7395, vae_loss_seen:378.4773 GZSL: seen=0.8283, unseen=0.4820, h=0.6093 ZSL: unseen accuracy=0.5361
[315/500]  Loss_D: -11.8437 Loss_G: -1.3848, Wasserstein_dist:15.5260, vae_loss_seen:374.3453 GZSL: seen=0.7796, unseen=0.5005, h=0.6096 ZSL: unseen accuracy=0.5295
[316/500]  Loss_D: -14.5281 Loss_G: -1.8739, Wasserstein_dist:19.2357, vae_loss_seen:385.3931 GZSL: seen=0.8379, unseen=0.4842, h=0.6137 ZSL: unseen accuracy=0.5339
[317/500]  Loss_D: -13.7033 Loss_G: -1.4383, Wasserstein_dist:18.1669, vae_loss_seen:386.5810 GZSL: seen=0.7966, unseen=0.4937, h=0.6096 ZSL: unseen accuracy=0.5336
[318/500]  Loss_D: -13.8567 Loss_G: -2.0225, Wasserstein_dist:18.4074, vae_loss_seen:389.2552 GZSL: seen=0.8070, unseen=0.4821, h=0.6036 ZSL: unseen accuracy=0.5314
[319/500]  Loss_D: -11.6164 Loss_G: -1.3498, Wasserstein_dist:16.7797, vae_loss_seen:376.3100 GZSL: seen=0.8250, unseen=0.4816, h=0.6082 ZSL: unseen accuracy=0.5386
[320/500]  Loss_D: -11.0964 Loss_G: -1.1522, Wasserstein_dist:16.0850, vae_loss_seen:378.6913 GZSL: seen=0.8384, unseen=0.4744, h=0.6059 ZSL: unseen accuracy=0.5250
[321/500]  Loss_D: -11.3570 Loss_G: -1.4123, Wasserstein_dist:16.2544, vae_loss_seen:369.0306 GZSL: seen=0.8152, unseen=0.4858, h=0.6088 ZSL: unseen accuracy=0.5354
[322/500]  Loss_D: -14.9517 Loss_G: -1.8326, Wasserstein_dist:20.1688, vae_loss_seen:405.6915 GZSL: seen=0.7897, unseen=0.4985, h=0.6112 ZSL: unseen accuracy=0.5315
[323/500]  Loss_D: -13.8217 Loss_G: -1.6026, Wasserstein_dist:17.6781, vae_loss_seen:392.4330 GZSL: seen=0.8208, unseen=0.4880, h=0.6121 ZSL: unseen accuracy=0.5290
[324/500]  Loss_D: -13.5515 Loss_G: -1.7428, Wasserstein_dist:17.8965, vae_loss_seen:382.6877 GZSL: seen=0.8052, unseen=0.4846, h=0.6050 ZSL: unseen accuracy=0.5265
[325/500]  Loss_D: -11.4426 Loss_G: -1.6269, Wasserstein_dist:16.4465, vae_loss_seen:372.1620 GZSL: seen=0.8163, unseen=0.4872, h=0.6102 ZSL: unseen accuracy=0.5313
[326/500]  Loss_D: -11.6627 Loss_G: -1.4754, Wasserstein_dist:15.9657, vae_loss_seen:364.5274 GZSL: seen=0.8057, unseen=0.4852, h=0.6057 ZSL: unseen accuracy=0.5323
[327/500]  Loss_D: -12.2822 Loss_G: -1.6380, Wasserstein_dist:16.7895, vae_loss_seen:380.6360 GZSL: seen=0.7943, unseen=0.4956, h=0.6104 ZSL: unseen accuracy=0.5254
[328/500]  Loss_D: -12.8712 Loss_G: -1.8842, Wasserstein_dist:17.2575, vae_loss_seen:375.1173 GZSL: seen=0.8224, unseen=0.4815, h=0.6073 ZSL: unseen accuracy=0.5313
[329/500]  Loss_D: -12.7623 Loss_G: -1.7812, Wasserstein_dist:17.1978, vae_loss_seen:379.4074 GZSL: seen=0.8102, unseen=0.4879, h=0.6091 ZSL: unseen accuracy=0.5203
[330/500]  Loss_D: -13.2888 Loss_G: -1.6799, Wasserstein_dist:16.9816, vae_loss_seen:369.3757 GZSL: seen=0.7770, unseen=0.4993, h=0.6079 ZSL: unseen accuracy=0.5316
[331/500]  Loss_D: -10.8720 Loss_G: -1.5481, Wasserstein_dist:15.4453, vae_loss_seen:368.9824 GZSL: seen=0.7777, unseen=0.4870, h=0.5990 ZSL: unseen accuracy=0.5156
[332/500]  Loss_D: -11.5320 Loss_G: -1.5078, Wasserstein_dist:15.7147, vae_loss_seen:371.3739 GZSL: seen=0.8103, unseen=0.4784, h=0.6016 ZSL: unseen accuracy=0.5255
[333/500]  Loss_D: -12.4868 Loss_G: -1.9704, Wasserstein_dist:16.3355, vae_loss_seen:388.8585 GZSL: seen=0.7861, unseen=0.4950, h=0.6075 ZSL: unseen accuracy=0.5271
[334/500]  Loss_D: -12.1137 Loss_G: -1.7781, Wasserstein_dist:16.3920, vae_loss_seen:365.5728 GZSL: seen=0.7818, unseen=0.4978, h=0.6083 ZSL: unseen accuracy=0.5364
[335/500]  Loss_D: -14.4225 Loss_G: -2.0461, Wasserstein_dist:18.5099, vae_loss_seen:384.1748 GZSL: seen=0.7965, unseen=0.4885, h=0.6056 ZSL: unseen accuracy=0.5254
[336/500]  Loss_D: -12.2761 Loss_G: -1.9471, Wasserstein_dist:16.3061, vae_loss_seen:393.4364 GZSL: seen=0.8237, unseen=0.4780, h=0.6049 ZSL: unseen accuracy=0.5289
[337/500]  Loss_D: -15.6576 Loss_G: -2.0690, Wasserstein_dist:20.4649, vae_loss_seen:391.7157 GZSL: seen=0.8099, unseen=0.4881, h=0.6091 ZSL: unseen accuracy=0.5257
[338/500]  Loss_D: -11.2034 Loss_G: -1.2071, Wasserstein_dist:16.0538, vae_loss_seen:366.9697 GZSL: seen=0.8077, unseen=0.4812, h=0.6031 ZSL: unseen accuracy=0.5181
[339/500]  Loss_D: -12.9322 Loss_G: -1.4140, Wasserstein_dist:18.1457, vae_loss_seen:388.7177 GZSL: seen=0.8112, unseen=0.4790, h=0.6023 ZSL: unseen accuracy=0.5211
[340/500]  Loss_D: -12.1651 Loss_G: -2.0619, Wasserstein_dist:16.5648, vae_loss_seen:370.1803 GZSL: seen=0.8228, unseen=0.4738, h=0.6013 ZSL: unseen accuracy=0.5156
[341/500]  Loss_D: -11.8103 Loss_G: -1.5508, Wasserstein_dist:16.0633, vae_loss_seen:385.9375 GZSL: seen=0.8341, unseen=0.4745, h=0.6049 ZSL: unseen accuracy=0.5205
[342/500]  Loss_D: -12.2410 Loss_G: -1.3514, Wasserstein_dist:16.7029, vae_loss_seen:385.5652 GZSL: seen=0.8159, unseen=0.4779, h=0.6027 ZSL: unseen accuracy=0.5160
[343/500]  Loss_D: -14.3272 Loss_G: -1.7796, Wasserstein_dist:18.2428, vae_loss_seen:383.0213 GZSL: seen=0.8028, unseen=0.4963, h=0.6134 ZSL: unseen accuracy=0.5197
[344/500]  Loss_D: -13.1273 Loss_G: -1.5660, Wasserstein_dist:17.5676, vae_loss_seen:387.6754 GZSL: seen=0.8052, unseen=0.4808, h=0.6021 ZSL: unseen accuracy=0.5218
[345/500]  Loss_D: -13.0341 Loss_G: -1.8634, Wasserstein_dist:17.6264, vae_loss_seen:365.5277 GZSL: seen=0.8323, unseen=0.4731, h=0.6033 ZSL: unseen accuracy=0.5216
[346/500]  Loss_D: -14.5742 Loss_G: -1.8700, Wasserstein_dist:18.9448, vae_loss_seen:386.9576 GZSL: seen=0.7872, unseen=0.4965, h=0.6089 ZSL: unseen accuracy=0.5255
[347/500]  Loss_D: -15.2045 Loss_G: -1.8936, Wasserstein_dist:19.3139, vae_loss_seen:398.9007 GZSL: seen=0.8190, unseen=0.4720, h=0.5988 ZSL: unseen accuracy=0.5177
[348/500]  Loss_D: -13.4374 Loss_G: -1.7359, Wasserstein_dist:17.5726, vae_loss_seen:388.0997 GZSL: seen=0.7818, unseen=0.4933, h=0.6049 ZSL: unseen accuracy=0.5265
[349/500]  Loss_D: -12.1822 Loss_G: -1.9003, Wasserstein_dist:17.0217, vae_loss_seen:374.5532 GZSL: seen=0.7833, unseen=0.4929, h=0.6051 ZSL: unseen accuracy=0.5317
[350/500]  Loss_D: -12.5246 Loss_G: -1.8629, Wasserstein_dist:16.9548, vae_loss_seen:373.1699 GZSL: seen=0.8125, unseen=0.4781, h=0.6020 ZSL: unseen accuracy=0.5211
[351/500]  Loss_D: -13.5782 Loss_G: -2.1348, Wasserstein_dist:17.9194, vae_loss_seen:395.0836 GZSL: seen=0.8140, unseen=0.4867, h=0.6092 ZSL: unseen accuracy=0.5299
[352/500]  Loss_D: -14.0404 Loss_G: -1.6304, Wasserstein_dist:18.5178, vae_loss_seen:387.0815 GZSL: seen=0.8387, unseen=0.4721, h=0.6042 ZSL: unseen accuracy=0.5175
[353/500]  Loss_D: -14.5883 Loss_G: -1.5850, Wasserstein_dist:19.2607, vae_loss_seen:405.5893 GZSL: seen=0.7819, unseen=0.4807, h=0.5954 ZSL: unseen accuracy=0.5129
[354/500]  Loss_D: -11.7370 Loss_G: -1.3136, Wasserstein_dist:15.6897, vae_loss_seen:380.2387 GZSL: seen=0.8069, unseen=0.4741, h=0.5973 ZSL: unseen accuracy=0.5275
[355/500]  Loss_D: -11.6929 Loss_G: -1.4229, Wasserstein_dist:15.4121, vae_loss_seen:356.2833 GZSL: seen=0.8111, unseen=0.4745, h=0.5987 ZSL: unseen accuracy=0.5188
[356/500]  Loss_D: -12.8885 Loss_G: -1.6801, Wasserstein_dist:17.6740, vae_loss_seen:385.7995 GZSL: seen=0.7850, unseen=0.4943, h=0.6066 ZSL: unseen accuracy=0.5223
[357/500]  Loss_D: -13.6893 Loss_G: -1.3705, Wasserstein_dist:17.4048, vae_loss_seen:396.9680 GZSL: seen=0.8104, unseen=0.4743, h=0.5984 ZSL: unseen accuracy=0.5191
[358/500]  Loss_D: -13.4540 Loss_G: -1.6833, Wasserstein_dist:18.3864, vae_loss_seen:377.9277 GZSL: seen=0.8166, unseen=0.4771, h=0.6023 ZSL: unseen accuracy=0.5263
[359/500]  Loss_D: -11.6255 Loss_G: -1.3867, Wasserstein_dist:16.6297, vae_loss_seen:374.5544 GZSL: seen=0.8159, unseen=0.4857, h=0.6089 ZSL: unseen accuracy=0.5203
[360/500]  Loss_D: -14.0667 Loss_G: -1.8277, Wasserstein_dist:18.4203, vae_loss_seen:374.8073 GZSL: seen=0.8141, unseen=0.4813, h=0.6050 ZSL: unseen accuracy=0.5135
[361/500]  Loss_D: -11.0518 Loss_G: -1.7453, Wasserstein_dist:14.9465, vae_loss_seen:361.6451 GZSL: seen=0.8199, unseen=0.4685, h=0.5963 ZSL: unseen accuracy=0.5195
[362/500]  Loss_D: -13.4410 Loss_G: -2.0860, Wasserstein_dist:17.8440, vae_loss_seen:379.3513 GZSL: seen=0.8297, unseen=0.4731, h=0.6026 ZSL: unseen accuracy=0.5140
[363/500]  Loss_D: -12.4212 Loss_G: -1.8683, Wasserstein_dist:16.8134, vae_loss_seen:377.1919 GZSL: seen=0.8400, unseen=0.4662, h=0.5996 ZSL: unseen accuracy=0.5086
[364/500]  Loss_D: -12.6133 Loss_G: -1.7048, Wasserstein_dist:16.7480, vae_loss_seen:371.2920 GZSL: seen=0.7859, unseen=0.4897, h=0.6034 ZSL: unseen accuracy=0.5154
[365/500]  Loss_D: -12.6257 Loss_G: -1.9963, Wasserstein_dist:17.4166, vae_loss_seen:370.9521 GZSL: seen=0.7992, unseen=0.4798, h=0.5996 ZSL: unseen accuracy=0.5214
[366/500]  Loss_D: -13.1360 Loss_G: -1.8513, Wasserstein_dist:18.0187, vae_loss_seen:389.5442 GZSL: seen=0.8436, unseen=0.4616, h=0.5967 ZSL: unseen accuracy=0.5068
[367/500]  Loss_D: -11.2654 Loss_G: -1.6536, Wasserstein_dist:15.8162, vae_loss_seen:372.5570 GZSL: seen=0.8139, unseen=0.4715, h=0.5971 ZSL: unseen accuracy=0.5086
[368/500]  Loss_D: -11.6770 Loss_G: -1.6100, Wasserstein_dist:15.3990, vae_loss_seen:378.8299 GZSL: seen=0.8057, unseen=0.4818, h=0.6030 ZSL: unseen accuracy=0.5145
[369/500]  Loss_D: -15.1409 Loss_G: -1.8252, Wasserstein_dist:19.7193, vae_loss_seen:394.8145 GZSL: seen=0.7917, unseen=0.4882, h=0.6039 ZSL: unseen accuracy=0.5271
[370/500]  Loss_D: -12.5824 Loss_G: -1.9001, Wasserstein_dist:17.0734, vae_loss_seen:378.3781 GZSL: seen=0.7531, unseen=0.4999, h=0.6009 ZSL: unseen accuracy=0.5182
[371/500]  Loss_D: -13.4357 Loss_G: -2.0109, Wasserstein_dist:17.0547, vae_loss_seen:374.7211 GZSL: seen=0.8092, unseen=0.4658, h=0.5913 ZSL: unseen accuracy=0.5157
[372/500]  Loss_D: -13.0620 Loss_G: -1.5850, Wasserstein_dist:17.3690, vae_loss_seen:385.0298 GZSL: seen=0.8119, unseen=0.4754, h=0.5997 ZSL: unseen accuracy=0.5075
[373/500]  Loss_D: -10.1877 Loss_G: -1.4399, Wasserstein_dist:15.0541, vae_loss_seen:370.8476 GZSL: seen=0.7913, unseen=0.4833, h=0.6001 ZSL: unseen accuracy=0.5070
[374/500]  Loss_D: -16.0433 Loss_G: -1.9239, Wasserstein_dist:19.9392, vae_loss_seen:396.7484 GZSL: seen=0.8132, unseen=0.4749, h=0.5996 ZSL: unseen accuracy=0.5091
[375/500]  Loss_D: -12.9131 Loss_G: -1.6697, Wasserstein_dist:16.5806, vae_loss_seen:385.9486 GZSL: seen=0.8366, unseen=0.4630, h=0.5961 ZSL: unseen accuracy=0.5096
[376/500]  Loss_D: -14.0804 Loss_G: -1.7142, Wasserstein_dist:18.2919, vae_loss_seen:367.0252 GZSL: seen=0.8114, unseen=0.4749, h=0.5992 ZSL: unseen accuracy=0.5175
[377/500]  Loss_D: -12.0370 Loss_G: -1.7380, Wasserstein_dist:15.9685, vae_loss_seen:366.1279 GZSL: seen=0.8381, unseen=0.4702, h=0.6025 ZSL: unseen accuracy=0.5199
[378/500]  Loss_D: -14.5766 Loss_G: -1.4158, Wasserstein_dist:18.0896, vae_loss_seen:384.7398 GZSL: seen=0.8398, unseen=0.4609, h=0.5951 ZSL: unseen accuracy=0.5230
[379/500]  Loss_D: -14.3089 Loss_G: -1.8440, Wasserstein_dist:19.3183, vae_loss_seen:385.7660 GZSL: seen=0.8375, unseen=0.4639, h=0.5971 ZSL: unseen accuracy=0.5050
[380/500]  Loss_D: -14.5283 Loss_G: -1.4872, Wasserstein_dist:18.5540, vae_loss_seen:384.3043 GZSL: seen=0.8101, unseen=0.4639, h=0.5899 ZSL: unseen accuracy=0.5248
[381/500]  Loss_D: -13.4349 Loss_G: -1.2072, Wasserstein_dist:16.6399, vae_loss_seen:377.7469 GZSL: seen=0.8063, unseen=0.4801, h=0.6019 ZSL: unseen accuracy=0.5236
[382/500]  Loss_D: -10.5253 Loss_G: -1.4679, Wasserstein_dist:15.2391, vae_loss_seen:389.3412 GZSL: seen=0.8089, unseen=0.4687, h=0.5935 ZSL: unseen accuracy=0.5132
[383/500]  Loss_D: -14.0339 Loss_G: -1.4124, Wasserstein_dist:17.9120, vae_loss_seen:385.8795 GZSL: seen=0.8091, unseen=0.4739, h=0.5977 ZSL: unseen accuracy=0.5127
[384/500]  Loss_D: -14.4520 Loss_G: -1.5854, Wasserstein_dist:18.6068, vae_loss_seen:391.3766 GZSL: seen=0.8254, unseen=0.4699, h=0.5988 ZSL: unseen accuracy=0.5125
[385/500]  Loss_D: -10.9536 Loss_G: -1.6828, Wasserstein_dist:15.5508, vae_loss_seen:353.4610 GZSL: seen=0.8077, unseen=0.4786, h=0.6010 ZSL: unseen accuracy=0.5118
[386/500]  Loss_D: -11.2609 Loss_G: -1.5903, Wasserstein_dist:15.6214, vae_loss_seen:365.2758 GZSL: seen=0.8024, unseen=0.4699, h=0.5927 ZSL: unseen accuracy=0.5117
[387/500]  Loss_D: -13.1819 Loss_G: -1.1176, Wasserstein_dist:17.5439, vae_loss_seen:373.5591 GZSL: seen=0.8429, unseen=0.4602, h=0.5954 ZSL: unseen accuracy=0.4974
