HYPER-PARAMETERS
[118/500]  Loss_D: -17.7158 Loss_G: -3.3105, Wasserstein_dist:24.3564, vae_loss_seen:383.0820 GZSL: seen=0.8455, unseen=0.5359, h=0.6560 ZSL: unseen accuracy=0.5807
[119/500]  Loss_D: -15.7671 Loss_G: -3.2448, Wasserstein_dist:20.8651, vae_loss_seen:361.7689 GZSL: seen=0.8591, unseen=0.5442, h=0.6663 ZSL: unseen accuracy=0.5843
[120/500]  Loss_D: -16.4924 Loss_G: -3.3305, Wasserstein_dist:22.8307, vae_loss_seen:394.4789 GZSL: seen=0.8467, unseen=0.5386, h=0.6584 ZSL: unseen accuracy=0.5712
[121/500]  Loss_D: -15.2575 Loss_G: -3.5834, Wasserstein_dist:21.2060, vae_loss_seen:371.0750 GZSL: seen=0.8454, unseen=0.5346, h=0.6550 ZSL: unseen accuracy=0.5805
[122/500]  Loss_D: -14.4478 Loss_G: -3.6988, Wasserstein_dist:19.0232, vae_loss_seen:355.5920 GZSL: seen=0.8516, unseen=0.5344, h=0.6567 ZSL: unseen accuracy=0.5870
[123/500]  Loss_D: -17.2443 Loss_G: -3.2770, Wasserstein_dist:22.4817, vae_loss_seen:388.4497 GZSL: seen=0.8371, unseen=0.5417, h=0.6577 ZSL: unseen accuracy=0.5790
[124/500]  Loss_D: -16.4581 Loss_G: -3.4763, Wasserstein_dist:22.0537, vae_loss_seen:388.0718 GZSL: seen=0.8453, unseen=0.5353, h=0.6555 ZSL: unseen accuracy=0.5772
[125/500]  Loss_D: -12.8643 Loss_G: -3.4701, Wasserstein_dist:18.5051, vae_loss_seen:377.1408 GZSL: seen=0.8694, unseen=0.5219, h=0.6523 ZSL: unseen accuracy=0.5841
[126/500]  Loss_D: -15.8483 Loss_G: -3.5587, Wasserstein_dist:20.9333, vae_loss_seen:379.9764 GZSL: seen=0.8514, unseen=0.5358, h=0.6577 ZSL: unseen accuracy=0.5737
[127/500]  Loss_D: -12.7966 Loss_G: -3.0974, Wasserstein_dist:17.4579, vae_loss_seen:357.4600 GZSL: seen=0.8242, unseen=0.5537, h=0.6624 ZSL: unseen accuracy=0.5833
[128/500]  Loss_D: -14.6399 Loss_G: -2.6294, Wasserstein_dist:19.6587, vae_loss_seen:373.1787 GZSL: seen=0.8432, unseen=0.5435, h=0.6609 ZSL: unseen accuracy=0.5844
[129/500]  Loss_D: -14.5179 Loss_G: -2.4896, Wasserstein_dist:19.3562, vae_loss_seen:379.7047 GZSL: seen=0.8274, unseen=0.5409, h=0.6542 ZSL: unseen accuracy=0.5768
[130/500]  Loss_D: -17.0954 Loss_G: -2.3663, Wasserstein_dist:21.8688, vae_loss_seen:389.5758 GZSL: seen=0.8490, unseen=0.5414, h=0.6612 ZSL: unseen accuracy=0.5821
[131/500]  Loss_D: -14.3158 Loss_G: -2.9360, Wasserstein_dist:18.9888, vae_loss_seen:365.4773 GZSL: seen=0.8300, unseen=0.5548, h=0.6651 ZSL: unseen accuracy=0.5936
[132/500]  Loss_D: -16.1057 Loss_G: -2.5334, Wasserstein_dist:21.4158, vae_loss_seen:400.3564 GZSL: seen=0.8345, unseen=0.5391, h=0.6550 ZSL: unseen accuracy=0.5817
[133/500]  Loss_D: -16.6862 Loss_G: -2.6446, Wasserstein_dist:21.2974, vae_loss_seen:389.0613 GZSL: seen=0.8575, unseen=0.5191, h=0.6467 ZSL: unseen accuracy=0.5793
[134/500]  Loss_D: -12.1092 Loss_G: -2.8068, Wasserstein_dist:16.7062, vae_loss_seen:374.6494 GZSL: seen=0.8476, unseen=0.5427, h=0.6618 ZSL: unseen accuracy=0.5839
[135/500]  Loss_D: -13.7033 Loss_G: -2.7084, Wasserstein_dist:18.3175, vae_loss_seen:383.7111 GZSL: seen=0.8544, unseen=0.5357, h=0.6585 ZSL: unseen accuracy=0.5858
[136/500]  Loss_D: -15.2151 Loss_G: -2.8260, Wasserstein_dist:19.7502, vae_loss_seen:393.4651 GZSL: seen=0.8080, unseen=0.5441, h=0.6503 ZSL: unseen accuracy=0.5811
[137/500]  Loss_D: -12.6212 Loss_G: -2.8816, Wasserstein_dist:17.1126, vae_loss_seen:368.0843 GZSL: seen=0.8635, unseen=0.5523, h=0.6737 ZSL: unseen accuracy=0.6005
[138/500]  Loss_D: -15.4682 Loss_G: -3.2907, Wasserstein_dist:19.4495, vae_loss_seen:372.1469 GZSL: seen=0.8518, unseen=0.5311, h=0.6543 ZSL: unseen accuracy=0.5884
[139/500]  Loss_D: -14.7626 Loss_G: -3.0960, Wasserstein_dist:18.6309, vae_loss_seen:378.2476 GZSL: seen=0.8467, unseen=0.5407, h=0.6600 ZSL: unseen accuracy=0.5845
[140/500]  Loss_D: -14.4469 Loss_G: -3.2329, Wasserstein_dist:19.2592, vae_loss_seen:367.1482 GZSL: seen=0.8281, unseen=0.5423, h=0.6554 ZSL: unseen accuracy=0.5764
[141/500]  Loss_D: -14.9565 Loss_G: -3.2137, Wasserstein_dist:19.1542, vae_loss_seen:364.1755 GZSL: seen=0.8489, unseen=0.5443, h=0.6633 ZSL: unseen accuracy=0.5850
[142/500]  Loss_D: -14.4153 Loss_G: -3.5736, Wasserstein_dist:19.1001, vae_loss_seen:373.1335 GZSL: seen=0.8013, unseen=0.5599, h=0.6592 ZSL: unseen accuracy=0.5878
[143/500]  Loss_D: -15.5595 Loss_G: -3.0374, Wasserstein_dist:20.2450, vae_loss_seen:401.5621 GZSL: seen=0.8424, unseen=0.5412, h=0.6590 ZSL: unseen accuracy=0.5766
[144/500]  Loss_D: -13.4978 Loss_G: -3.4436, Wasserstein_dist:18.7310, vae_loss_seen:369.5434 GZSL: seen=0.8409, unseen=0.5379, h=0.6561 ZSL: unseen accuracy=0.5795
[145/500]  Loss_D: -12.2940 Loss_G: -3.3702, Wasserstein_dist:16.7397, vae_loss_seen:358.8811 GZSL: seen=0.8364, unseen=0.5402, h=0.6564 ZSL: unseen accuracy=0.5852
[146/500]  Loss_D: -15.4277 Loss_G: -3.5883, Wasserstein_dist:20.8101, vae_loss_seen:379.3926 GZSL: seen=0.8552, unseen=0.5335, h=0.6571 ZSL: unseen accuracy=0.5840
[147/500]  Loss_D: -15.0400 Loss_G: -3.5975, Wasserstein_dist:19.3771, vae_loss_seen:374.4033 GZSL: seen=0.8432, unseen=0.5413, h=0.6593 ZSL: unseen accuracy=0.5848
[148/500]  Loss_D: -16.7158 Loss_G: -3.5409, Wasserstein_dist:21.5657, vae_loss_seen:378.1702 GZSL: seen=0.8260, unseen=0.5430, h=0.6553 ZSL: unseen accuracy=0.5808
[149/500]  Loss_D: -15.0437 Loss_G: -3.5556, Wasserstein_dist:19.3628, vae_loss_seen:357.5296 GZSL: seen=0.8336, unseen=0.5372, h=0.6534 ZSL: unseen accuracy=0.5849
[150/500]  Loss_D: -13.8245 Loss_G: -3.5348, Wasserstein_dist:18.4740, vae_loss_seen:347.9503 GZSL: seen=0.8245, unseen=0.5502, h=0.6600 ZSL: unseen accuracy=0.5852
[151/500]  Loss_D: -13.3194 Loss_G: -3.5883, Wasserstein_dist:17.4564, vae_loss_seen:350.4564 GZSL: seen=0.8487, unseen=0.5377, h=0.6584 ZSL: unseen accuracy=0.5770
[152/500]  Loss_D: -17.2067 Loss_G: -3.8227, Wasserstein_dist:22.3465, vae_loss_seen:362.7537 GZSL: seen=0.8485, unseen=0.5324, h=0.6543 ZSL: unseen accuracy=0.5832
[153/500]  Loss_D: -13.5635 Loss_G: -3.3900, Wasserstein_dist:19.1691, vae_loss_seen:372.0244 GZSL: seen=0.8355, unseen=0.5508, h=0.6639 ZSL: unseen accuracy=0.5899
[154/500]  Loss_D: -12.7005 Loss_G: -3.7147, Wasserstein_dist:17.7098, vae_loss_seen:350.8966 GZSL: seen=0.8526, unseen=0.5292, h=0.6531 ZSL: unseen accuracy=0.5756
[155/500]  Loss_D: -16.6525 Loss_G: -3.8191, Wasserstein_dist:20.9428, vae_loss_seen:379.8329 GZSL: seen=0.8455, unseen=0.5426, h=0.6610 ZSL: unseen accuracy=0.5846
[156/500]  Loss_D: -14.6061 Loss_G: -4.0135, Wasserstein_dist:19.7407, vae_loss_seen:356.4142 GZSL: seen=0.8406, unseen=0.5463, h=0.6622 ZSL: unseen accuracy=0.5775
[157/500]  Loss_D: -13.2880 Loss_G: -3.7999, Wasserstein_dist:18.3037, vae_loss_seen:355.7313 GZSL: seen=0.8216, unseen=0.5439, h=0.6545 ZSL: unseen accuracy=0.5725
[158/500]  Loss_D: -16.7604 Loss_G: -4.0798, Wasserstein_dist:21.3450, vae_loss_seen:353.8344 GZSL: seen=0.8166, unseen=0.5470, h=0.6551 ZSL: unseen accuracy=0.5742
[159/500]  Loss_D: -15.6994 Loss_G: -3.9902, Wasserstein_dist:20.4149, vae_loss_seen:379.1045 GZSL: seen=0.8465, unseen=0.5452, h=0.6632 ZSL: unseen accuracy=0.5840
[160/500]  Loss_D: -13.4157 Loss_G: -3.9400, Wasserstein_dist:18.6371, vae_loss_seen:368.5120 GZSL: seen=0.8623, unseen=0.5300, h=0.6565 ZSL: unseen accuracy=0.5804
[161/500]  Loss_D: -12.9146 Loss_G: -3.7747, Wasserstein_dist:18.9983, vae_loss_seen:366.8238 GZSL: seen=0.8327, unseen=0.5446, h=0.6585 ZSL: unseen accuracy=0.5759
[162/500]  Loss_D: -13.3205 Loss_G: -3.8161, Wasserstein_dist:18.1824, vae_loss_seen:352.6956 GZSL: seen=0.8395, unseen=0.5378, h=0.6556 ZSL: unseen accuracy=0.5760
[163/500]  Loss_D: -16.5099 Loss_G: -4.0797, Wasserstein_dist:20.9074, vae_loss_seen:374.7777 GZSL: seen=0.8530, unseen=0.5292, h=0.6532 ZSL: unseen accuracy=0.5767
[164/500]  Loss_D: -16.2440 Loss_G: -3.8433, Wasserstein_dist:20.9386, vae_loss_seen:361.3304 GZSL: seen=0.8457, unseen=0.5391, h=0.6584 ZSL: unseen accuracy=0.5810
[165/500]  Loss_D: -15.9995 Loss_G: -3.7604, Wasserstein_dist:20.0892, vae_loss_seen:375.6022 GZSL: seen=0.8028, unseen=0.5462, h=0.6501 ZSL: unseen accuracy=0.5750
[166/500]  Loss_D: -17.7214 Loss_G: -3.4313, Wasserstein_dist:22.3652, vae_loss_seen:392.9836 GZSL: seen=0.8596, unseen=0.5262, h=0.6528 ZSL: unseen accuracy=0.5760
[167/500]  Loss_D: -16.1256 Loss_G: -3.5327, Wasserstein_dist:20.7861, vae_loss_seen:376.3224 GZSL: seen=0.8438, unseen=0.5411, h=0.6594 ZSL: unseen accuracy=0.5829
[168/500]  Loss_D: -16.5289 Loss_G: -3.7868, Wasserstein_dist:21.3975, vae_loss_seen:361.0569 GZSL: seen=0.8547, unseen=0.5375, h=0.6599 ZSL: unseen accuracy=0.5807
[169/500]  Loss_D: -15.4359 Loss_G: -3.8519, Wasserstein_dist:19.3166, vae_loss_seen:358.8743 GZSL: seen=0.8385, unseen=0.5402, h=0.6571 ZSL: unseen accuracy=0.5807
[170/500]  Loss_D: -15.7993 Loss_G: -4.1259, Wasserstein_dist:21.0228, vae_loss_seen:371.5372 GZSL: seen=0.8093, unseen=0.5372, h=0.6458 ZSL: unseen accuracy=0.5740
[171/500]  Loss_D: -18.4482 Loss_G: -4.0791, Wasserstein_dist:23.5810, vae_loss_seen:375.4925 GZSL: seen=0.8260, unseen=0.5486, h=0.6593 ZSL: unseen accuracy=0.5847
[172/500]  Loss_D: -14.4482 Loss_G: -4.4853, Wasserstein_dist:19.0692, vae_loss_seen:360.8412 GZSL: seen=0.8369, unseen=0.5299, h=0.6490 ZSL: unseen accuracy=0.5820
[173/500]  Loss_D: -14.6861 Loss_G: -3.6762, Wasserstein_dist:18.8980, vae_loss_seen:356.3831 GZSL: seen=0.8466, unseen=0.5397, h=0.6592 ZSL: unseen accuracy=0.5774
[174/500]  Loss_D: -13.2755 Loss_G: -4.0175, Wasserstein_dist:18.2906, vae_loss_seen:360.3262 GZSL: seen=0.8090, unseen=0.5520, h=0.6562 ZSL: unseen accuracy=0.5705
[175/500]  Loss_D: -15.6769 Loss_G: -3.9640, Wasserstein_dist:20.8416, vae_loss_seen:388.7185 GZSL: seen=0.8320, unseen=0.5383, h=0.6537 ZSL: unseen accuracy=0.5766
[176/500]  Loss_D: -15.3651 Loss_G: -3.8533, Wasserstein_dist:20.3912, vae_loss_seen:374.2545 GZSL: seen=0.8513, unseen=0.5367, h=0.6583 ZSL: unseen accuracy=0.5874
[177/500]  Loss_D: -17.3715 Loss_G: -4.2847, Wasserstein_dist:22.1755, vae_loss_seen:379.1976 GZSL: seen=0.8241, unseen=0.5503, h=0.6599 ZSL: unseen accuracy=0.5818
[178/500]  Loss_D: -10.5370 Loss_G: -4.0149, Wasserstein_dist:15.3429, vae_loss_seen:343.3909 GZSL: seen=0.8126, unseen=0.5437, h=0.6515 ZSL: unseen accuracy=0.5791
[179/500]  Loss_D: -17.2643 Loss_G: -3.9902, Wasserstein_dist:21.5748, vae_loss_seen:355.2942 GZSL: seen=0.8578, unseen=0.5240, h=0.6506 ZSL: unseen accuracy=0.5732
[180/500]  Loss_D: -14.7916 Loss_G: -3.9973, Wasserstein_dist:18.9188, vae_loss_seen:369.0937 GZSL: seen=0.8443, unseen=0.5261, h=0.6483 ZSL: unseen accuracy=0.5815
[181/500]  Loss_D: -14.4643 Loss_G: -4.4124, Wasserstein_dist:19.7965, vae_loss_seen:378.0805 GZSL: seen=0.8139, unseen=0.5365, h=0.6467 ZSL: unseen accuracy=0.5675
[182/500]  Loss_D: -15.5655 Loss_G: -3.8464, Wasserstein_dist:20.2264, vae_loss_seen:369.2070 GZSL: seen=0.8425, unseen=0.5264, h=0.6479 ZSL: unseen accuracy=0.5765
[183/500]  Loss_D: -14.2894 Loss_G: -4.1905, Wasserstein_dist:19.1662, vae_loss_seen:354.0257 GZSL: seen=0.8256, unseen=0.5439, h=0.6558 ZSL: unseen accuracy=0.5760
[184/500]  Loss_D: -15.6782 Loss_G: -4.3991, Wasserstein_dist:19.7885, vae_loss_seen:339.6592 GZSL: seen=0.8108, unseen=0.5414, h=0.6493 ZSL: unseen accuracy=0.5734
[185/500]  Loss_D: -15.1924 Loss_G: -3.9033, Wasserstein_dist:20.3431, vae_loss_seen:376.1595 GZSL: seen=0.8534, unseen=0.5276, h=0.6521 ZSL: unseen accuracy=0.5812
[186/500]  Loss_D: -14.6697 Loss_G: -3.8957, Wasserstein_dist:20.2172, vae_loss_seen:365.2668 GZSL: seen=0.8110, unseen=0.5418, h=0.6496 ZSL: unseen accuracy=0.5783
[187/500]  Loss_D: -15.3959 Loss_G: -3.7689, Wasserstein_dist:20.4688, vae_loss_seen:368.6068 GZSL: seen=0.8472, unseen=0.5273, h=0.6500 ZSL: unseen accuracy=0.5810
[188/500]  Loss_D: -16.7751 Loss_G: -4.3201, Wasserstein_dist:21.8610, vae_loss_seen:370.5815 GZSL: seen=0.8339, unseen=0.5133, h=0.6354 ZSL: unseen accuracy=0.5691
[189/500]  Loss_D: -14.9249 Loss_G: -4.0391, Wasserstein_dist:19.7971, vae_loss_seen:362.1891 GZSL: seen=0.8364, unseen=0.5327, h=0.6509 ZSL: unseen accuracy=0.5706
[190/500]  Loss_D: -15.1707 Loss_G: -4.4579, Wasserstein_dist:19.6177, vae_loss_seen:353.1516 GZSL: seen=0.8313, unseen=0.5354, h=0.6513 ZSL: unseen accuracy=0.5773
[191/500]  Loss_D: -13.0683 Loss_G: -4.1380, Wasserstein_dist:18.0471, vae_loss_seen:363.4738 GZSL: seen=0.8450, unseen=0.5199, h=0.6437 ZSL: unseen accuracy=0.5710
[192/500]  Loss_D: -13.5906 Loss_G: -4.4240, Wasserstein_dist:18.0479, vae_loss_seen:336.7039 GZSL: seen=0.8122, unseen=0.5378, h=0.6471 ZSL: unseen accuracy=0.5749
[193/500]  Loss_D: -13.1259 Loss_G: -4.2508, Wasserstein_dist:18.4709, vae_loss_seen:351.4245 GZSL: seen=0.8147, unseen=0.5321, h=0.6437 ZSL: unseen accuracy=0.5759
[194/500]  Loss_D: -12.5923 Loss_G: -4.2555, Wasserstein_dist:18.0352, vae_loss_seen:357.1660 GZSL: seen=0.8219, unseen=0.5305, h=0.6448 ZSL: unseen accuracy=0.5721
[195/500]  Loss_D: -11.6369 Loss_G: -4.0048, Wasserstein_dist:16.8771, vae_loss_seen:352.3969 GZSL: seen=0.8184, unseen=0.5363, h=0.6479 ZSL: unseen accuracy=0.5667
[196/500]  Loss_D: -14.7753 Loss_G: -4.0478, Wasserstein_dist:18.8601, vae_loss_seen:371.7042 GZSL: seen=0.8449, unseen=0.5154, h=0.6403 ZSL: unseen accuracy=0.5657
[197/500]  Loss_D: -15.2720 Loss_G: -4.2775, Wasserstein_dist:20.2193, vae_loss_seen:362.6710 GZSL: seen=0.8452, unseen=0.5290, h=0.6507 ZSL: unseen accuracy=0.5709
[198/500]  Loss_D: -16.2253 Loss_G: -4.6177, Wasserstein_dist:20.9320, vae_loss_seen:356.8788 GZSL: seen=0.7948, unseen=0.5420, h=0.6445 ZSL: unseen accuracy=0.5585
[199/500]  Loss_D: -17.8643 Loss_G: -4.3534, Wasserstein_dist:21.9877, vae_loss_seen:356.0213 GZSL: seen=0.7989, unseen=0.5450, h=0.6479 ZSL: unseen accuracy=0.5757
[200/500]  Loss_D: -15.6686 Loss_G: -4.4024, Wasserstein_dist:20.0998, vae_loss_seen:354.6220 GZSL: seen=0.8112, unseen=0.5358, h=0.6454 ZSL: unseen accuracy=0.5843
[201/500]  Loss_D: -13.0466 Loss_G: -4.4656, Wasserstein_dist:18.1887, vae_loss_seen:348.7204 GZSL: seen=0.8206, unseen=0.5376, h=0.6497 ZSL: unseen accuracy=0.5724
[202/500]  Loss_D: -12.7948 Loss_G: -3.9196, Wasserstein_dist:17.7783, vae_loss_seen:365.7968 GZSL: seen=0.8569, unseen=0.5103, h=0.6396 ZSL: unseen accuracy=0.5703
[203/500]  Loss_D: -11.0289 Loss_G: -4.3881, Wasserstein_dist:16.0796, vae_loss_seen:347.1983 GZSL: seen=0.8183, unseen=0.5371, h=0.6485 ZSL: unseen accuracy=0.5776
[204/500]  Loss_D: -14.5493 Loss_G: -4.3453, Wasserstein_dist:19.1086, vae_loss_seen:360.4233 GZSL: seen=0.8117, unseen=0.5453, h=0.6523 ZSL: unseen accuracy=0.5754
[205/500]  Loss_D: -15.5583 Loss_G: -4.3457, Wasserstein_dist:20.7547, vae_loss_seen:373.5397 GZSL: seen=0.8018, unseen=0.5378, h=0.6438 ZSL: unseen accuracy=0.5677
[206/500]  Loss_D: -14.1407 Loss_G: -4.3751, Wasserstein_dist:19.5066, vae_loss_seen:355.1018 GZSL: seen=0.7976, unseen=0.5491, h=0.6504 ZSL: unseen accuracy=0.5696
[207/500]  Loss_D: -16.9893 Loss_G: -4.4111, Wasserstein_dist:21.4527, vae_loss_seen:358.9358 GZSL: seen=0.8345, unseen=0.5226, h=0.6427 ZSL: unseen accuracy=0.5640
[208/500]  Loss_D: -13.1528 Loss_G: -4.4662, Wasserstein_dist:17.2549, vae_loss_seen:349.2879 GZSL: seen=0.8416, unseen=0.5264, h=0.6477 ZSL: unseen accuracy=0.5761
[209/500]  Loss_D: -15.5062 Loss_G: -4.5161, Wasserstein_dist:19.5756, vae_loss_seen:365.4610 GZSL: seen=0.8159, unseen=0.5275, h=0.6407 ZSL: unseen accuracy=0.5629
[210/500]  Loss_D: -16.4688 Loss_G: -4.3689, Wasserstein_dist:20.2308, vae_loss_seen:370.1707 GZSL: seen=0.7949, unseen=0.5410, h=0.6438 ZSL: unseen accuracy=0.5675
[211/500]  Loss_D: -14.3618 Loss_G: -3.9625, Wasserstein_dist:18.7155, vae_loss_seen:364.8055 GZSL: seen=0.8177, unseen=0.5328, h=0.6452 ZSL: unseen accuracy=0.5783
[212/500]  Loss_D: -14.0506 Loss_G: -3.8994, Wasserstein_dist:18.9819, vae_loss_seen:349.4854 GZSL: seen=0.8421, unseen=0.5239, h=0.6459 ZSL: unseen accuracy=0.5664
[213/500]  Loss_D: -10.7186 Loss_G: -4.2277, Wasserstein_dist:15.4253, vae_loss_seen:342.6856 GZSL: seen=0.8526, unseen=0.5167, h=0.6434 ZSL: unseen accuracy=0.5696
[214/500]  Loss_D: -13.8475 Loss_G: -4.3763, Wasserstein_dist:18.9558, vae_loss_seen:356.0466 GZSL: seen=0.8233, unseen=0.5308, h=0.6455 ZSL: unseen accuracy=0.5750
[215/500]  Loss_D: -16.2498 Loss_G: -4.1162, Wasserstein_dist:21.1380, vae_loss_seen:371.6657 GZSL: seen=0.8225, unseen=0.5361, h=0.6491 ZSL: unseen accuracy=0.5784
[216/500]  Loss_D: -14.3035 Loss_G: -4.2569, Wasserstein_dist:18.6786, vae_loss_seen:350.7688 GZSL: seen=0.8218, unseen=0.5201, h=0.6370 ZSL: unseen accuracy=0.5656
[217/500]  Loss_D: -16.0231 Loss_G: -4.4760, Wasserstein_dist:21.3083, vae_loss_seen:360.2880 GZSL: seen=0.8318, unseen=0.5292, h=0.6469 ZSL: unseen accuracy=0.5681
[218/500]  Loss_D: -15.6336 Loss_G: -4.5494, Wasserstein_dist:20.5323, vae_loss_seen:382.0103 GZSL: seen=0.8329, unseen=0.5209, h=0.6410 ZSL: unseen accuracy=0.5736
[219/500]  Loss_D: -13.3375 Loss_G: -4.5187, Wasserstein_dist:17.8711, vae_loss_seen:347.0146 GZSL: seen=0.8272, unseen=0.5196, h=0.6382 ZSL: unseen accuracy=0.5669
[220/500]  Loss_D: -14.9164 Loss_G: -4.2053, Wasserstein_dist:19.6913, vae_loss_seen:372.5070 GZSL: seen=0.8093, unseen=0.5288, h=0.6397 ZSL: unseen accuracy=0.5608
[221/500]  Loss_D: -14.1272 Loss_G: -4.2838, Wasserstein_dist:19.0030, vae_loss_seen:360.7639 GZSL: seen=0.8256, unseen=0.5229, h=0.6403 ZSL: unseen accuracy=0.5749
[222/500]  Loss_D: -13.5240 Loss_G: -4.4125, Wasserstein_dist:17.5813, vae_loss_seen:344.5748 GZSL: seen=0.8177, unseen=0.5294, h=0.6427 ZSL: unseen accuracy=0.5756
[223/500]  Loss_D: -13.9711 Loss_G: -4.5141, Wasserstein_dist:18.2909, vae_loss_seen:355.9330 GZSL: seen=0.8087, unseen=0.5253, h=0.6369 ZSL: unseen accuracy=0.5781
[224/500]  Loss_D: -14.7644 Loss_G: -4.4301, Wasserstein_dist:20.2651, vae_loss_seen:369.1593 GZSL: seen=0.8324, unseen=0.5124, h=0.6343 ZSL: unseen accuracy=0.5671
[225/500]  Loss_D: -14.5440 Loss_G: -4.2583, Wasserstein_dist:18.9873, vae_loss_seen:348.2557 GZSL: seen=0.8009, unseen=0.5266, h=0.6354 ZSL: unseen accuracy=0.5567
[226/500]  Loss_D: -12.4848 Loss_G: -4.1379, Wasserstein_dist:17.2114, vae_loss_seen:365.0119 GZSL: seen=0.8128, unseen=0.5407, h=0.6494 ZSL: unseen accuracy=0.5734
[227/500]  Loss_D: -13.4204 Loss_G: -4.5997, Wasserstein_dist:17.9525, vae_loss_seen:337.1075 GZSL: seen=0.8206, unseen=0.5256, h=0.6408 ZSL: unseen accuracy=0.5643
[228/500]  Loss_D: -14.5011 Loss_G: -4.1251, Wasserstein_dist:19.1482, vae_loss_seen:366.4163 GZSL: seen=0.8325, unseen=0.5185, h=0.6390 ZSL: unseen accuracy=0.5728
[229/500]  Loss_D: -12.4983 Loss_G: -3.8844, Wasserstein_dist:17.4820, vae_loss_seen:353.0486 GZSL: seen=0.8330, unseen=0.5110, h=0.6334 ZSL: unseen accuracy=0.5647
[230/500]  Loss_D: -13.8552 Loss_G: -4.6502, Wasserstein_dist:18.0748, vae_loss_seen:347.5150 GZSL: seen=0.8513, unseen=0.5217, h=0.6469 ZSL: unseen accuracy=0.5689
[231/500]  Loss_D: -14.4359 Loss_G: -4.2937, Wasserstein_dist:19.2211, vae_loss_seen:371.6349 GZSL: seen=0.8441, unseen=0.5117, h=0.6372 ZSL: unseen accuracy=0.5776
[232/500]  Loss_D: -14.3214 Loss_G: -4.2491, Wasserstein_dist:19.3950, vae_loss_seen:342.3221 GZSL: seen=0.8184, unseen=0.5240, h=0.6389 ZSL: unseen accuracy=0.5683
[233/500]  Loss_D: -17.0772 Loss_G: -4.9185, Wasserstein_dist:20.9787, vae_loss_seen:360.7975 GZSL: seen=0.8286, unseen=0.5190, h=0.6382 ZSL: unseen accuracy=0.5579
[234/500]  Loss_D: -14.2602 Loss_G: -4.3198, Wasserstein_dist:19.1904, vae_loss_seen:342.4947 GZSL: seen=0.8033, unseen=0.5232, h=0.6337 ZSL: unseen accuracy=0.5669
[235/500]  Loss_D: -14.6791 Loss_G: -4.8825, Wasserstein_dist:19.3846, vae_loss_seen:351.5386 GZSL: seen=0.8147, unseen=0.5085, h=0.6262 ZSL: unseen accuracy=0.5691
[236/500]  Loss_D: -13.8003 Loss_G: -4.3513, Wasserstein_dist:18.0405, vae_loss_seen:338.4357 GZSL: seen=0.8113, unseen=0.5257, h=0.6380 ZSL: unseen accuracy=0.5758
[237/500]  Loss_D: -14.4181 Loss_G: -4.0694, Wasserstein_dist:18.7234, vae_loss_seen:356.6004 GZSL: seen=0.8444, unseen=0.5071, h=0.6336 ZSL: unseen accuracy=0.5637
[238/500]  Loss_D: -13.8508 Loss_G: -4.5000, Wasserstein_dist:18.3362, vae_loss_seen:342.2974 GZSL: seen=0.8135, unseen=0.5140, h=0.6300 ZSL: unseen accuracy=0.5458
[239/500]  Loss_D: -12.3079 Loss_G: -4.9084, Wasserstein_dist:16.9123, vae_loss_seen:348.2351 GZSL: seen=0.8263, unseen=0.5184, h=0.6371 ZSL: unseen accuracy=0.5609
[240/500]  Loss_D: -13.1597 Loss_G: -4.7518, Wasserstein_dist:17.9608, vae_loss_seen:340.3600 GZSL: seen=0.8198, unseen=0.5203, h=0.6366 ZSL: unseen accuracy=0.5728
[241/500]  Loss_D: -12.7654 Loss_G: -4.9024, Wasserstein_dist:16.8341, vae_loss_seen:343.5959 GZSL: seen=0.8144, unseen=0.5055, h=0.6238 ZSL: unseen accuracy=0.5507
[242/500]  Loss_D: -14.3754 Loss_G: -4.4944, Wasserstein_dist:19.5358, vae_loss_seen:356.3113 GZSL: seen=0.8210, unseen=0.5077, h=0.6274 ZSL: unseen accuracy=0.5695
[243/500]  Loss_D: -14.0959 Loss_G: -4.0812, Wasserstein_dist:18.6245, vae_loss_seen:365.4191 GZSL: seen=0.8425, unseen=0.5027, h=0.6297 ZSL: unseen accuracy=0.5560
[244/500]  Loss_D: -13.3635 Loss_G: -4.3489, Wasserstein_dist:17.7382, vae_loss_seen:355.8312 GZSL: seen=0.7978, unseen=0.5167, h=0.6272 ZSL: unseen accuracy=0.5574
[245/500]  Loss_D: -11.8937 Loss_G: -4.4488, Wasserstein_dist:16.5056, vae_loss_seen:342.9226 GZSL: seen=0.8046, unseen=0.5157, h=0.6286 ZSL: unseen accuracy=0.5526
[246/500]  Loss_D: -14.1614 Loss_G: -5.0194, Wasserstein_dist:18.8984, vae_loss_seen:345.9334 GZSL: seen=0.8222, unseen=0.5174, h=0.6351 ZSL: unseen accuracy=0.5642
[247/500]  Loss_D: -14.2843 Loss_G: -4.0519, Wasserstein_dist:18.6258, vae_loss_seen:347.6226 GZSL: seen=0.8297, unseen=0.5033, h=0.6265 ZSL: unseen accuracy=0.5547
[248/500]  Loss_D: -13.8735 Loss_G: -4.1568, Wasserstein_dist:18.0724, vae_loss_seen:352.3304 GZSL: seen=0.8367, unseen=0.5084, h=0.6325 ZSL: unseen accuracy=0.5613
