HYPER-PARAMETERS
[127/500]  Loss_D: -14.9688 Loss_G: -0.7823, Wasserstein_dist:19.1030, vae_loss_seen:378.7007 GZSL: seen=0.8612, unseen=0.5210, h=0.6492 ZSL: unseen accuracy=0.5867
[128/500]  Loss_D: -14.1457 Loss_G: -1.3795, Wasserstein_dist:18.7342, vae_loss_seen:379.3412 GZSL: seen=0.8503, unseen=0.5224, h=0.6472 ZSL: unseen accuracy=0.5672
[129/500]  Loss_D: -14.7236 Loss_G: -1.5160, Wasserstein_dist:18.9738, vae_loss_seen:395.2663 GZSL: seen=0.8214, unseen=0.5377, h=0.6500 ZSL: unseen accuracy=0.5855
[130/500]  Loss_D: -12.6552 Loss_G: -1.3899, Wasserstein_dist:16.7651, vae_loss_seen:388.4059 GZSL: seen=0.8392, unseen=0.5398, h=0.6570 ZSL: unseen accuracy=0.5841
[131/500]  Loss_D: -16.1234 Loss_G: -1.5511, Wasserstein_dist:20.8557, vae_loss_seen:408.0754 GZSL: seen=0.8375, unseen=0.5366, h=0.6541 ZSL: unseen accuracy=0.5731
[132/500]  Loss_D: -12.7387 Loss_G: -1.4224, Wasserstein_dist:17.4923, vae_loss_seen:383.3555 GZSL: seen=0.8586, unseen=0.5258, h=0.6522 ZSL: unseen accuracy=0.5854
[133/500]  Loss_D: -14.8745 Loss_G: -1.3873, Wasserstein_dist:19.5657, vae_loss_seen:389.5542 GZSL: seen=0.8268, unseen=0.5371, h=0.6512 ZSL: unseen accuracy=0.5782
[134/500]  Loss_D: -12.8970 Loss_G: -1.4801, Wasserstein_dist:17.7720, vae_loss_seen:397.0542 GZSL: seen=0.8231, unseen=0.5362, h=0.6493 ZSL: unseen accuracy=0.5804
[135/500]  Loss_D: -14.2309 Loss_G: -1.2330, Wasserstein_dist:18.2946, vae_loss_seen:370.7415 GZSL: seen=0.8493, unseen=0.5289, h=0.6518 ZSL: unseen accuracy=0.5802
[136/500]  Loss_D: -12.2913 Loss_G: -1.2119, Wasserstein_dist:17.1269, vae_loss_seen:379.9158 GZSL: seen=0.8462, unseen=0.5420, h=0.6608 ZSL: unseen accuracy=0.5966
[137/500]  Loss_D: -15.1255 Loss_G: -1.0307, Wasserstein_dist:20.0187, vae_loss_seen:402.1838 GZSL: seen=0.8312, unseen=0.5433, h=0.6571 ZSL: unseen accuracy=0.5965
[138/500]  Loss_D: -14.6666 Loss_G: -1.1578, Wasserstein_dist:18.9004, vae_loss_seen:390.7203 GZSL: seen=0.8288, unseen=0.5372, h=0.6519 ZSL: unseen accuracy=0.5812
[139/500]  Loss_D: -14.1699 Loss_G: -1.1203, Wasserstein_dist:18.9960, vae_loss_seen:401.0014 GZSL: seen=0.8283, unseen=0.5371, h=0.6517 ZSL: unseen accuracy=0.5807
[140/500]  Loss_D: -17.4947 Loss_G: -1.1881, Wasserstein_dist:21.4262, vae_loss_seen:401.3753 GZSL: seen=0.8389, unseen=0.5340, h=0.6526 ZSL: unseen accuracy=0.5743
[141/500]  Loss_D: -15.0571 Loss_G: -1.3251, Wasserstein_dist:19.0544, vae_loss_seen:377.1617 GZSL: seen=0.8399, unseen=0.5325, h=0.6517 ZSL: unseen accuracy=0.5837
[142/500]  Loss_D: -15.4632 Loss_G: -1.3940, Wasserstein_dist:20.2549, vae_loss_seen:410.6040 GZSL: seen=0.8596, unseen=0.5328, h=0.6578 ZSL: unseen accuracy=0.5750
[143/500]  Loss_D: -12.2121 Loss_G: -1.1834, Wasserstein_dist:16.9074, vae_loss_seen:366.1477 GZSL: seen=0.8435, unseen=0.5391, h=0.6578 ZSL: unseen accuracy=0.5836
[144/500]  Loss_D: -14.8729 Loss_G: -1.1964, Wasserstein_dist:19.1375, vae_loss_seen:386.8853 GZSL: seen=0.8138, unseen=0.5514, h=0.6574 ZSL: unseen accuracy=0.5779
[145/500]  Loss_D: -15.1770 Loss_G: -1.4514, Wasserstein_dist:20.5147, vae_loss_seen:415.9707 GZSL: seen=0.8277, unseen=0.5342, h=0.6493 ZSL: unseen accuracy=0.5834
[146/500]  Loss_D: -13.8178 Loss_G: -1.3487, Wasserstein_dist:18.1267, vae_loss_seen:397.8361 GZSL: seen=0.8269, unseen=0.5338, h=0.6488 ZSL: unseen accuracy=0.5753
[147/500]  Loss_D: -14.5997 Loss_G: -1.2783, Wasserstein_dist:18.5495, vae_loss_seen:378.9230 GZSL: seen=0.8410, unseen=0.5273, h=0.6482 ZSL: unseen accuracy=0.5712
[148/500]  Loss_D: -12.7687 Loss_G: -1.4880, Wasserstein_dist:16.8434, vae_loss_seen:376.3646 GZSL: seen=0.8035, unseen=0.5389, h=0.6451 ZSL: unseen accuracy=0.5696
[149/500]  Loss_D: -14.1062 Loss_G: -1.0607, Wasserstein_dist:18.5782, vae_loss_seen:375.2569 GZSL: seen=0.8386, unseen=0.5325, h=0.6514 ZSL: unseen accuracy=0.5791
[150/500]  Loss_D: -13.9557 Loss_G: -1.3175, Wasserstein_dist:18.4682, vae_loss_seen:392.9590 GZSL: seen=0.8401, unseen=0.5284, h=0.6487 ZSL: unseen accuracy=0.5711
[151/500]  Loss_D: -16.0893 Loss_G: -1.7925, Wasserstein_dist:21.0713, vae_loss_seen:403.4202 GZSL: seen=0.8252, unseen=0.5422, h=0.6544 ZSL: unseen accuracy=0.5782
[152/500]  Loss_D: -14.2417 Loss_G: -1.6262, Wasserstein_dist:20.6092, vae_loss_seen:401.4807 GZSL: seen=0.8060, unseen=0.5498, h=0.6537 ZSL: unseen accuracy=0.5691
[153/500]  Loss_D: -16.9089 Loss_G: -1.2808, Wasserstein_dist:21.3983, vae_loss_seen:401.8795 GZSL: seen=0.8337, unseen=0.5274, h=0.6461 ZSL: unseen accuracy=0.5729
[154/500]  Loss_D: -14.8000 Loss_G: -0.9083, Wasserstein_dist:19.2559, vae_loss_seen:386.6844 GZSL: seen=0.7826, unseen=0.5500, h=0.6460 ZSL: unseen accuracy=0.5733
[155/500]  Loss_D: -15.7509 Loss_G: -1.3403, Wasserstein_dist:20.5094, vae_loss_seen:393.0582 GZSL: seen=0.8605, unseen=0.5154, h=0.6446 ZSL: unseen accuracy=0.5702
[156/500]  Loss_D: -13.0179 Loss_G: -1.4720, Wasserstein_dist:18.4994, vae_loss_seen:375.5977 GZSL: seen=0.8395, unseen=0.5375, h=0.6554 ZSL: unseen accuracy=0.5901
[157/500]  Loss_D: -13.8958 Loss_G: -0.9727, Wasserstein_dist:18.7264, vae_loss_seen:381.2731 GZSL: seen=0.8252, unseen=0.5424, h=0.6546 ZSL: unseen accuracy=0.5696
[158/500]  Loss_D: -15.9390 Loss_G: -1.2164, Wasserstein_dist:20.1271, vae_loss_seen:385.2923 GZSL: seen=0.8386, unseen=0.5386, h=0.6559 ZSL: unseen accuracy=0.5812
[159/500]  Loss_D: -15.3194 Loss_G: -1.3095, Wasserstein_dist:19.9238, vae_loss_seen:409.0970 GZSL: seen=0.8097, unseen=0.5472, h=0.6531 ZSL: unseen accuracy=0.5721
[160/500]  Loss_D: -14.2957 Loss_G: -1.3276, Wasserstein_dist:19.3356, vae_loss_seen:386.4294 GZSL: seen=0.8085, unseen=0.5499, h=0.6546 ZSL: unseen accuracy=0.5806
[161/500]  Loss_D: -15.8505 Loss_G: -1.5197, Wasserstein_dist:20.4783, vae_loss_seen:394.5932 GZSL: seen=0.8110, unseen=0.5596, h=0.6623 ZSL: unseen accuracy=0.5927
[162/500]  Loss_D: -16.3812 Loss_G: -1.0794, Wasserstein_dist:21.4520, vae_loss_seen:394.4781 GZSL: seen=0.8267, unseen=0.5478, h=0.6590 ZSL: unseen accuracy=0.5828
[163/500]  Loss_D: -14.1918 Loss_G: -1.0667, Wasserstein_dist:19.7276, vae_loss_seen:385.5901 GZSL: seen=0.7869, unseen=0.5486, h=0.6465 ZSL: unseen accuracy=0.5737
[164/500]  Loss_D: -15.6992 Loss_G: -1.2975, Wasserstein_dist:19.8863, vae_loss_seen:402.1686 GZSL: seen=0.8360, unseen=0.5397, h=0.6560 ZSL: unseen accuracy=0.5770
[165/500]  Loss_D: -16.6476 Loss_G: -1.1911, Wasserstein_dist:21.3406, vae_loss_seen:393.0385 GZSL: seen=0.8037, unseen=0.5453, h=0.6498 ZSL: unseen accuracy=0.5787
[166/500]  Loss_D: -14.6550 Loss_G: -1.9013, Wasserstein_dist:19.2416, vae_loss_seen:377.6413 GZSL: seen=0.8077, unseen=0.5487, h=0.6535 ZSL: unseen accuracy=0.5742
[167/500]  Loss_D: -13.5147 Loss_G: -1.4622, Wasserstein_dist:18.4601, vae_loss_seen:391.5132 GZSL: seen=0.8120, unseen=0.5506, h=0.6562 ZSL: unseen accuracy=0.5733
[168/500]  Loss_D: -14.1858 Loss_G: -1.2870, Wasserstein_dist:19.2390, vae_loss_seen:391.4977 GZSL: seen=0.7899, unseen=0.5508, h=0.6490 ZSL: unseen accuracy=0.5768
[169/500]  Loss_D: -13.2966 Loss_G: -1.3911, Wasserstein_dist:17.9375, vae_loss_seen:369.0651 GZSL: seen=0.8238, unseen=0.5441, h=0.6553 ZSL: unseen accuracy=0.5771
[170/500]  Loss_D: -16.6966 Loss_G: -1.6432, Wasserstein_dist:21.1137, vae_loss_seen:397.3386 GZSL: seen=0.8384, unseen=0.5281, h=0.6480 ZSL: unseen accuracy=0.5676
[171/500]  Loss_D: -16.5175 Loss_G: -1.6035, Wasserstein_dist:21.3276, vae_loss_seen:384.6956 GZSL: seen=0.8073, unseen=0.5464, h=0.6517 ZSL: unseen accuracy=0.5670
[172/500]  Loss_D: -15.8189 Loss_G: -1.5158, Wasserstein_dist:21.0280, vae_loss_seen:407.6711 GZSL: seen=0.8124, unseen=0.5392, h=0.6482 ZSL: unseen accuracy=0.5741
[173/500]  Loss_D: -13.0304 Loss_G: -2.0642, Wasserstein_dist:17.7297, vae_loss_seen:374.5312 GZSL: seen=0.8383, unseen=0.5352, h=0.6533 ZSL: unseen accuracy=0.5742
[174/500]  Loss_D: -14.8383 Loss_G: -1.5740, Wasserstein_dist:20.3562, vae_loss_seen:385.2293 GZSL: seen=0.8320, unseen=0.5328, h=0.6496 ZSL: unseen accuracy=0.5797
[175/500]  Loss_D: -15.6484 Loss_G: -1.4063, Wasserstein_dist:19.5760, vae_loss_seen:383.1023 GZSL: seen=0.8231, unseen=0.5399, h=0.6521 ZSL: unseen accuracy=0.5646
[176/500]  Loss_D: -14.3905 Loss_G: -1.6000, Wasserstein_dist:20.0075, vae_loss_seen:390.1719 GZSL: seen=0.8375, unseen=0.5342, h=0.6523 ZSL: unseen accuracy=0.5806
[177/500]  Loss_D: -15.4062 Loss_G: -1.4348, Wasserstein_dist:19.8837, vae_loss_seen:381.6709 GZSL: seen=0.8222, unseen=0.5493, h=0.6586 ZSL: unseen accuracy=0.5792
[178/500]  Loss_D: -12.6522 Loss_G: -1.5181, Wasserstein_dist:17.7083, vae_loss_seen:358.9567 GZSL: seen=0.8379, unseen=0.5414, h=0.6578 ZSL: unseen accuracy=0.5810
[179/500]  Loss_D: -13.7557 Loss_G: -1.3464, Wasserstein_dist:18.6620, vae_loss_seen:375.5938 GZSL: seen=0.8207, unseen=0.5409, h=0.6521 ZSL: unseen accuracy=0.5701
[180/500]  Loss_D: -14.0448 Loss_G: -1.6261, Wasserstein_dist:18.5652, vae_loss_seen:386.7497 GZSL: seen=0.8547, unseen=0.5206, h=0.6471 ZSL: unseen accuracy=0.5759
[181/500]  Loss_D: -14.4213 Loss_G: -1.8618, Wasserstein_dist:18.4417, vae_loss_seen:369.9288 GZSL: seen=0.8343, unseen=0.5382, h=0.6543 ZSL: unseen accuracy=0.5710
[182/500]  Loss_D: -14.5889 Loss_G: -1.4634, Wasserstein_dist:19.8948, vae_loss_seen:389.8941 GZSL: seen=0.8512, unseen=0.5248, h=0.6493 ZSL: unseen accuracy=0.5750
[183/500]  Loss_D: -14.5549 Loss_G: -1.4020, Wasserstein_dist:19.5481, vae_loss_seen:395.9561 GZSL: seen=0.7953, unseen=0.5443, h=0.6463 ZSL: unseen accuracy=0.5655
[184/500]  Loss_D: -12.3699 Loss_G: -1.6141, Wasserstein_dist:17.2185, vae_loss_seen:376.9591 GZSL: seen=0.8528, unseen=0.5292, h=0.6531 ZSL: unseen accuracy=0.5675
[185/500]  Loss_D: -16.3353 Loss_G: -1.6098, Wasserstein_dist:21.0466, vae_loss_seen:383.9914 GZSL: seen=0.8279, unseen=0.5418, h=0.6550 ZSL: unseen accuracy=0.5714
[186/500]  Loss_D: -15.2210 Loss_G: -1.8601, Wasserstein_dist:19.7799, vae_loss_seen:376.9022 GZSL: seen=0.8173, unseen=0.5394, h=0.6499 ZSL: unseen accuracy=0.5689
[187/500]  Loss_D: -14.1482 Loss_G: -1.0135, Wasserstein_dist:18.9052, vae_loss_seen:382.8928 GZSL: seen=0.7940, unseen=0.5411, h=0.6436 ZSL: unseen accuracy=0.5680
[188/500]  Loss_D: -13.7748 Loss_G: -1.5575, Wasserstein_dist:18.1256, vae_loss_seen:375.6725 GZSL: seen=0.8365, unseen=0.5219, h=0.6427 ZSL: unseen accuracy=0.5658
[189/500]  Loss_D: -13.6860 Loss_G: -1.6910, Wasserstein_dist:18.3748, vae_loss_seen:374.3443 GZSL: seen=0.8294, unseen=0.5395, h=0.6537 ZSL: unseen accuracy=0.5727
[190/500]  Loss_D: -17.1218 Loss_G: -1.8436, Wasserstein_dist:21.1294, vae_loss_seen:380.7355 GZSL: seen=0.8482, unseen=0.5257, h=0.6491 ZSL: unseen accuracy=0.5709
[191/500]  Loss_D: -14.4501 Loss_G: -1.5155, Wasserstein_dist:19.1111, vae_loss_seen:394.9597 GZSL: seen=0.8318, unseen=0.5307, h=0.6480 ZSL: unseen accuracy=0.5752
[192/500]  Loss_D: -14.6972 Loss_G: -1.5427, Wasserstein_dist:19.7032, vae_loss_seen:375.7869 GZSL: seen=0.8152, unseen=0.5372, h=0.6476 ZSL: unseen accuracy=0.5680
[193/500]  Loss_D: -15.4052 Loss_G: -1.8016, Wasserstein_dist:19.7509, vae_loss_seen:380.0962 GZSL: seen=0.8579, unseen=0.5241, h=0.6507 ZSL: unseen accuracy=0.5737
[194/500]  Loss_D: -14.9515 Loss_G: -1.6884, Wasserstein_dist:19.7661, vae_loss_seen:395.0370 GZSL: seen=0.7696, unseen=0.5595, h=0.6480 ZSL: unseen accuracy=0.5721
[195/500]  Loss_D: -14.5187 Loss_G: -1.4086, Wasserstein_dist:19.4015, vae_loss_seen:378.7481 GZSL: seen=0.8097, unseen=0.5412, h=0.6488 ZSL: unseen accuracy=0.5751
[196/500]  Loss_D: -13.4112 Loss_G: -1.7643, Wasserstein_dist:19.2392, vae_loss_seen:387.9114 GZSL: seen=0.8300, unseen=0.5189, h=0.6386 ZSL: unseen accuracy=0.5607
[197/500]  Loss_D: -15.3396 Loss_G: -1.9950, Wasserstein_dist:19.9328, vae_loss_seen:369.9030 GZSL: seen=0.8420, unseen=0.5318, h=0.6519 ZSL: unseen accuracy=0.5811
[198/500]  Loss_D: -14.6671 Loss_G: -1.7108, Wasserstein_dist:19.2699, vae_loss_seen:365.4229 GZSL: seen=0.8490, unseen=0.5142, h=0.6405 ZSL: unseen accuracy=0.5664
[199/500]  Loss_D: -14.2856 Loss_G: -1.6727, Wasserstein_dist:18.9389, vae_loss_seen:393.4443 GZSL: seen=0.8414, unseen=0.5265, h=0.6477 ZSL: unseen accuracy=0.5743
[200/500]  Loss_D: -16.4091 Loss_G: -2.0354, Wasserstein_dist:20.5789, vae_loss_seen:369.5385 GZSL: seen=0.8371, unseen=0.5326, h=0.6510 ZSL: unseen accuracy=0.5792
[201/500]  Loss_D: -13.0328 Loss_G: -1.7203, Wasserstein_dist:17.8128, vae_loss_seen:378.6340 GZSL: seen=0.8671, unseen=0.5157, h=0.6468 ZSL: unseen accuracy=0.5660
[202/500]  Loss_D: -14.2694 Loss_G: -1.9662, Wasserstein_dist:18.4512, vae_loss_seen:379.4039 GZSL: seen=0.8388, unseen=0.5244, h=0.6454 ZSL: unseen accuracy=0.5681
[203/500]  Loss_D: -15.2194 Loss_G: -2.1635, Wasserstein_dist:20.0821, vae_loss_seen:388.0984 GZSL: seen=0.7992, unseen=0.5465, h=0.6491 ZSL: unseen accuracy=0.5751
[204/500]  Loss_D: -15.2253 Loss_G: -2.2112, Wasserstein_dist:20.1557, vae_loss_seen:383.4836 GZSL: seen=0.8258, unseen=0.5333, h=0.6481 ZSL: unseen accuracy=0.5704
[205/500]  Loss_D: -14.5491 Loss_G: -1.4578, Wasserstein_dist:19.4848, vae_loss_seen:379.5134 GZSL: seen=0.8177, unseen=0.5301, h=0.6432 ZSL: unseen accuracy=0.5701
[206/500]  Loss_D: -14.1785 Loss_G: -1.6032, Wasserstein_dist:18.4261, vae_loss_seen:383.6100 GZSL: seen=0.7855, unseen=0.5488, h=0.6461 ZSL: unseen accuracy=0.5844
[207/500]  Loss_D: -13.9300 Loss_G: -1.7209, Wasserstein_dist:19.0301, vae_loss_seen:377.6321 GZSL: seen=0.8142, unseen=0.5344, h=0.6453 ZSL: unseen accuracy=0.5612
[208/500]  Loss_D: -14.4447 Loss_G: -2.1769, Wasserstein_dist:19.5734, vae_loss_seen:389.4967 GZSL: seen=0.8333, unseen=0.5299, h=0.6478 ZSL: unseen accuracy=0.5761
[209/500]  Loss_D: -14.1668 Loss_G: -2.1151, Wasserstein_dist:18.8367, vae_loss_seen:376.9120 GZSL: seen=0.8293, unseen=0.5330, h=0.6489 ZSL: unseen accuracy=0.5764
[210/500]  Loss_D: -12.2478 Loss_G: -2.0818, Wasserstein_dist:17.3254, vae_loss_seen:367.6510 GZSL: seen=0.8542, unseen=0.5329, h=0.6563 ZSL: unseen accuracy=0.5803
[211/500]  Loss_D: -15.8331 Loss_G: -1.6176, Wasserstein_dist:20.8644, vae_loss_seen:402.0972 GZSL: seen=0.8579, unseen=0.5161, h=0.6445 ZSL: unseen accuracy=0.5742
[212/500]  Loss_D: -16.1663 Loss_G: -1.5706, Wasserstein_dist:20.1825, vae_loss_seen:398.5590 GZSL: seen=0.8214, unseen=0.5256, h=0.6410 ZSL: unseen accuracy=0.5842
[213/500]  Loss_D: -13.6277 Loss_G: -2.2951, Wasserstein_dist:17.8281, vae_loss_seen:378.8879 GZSL: seen=0.8360, unseen=0.5290, h=0.6480 ZSL: unseen accuracy=0.5798
[214/500]  Loss_D: -14.4776 Loss_G: -1.3488, Wasserstein_dist:18.6898, vae_loss_seen:383.1582 GZSL: seen=0.8426, unseen=0.5293, h=0.6502 ZSL: unseen accuracy=0.5764
[215/500]  Loss_D: -13.7720 Loss_G: -1.7404, Wasserstein_dist:18.4411, vae_loss_seen:379.2545 GZSL: seen=0.8384, unseen=0.5220, h=0.6434 ZSL: unseen accuracy=0.5741
[216/500]  Loss_D: -13.6906 Loss_G: -1.3924, Wasserstein_dist:18.1915, vae_loss_seen:386.4449 GZSL: seen=0.8312, unseen=0.5346, h=0.6507 ZSL: unseen accuracy=0.5831
[217/500]  Loss_D: -13.6936 Loss_G: -1.7371, Wasserstein_dist:18.6235, vae_loss_seen:390.1855 GZSL: seen=0.8504, unseen=0.5243, h=0.6487 ZSL: unseen accuracy=0.5737
[218/500]  Loss_D: -14.8602 Loss_G: -1.8107, Wasserstein_dist:20.2075, vae_loss_seen:382.6301 GZSL: seen=0.8330, unseen=0.5381, h=0.6539 ZSL: unseen accuracy=0.5802
[219/500]  Loss_D: -16.6613 Loss_G: -1.5314, Wasserstein_dist:21.7003, vae_loss_seen:398.1410 GZSL: seen=0.8001, unseen=0.5394, h=0.6444 ZSL: unseen accuracy=0.5804
[220/500]  Loss_D: -14.4166 Loss_G: -1.7005, Wasserstein_dist:19.3381, vae_loss_seen:388.8783 GZSL: seen=0.7976, unseen=0.5434, h=0.6464 ZSL: unseen accuracy=0.5841
[221/500]  Loss_D: -14.1181 Loss_G: -1.8787, Wasserstein_dist:18.9620, vae_loss_seen:387.3636 GZSL: seen=0.8582, unseen=0.5213, h=0.6486 ZSL: unseen accuracy=0.5753
[222/500]  Loss_D: -16.9611 Loss_G: -2.1880, Wasserstein_dist:21.5548, vae_loss_seen:387.4355 GZSL: seen=0.8291, unseen=0.5281, h=0.6452 ZSL: unseen accuracy=0.5745
[223/500]  Loss_D: -16.4672 Loss_G: -2.0927, Wasserstein_dist:20.9673, vae_loss_seen:379.7058 GZSL: seen=0.8605, unseen=0.5161, h=0.6452 ZSL: unseen accuracy=0.5585
[224/500]  Loss_D: -12.5505 Loss_G: -1.7154, Wasserstein_dist:17.4791, vae_loss_seen:370.9472 GZSL: seen=0.8231, unseen=0.5420, h=0.6536 ZSL: unseen accuracy=0.5796
[225/500]  Loss_D: -11.2758 Loss_G: -2.1274, Wasserstein_dist:16.3268, vae_loss_seen:345.4340 GZSL: seen=0.8224, unseen=0.5225, h=0.6390 ZSL: unseen accuracy=0.5810
[226/500]  Loss_D: -10.7350 Loss_G: -1.9826, Wasserstein_dist:15.2455, vae_loss_seen:361.2742 GZSL: seen=0.8399, unseen=0.5174, h=0.6403 ZSL: unseen accuracy=0.5640
[227/500]  Loss_D: -14.3010 Loss_G: -2.3798, Wasserstein_dist:19.6759, vae_loss_seen:381.3710 GZSL: seen=0.8289, unseen=0.5116, h=0.6327 ZSL: unseen accuracy=0.5595
[228/500]  Loss_D: -13.0768 Loss_G: -1.7759, Wasserstein_dist:17.8629, vae_loss_seen:361.4853 GZSL: seen=0.8439, unseen=0.5291, h=0.6504 ZSL: unseen accuracy=0.5786
[229/500]  Loss_D: -13.7721 Loss_G: -1.4146, Wasserstein_dist:18.3058, vae_loss_seen:367.9565 GZSL: seen=0.8380, unseen=0.5172, h=0.6396 ZSL: unseen accuracy=0.5697
[230/500]  Loss_D: -14.4941 Loss_G: -2.0147, Wasserstein_dist:19.5069, vae_loss_seen:378.4631 GZSL: seen=0.7951, unseen=0.5349, h=0.6396 ZSL: unseen accuracy=0.5686
[231/500]  Loss_D: -13.0382 Loss_G: -1.5890, Wasserstein_dist:17.8427, vae_loss_seen:380.2439 GZSL: seen=0.8162, unseen=0.5309, h=0.6433 ZSL: unseen accuracy=0.5642
[232/500]  Loss_D: -13.3759 Loss_G: -1.6395, Wasserstein_dist:17.7735, vae_loss_seen:381.5214 GZSL: seen=0.8338, unseen=0.5242, h=0.6437 ZSL: unseen accuracy=0.5804
[233/500]  Loss_D: -14.7352 Loss_G: -2.3866, Wasserstein_dist:18.9455, vae_loss_seen:382.4838 GZSL: seen=0.8556, unseen=0.5082, h=0.6377 ZSL: unseen accuracy=0.5728
[234/500]  Loss_D: -15.1790 Loss_G: -1.7859, Wasserstein_dist:19.1118, vae_loss_seen:385.9484 GZSL: seen=0.8165, unseen=0.5181, h=0.6340 ZSL: unseen accuracy=0.5622
[235/500]  Loss_D: -15.9400 Loss_G: -1.5954, Wasserstein_dist:20.3331, vae_loss_seen:374.2779 GZSL: seen=0.8577, unseen=0.5179, h=0.6458 ZSL: unseen accuracy=0.5669
[236/500]  Loss_D: -12.0992 Loss_G: -2.1788, Wasserstein_dist:16.4949, vae_loss_seen:367.3215 GZSL: seen=0.8197, unseen=0.5416, h=0.6522 ZSL: unseen accuracy=0.5753
[237/500]  Loss_D: -16.3612 Loss_G: -1.9443, Wasserstein_dist:21.3541, vae_loss_seen:385.7051 GZSL: seen=0.8373, unseen=0.5278, h=0.6475 ZSL: unseen accuracy=0.5806
[238/500]  Loss_D: -12.5529 Loss_G: -2.2052, Wasserstein_dist:17.5006, vae_loss_seen:373.7120 GZSL: seen=0.8389, unseen=0.5198, h=0.6419 ZSL: unseen accuracy=0.5784
[239/500]  Loss_D: -15.1706 Loss_G: -1.7834, Wasserstein_dist:19.9512, vae_loss_seen:381.4020 GZSL: seen=0.8357, unseen=0.5250, h=0.6449 ZSL: unseen accuracy=0.5717
[240/500]  Loss_D: -14.1851 Loss_G: -1.6672, Wasserstein_dist:18.6270, vae_loss_seen:384.9879 GZSL: seen=0.8280, unseen=0.5301, h=0.6464 ZSL: unseen accuracy=0.5692
[241/500]  Loss_D: -10.2524 Loss_G: -1.6197, Wasserstein_dist:15.3307, vae_loss_seen:361.4555 GZSL: seen=0.8474, unseen=0.5150, h=0.6407 ZSL: unseen accuracy=0.5666
[242/500]  Loss_D: -13.7469 Loss_G: -1.9107, Wasserstein_dist:19.0297, vae_loss_seen:380.0232 GZSL: seen=0.8399, unseen=0.5169, h=0.6399 ZSL: unseen accuracy=0.5687
[243/500]  Loss_D: -14.0321 Loss_G: -1.6448, Wasserstein_dist:18.1810, vae_loss_seen:361.7384 GZSL: seen=0.8373, unseen=0.5099, h=0.6338 ZSL: unseen accuracy=0.5662
[244/500]  Loss_D: -15.3563 Loss_G: -1.8366, Wasserstein_dist:19.9137, vae_loss_seen:377.3310 GZSL: seen=0.8310, unseen=0.5189, h=0.6389 ZSL: unseen accuracy=0.5785
[245/500]  Loss_D: -15.7454 Loss_G: -1.8772, Wasserstein_dist:20.4889, vae_loss_seen:399.6013 GZSL: seen=0.8207, unseen=0.5232, h=0.6390 ZSL: unseen accuracy=0.5704
[246/500]  Loss_D: -13.6479 Loss_G: -2.0116, Wasserstein_dist:18.2589, vae_loss_seen:384.3126 GZSL: seen=0.8225, unseen=0.5175, h=0.6353 ZSL: unseen accuracy=0.5684
[247/500]  Loss_D: -12.9061 Loss_G: -1.6805, Wasserstein_dist:17.7318, vae_loss_seen:383.5439 GZSL: seen=0.8456, unseen=0.5050, h=0.6323 ZSL: unseen accuracy=0.5695
[248/500]  Loss_D: -13.1309 Loss_G: -1.8468, Wasserstein_dist:17.5117, vae_loss_seen:365.7549 GZSL: seen=0.8195, unseen=0.5104, h=0.6290 ZSL: unseen accuracy=0.5600
[249/500]  Loss_D: -14.3969 Loss_G: -2.1380, Wasserstein_dist:18.2715, vae_loss_seen:376.3604 GZSL: seen=0.8003, unseen=0.5293, h=0.6372 ZSL: unseen accuracy=0.5608
[250/500]  Loss_D: -13.1719 Loss_G: -1.7984, Wasserstein_dist:17.2887, vae_loss_seen:380.9572 GZSL: seen=0.8218, unseen=0.5172, h=0.6349 ZSL: unseen accuracy=0.5605
[251/500]  Loss_D: -13.9017 Loss_G: -2.1035, Wasserstein_dist:18.5239, vae_loss_seen:377.5551 GZSL: seen=0.7981, unseen=0.5230, h=0.6319 ZSL: unseen accuracy=0.5664
[252/500]  Loss_D: -14.0462 Loss_G: -2.1549, Wasserstein_dist:18.3449, vae_loss_seen:375.5904 GZSL: seen=0.8144, unseen=0.5193, h=0.6342 ZSL: unseen accuracy=0.5729
[253/500]  Loss_D: -13.4824 Loss_G: -1.8682, Wasserstein_dist:18.0694, vae_loss_seen:390.5199 GZSL: seen=0.8355, unseen=0.5068, h=0.6309 ZSL: unseen accuracy=0.5650
[254/500]  Loss_D: -14.3914 Loss_G: -2.0266, Wasserstein_dist:19.5778, vae_loss_seen:391.2931 GZSL: seen=0.8257, unseen=0.5213, h=0.6391 ZSL: unseen accuracy=0.5732
[255/500]  Loss_D: -13.6115 Loss_G: -1.8572, Wasserstein_dist:18.2140, vae_loss_seen:393.1364 GZSL: seen=0.8176, unseen=0.5210, h=0.6364 ZSL: unseen accuracy=0.5786
[256/500]  Loss_D: -12.4064 Loss_G: -1.8457, Wasserstein_dist:16.3913, vae_loss_seen:372.9064 GZSL: seen=0.8422, unseen=0.5114, h=0.6364 ZSL: unseen accuracy=0.5704
[257/500]  Loss_D: -12.5484 Loss_G: -2.0356, Wasserstein_dist:17.3189, vae_loss_seen:375.8623 GZSL: seen=0.8320, unseen=0.5163, h=0.6372 ZSL: unseen accuracy=0.5705
